time,PT.Fuel_Upstream.sample_ts_ms
2026-03-06 12:32:03.087613,3273797135
2026-03-06 12:32:03.189364,3273797236
2026-03-06 12:32:03.2906,3273797337
2026-03-06 12:32:03.391546,3273797438
2026-03-06 12:32:03.493122,3273797540
2026-03-06 12:32:03.593787,3273797641
2026-03-06 12:32:03.694992,3273797742
2026-03-06 12:32:03.79561,3273797843
2026-03-06 12:32:03.897024,3273797944
2026-03-06 12:32:03.997689,3273798045
2026-03-06 12:32:04.098705,3273798146
2026-03-06 12:32:04.199885,3273798247
2026-03-06 12:32:04.300949,3273798348
2026-03-06 12:32:04.402249,3273798449
2026-03-06 12:32:04.503041,3273798550
2026-03-06 12:32:04.604009,3273798651
2026-03-06 12:32:04.705151,3273798752
2026-03-06 12:32:04.80656,3273798854
2026-03-06 12:32:04.908122,3273798955
2026-03-06 12:32:05.009393,3273799056
2026-03-06 12:32:05.110134,3273799157
2026-03-06 12:32:05.2116,3273799259
2026-03-06 12:32:05.313193,3273799360
2026-03-06 12:32:05.415029,3273799461
2026-03-06 12:32:05.51518,3273799562
2026-03-06 12:32:05.615796,3273799663
2026-03-06 12:32:05.717118,3273799764
2026-03-06 12:32:05.818129,3273799865
2026-03-06 12:32:05.918827,3273799966
2026-03-06 12:32:06.019339,3273800067
2026-03-06 12:32:06.120874,3273800168
2026-03-06 12:32:06.221558,3273800269
2026-03-06 12:32:06.323196,3273800370
2026-03-06 12:32:06.424758,3273800471
2026-03-06 12:32:06.52563,3273800572
2026-03-06 12:32:06.626858,3273800674
2026-03-06 12:32:06.728157,3273800775
2026-03-06 12:32:06.829532,3273800876
2026-03-06 12:32:06.93032,3273800977
2026-03-06 12:32:07.031397,3273801079
2026-03-06 12:32:07.132629,3273801180
2026-03-06 12:32:07.233701,3273801281
2026-03-06 12:32:07.334927,3273801382
2026-03-06 12:32:07.436078,3273801483
2026-03-06 12:32:07.536633,3273801584
2026-03-06 12:32:07.637528,3273801684
2026-03-06 12:32:07.738584,3273801786
2026-03-06 12:32:07.839854,3273801887
2026-03-06 12:32:07.940557,3273801988
2026-03-06 12:32:08.042033,3273802089
2026-03-06 12:32:08.143519,3273802190
2026-03-06 12:32:08.244679,3273802292
2026-03-06 12:32:08.345838,3273802393
2026-03-06 12:32:08.446862,3273802494
2026-03-06 12:32:08.5479,3273802595
2026-03-06 12:32:08.649027,3273802696
2026-03-06 12:32:08.749798,3273802797
2026-03-06 12:32:08.85082,3273802898
2026-03-06 12:32:08.951831,3273802999
2026-03-06 12:32:09.053402,3273803100
2026-03-06 12:32:09.154382,3273803201
2026-03-06 12:32:09.25503,3273803302
2026-03-06 12:32:09.356098,3273803403
2026-03-06 12:32:09.457092,3273803504
2026-03-06 12:32:09.557999,3273803605
2026-03-06 12:32:09.659239,3273803706
2026-03-06 12:32:09.760659,3273803807
2026-03-06 12:32:09.861415,3273803908
2026-03-06 12:32:09.962965,3273804010
2026-03-06 12:32:10.064297,3273804111
2026-03-06 12:32:10.164944,3273804212
2026-03-06 12:32:10.265736,3273804313
2026-03-06 12:32:10.36669,3273804414
2026-03-06 12:32:10.467953,3273804515
2026-03-06 12:32:10.569335,3273804616
2026-03-06 12:32:10.66969,3273804717
2026-03-06 12:32:10.771168,3273804818
2026-03-06 12:32:10.871842,3273804919
2026-03-06 12:32:10.972797,3273805020
2026-03-06 12:32:11.073597,3273805121
2026-03-06 12:32:11.174943,3273805222
2026-03-06 12:32:11.276703,3273805324
2026-03-06 12:32:11.37769,3273805425
2026-03-06 12:32:11.478787,3273805526
2026-03-06 12:32:11.580045,3273805627
2026-03-06 12:32:11.680759,3273805728
2026-03-06 12:32:11.78162,3273805829
2026-03-06 12:32:11.882524,3273805930
2026-03-06 12:32:11.983375,3273806030
2026-03-06 12:32:12.084034,3273806131
2026-03-06 12:32:12.184907,3273806232
2026-03-06 12:32:12.286314,3273806333
2026-03-06 12:32:12.386811,3273806434
2026-03-06 12:32:12.487693,3273806535
2026-03-06 12:32:12.588422,3273806636
2026-03-06 12:32:12.689251,3273806737
2026-03-06 12:32:12.79184,3273806839
2026-03-06 12:32:12.892719,3273806940
2026-03-06 12:32:12.993832,3273807041
2026-03-06 12:32:13.094699,3273807142
2026-03-06 12:32:13.19571,3273807243
2026-03-06 12:32:13.296895,3273807344
2026-03-06 12:32:13.398096,3273807445
2026-03-06 12:32:13.49909,3273807546
2026-03-06 12:32:13.601393,3273807648
2026-03-06 12:32:13.702097,3273807749
2026-03-06 12:32:13.803465,3273807850
2026-03-06 12:32:13.904089,3273807951
2026-03-06 12:32:14.005549,3273808052
2026-03-06 12:32:14.106002,3273808153
2026-03-06 12:32:14.207293,3273808254
2026-03-06 12:32:14.308269,3273808355
2026-03-06 12:32:14.408749,3273808456
2026-03-06 12:32:14.510253,3273808557
2026-03-06 12:32:14.6108,3273808658
2026-03-06 12:32:14.711341,3273808759
2026-03-06 12:32:14.81246,3273808859
2026-03-06 12:32:14.913187,3273808960
2026-03-06 12:32:15.014032,3273809061
2026-03-06 12:32:15.114932,3273809162
2026-03-06 12:32:15.216618,3273809263
2026-03-06 12:32:15.317399,3273809364
2026-03-06 12:32:15.418408,3273809465
2026-03-06 12:32:15.519321,3273809566
2026-03-06 12:32:15.62035,3273809668
2026-03-06 12:32:15.721083,3273809768
2026-03-06 12:32:15.822249,3273809869
2026-03-06 12:32:15.922863,3273809970
2026-03-06 12:32:16.02427,3273810071
2026-03-06 12:32:16.125831,3273810173
2026-03-06 12:32:16.226699,3273810274
2026-03-06 12:32:16.327695,3273810374
2026-03-06 12:32:16.428283,3273810476
2026-03-06 12:32:16.529214,3273810576
2026-03-06 12:32:16.630528,3273810677
2026-03-06 12:32:16.731293,3273810778
2026-03-06 12:32:16.832298,3273810879
2026-03-06 12:32:16.933244,3273810980
2026-03-06 12:32:17.034,3273811081
2026-03-06 12:32:17.135437,3273811182
2026-03-06 12:32:17.236408,3273811283
2026-03-06 12:32:17.337582,3273811384
2026-03-06 12:32:17.43826,3273811485
2026-03-06 12:32:17.53967,3273811587
2026-03-06 12:32:17.640677,3273811688
2026-03-06 12:32:17.74142,3273811789
2026-03-06 12:32:17.842582,3273811889
2026-03-06 12:32:17.943328,3273811990
2026-03-06 12:32:18.044077,3273812091
2026-03-06 12:32:18.14488,3273812192
2026-03-06 12:32:18.245911,3273812293
2026-03-06 12:32:18.346858,3273812394
2026-03-06 12:32:18.447978,3273812495
2026-03-06 12:32:18.549053,3273812596
2026-03-06 12:32:18.650504,3273812698
2026-03-06 12:32:18.751787,3273812799
2026-03-06 12:32:18.852559,3273812900
2026-03-06 12:32:18.953823,3273813001
2026-03-06 12:32:19.054952,3273813102
2026-03-06 12:32:19.156481,3273813204
2026-03-06 12:32:19.257787,3273813305
2026-03-06 12:32:19.358968,3273813406
2026-03-06 12:32:19.459756,3273813507
2026-03-06 12:32:19.56084,3273813608
2026-03-06 12:32:19.661604,3273813709
2026-03-06 12:32:19.762287,3273813810
2026-03-06 12:32:19.863811,3273813911
2026-03-06 12:32:19.964209,3273814011
2026-03-06 12:32:20.065786,3273814113
2026-03-06 12:32:20.166358,3273814213
2026-03-06 12:32:20.267143,3273814314
2026-03-06 12:32:20.368396,3273814415
2026-03-06 12:32:20.468936,3273814516
2026-03-06 12:32:20.570182,3273814617
2026-03-06 12:32:20.671477,3273814719
2026-03-06 12:32:20.772896,3273814820
2026-03-06 12:32:20.873937,3273814921
2026-03-06 12:32:20.974886,3273815022
2026-03-06 12:32:21.076257,3273815123
2026-03-06 12:32:21.177727,3273815225
2026-03-06 12:32:21.278302,3273815326
2026-03-06 12:32:21.379839,3273815427
2026-03-06 12:32:21.48171,3273815528
2026-03-06 12:32:21.582828,3273815630
2026-03-06 12:32:21.683909,3273815731
2026-03-06 12:32:21.784876,3273815832
2026-03-06 12:32:21.885945,3273815933
2026-03-06 12:32:21.987431,3273816034
2026-03-06 12:32:22.088382,3273816135
2026-03-06 12:32:22.189208,3273816236
2026-03-06 12:32:22.290101,3273816337
2026-03-06 12:32:22.391412,3273816438
2026-03-06 12:32:22.492545,3273816540
2026-03-06 12:32:22.593767,3273816641
2026-03-06 12:32:22.694723,3273816742
2026-03-06 12:32:22.795605,3273816843
2026-03-06 12:32:22.897019,3273816944
2026-03-06 12:32:22.998134,3273817045
2026-03-06 12:32:23.098919,3273817146
2026-03-06 12:32:23.200459,3273817247
2026-03-06 12:32:23.301257,3273817348
2026-03-06 12:32:23.402098,3273817449
2026-03-06 12:32:23.503276,3273817550
2026-03-06 12:32:23.60426,3273817651
2026-03-06 12:32:23.705529,3273817752
2026-03-06 12:32:23.806442,3273817853
2026-03-06 12:32:23.907497,3273817954
2026-03-06 12:32:24.008583,3273818055
2026-03-06 12:32:24.110054,3273818157
2026-03-06 12:32:24.210813,3273818258
2026-03-06 12:32:24.311681,3273818359
2026-03-06 12:32:24.412729,3273818460
2026-03-06 12:32:24.513535,3273818561
2026-03-06 12:32:24.614703,3273818662
2026-03-06 12:32:24.715286,3273818763
2026-03-06 12:32:24.816121,3273818863
2026-03-06 12:32:24.917149,3273818964
2026-03-06 12:32:25.018198,3273819065
2026-03-06 12:32:25.118833,3273819166
2026-03-06 12:32:25.219904,3273819267
2026-03-06 12:32:25.320969,3273819368
2026-03-06 12:32:25.422108,3273819469
2026-03-06 12:32:25.522985,3273819570
2026-03-06 12:32:25.624101,3273819671
2026-03-06 12:32:25.724994,3273819772
2026-03-06 12:32:25.826009,3273819873
2026-03-06 12:32:25.927002,3273819974
2026-03-06 12:32:26.028305,3273820075
2026-03-06 12:32:26.129009,3273820176
2026-03-06 12:32:26.229989,3273820277
2026-03-06 12:32:26.331443,3273820378
2026-03-06 12:32:26.432637,3273820479
2026-03-06 12:32:26.533644,3273820580
2026-03-06 12:32:26.634874,3273820682
2026-03-06 12:32:26.73585,3273820783
2026-03-06 12:32:26.83682,3273820884
2026-03-06 12:32:26.938112,3273820985
2026-03-06 12:32:27.038604,3273821086
2026-03-06 12:32:27.139641,3273821187
2026-03-06 12:32:27.240602,3273821287
2026-03-06 12:32:27.341528,3273821389
2026-03-06 12:32:27.44232,3273821490
2026-03-06 12:32:27.543538,3273821591
2026-03-06 12:32:27.645605,3273821693
2026-03-06 12:32:27.746623,3273821794
2026-03-06 12:32:27.847445,3273821894
2026-03-06 12:32:27.948277,3273821995
2026-03-06 12:32:28.049559,3273822097
2026-03-06 12:32:28.150268,3273822197
2026-03-06 12:32:28.25139,3273822298
2026-03-06 12:32:28.35236,3273822400
2026-03-06 12:32:28.453615,3273822501
2026-03-06 12:32:28.55549,3273822602
2026-03-06 12:32:28.655533,3273822703
2026-03-06 12:32:28.756508,3273822804
2026-03-06 12:32:28.857531,3273822904
2026-03-06 12:32:28.958532,3273823006
2026-03-06 12:32:29.059682,3273823107
2026-03-06 12:32:29.160506,3273823208
2026-03-06 12:32:29.261554,3273823309
2026-03-06 12:32:29.363013,3273823410
2026-03-06 12:32:29.464247,3273823511
2026-03-06 12:32:29.565448,3273823612
2026-03-06 12:32:29.666396,3273823713
2026-03-06 12:32:29.767102,3273823814
2026-03-06 12:32:29.868444,3273823915
2026-03-06 12:32:29.968898,3273824016
2026-03-06 12:32:30.069724,3273824117
2026-03-06 12:32:30.170526,3273824217
2026-03-06 12:32:30.271814,3273824319
2026-03-06 12:32:30.373071,3273824420
2026-03-06 12:32:30.474036,3273824521
2026-03-06 12:32:30.575172,3273824622
2026-03-06 12:32:30.675779,3273824723
2026-03-06 12:32:30.776883,3273824824
2026-03-06 12:32:30.877212,3273824924
2026-03-06 12:32:30.978166,3273825025
2026-03-06 12:32:31.079421,3273825126
2026-03-06 12:32:31.181064,3273825228
2026-03-06 12:32:31.282605,3273825330
2026-03-06 12:32:31.383475,3273825431
2026-03-06 12:32:31.484945,3273825532
2026-03-06 12:32:31.58588,3273825633
2026-03-06 12:32:31.687124,3273825734
2026-03-06 12:32:31.787879,3273825835
2026-03-06 12:32:31.888661,3273825936
2026-03-06 12:32:31.989605,3273826037
2026-03-06 12:32:32.090434,3273826137
2026-03-06 12:32:32.191529,3273826238
2026-03-06 12:32:32.292228,3273826339
2026-03-06 12:32:32.393387,3273826440
2026-03-06 12:32:32.494331,3273826541
2026-03-06 12:32:32.59583,3273826643
2026-03-06 12:32:32.696572,3273826744
2026-03-06 12:32:32.797231,3273826844
2026-03-06 12:32:32.898425,3273826945
2026-03-06 12:32:32.999173,3273827046
2026-03-06 12:32:33.100064,3273827147
2026-03-06 12:32:33.201063,3273827248
2026-03-06 12:32:33.301741,3273827349
2026-03-06 12:32:33.402581,3273827450
2026-03-06 12:32:33.50358,3273827551
2026-03-06 12:32:33.604533,3273827652
2026-03-06 12:32:33.705543,3273827753
2026-03-06 12:32:33.807254,3273827854
2026-03-06 12:32:33.908535,3273827955
2026-03-06 12:32:34.009247,3273828056
2026-03-06 12:32:34.110178,3273828157
2026-03-06 12:32:34.211306,3273828259
2026-03-06 12:32:34.312351,3273828359
2026-03-06 12:32:34.413767,3273828461
2026-03-06 12:32:34.515027,3273828562
2026-03-06 12:32:34.616756,3273828664
2026-03-06 12:32:34.718058,3273828765
2026-03-06 12:32:34.819217,3273828866
2026-03-06 12:32:34.920402,3273828967
2026-03-06 12:32:35.02154,3273829068
2026-03-06 12:32:35.122273,3273829169
2026-03-06 12:32:35.223596,3273829270
2026-03-06 12:32:35.324438,3273829371
2026-03-06 12:32:35.425308,3273829472
2026-03-06 12:32:35.52687,3273829573
2026-03-06 12:32:35.627296,3273829674
2026-03-06 12:32:35.728287,3273829775
2026-03-06 12:32:35.829504,3273829876
2026-03-06 12:32:35.930455,3273829978
2026-03-06 12:32:36.031924,3273830079
2026-03-06 12:32:36.133353,3273830180
2026-03-06 12:32:36.234433,3273830281
2026-03-06 12:32:36.33541,3273830382
2026-03-06 12:32:36.436362,3273830483
2026-03-06 12:32:36.536867,3273830584
2026-03-06 12:32:36.637892,3273830685
2026-03-06 12:32:36.738761,3273830786
2026-03-06 12:32:36.840057,3273830887
2026-03-06 12:32:36.940747,3273830988
2026-03-06 12:32:37.041642,3273831089
2026-03-06 12:32:37.142573,3273831190
2026-03-06 12:32:37.243849,3273831291
2026-03-06 12:32:37.345048,3273831392
2026-03-06 12:32:37.446155,3273831493
2026-03-06 12:32:37.547594,3273831594
2026-03-06 12:32:37.648604,3273831696
2026-03-06 12:32:37.75018,3273831797
2026-03-06 12:32:37.851307,3273831898
2026-03-06 12:32:37.952366,3273831999
2026-03-06 12:32:38.052811,3273832100
2026-03-06 12:32:38.153853,3273832201
2026-03-06 12:32:38.254818,3273832302
2026-03-06 12:32:38.356295,3273832403
2026-03-06 12:32:38.456807,3273832504
2026-03-06 12:32:38.557752,3273832605
2026-03-06 12:32:38.658731,3273832706
2026-03-06 12:32:38.760028,3273832807
2026-03-06 12:32:38.860598,3273832908
2026-03-06 12:32:38.96188,3273833009
2026-03-06 12:32:39.062311,3273833109
2026-03-06 12:32:39.163284,3273833210
2026-03-06 12:32:39.263772,3273833311
2026-03-06 12:32:39.364503,3273833412
2026-03-06 12:32:39.46541,3273833512
2026-03-06 12:32:39.566309,3273833614
2026-03-06 12:32:39.667672,3273833715
2026-03-06 12:32:39.768297,3273833816
2026-03-06 12:32:39.869336,3273833916
2026-03-06 12:32:39.97035,3273834017
2026-03-06 12:32:40.071225,3273834118
2026-03-06 12:32:40.172406,3273834219
2026-03-06 12:32:40.272661,3273834320
2026-03-06 12:32:40.374117,3273834421
2026-03-06 12:32:40.475186,3273834522
2026-03-06 12:32:40.576042,3273834623
2026-03-06 12:32:40.677289,3273834724
2026-03-06 12:32:40.778146,3273834825
2026-03-06 12:32:40.878985,3273834926
2026-03-06 12:32:40.979857,3273835027
2026-03-06 12:32:41.080862,3273835128
2026-03-06 12:32:41.182219,3273835229
2026-03-06 12:32:41.282889,3273835330
2026-03-06 12:32:41.383651,3273835431
2026-03-06 12:32:41.484354,3273835531
2026-03-06 12:32:41.584842,3273835632
2026-03-06 12:32:41.685692,3273835733
2026-03-06 12:32:41.786778,3273835834
2026-03-06 12:32:41.887731,3273835935
2026-03-06 12:32:41.989295,3273836036
2026-03-06 12:32:42.09017,3273836137
2026-03-06 12:32:42.191594,3273836238
2026-03-06 12:32:42.29253,3273836339
2026-03-06 12:32:42.393973,3273836441
2026-03-06 12:32:42.49488,3273836542
2026-03-06 12:32:42.596233,3273836643
2026-03-06 12:32:42.697092,3273836744
2026-03-06 12:32:42.798092,3273836845
2026-03-06 12:32:42.898784,3273836946
2026-03-06 12:32:43.000382,3273837047
2026-03-06 12:32:43.10127,3273837149
2026-03-06 12:32:43.202865,3273837250
2026-03-06 12:32:43.303688,3273837351
2026-03-06 12:32:43.405385,3273837452
2026-03-06 12:32:43.506442,3273837553
2026-03-06 12:32:43.607626,3273837654
2026-03-06 12:32:43.708159,3273837755
2026-03-06 12:32:43.809207,3273837856
2026-03-06 12:32:43.909268,3273837956
2026-03-06 12:32:44.010287,3273838057
2026-03-06 12:32:44.110796,3273838158
2026-03-06 12:32:44.211165,3273838258
2026-03-06 12:32:44.312716,3273838359
2026-03-06 12:32:44.412914,3273838460
2026-03-06 12:32:44.514451,3273838561
2026-03-06 12:32:44.615877,3273838663
2026-03-06 12:32:44.71692,3273838764
2026-03-06 12:32:44.817499,3273838865
2026-03-06 12:32:44.919017,3273838966
2026-03-06 12:32:45.019608,3273839067
2026-03-06 12:32:45.120575,3273839168
2026-03-06 12:32:45.221357,3273839268
2026-03-06 12:32:45.321941,3273839369
2026-03-06 12:32:45.423282,3273839470
2026-03-06 12:32:45.525354,3273839572
2026-03-06 12:32:45.62633,3273839673
2026-03-06 12:32:45.727899,3273839775
2026-03-06 12:32:45.82896,3273839876
2026-03-06 12:32:45.930154,3273839977
2026-03-06 12:32:46.031649,3273840078
2026-03-06 12:32:46.132493,3273840179
2026-03-06 12:32:46.233657,3273840281
2026-03-06 12:32:46.334444,3273840382
2026-03-06 12:32:46.43543,3273840483
2026-03-06 12:32:46.536638,3273840583
2026-03-06 12:32:46.638667,3273840685
2026-03-06 12:32:46.739725,3273840787
2026-03-06 12:32:46.840966,3273840888
2026-03-06 12:32:46.941899,3273840989
2026-03-06 12:32:47.043216,3273841090
2026-03-06 12:32:47.14449,3273841191
2026-03-06 12:32:47.24494,3273841292
2026-03-06 12:32:47.34669,3273841393
2026-03-06 12:32:47.447718,3273841494
2026-03-06 12:32:47.549129,3273841596
2026-03-06 12:32:47.650181,3273841697
2026-03-06 12:32:47.751383,3273841798
2026-03-06 12:32:47.852694,3273841900
2026-03-06 12:32:47.953659,3273842001
2026-03-06 12:32:48.054661,3273842102
2026-03-06 12:32:48.155834,3273842203
2026-03-06 12:32:48.256692,3273842304
2026-03-06 12:32:48.358162,3273842405
2026-03-06 12:32:48.458803,3273842506
2026-03-06 12:32:48.560029,3273842607
2026-03-06 12:32:48.661272,3273842708
2026-03-06 12:32:48.762408,3273842810
2026-03-06 12:32:48.863867,3273842911
2026-03-06 12:32:48.964954,3273843012
2026-03-06 12:32:49.06684,3273843114
2026-03-06 12:32:49.168718,3273843215
2026-03-06 12:32:49.269735,3273843317
