time,PT.GSE_Low.raw_adc_counts
2026-03-06 12:31:52.474273,320006335
2026-03-06 12:31:52.575445,320004134
2026-03-06 12:31:52.676457,320036065
2026-03-06 12:31:52.777861,320115416
2026-03-06 12:31:52.878702,320224979
2026-03-06 12:31:52.979468,320363507
2026-03-06 12:31:53.080517,320549972
2026-03-06 12:31:53.181615,320763145
2026-03-06 12:31:53.282508,321021529
2026-03-06 12:31:53.383327,321307269
2026-03-06 12:31:53.484299,321631586
2026-03-06 12:31:53.585129,321997769
2026-03-06 12:31:53.686226,322394424
2026-03-06 12:31:53.787009,322821070
2026-03-06 12:31:53.888312,323287063
2026-03-06 12:31:53.989372,323785122
2026-03-06 12:31:54.089999,324315811
2026-03-06 12:31:54.191025,324880891
2026-03-06 12:31:54.29171,325476499
2026-03-06 12:31:54.392762,326097508
2026-03-06 12:31:54.493552,326759307
2026-03-06 12:31:54.594549,327447799
2026-03-06 12:31:54.695303,328165726
2026-03-06 12:31:54.796654,328916266
2026-03-06 12:31:54.897006,329693257
2026-03-06 12:31:54.998305,330489186
2026-03-06 12:31:55.099154,331322392
2026-03-06 12:31:55.200009,332188896
2026-03-06 12:31:55.301483,333073395
2026-03-06 12:31:55.403065,333979959
2026-03-06 12:31:55.504604,334918887
2026-03-06 12:31:55.606505,335878226
2026-03-06 12:31:55.708179,336867340
2026-03-06 12:31:55.809282,337871864
2026-03-06 12:31:55.910443,338887664
2026-03-06 12:31:56.011689,339935933
2026-03-06 12:31:56.113171,340991093
2026-03-06 12:31:56.214694,342078217
2026-03-06 12:31:56.316287,343171287
2026-03-06 12:31:56.418164,344284873
2026-03-06 12:31:56.519014,345410496
2026-03-06 12:31:56.620287,346545340
2026-03-06 12:31:56.721793,347702016
2026-03-06 12:31:56.822961,348862422
2026-03-06 12:31:56.924341,350035177
2026-03-06 12:31:57.024914,351212589
2026-03-06 12:31:57.126045,352392724
2026-03-06 12:31:57.226601,353586867
2026-03-06 12:31:57.327655,354783337
2026-03-06 12:31:57.428218,355982164
2026-03-06 12:31:57.529267,357188545
2026-03-06 12:31:57.629722,358397629
2026-03-06 12:31:57.730683,359602335
2026-03-06 12:31:57.831899,360822521
2026-03-06 12:31:57.932283,362029274
2026-03-06 12:31:58.03374,363236937
2026-03-06 12:31:58.135005,364442265
2026-03-06 12:31:58.235664,365650874
2026-03-06 12:31:58.336088,366843507
2026-03-06 12:31:58.43699,368028764
2026-03-06 12:31:58.537812,369214791
2026-03-06 12:31:58.638873,370392489
2026-03-06 12:31:58.740461,371554537
2026-03-06 12:31:58.841316,372712580
2026-03-06 12:31:58.942121,373858329
2026-03-06 12:31:59.043563,374984612
2026-03-06 12:31:59.145366,376106359
2026-03-06 12:31:59.246697,377214037
2026-03-06 12:31:59.347629,378301449
2026-03-06 12:31:59.448357,379366326
2026-03-06 12:31:59.549203,380422007
2026-03-06 12:31:59.650505,381452619
2026-03-06 12:31:59.751447,382465183
2026-03-06 12:31:59.852873,383467263
2026-03-06 12:31:59.954257,384442844
2026-03-06 12:32:00.055159,385385322
2026-03-06 12:32:00.1564,386309109
2026-03-06 12:32:00.257651,387215804
2026-03-06 12:32:00.358295,388092573
2026-03-06 12:32:00.459411,388940063
2026-03-06 12:32:00.56063,389761356
2026-03-06 12:32:00.66189,390562368
2026-03-06 12:32:00.763161,391325870
2026-03-06 12:32:00.864177,392067001
2026-03-06 12:32:00.96549,392776083
2026-03-06 12:32:01.066351,393458299
2026-03-06 12:32:01.16741,394108828
2026-03-06 12:32:01.26861,394723823
2026-03-06 12:32:01.369676,395313566
2026-03-06 12:32:01.471036,395871636
2026-03-06 12:32:01.572071,396384086
2026-03-06 12:32:01.672769,396871272
2026-03-06 12:32:01.773303,397324960
2026-03-06 12:32:01.874722,397742312
2026-03-06 12:32:01.97541,398123555
2026-03-06 12:32:02.076411,398476317
2026-03-06 12:32:02.177349,398788781
2026-03-06 12:32:02.278799,399070408
2026-03-06 12:32:02.379749,399310377
2026-03-06 12:32:02.481056,399512310
2026-03-06 12:32:02.582161,399684861
2026-03-06 12:32:02.683019,399818548
2026-03-06 12:32:02.784562,399916400
2026-03-06 12:32:02.885524,399974661
2026-03-06 12:32:02.986332,399995072
2026-03-06 12:32:03.087632,399985238
2026-03-06 12:32:03.18938,399937760
2026-03-06 12:32:03.290618,399845747
2026-03-06 12:32:03.391556,399719054
2026-03-06 12:32:03.493159,399565450
2026-03-06 12:32:03.593812,399368284
2026-03-06 12:32:03.695021,399137201
2026-03-06 12:32:03.79562,398865755
2026-03-06 12:32:03.897045,398559554
2026-03-06 12:32:03.9977,398219508
2026-03-06 12:32:04.098727,397845691
2026-03-06 12:32:04.199901,397428745
2026-03-06 12:32:04.300966,396990585
2026-03-06 12:32:04.402265,396515109
2026-03-06 12:32:04.503053,395998712
2026-03-06 12:32:04.604037,395456222
2026-03-06 12:32:04.705193,394871753
2026-03-06 12:32:04.806585,394264817
2026-03-06 12:32:04.908135,393620750
2026-03-06 12:32:05.0094,392946527
2026-03-06 12:32:05.110145,392246959
2026-03-06 12:32:05.211621,391514553
2026-03-06 12:32:05.313219,390747411
2026-03-06 12:32:05.415054,389949998
2026-03-06 12:32:05.515205,389138173
2026-03-06 12:32:05.615826,388298760
2026-03-06 12:32:05.717127,387423071
2026-03-06 12:32:05.818154,386530851
2026-03-06 12:32:05.918842,385611671
2026-03-06 12:32:06.01935,384672491
2026-03-06 12:32:06.12089,383707694
2026-03-06 12:32:06.221569,382719284
2026-03-06 12:32:06.323213,381711110
2026-03-06 12:32:06.424772,380686098
2026-03-06 12:32:06.525644,379634151
2026-03-06 12:32:06.626872,378561720
2026-03-06 12:32:06.728169,377477758
2026-03-06 12:32:06.829545,376372848
2026-03-06 12:32:06.930329,375267124
2026-03-06 12:32:07.031423,374135893
2026-03-06 12:32:07.132641,372984294
2026-03-06 12:32:07.233726,371839903
2026-03-06 12:32:07.334941,370673093
2026-03-06 12:32:07.4361,369501168
2026-03-06 12:32:07.536644,368319744
2026-03-06 12:32:07.637544,367141346
2026-03-06 12:32:07.738596,365940244
2026-03-06 12:32:07.839887,364737572
2026-03-06 12:32:07.940581,363532064
2026-03-06 12:32:08.042062,362317618
2026-03-06 12:32:08.143533,361101949
2026-03-06 12:32:08.244696,359889011
2026-03-06 12:32:08.345858,358672854
2026-03-06 12:32:08.446873,357460198
2026-03-06 12:32:08.547909,356248903
2026-03-06 12:32:08.649041,355048122
2026-03-06 12:32:08.749813,353856149
2026-03-06 12:32:08.850858,352653945
2026-03-06 12:32:08.95184,351470211
2026-03-06 12:32:09.053412,350282381
2026-03-06 12:32:09.154391,349116636
2026-03-06 12:32:09.255046,347954444
2026-03-06 12:32:09.356121,346800350
2026-03-06 12:32:09.457135,345661414
2026-03-06 12:32:09.558019,344541339
2026-03-06 12:32:09.659287,343429464
2026-03-06 12:32:09.760669,342327209
2026-03-06 12:32:09.861442,341248284
2026-03-06 12:32:09.962982,340182359
2026-03-06 12:32:10.064305,339135680
2026-03-06 12:32:10.164952,338118968
2026-03-06 12:32:10.265755,337113993
2026-03-06 12:32:10.366704,336135044
2026-03-06 12:32:10.467967,335172362
2026-03-06 12:32:10.569354,334229929
2026-03-06 12:32:10.669712,333320831
2026-03-06 12:32:10.771192,332418261
2026-03-06 12:32:10.871859,331559732
2026-03-06 12:32:10.972823,330724647
2026-03-06 12:32:11.073617,329913040
2026-03-06 12:32:11.174967,329122668
2026-03-06 12:32:11.276717,328366163
2026-03-06 12:32:11.377707,327635595
2026-03-06 12:32:11.478808,326931065
2026-03-06 12:32:11.58006,326271497
2026-03-06 12:32:11.680778,325637364
2026-03-06 12:32:11.781634,325030182
2026-03-06 12:32:11.882539,324460189
2026-03-06 12:32:11.983421,323915393
2026-03-06 12:32:12.084068,323410635
2026-03-06 12:32:12.18494,322944474
2026-03-06 12:32:12.286345,322502448
2026-03-06 12:32:12.38683,322099750
2026-03-06 12:32:12.487714,321724155
2026-03-06 12:32:12.588454,321395796
2026-03-06 12:32:12.689265,321096461
2026-03-06 12:32:12.791879,320827186
2026-03-06 12:32:12.892733,320598682
2026-03-06 12:32:12.993901,320406214
2026-03-06 12:32:13.094713,320253712
2026-03-06 12:32:13.195749,320137080
2026-03-06 12:32:13.296916,320051930
2026-03-06 12:32:13.398134,320013521
2026-03-06 12:32:13.49911,320004171
2026-03-06 12:32:13.601411,320026911
2026-03-06 12:32:13.702136,320098706
2026-03-06 12:32:13.803502,320198141
2026-03-06 12:32:13.904114,320333852
2026-03-06 12:32:14.005564,320509095
2026-03-06 12:32:14.106022,320725567
2026-03-06 12:32:14.207315,320975043
2026-03-06 12:32:14.308312,321256488
2026-03-06 12:32:14.40877,321577046
2026-03-06 12:32:14.510279,321927718
2026-03-06 12:32:14.610819,322314717
2026-03-06 12:32:14.711358,322732162
2026-03-06 12:32:14.812506,323192580
2026-03-06 12:32:14.91321,323687860
2026-03-06 12:32:15.014047,324206550
2026-03-06 12:32:15.114958,324761378
2026-03-06 12:32:15.216633,325358574
2026-03-06 12:32:15.31743,325982620
2026-03-06 12:32:15.41842,326631445
2026-03-06 12:32:15.51935,327310724
2026-03-06 12:32:15.620373,328030826
2026-03-06 12:32:15.7211,328772536
2026-03-06 12:32:15.822282,329542974
2026-03-06 12:32:15.922903,330345068
2026-03-06 12:32:16.024317,331165639
2026-03-06 12:32:16.125852,332026088
2026-03-06 12:32:16.226717,332908079
2026-03-06 12:32:16.327728,333811248
2026-03-06 12:32:16.428297,334735695
2026-03-06 12:32:16.52923,335683736
2026-03-06 12:32:16.63056,336659884
2026-03-06 12:32:16.731327,337652162
2026-03-06 12:32:16.832316,338669189
2026-03-06 12:32:16.933261,339696674
2026-03-06 12:32:17.034022,340751180
2026-03-06 12:32:17.135454,341828795
2026-03-06 12:32:17.23642,342911935
2026-03-06 12:32:17.337602,344023402
2026-03-06 12:32:17.438293,345134495
2026-03-06 12:32:17.53969,346275821
2026-03-06 12:32:17.6407,347416546
2026-03-06 12:32:17.741435,348571979
2026-03-06 12:32:17.842604,349737999
2026-03-06 12:32:17.943351,350910220
2026-03-06 12:32:18.044117,352091667
2026-03-06 12:32:18.144897,353287445
2026-03-06 12:32:18.245937,354486686
2026-03-06 12:32:18.346896,355681052
2026-03-06 12:32:18.447999,356893815
2026-03-06 12:32:18.549099,358105014
2026-03-06 12:32:18.650549,359323072
2026-03-06 12:32:18.751812,360533791
2026-03-06 12:32:18.852582,361743876
2026-03-06 12:32:18.953831,362956638
2026-03-06 12:32:19.054977,364168350
2026-03-06 12:32:19.1565,365376904
2026-03-06 12:32:19.257799,366571976
2026-03-06 12:32:19.358996,367771314
2026-03-06 12:32:19.459799,368949349
2026-03-06 12:32:19.560881,370123959
2026-03-06 12:32:19.661625,371299790
2026-03-06 12:32:19.762331,372455163
2026-03-06 12:32:19.863833,373599784
2026-03-06 12:32:19.964238,374732284
2026-03-06 12:32:20.065823,375855971
2026-03-06 12:32:20.166366,376953387
2026-03-06 12:32:20.267199,378048565
2026-03-06 12:32:20.368415,379120988
2026-03-06 12:32:20.468956,380168689
2026-03-06 12:32:20.5702,381211432
2026-03-06 12:32:20.671494,382229995
2026-03-06 12:32:20.772909,383232149
2026-03-06 12:32:20.873958,384205665
2026-03-06 12:32:20.9749,385165550
2026-03-06 12:32:21.076281,386098546
2026-03-06 12:32:21.177745,387001295
2026-03-06 12:32:21.278344,387883755
2026-03-06 12:32:21.379855,388736678
2026-03-06 12:32:21.481722,389580577
2026-03-06 12:32:21.582845,390381274
2026-03-06 12:32:21.683919,391157756
2026-03-06 12:32:21.784902,391904225
2026-03-06 12:32:21.885968,392619708
2026-03-06 12:32:21.987477,393309980
2026-03-06 12:32:22.088419,393957956
2026-03-06 12:32:22.189236,394590647
2026-03-06 12:32:22.290122,395180153
2026-03-06 12:32:22.391447,395740743
2026-03-06 12:32:22.492567,396272250
2026-03-06 12:32:22.593782,396766146
2026-03-06 12:32:22.694748,397225210
2026-03-06 12:32:22.795631,397651196
2026-03-06 12:32:22.897056,398045844
2026-03-06 12:32:22.998155,398404003
2026-03-06 12:32:23.098954,398719761
2026-03-06 12:32:23.200485,399006226
2026-03-06 12:32:23.301286,399259175
2026-03-06 12:32:23.402129,399476556
2026-03-06 12:32:23.503301,399648963
2026-03-06 12:32:23.604289,399795763
2026-03-06 12:32:23.705551,399902748
2026-03-06 12:32:23.806512,399970823
2026-03-06 12:32:23.907523,399999615
2026-03-06 12:32:24.008606,399992910
2026-03-06 12:32:24.110072,399948435
2026-03-06 12:32:24.210835,399873364
2026-03-06 12:32:24.311711,399760085
2026-03-06 12:32:24.412763,399599455
2026-03-06 12:32:24.513566,399411572
2026-03-06 12:32:24.614741,399196506
2026-03-06 12:32:24.715313,398935402
2026-03-06 12:32:24.816141,398630961
2026-03-06 12:32:24.917176,398308177
2026-03-06 12:32:25.018222,397941817
2026-03-06 12:32:25.118858,397540149
2026-03-06 12:32:25.219919,397103656
2026-03-06 12:32:25.320992,396633190
2026-03-06 12:32:25.422126,396132443
2026-03-06 12:32:25.523015,395592632
2026-03-06 12:32:25.624139,395023340
2026-03-06 12:32:25.725028,394417262
2026-03-06 12:32:25.826061,393783755
2026-03-06 12:32:25.927043,393120236
2026-03-06 12:32:26.028355,392425176
2026-03-06 12:32:26.129034,391698877
2026-03-06 12:32:26.230016,390950964
2026-03-06 12:32:26.331494,390163949
2026-03-06 12:32:26.432673,389361607
2026-03-06 12:32:26.533671,388516577
2026-03-06 12:32:26.634893,387657309
2026-03-06 12:32:26.73587,386765141
2026-03-06 12:32:26.836839,385847907
2026-03-06 12:32:26.938138,384915746
2026-03-06 12:32:27.03863,383955275
2026-03-06 12:32:27.139666,382978218
2026-03-06 12:32:27.240626,381978720
2026-03-06 12:32:27.341558,380958192
2026-03-06 12:32:27.442344,379913224
2026-03-06 12:32:27.543558,378847377
2026-03-06 12:32:27.645624,377758104
2026-03-06 12:32:27.746642,376671530
2026-03-06 12:32:27.847467,375563260
2026-03-06 12:32:27.948302,374435296
2026-03-06 12:32:28.049593,373296448
2026-03-06 12:32:28.150294,372157967
2026-03-06 12:32:28.251421,370994991
2026-03-06 12:32:28.352384,369821316
2026-03-06 12:32:28.45365,368641341
2026-03-06 12:32:28.555513,367452691
2026-03-06 12:32:28.655564,366255869
2026-03-06 12:32:28.756524,365053175
2026-03-06 12:32:28.857568,363854259
2026-03-06 12:32:28.958553,362643482
2026-03-06 12:32:29.059719,361434784
2026-03-06 12:32:29.160547,360220793
2026-03-06 12:32:29.261584,359015388
2026-03-06 12:32:29.363048,357798727
2026-03-06 12:32:29.464277,356584510
2026-03-06 12:32:29.565456,355381324
2026-03-06 12:32:29.666412,354180594
2026-03-06 12:32:29.767145,352984854
2026-03-06 12:32:29.868476,351788955
2026-03-06 12:32:29.968932,350614620
2026-03-06 12:32:30.069754,349445405
2026-03-06 12:32:30.170541,348279715
2026-03-06 12:32:30.271846,347126535
2026-03-06 12:32:30.373092,345983643
2026-03-06 12:32:30.474061,344846950
2026-03-06 12:32:30.575212,343735034
2026-03-06 12:32:30.675826,342641161
2026-03-06 12:32:30.776911,341556358
2026-03-06 12:32:30.877234,340494707
2026-03-06 12:32:30.978186,339440876
2026-03-06 12:32:31.079441,338414941
2026-03-06 12:32:31.181106,337401060
2026-03-06 12:32:31.282639,336401373
2026-03-06 12:32:31.383496,335436848
2026-03-06 12:32:31.484963,334491024
2026-03-06 12:32:31.585901,333563805
2026-03-06 12:32:31.687176,332663840
2026-03-06 12:32:31.787902,331797498
2026-03-06 12:32:31.888698,330951833
2026-03-06 12:32:31.989641,330127387
2026-03-06 12:32:32.090484,329338885
2026-03-06 12:32:32.19156,328576824
2026-03-06 12:32:32.292251,327839980
2026-03-06 12:32:32.393424,327140803
2026-03-06 12:32:32.494377,326460380
2026-03-06 12:32:32.595862,325811288
2026-03-06 12:32:32.696608,325199665
2026-03-06 12:32:32.797282,324616747
2026-03-06 12:32:32.898451,324074689
2026-03-06 12:32:32.999203,323559810
2026-03-06 12:32:33.10008,323072640
2026-03-06 12:32:33.20108,322627927
2026-03-06 12:32:33.301762,322208791
2026-03-06 12:32:33.402601,321832408
2026-03-06 12:32:33.503603,321487388
2026-03-06 12:32:33.604551,321177602
2026-03-06 12:32:33.705618,320907231
2026-03-06 12:32:33.807274,320660118
2026-03-06 12:32:33.908574,320457452
2026-03-06 12:32:34.009265,320297074
2026-03-06 12:32:34.110197,320169267
2026-03-06 12:32:34.211321,320072917
2026-03-06 12:32:34.312383,320023713
2026-03-06 12:32:34.413791,319998020
2026-03-06 12:32:34.515052,320013958
2026-03-06 12:32:34.616785,320069691
2026-03-06 12:32:34.718079,320166028
2026-03-06 12:32:34.819236,320291380
2026-03-06 12:32:34.920424,320458313
2026-03-06 12:32:35.021598,320659205
2026-03-06 12:32:35.122292,320895953
2026-03-06 12:32:35.223637,321172240
2026-03-06 12:32:35.324458,321475377
2026-03-06 12:32:35.42535,321823348
2026-03-06 12:32:35.526896,322205502
2026-03-06 12:32:35.627317,322619439
2026-03-06 12:32:35.728307,323066308
2026-03-06 12:32:35.829524,323548287
2026-03-06 12:32:35.930482,324064934
2026-03-06 12:32:36.03195,324615743
2026-03-06 12:32:36.133375,325193171
2026-03-06 12:32:36.234477,325806961
2026-03-06 12:32:36.335439,326451210
2026-03-06 12:32:36.43639,327131651
2026-03-06 12:32:36.536891,327831309
2026-03-06 12:32:36.63792,328567482
2026-03-06 12:32:36.738776,329325692
2026-03-06 12:32:36.840089,330122556
2026-03-06 12:32:36.940768,330943883
2026-03-06 12:32:37.041667,331786916
2026-03-06 12:32:37.142602,332662573
2026-03-06 12:32:37.243892,333561889
2026-03-06 12:32:37.34507,334482171
2026-03-06 12:32:37.446207,335428676
2026-03-06 12:32:37.547619,336392645
2026-03-06 12:32:37.64863,337386286
2026-03-06 12:32:37.7502,338403061
2026-03-06 12:32:37.851318,339431134
2026-03-06 12:32:37.952401,340478176
2026-03-06 12:32:38.05282,341546425
2026-03-06 12:32:38.153884,342632021
2026-03-06 12:32:38.254834,343732499
2026-03-06 12:32:38.356347,344838488
2026-03-06 12:32:38.456822,345971085
2026-03-06 12:32:38.557765,347115833
2026-03-06 12:32:38.658743,348262829
2026-03-06 12:32:38.76005,349426432
2026-03-06 12:32:38.860614,350598559
2026-03-06 12:32:38.961904,351779045
2026-03-06 12:32:39.062329,352972155
2026-03-06 12:32:39.163314,354163833
2026-03-06 12:32:39.263787,355362121
2026-03-06 12:32:39.364517,356566277
2026-03-06 12:32:39.46543,357773630
2026-03-06 12:32:39.566327,358984236
2026-03-06 12:32:39.66769,360194017
2026-03-06 12:32:39.768343,361405170
2026-03-06 12:32:39.869362,362613472
2026-03-06 12:32:39.970365,363817871
2026-03-06 12:32:40.071241,365021206
2026-03-06 12:32:40.172426,366229797
2026-03-06 12:32:40.27268,367417052
2026-03-06 12:32:40.374126,368601219
2026-03-06 12:32:40.475202,369780131
2026-03-06 12:32:40.576053,370954660
2026-03-06 12:32:40.677311,372120084
2026-03-06 12:32:40.778177,373268327
2026-03-06 12:32:40.879009,374400094
2026-03-06 12:32:40.979882,375526456
2026-03-06 12:32:41.080877,376635988
2026-03-06 12:32:41.182247,377729133
2026-03-06 12:32:41.282903,378805575
2026-03-06 12:32:41.383668,379863916
2026-03-06 12:32:41.484379,380907531
2026-03-06 12:32:41.584851,381929465
2026-03-06 12:32:41.685714,382921129
2026-03-06 12:32:41.786805,383907399
2026-03-06 12:32:41.887742,384866112
2026-03-06 12:32:41.989305,385810450
2026-03-06 12:32:42.090193,386723708
2026-03-06 12:32:42.191623,387614119
2026-03-06 12:32:42.292547,388478436
2026-03-06 12:32:42.394015,389323936
2026-03-06 12:32:42.494907,390129569
2026-03-06 12:32:42.59625,390912808
2026-03-06 12:32:42.697103,391676156
2026-03-06 12:32:42.798106,392397877
2026-03-06 12:32:42.898794,393094958
2026-03-06 12:32:43.000417,393764150
2026-03-06 12:32:43.101283,394397629
2026-03-06 12:32:43.202911,395003931
2026-03-06 12:32:43.303706,395571260
2026-03-06 12:32:43.405407,396105493
2026-03-06 12:32:43.506458,396618872
2026-03-06 12:32:43.607646,397091396
2026-03-06 12:32:43.708206,397521405
2026-03-06 12:32:43.809227,397923791
2026-03-06 12:32:43.909291,398291679
2026-03-06 12:32:44.010299,398618125
2026-03-06 12:32:44.110815,398917306
2026-03-06 12:32:44.211185,399177465
2026-03-06 12:32:44.312734,399409559
2026-03-06 12:32:44.412922,399592545
2026-03-06 12:32:44.514467,399745529
2026-03-06 12:32:44.615895,399872184
2026-03-06 12:32:44.716939,399951242
2026-03-06 12:32:44.817517,399993475
2026-03-06 12:32:44.919042,399993525
2026-03-06 12:32:45.019637,399968184
2026-03-06 12:32:45.120607,399898987
2026-03-06 12:32:45.221397,399794332
2026-03-06 12:32:45.321959,399660323
2026-03-06 12:32:45.423295,399480022
2026-03-06 12:32:45.525396,399274689
2026-03-06 12:32:45.62635,399019518
2026-03-06 12:32:45.727924,398733170
2026-03-06 12:32:45.829,398410401
2026-03-06 12:32:45.930169,398061487
2026-03-06 12:32:46.031685,397665756
2026-03-06 12:32:46.132525,397239419
2026-03-06 12:32:46.233667,396777459
2026-03-06 12:32:46.334478,396283597
2026-03-06 12:32:46.435455,395759863
2026-03-06 12:32:46.536657,395202207
2026-03-06 12:32:46.638695,394608307
2026-03-06 12:32:46.739747,393977989
2026-03-06 12:32:46.840981,393327837
2026-03-06 12:32:46.941933,392633805
2026-03-06 12:32:47.043252,391925315
2026-03-06 12:32:47.144513,391171465
2026-03-06 12:32:47.244948,390403141
2026-03-06 12:32:47.346712,389600106
2026-03-06 12:32:47.447733,388772400
2026-03-06 12:32:47.54914,387908886
2026-03-06 12:32:47.650197,387025243
2026-03-06 12:32:47.751405,386120748
2026-03-06 12:32:47.852715,385192412
2026-03-06 12:32:47.953676,384235710
2026-03-06 12:32:48.054673,383262058
2026-03-06 12:32:48.155859,382256631
2026-03-06 12:32:48.256705,381241598
2026-03-06 12:32:48.358191,380211901
2026-03-06 12:32:48.458823,379150025
2026-03-06 12:32:48.560049,378080993
2026-03-06 12:32:48.661288,376982370
2026-03-06 12:32:48.762418,375882865
2026-03-06 12:32:48.863906,374750118
2026-03-06 12:32:48.964974,373623129
2026-03-06 12:32:49.066867,372471031
2026-03-06 12:32:49.16875,371300745
2026-03-06 12:32:49.269759,370128205
2026-03-06 12:32:49.370879,368952368
2026-03-06 12:32:49.471356,367772897
2026-03-06 12:32:49.574454,366570936
2026-03-06 12:32:49.674178,365369406
2026-03-06 12:32:49.77514,364170674
2026-03-06 12:32:49.876857,362954410
2026-03-06 12:32:49.978048,361743140
2026-03-06 12:32:50.078884,360539790
2026-03-06 12:32:50.179694,359329938
2026-03-06 12:32:50.280709,358110770
2026-03-06 12:32:50.381748,356903545
2026-03-06 12:32:50.482474,355700729
2026-03-06 12:32:50.583729,354494954
2026-03-06 12:32:50.68388,353306631
2026-03-06 12:32:50.784936,352112102
2026-03-06 12:32:50.885192,350929657
2026-03-06 12:32:50.986247,349760081
2026-03-06 12:32:51.087523,348593609
2026-03-06 12:32:51.188203,347441313
2026-03-06 12:32:51.289081,346294446
2026-03-06 12:32:51.390297,345159115
2026-03-06 12:32:51.491033,344050184
2026-03-06 12:32:51.592918,342935531
2026-03-06 12:32:51.693104,341846661
2026-03-06 12:32:51.794006,340777983
2026-03-06 12:32:51.895014,339725878
2026-03-06 12:32:51.996168,338686844
2026-03-06 12:32:52.096668,337676355
2026-03-06 12:32:52.197464,336684712
2026-03-06 12:32:52.298284,335718064
2026-03-06 12:32:52.398614,334765590
2026-03-06 12:32:52.499809,333835406
2026-03-06 12:32:52.601085,332935756
