time,PT.Fuel_Upstream.raw_adc_counts
2026-03-06 12:31:56.418144,324283163
2026-03-06 12:31:56.518971,324846862
2026-03-06 12:31:56.620263,325446402
2026-03-06 12:31:56.721773,326075227
2026-03-06 12:31:56.822913,326735141
2026-03-06 12:31:56.924297,327417043
2026-03-06 12:31:57.024892,328142367
2026-03-06 12:31:57.125997,328880193
2026-03-06 12:31:57.226557,329654054
2026-03-06 12:31:57.327619,330457221
2026-03-06 12:31:57.428189,331290994
2026-03-06 12:31:57.52924,332146802
2026-03-06 12:31:57.629695,333026516
2026-03-06 12:31:57.730658,333934246
2026-03-06 12:31:57.831866,334866302
2026-03-06 12:31:57.932259,335812661
2026-03-06 12:31:58.033726,336796068
2026-03-06 12:31:58.134989,337790708
2026-03-06 12:31:58.235646,338807379
2026-03-06 12:31:58.336078,339841906
2026-03-06 12:31:58.436961,340895751
2026-03-06 12:31:58.537797,341969283
2026-03-06 12:31:58.638864,343059312
2026-03-06 12:31:58.740433,344163484
2026-03-06 12:31:58.841303,345285010
2026-03-06 12:31:58.942101,346424794
2026-03-06 12:31:59.043555,347566860
2026-03-06 12:31:59.145342,348732886
2026-03-06 12:31:59.246678,349903632
2026-03-06 12:31:59.347606,351080496
2026-03-06 12:31:59.448323,352266411
2026-03-06 12:31:59.549181,353456675
2026-03-06 12:31:59.650487,354663019
2026-03-06 12:31:59.751431,355866341
2026-03-06 12:31:59.852835,357073839
2026-03-06 12:31:59.954233,358293781
2026-03-06 12:32:00.055142,359505527
2026-03-06 12:32:00.156381,360713094
2026-03-06 12:32:00.25763,361925034
2026-03-06 12:32:00.358279,363133307
2026-03-06 12:32:00.459392,364344387
2026-03-06 12:32:00.560617,365552138
2026-03-06 12:32:00.661867,366754093
2026-03-06 12:32:00.763136,367936141
2026-03-06 12:32:00.864164,369121232
2026-03-06 12:32:00.965458,370301800
2026-03-06 12:32:01.066327,371466703
2026-03-06 12:32:01.167381,372631121
2026-03-06 12:32:01.268594,373773552
2026-03-06 12:32:01.369653,374901619
2026-03-06 12:32:01.471017,376023356
2026-03-06 12:32:01.57205,377132541
2026-03-06 12:32:01.672741,378210570
2026-03-06 12:32:01.773288,379285053
2026-03-06 12:32:01.874699,380339872
2026-03-06 12:32:01.975372,381369674
2026-03-06 12:32:02.076393,382385120
2026-03-06 12:32:02.177322,383376983
2026-03-06 12:32:02.278783,384354536
2026-03-06 12:32:02.379736,385306653
2026-03-06 12:32:02.481017,386234621
2026-03-06 12:32:02.582118,387137204
2026-03-06 12:32:02.683005,388008610
2026-03-06 12:32:02.784544,388864195
2026-03-06 12:32:02.88551,389696690
2026-03-06 12:32:02.986309,390494997
2026-03-06 12:32:03.087613,391262133
2026-03-06 12:32:03.189364,392009728
2026-03-06 12:32:03.2906,392718458
2026-03-06 12:32:03.391546,393403108
2026-03-06 12:32:03.493122,394059401
2026-03-06 12:32:03.593787,394676225
2026-03-06 12:32:03.694992,395266450
2026-03-06 12:32:03.79561,395826283
2026-03-06 12:32:03.897024,396343817
2026-03-06 12:32:03.997689,396837014
2026-03-06 12:32:04.098705,397286353
2026-03-06 12:32:04.199885,397710413
2026-03-06 12:32:04.300949,398096420
2026-03-06 12:32:04.402249,398451843
2026-03-06 12:32:04.503041,398764328
2026-03-06 12:32:04.604009,399045131
2026-03-06 12:32:04.705151,399291441
2026-03-06 12:32:04.80656,399498352
2026-03-06 12:32:04.908122,399676974
2026-03-06 12:32:05.009393,399812539
2026-03-06 12:32:05.110134,399914376
2026-03-06 12:32:05.2116,399973071
2026-03-06 12:32:05.313193,399996841
2026-03-06 12:32:05.415029,399985557
2026-03-06 12:32:05.51518,399942819
2026-03-06 12:32:05.615796,399852969
2026-03-06 12:32:05.717118,399735701
2026-03-06 12:32:05.818129,399574344
2026-03-06 12:32:05.918827,399379979
2026-03-06 12:32:06.019339,399151898
2026-03-06 12:32:06.120874,398890690
2026-03-06 12:32:06.221558,398581782
2026-03-06 12:32:06.323196,398245116
2026-03-06 12:32:06.424758,397876862
2026-03-06 12:32:06.52563,397463853
2026-03-06 12:32:06.626858,397027104
2026-03-06 12:32:06.728157,396547095
2026-03-06 12:32:06.829532,396037479
2026-03-06 12:32:06.93032,395488166
2026-03-06 12:32:07.031397,394917166
2026-03-06 12:32:07.132629,394308848
2026-03-06 12:32:07.233701,393668621
2026-03-06 12:32:07.334927,392997285
2026-03-06 12:32:07.436078,392301193
2026-03-06 12:32:07.536633,391569759
2026-03-06 12:32:07.637528,390811539
2026-03-06 12:32:07.738584,390020259
2026-03-06 12:32:07.839854,389206299
2026-03-06 12:32:07.940557,388369818
2026-03-06 12:32:08.042033,387503553
2026-03-06 12:32:08.143519,386606738
2026-03-06 12:32:08.244679,385687578
2026-03-06 12:32:08.345838,384741071
2026-03-06 12:32:08.446862,383773632
2026-03-06 12:32:08.5479,382793758
2026-03-06 12:32:08.649027,381789749
2026-03-06 12:32:08.749798,380764726
2026-03-06 12:32:08.85082,379712480
2026-03-06 12:32:08.951831,378645413
2026-03-06 12:32:09.053402,377566461
2026-03-06 12:32:09.154382,376471784
2026-03-06 12:32:09.25503,375362413
2026-03-06 12:32:09.356098,374232958
2026-03-06 12:32:09.457092,373091312
2026-03-06 12:32:09.557999,371942733
2026-03-06 12:32:09.659239,370776983
2026-03-06 12:32:09.760659,369607783
2026-03-06 12:32:09.861415,368420011
2026-03-06 12:32:09.962965,367223868
2026-03-06 12:32:10.064297,366033602
2026-03-06 12:32:10.164944,364830702
2026-03-06 12:32:10.265736,363633724
2026-03-06 12:32:10.36669,362420385
2026-03-06 12:32:10.467953,361206957
2026-03-06 12:32:10.569335,359993894
2026-03-06 12:32:10.66969,358788108
2026-03-06 12:32:10.771168,357572780
2026-03-06 12:32:10.871842,356365672
2026-03-06 12:32:10.972797,355161825
2026-03-06 12:32:11.073597,353965134
2026-03-06 12:32:11.174943,352771029
2026-03-06 12:32:11.276703,351574552
2026-03-06 12:32:11.37769,350385051
2026-03-06 12:32:11.478787,349216089
2026-03-06 12:32:11.580045,348054509
2026-03-06 12:32:11.680759,346897847
2026-03-06 12:32:11.78162,345760679
2026-03-06 12:32:11.882524,344639265
2026-03-06 12:32:11.983375,343532375
2026-03-06 12:32:12.084034,342438474
2026-03-06 12:32:12.184907,341357702
2026-03-06 12:32:12.286314,340292714
2026-03-06 12:32:12.386811,339250427
2026-03-06 12:32:12.487693,338221451
2026-03-06 12:32:12.588422,337219047
2026-03-06 12:32:12.689251,336236238
2026-03-06 12:32:12.79184,335253375
2026-03-06 12:32:12.892719,334314515
2026-03-06 12:32:12.993832,333400034
2026-03-06 12:32:13.094699,332506062
2026-03-06 12:32:13.19571,331634692
2026-03-06 12:32:13.296895,330791512
2026-03-06 12:32:13.398096,329975325
2026-03-06 12:32:13.49909,329194604
2026-03-06 12:32:13.601393,328425426
2026-03-06 12:32:13.702097,327700501
2026-03-06 12:32:13.803465,326999772
2026-03-06 12:32:13.904089,326322052
2026-03-06 12:32:14.005549,325684015
2026-03-06 12:32:14.106002,325082992
2026-03-06 12:32:14.207293,324510150
2026-03-06 12:32:14.308269,323966658
2026-03-06 12:32:14.408749,323455636
2026-03-06 12:32:14.510253,322980523
2026-03-06 12:32:14.6108,322534063
2026-03-06 12:32:14.711341,322128380
2026-03-06 12:32:14.81246,321757762
2026-03-06 12:32:14.913187,321417182
2026-03-06 12:32:15.014032,321123037
2026-03-06 12:32:15.114932,320849101
2026-03-06 12:32:15.216618,320621299
2026-03-06 12:32:15.317399,320424984
2026-03-06 12:32:15.418408,320272279
2026-03-06 12:32:15.519321,320144656
2026-03-06 12:32:15.62035,320062000
2026-03-06 12:32:15.721083,320014099
2026-03-06 12:32:15.822249,319997699
2026-03-06 12:32:15.922863,320021368
2026-03-06 12:32:16.02427,320090401
2026-03-06 12:32:16.125831,320183066
2026-03-06 12:32:16.226699,320324742
2026-03-06 12:32:16.327695,320487020
2026-03-06 12:32:16.428283,320703025
2026-03-06 12:32:16.529214,320938800
2026-03-06 12:32:16.630528,321217717
2026-03-06 12:32:16.731293,321540228
2026-03-06 12:32:16.832298,321882485
2026-03-06 12:32:16.933244,322273071
2026-03-06 12:32:17.034,322692487
2026-03-06 12:32:17.135437,323141492
2026-03-06 12:32:17.236408,323628136
2026-03-06 12:32:17.337582,324155158
2026-03-06 12:32:17.43826,324703946
2026-03-06 12:32:17.53967,325300461
2026-03-06 12:32:17.640677,325920755
2026-03-06 12:32:17.74142,326563236
2026-03-06 12:32:17.842582,327247619
2026-03-06 12:32:17.943328,327956680
2026-03-06 12:32:18.044077,328696964
2026-03-06 12:32:18.14488,329459078
2026-03-06 12:32:18.245911,330256855
2026-03-06 12:32:18.346858,331076230
2026-03-06 12:32:18.447978,331928061
2026-03-06 12:32:18.549053,332809559
2026-03-06 12:32:18.650504,333711941
2026-03-06 12:32:18.751787,334635748
2026-03-06 12:32:18.852559,335594009
2026-03-06 12:32:18.953823,336560173
2026-03-06 12:32:19.054952,337554369
2026-03-06 12:32:19.156481,338574317
2026-03-06 12:32:19.257787,339609019
2026-03-06 12:32:19.358968,340666436
2026-03-06 12:32:19.459756,341731168
2026-03-06 12:32:19.56084,342813041
2026-03-06 12:32:19.661604,343914953
2026-03-06 12:32:19.762287,345035975
2026-03-06 12:32:19.863811,346162464
2026-03-06 12:32:19.964209,347309335
2026-03-06 12:32:20.065786,348467891
2026-03-06 12:32:20.166358,349633050
2026-03-06 12:32:20.267143,350799051
2026-03-06 12:32:20.368396,351988701
2026-03-06 12:32:20.468936,353177671
2026-03-06 12:32:20.570182,354373492
2026-03-06 12:32:20.671477,355584582
2026-03-06 12:32:20.772896,356789735
2026-03-06 12:32:20.873937,357997312
2026-03-06 12:32:20.974886,359209970
2026-03-06 12:32:21.076257,360431944
2026-03-06 12:32:21.177727,361643830
2026-03-06 12:32:21.278302,362851215
2026-03-06 12:32:21.379839,364060908
2026-03-06 12:32:21.48171,365269696
2026-03-06 12:32:21.582828,366480635
2026-03-06 12:32:21.683909,367668957
2026-03-06 12:32:21.784876,368859805
2026-03-06 12:32:21.885945,370037521
2026-03-06 12:32:21.987431,371207573
2026-03-06 12:32:22.088382,372363672
2026-03-06 12:32:22.189208,373509407
2026-03-06 12:32:22.290101,374642466
2026-03-06 12:32:22.391412,375766842
2026-03-06 12:32:22.492545,376873983
2026-03-06 12:32:22.593767,377963384
2026-03-06 12:32:22.694723,379041454
2026-03-06 12:32:22.795605,380099374
2026-03-06 12:32:22.897019,381137857
2026-03-06 12:32:22.998134,382155710
2026-03-06 12:32:23.098919,383161875
2026-03-06 12:32:23.200459,384137892
2026-03-06 12:32:23.301257,385093502
2026-03-06 12:32:23.402098,386021351
2026-03-06 12:32:23.503276,386939636
2026-03-06 12:32:23.60426,387816236
2026-03-06 12:32:23.705529,388682158
2026-03-06 12:32:23.806442,389505790
2026-03-06 12:32:23.907497,390316893
2026-03-06 12:32:24.008583,391096205
2026-03-06 12:32:24.110054,391844229
2026-03-06 12:32:24.210813,392566155
2026-03-06 12:32:24.311681,393253749
2026-03-06 12:32:24.412729,393905787
2026-03-06 12:32:24.513535,394533776
2026-03-06 12:32:24.614703,395132150
2026-03-06 12:32:24.715286,395692025
2026-03-06 12:32:24.816121,396222500
2026-03-06 12:32:24.917149,396713927
2026-03-06 12:32:25.018198,397179691
2026-03-06 12:32:25.118833,397614327
2026-03-06 12:32:25.219904,398009482
2026-03-06 12:32:25.320969,398368245
2026-03-06 12:32:25.422108,398689036
2026-03-06 12:32:25.522985,398982391
2026-03-06 12:32:25.624101,399236188
2026-03-06 12:32:25.724994,399455441
2026-03-06 12:32:25.826009,399635502
2026-03-06 12:32:25.927002,399778867
2026-03-06 12:32:26.028305,399893162
2026-03-06 12:32:26.129009,399964701
2026-03-06 12:32:26.229989,399996274
2026-03-06 12:32:26.331443,399995201
2026-03-06 12:32:26.432637,399952311
2026-03-06 12:32:26.533644,399879876
2026-03-06 12:32:26.634874,399770605
2026-03-06 12:32:26.73585,399619488
2026-03-06 12:32:26.83682,399441118
2026-03-06 12:32:26.938112,399215328
2026-03-06 12:32:27.038604,398960980
2026-03-06 12:32:27.139641,398670392
2026-03-06 12:32:27.240602,398335651
2026-03-06 12:32:27.341528,397972089
2026-03-06 12:32:27.44232,397577663
2026-03-06 12:32:27.543538,397140307
2026-03-06 12:32:27.645605,396676906
2026-03-06 12:32:27.746623,396169481
2026-03-06 12:32:27.847445,395637153
2026-03-06 12:32:27.948277,395074297
2026-03-06 12:32:28.049559,394470483
2026-03-06 12:32:28.150268,393845970
2026-03-06 12:32:28.25139,393187495
2026-03-06 12:32:28.35236,392490550
2026-03-06 12:32:28.453615,391768316
2026-03-06 12:32:28.55549,391018860
2026-03-06 12:32:28.655533,390243519
2026-03-06 12:32:28.756508,389434552
2026-03-06 12:32:28.857531,388602739
2026-03-06 12:32:28.958532,387735680
2026-03-06 12:32:29.059682,386852475
2026-03-06 12:32:29.160506,385937143
2026-03-06 12:32:29.261554,385007103
2026-03-06 12:32:29.363013,384044716
2026-03-06 12:32:29.464247,383062319
2026-03-06 12:32:29.565448,382058319
2026-03-06 12:32:29.666396,381042058
2026-03-06 12:32:29.767102,380004650
2026-03-06 12:32:29.868444,378941821
2026-03-06 12:32:29.968898,377874717
2026-03-06 12:32:30.069724,376777086
2026-03-06 12:32:30.170526,375676974
2026-03-06 12:32:30.271814,374554994
2026-03-06 12:32:30.373071,373409391
2026-03-06 12:32:30.474036,372265871
2026-03-06 12:32:30.575172,371102900
2026-03-06 12:32:30.675779,369934795
2026-03-06 12:32:30.776883,368762865
2026-03-06 12:32:30.877212,367573374
2026-03-06 12:32:30.978166,366381661
2026-03-06 12:32:31.079421,365185700
2026-03-06 12:32:31.181064,363975594
2026-03-06 12:32:31.282605,362763017
2026-03-06 12:32:31.383475,361554342
2026-03-06 12:32:31.484945,360338100
2026-03-06 12:32:31.58588,359122618
2026-03-06 12:32:31.687124,357908541
2026-03-06 12:32:31.787879,356702860
2026-03-06 12:32:31.888661,355495371
2026-03-06 12:32:31.989605,354292587
2026-03-06 12:32:32.090434,353097098
2026-03-06 12:32:32.191529,351910125
2026-03-06 12:32:32.292228,350731201
2026-03-06 12:32:32.393387,349562147
2026-03-06 12:32:32.494331,348387446
2026-03-06 12:32:32.59583,347229870
2026-03-06 12:32:32.696572,346085834
2026-03-06 12:32:32.797231,344958990
2026-03-06 12:32:32.898425,343844202
2026-03-06 12:32:32.999173,342747282
2026-03-06 12:32:33.100064,341665809
2026-03-06 12:32:33.201063,340598426
2026-03-06 12:32:33.301741,339547359
2026-03-06 12:32:33.402581,338515411
2026-03-06 12:32:33.50358,337505844
2026-03-06 12:32:33.604533,336508875
2026-03-06 12:32:33.705543,335540655
2026-03-06 12:32:33.807254,334588138
2026-03-06 12:32:33.908535,333667209
2026-03-06 12:32:34.009247,332764328
2026-03-06 12:32:34.110178,331893981
2026-03-06 12:32:34.211306,331039200
2026-03-06 12:32:34.312351,330219849
2026-03-06 12:32:34.413767,329418461
2026-03-06 12:32:34.515027,328651732
2026-03-06 12:32:34.616756,327904984
2026-03-06 12:32:34.718058,327198807
2026-03-06 12:32:34.819217,326515640
2026-03-06 12:32:34.920402,325871934
2026-03-06 12:32:35.02154,325246974
2026-03-06 12:32:35.122273,324663389
2026-03-06 12:32:35.223596,324109974
2026-03-06 12:32:35.324438,323596243
2026-03-06 12:32:35.425308,323114649
2026-03-06 12:32:35.52687,322661210
2026-03-06 12:32:35.627296,322243842
2026-03-06 12:32:35.728287,321857815
2026-03-06 12:32:35.829504,321515507
2026-03-06 12:32:35.930455,321197230
2026-03-06 12:32:36.031924,320923399
2026-03-06 12:32:36.133353,320684129
2026-03-06 12:32:36.234433,320476357
2026-03-06 12:32:36.33541,320311726
2026-03-06 12:32:36.436362,320172477
2026-03-06 12:32:36.536867,320084191
2026-03-06 12:32:36.637892,320018641
2026-03-06 12:32:36.738761,319998127
2026-03-06 12:32:36.840057,320010631
2026-03-06 12:32:36.940747,320069853
2026-03-06 12:32:37.041642,320158588
2026-03-06 12:32:37.142573,320280102
2026-03-06 12:32:37.243849,320436240
2026-03-06 12:32:37.345048,320639265
2026-03-06 12:32:37.446155,320877451
2026-03-06 12:32:37.547594,321138799
2026-03-06 12:32:37.648604,321450472
2026-03-06 12:32:37.75018,321788055
2026-03-06 12:32:37.851307,322168121
2026-03-06 12:32:37.952366,322574366
2026-03-06 12:32:38.052811,323019401
2026-03-06 12:32:38.153853,323505029
2026-03-06 12:32:38.254818,324020456
2026-03-06 12:32:38.356295,324559489
2026-03-06 12:32:38.456807,325136943
2026-03-06 12:32:38.557752,325747672
2026-03-06 12:32:38.658731,326390967
2026-03-06 12:32:38.760028,327062551
2026-03-06 12:32:38.860598,327768390
2026-03-06 12:32:38.96188,328490947
2026-03-06 12:32:39.062311,329252880
2026-03-06 12:32:39.163284,330039508
2026-03-06 12:32:39.263772,330856922
2026-03-06 12:32:39.364503,331703416
2026-03-06 12:32:39.46541,332563163
2026-03-06 12:32:39.566309,333459048
2026-03-06 12:32:39.667672,334377880
2026-03-06 12:32:39.768297,335326380
2026-03-06 12:32:39.869336,336284546
2026-03-06 12:32:39.97035,337270999
2026-03-06 12:32:40.071225,338282811
2026-03-06 12:32:40.172406,339308245
2026-03-06 12:32:40.272661,340352567
2026-03-06 12:32:40.374117,341414264
2026-03-06 12:32:40.475186,342501593
2026-03-06 12:32:40.576042,343595461
2026-03-06 12:32:40.677289,344708918
2026-03-06 12:32:40.778146,345834152
2026-03-06 12:32:40.878985,346979917
2026-03-06 12:32:40.979857,348121536
2026-03-06 12:32:41.080862,349288031
2026-03-06 12:32:41.182219,350458024
2026-03-06 12:32:41.282889,351643123
2026-03-06 12:32:41.383651,352826642
2026-03-06 12:32:41.484354,354017477
2026-03-06 12:32:41.584842,355212611
2026-03-06 12:32:41.685692,356420399
2026-03-06 12:32:41.786778,357622570
2026-03-06 12:32:41.887731,358842305
2026-03-06 12:32:41.989295,360054570
2026-03-06 12:32:42.09017,361263354
2026-03-06 12:32:42.191594,362481541
2026-03-06 12:32:42.29253,363689768
2026-03-06 12:32:42.393973,364896588
2026-03-06 12:32:42.49488,366095610
2026-03-06 12:32:42.596233,367295876
2026-03-06 12:32:42.697092,368481877
2026-03-06 12:32:42.798092,369664044
2026-03-06 12:32:42.898784,370833535
2026-03-06 12:32:43.000382,372001078
2026-03-06 12:32:43.10127,373156499
2026-03-06 12:32:43.202865,374291172
2026-03-06 12:32:43.303688,375415699
2026-03-06 12:32:43.405385,376532967
2026-03-06 12:32:43.506442,377634219
2026-03-06 12:32:43.607626,378715895
2026-03-06 12:32:43.708159,379777192
2026-03-06 12:32:43.809207,380816764
2026-03-06 12:32:43.909268,381832107
2026-03-06 12:32:44.010287,382839632
2026-03-06 12:32:44.110796,383823231
2026-03-06 12:32:44.211165,384782489
2026-03-06 12:32:44.312716,385721633
2026-03-06 12:32:44.412914,386633247
2026-03-06 12:32:44.514451,387520976
2026-03-06 12:32:44.615877,388392525
2026-03-06 12:32:44.71692,389238703
2026-03-06 12:32:44.817499,390047136
2026-03-06 12:32:44.919017,390836142
2026-03-06 12:32:45.019608,391592815
2026-03-06 12:32:45.120575,392323094
2026-03-06 12:32:45.221357,393016495
2026-03-06 12:32:45.321941,393682187
2026-03-06 12:32:45.423282,394322697
2026-03-06 12:32:45.525354,394935262
2026-03-06 12:32:45.62633,395512992
2026-03-06 12:32:45.727899,396053217
2026-03-06 12:32:45.82896,396565440
2026-03-06 12:32:45.930154,397039869
2026-03-06 12:32:46.031649,397485283
2026-03-06 12:32:46.132493,397891532
2026-03-06 12:32:46.233657,398262538
2026-03-06 12:32:46.334444,398590805
2026-03-06 12:32:46.43543,398892029
2026-03-06 12:32:46.536638,399157599
2026-03-06 12:32:46.638667,399391909
2026-03-06 12:32:46.739725,399579651
2026-03-06 12:32:46.840966,399743601
2026-03-06 12:32:46.941899,399864653
2026-03-06 12:32:47.043216,399947706
2026-03-06 12:32:47.14449,399989223
2026-03-06 12:32:47.24494,399995072
2026-03-06 12:32:47.34669,399968526
2026-03-06 12:32:47.447718,399912060
2026-03-06 12:32:47.549129,399808181
2026-03-06 12:32:47.650181,399669024
2026-03-06 12:32:47.751383,399492654
2026-03-06 12:32:47.852694,399286120
2026-03-06 12:32:47.953659,399037224
2026-03-06 12:32:48.054661,398758213
2026-03-06 12:32:48.155834,398433544
2026-03-06 12:32:48.256692,398083106
2026-03-06 12:32:48.358162,397689729
2026-03-06 12:32:48.458803,397276174
2026-03-06 12:32:48.560029,396812043
2026-03-06 12:32:48.661272,396318283
2026-03-06 12:32:48.762408,395794285
2026-03-06 12:32:48.863867,395237477
2026-03-06 12:32:48.964954,394650074
2026-03-06 12:32:49.06684,394020273
2026-03-06 12:32:49.168718,393360692
2026-03-06 12:32:49.269735,392678753
2026-03-06 12:32:49.370854,391960178
2026-03-06 12:32:49.471338,391219464
2026-03-06 12:32:49.57442,390443125
2026-03-06 12:32:49.674161,389645633
2026-03-06 12:32:49.775106,388813636
2026-03-06 12:32:49.876816,387956452
2026-03-06 12:32:49.978028,387074575
2026-03-06 12:32:50.078845,386177731
2026-03-06 12:32:50.179673,385253472
2026-03-06 12:32:50.280692,384294234
2026-03-06 12:32:50.381729,383322205
2026-03-06 12:32:50.482452,382324839
2026-03-06 12:32:50.583698,381312356
2026-03-06 12:32:50.683866,380287903
2026-03-06 12:32:50.784895,379233129
2026-03-06 12:32:50.885171,378164067
2026-03-06 12:32:50.986223,377074153
2026-03-06 12:32:51.087505,375971733
2026-03-06 12:32:51.188172,374859160
2026-03-06 12:32:51.289055,373722509
2026-03-06 12:32:51.390279,372586431
2026-03-06 12:32:51.491022,371431854
2026-03-06 12:32:51.592908,370259282
2026-03-06 12:32:51.693089,369086307
2026-03-06 12:32:51.793996,367892576
2026-03-06 12:32:51.89499,366703236
2026-03-06 12:32:51.99615,365510471
2026-03-06 12:32:52.096652,364311020
2026-03-06 12:32:52.197424,363109426
2026-03-06 12:32:52.29824,361902886
2026-03-06 12:32:52.398604,360691184
2026-03-06 12:32:52.499792,359481191
2026-03-06 12:32:52.601077,358271324
