time,PT.GSE_Mid.sample_ts_ms
2026-03-06 12:32:06.112451,3273800159
2026-03-06 12:32:06.213753,3273800261
2026-03-06 12:32:06.31481,3273800362
2026-03-06 12:32:06.415964,3273800463
2026-03-06 12:32:06.516595,3273800564
2026-03-06 12:32:06.617815,3273800665
2026-03-06 12:32:06.719106,3273800766
2026-03-06 12:32:06.820083,3273800867
2026-03-06 12:32:06.92052,3273800968
2026-03-06 12:32:07.021594,3273801068
2026-03-06 12:32:07.122202,3273801169
2026-03-06 12:32:07.224001,3273801271
2026-03-06 12:32:07.324917,3273801372
2026-03-06 12:32:07.42659,3273801473
2026-03-06 12:32:07.527926,3273801575
2026-03-06 12:32:07.629257,3273801676
2026-03-06 12:32:07.729689,3273801777
2026-03-06 12:32:07.8311,3273801878
2026-03-06 12:32:07.931909,3273801979
2026-03-06 12:32:08.033264,3273802080
2026-03-06 12:32:08.134589,3273802182
2026-03-06 12:32:08.235919,3273802283
2026-03-06 12:32:08.336861,3273802384
2026-03-06 12:32:08.438683,3273802485
2026-03-06 12:32:08.538549,3273802586
2026-03-06 12:32:08.639729,3273802687
2026-03-06 12:32:08.740152,3273802787
2026-03-06 12:32:08.841543,3273802888
2026-03-06 12:32:08.942089,3273802989
2026-03-06 12:32:09.043485,3273803091
2026-03-06 12:32:09.144331,3273803192
2026-03-06 12:32:09.245508,3273803293
2026-03-06 12:32:09.347058,3273803394
2026-03-06 12:32:09.448549,3273803496
2026-03-06 12:32:09.549318,3273803597
2026-03-06 12:32:09.650074,3273803697
2026-03-06 12:32:09.750773,3273803798
2026-03-06 12:32:09.851863,3273803899
2026-03-06 12:32:09.952937,3273804000
2026-03-06 12:32:10.053427,3273804101
2026-03-06 12:32:10.154421,3273804201
2026-03-06 12:32:10.255215,3273804302
2026-03-06 12:32:10.35623,3273804403
2026-03-06 12:32:10.457743,3273804505
2026-03-06 12:32:10.558701,3273804606
2026-03-06 12:32:10.659496,3273804706
2026-03-06 12:32:10.760811,3273804808
2026-03-06 12:32:10.8618,3273804908
2026-03-06 12:32:10.962078,3273805009
2026-03-06 12:32:11.063308,3273805110
2026-03-06 12:32:11.16405,3273805211
2026-03-06 12:32:11.265185,3273805312
2026-03-06 12:32:11.366516,3273805413
2026-03-06 12:32:11.467284,3273805514
2026-03-06 12:32:11.567995,3273805615
2026-03-06 12:32:11.669236,3273805716
2026-03-06 12:32:11.770022,3273805817
2026-03-06 12:32:11.87114,3273805918
2026-03-06 12:32:11.971906,3273806019
2026-03-06 12:32:12.073193,3273806120
2026-03-06 12:32:12.174164,3273806221
2026-03-06 12:32:12.275288,3273806322
2026-03-06 12:32:12.377018,3273806424
2026-03-06 12:32:12.478043,3273806525
2026-03-06 12:32:12.578698,3273806626
2026-03-06 12:32:12.679449,3273806727
2026-03-06 12:32:12.78086,3273806828
2026-03-06 12:32:12.881689,3273806929
2026-03-06 12:32:12.982957,3273807030
2026-03-06 12:32:13.083431,3273807130
2026-03-06 12:32:13.184383,3273807231
2026-03-06 12:32:13.285295,3273807333
2026-03-06 12:32:13.386085,3273807433
2026-03-06 12:32:13.487773,3273807534
2026-03-06 12:32:13.588709,3273807635
2026-03-06 12:32:13.68987,3273807737
2026-03-06 12:32:13.790844,3273807838
2026-03-06 12:32:13.891082,3273807938
2026-03-06 12:32:13.9926,3273808039
2026-03-06 12:32:14.093491,3273808141
2026-03-06 12:32:14.194319,3273808241
2026-03-06 12:32:14.295623,3273808342
2026-03-06 12:32:14.396719,3273808444
2026-03-06 12:32:14.498217,3273808545
2026-03-06 12:32:14.599337,3273808646
2026-03-06 12:32:14.700688,3273808747
2026-03-06 12:32:14.801455,3273808849
2026-03-06 12:32:14.902736,3273808950
2026-03-06 12:32:15.00418,3273809051
2026-03-06 12:32:15.105118,3273809152
2026-03-06 12:32:15.206282,3273809253
2026-03-06 12:32:15.307697,3273809354
2026-03-06 12:32:15.40823,3273809455
2026-03-06 12:32:15.509522,3273809556
2026-03-06 12:32:15.609713,3273809657
2026-03-06 12:32:15.710356,3273809758
2026-03-06 12:32:15.811109,3273809858
2026-03-06 12:32:15.912073,3273809959
2026-03-06 12:32:16.012502,3273810060
2026-03-06 12:32:16.113268,3273810160
2026-03-06 12:32:16.214078,3273810261
2026-03-06 12:32:16.315162,3273810362
2026-03-06 12:32:16.415445,3273810463
2026-03-06 12:32:16.516578,3273810564
2026-03-06 12:32:16.617488,3273810664
2026-03-06 12:32:16.718376,3273810765
2026-03-06 12:32:16.818895,3273810866
2026-03-06 12:32:16.920003,3273810967
2026-03-06 12:32:17.020786,3273811068
2026-03-06 12:32:17.121418,3273811169
2026-03-06 12:32:17.222478,3273811269
2026-03-06 12:32:17.323207,3273811370
2026-03-06 12:32:17.424376,3273811471
2026-03-06 12:32:17.52499,3273811572
2026-03-06 12:32:17.626426,3273811673
2026-03-06 12:32:17.727492,3273811774
2026-03-06 12:32:17.828226,3273811875
2026-03-06 12:32:17.929415,3273811976
2026-03-06 12:32:18.029883,3273812077
2026-03-06 12:32:18.130722,3273812178
2026-03-06 12:32:18.231881,3273812279
2026-03-06 12:32:18.332778,3273812379
2026-03-06 12:32:18.433281,3273812480
2026-03-06 12:32:18.534702,3273812581
2026-03-06 12:32:18.635023,3273812682
2026-03-06 12:32:18.735988,3273812783
2026-03-06 12:32:18.837427,3273812884
2026-03-06 12:32:18.938343,3273812985
2026-03-06 12:32:19.039495,3273813086
2026-03-06 12:32:19.140583,3273813187
2026-03-06 12:32:19.241603,3273813289
2026-03-06 12:32:19.34351,3273813390
2026-03-06 12:32:19.445142,3273813492
2026-03-06 12:32:19.545953,3273813593
2026-03-06 12:32:19.647213,3273813694
2026-03-06 12:32:19.747665,3273813795
2026-03-06 12:32:19.848578,3273813896
2026-03-06 12:32:19.949616,3273813997
2026-03-06 12:32:20.050813,3273814098
2026-03-06 12:32:20.151394,3273814199
2026-03-06 12:32:20.252891,3273814300
2026-03-06 12:32:20.353774,3273814401
2026-03-06 12:32:20.454534,3273814502
2026-03-06 12:32:20.556216,3273814603
2026-03-06 12:32:20.657242,3273814704
2026-03-06 12:32:20.757746,3273814805
2026-03-06 12:32:20.85954,3273814906
2026-03-06 12:32:20.960811,3273815008
2026-03-06 12:32:21.062077,3273815109
2026-03-06 12:32:21.163341,3273815210
2026-03-06 12:32:21.263924,3273815311
2026-03-06 12:32:21.364779,3273815412
2026-03-06 12:32:21.466198,3273815513
2026-03-06 12:32:21.567557,3273815614
2026-03-06 12:32:21.66851,3273815715
2026-03-06 12:32:21.769272,3273815816
2026-03-06 12:32:21.869682,3273815917
2026-03-06 12:32:21.970714,3273816018
2026-03-06 12:32:22.071594,3273816118
2026-03-06 12:32:22.172671,3273816219
2026-03-06 12:32:22.273845,3273816321
2026-03-06 12:32:22.375013,3273816422
2026-03-06 12:32:22.476176,3273816523
2026-03-06 12:32:22.577221,3273816624
2026-03-06 12:32:22.677889,3273816725
2026-03-06 12:32:22.778825,3273816826
2026-03-06 12:32:22.879763,3273816926
2026-03-06 12:32:22.980404,3273817027
2026-03-06 12:32:23.081693,3273817128
2026-03-06 12:32:23.182786,3273817229
2026-03-06 12:32:23.283921,3273817331
2026-03-06 12:32:23.384757,3273817432
2026-03-06 12:32:23.486135,3273817533
2026-03-06 12:32:23.587326,3273817634
2026-03-06 12:32:23.688182,3273817735
2026-03-06 12:32:23.788433,3273817836
2026-03-06 12:32:23.889641,3273817936
2026-03-06 12:32:23.99126,3273818038
2026-03-06 12:32:24.092087,3273818139
2026-03-06 12:32:24.192843,3273818240
2026-03-06 12:32:24.293834,3273818341
2026-03-06 12:32:24.395579,3273818442
2026-03-06 12:32:24.497502,3273818544
2026-03-06 12:32:24.597572,3273818645
2026-03-06 12:32:24.698356,3273818745
2026-03-06 12:32:24.799398,3273818846
2026-03-06 12:32:24.900839,3273818947
2026-03-06 12:32:25.001577,3273819049
2026-03-06 12:32:25.102583,3273819150
2026-03-06 12:32:25.20371,3273819251
2026-03-06 12:32:25.304458,3273819352
2026-03-06 12:32:25.405367,3273819452
2026-03-06 12:32:25.506393,3273819553
2026-03-06 12:32:25.607422,3273819654
2026-03-06 12:32:25.70889,3273819756
2026-03-06 12:32:25.810542,3273819857
2026-03-06 12:32:25.911195,3273819958
2026-03-06 12:32:26.012943,3273820059
2026-03-06 12:32:26.113398,3273820161
2026-03-06 12:32:26.214333,3273820262
2026-03-06 12:32:26.31621,3273820363
2026-03-06 12:32:26.416969,3273820464
2026-03-06 12:32:26.518164,3273820565
2026-03-06 12:32:26.618696,3273820666
2026-03-06 12:32:26.719992,3273820766
2026-03-06 12:32:26.820246,3273820867
2026-03-06 12:32:26.92125,3273820968
2026-03-06 12:32:27.021968,3273821069
2026-03-06 12:32:27.12376,3273821170
2026-03-06 12:32:27.224459,3273821271
2026-03-06 12:32:27.325068,3273821372
2026-03-06 12:32:27.425704,3273821473
2026-03-06 12:32:27.526643,3273821573
2026-03-06 12:32:27.627444,3273821675
2026-03-06 12:32:27.728477,3273821776
2026-03-06 12:32:27.829584,3273821877
2026-03-06 12:32:27.930689,3273821977
2026-03-06 12:32:28.030777,3273822078
2026-03-06 12:32:28.131675,3273822179
2026-03-06 12:32:28.232304,3273822279
2026-03-06 12:32:28.333222,3273822380
2026-03-06 12:32:28.433963,3273822481
2026-03-06 12:32:28.534608,3273822582
2026-03-06 12:32:28.635607,3273822683
2026-03-06 12:32:28.736131,3273822783
2026-03-06 12:32:28.836971,3273822884
2026-03-06 12:32:28.938064,3273822985
2026-03-06 12:32:29.038709,3273823086
2026-03-06 12:32:29.139419,3273823187
2026-03-06 12:32:29.240749,3273823287
2026-03-06 12:32:29.341243,3273823388
2026-03-06 12:32:29.441798,3273823489
2026-03-06 12:32:29.542667,3273823590
2026-03-06 12:32:29.643792,3273823691
2026-03-06 12:32:29.744676,3273823791
2026-03-06 12:32:29.845573,3273823893
2026-03-06 12:32:29.946487,3273823994
2026-03-06 12:32:30.047391,3273824094
2026-03-06 12:32:30.149241,3273824196
2026-03-06 12:32:30.249966,3273824297
2026-03-06 12:32:30.35115,3273824398
2026-03-06 12:32:30.452562,3273824499
2026-03-06 12:32:30.553525,3273824600
2026-03-06 12:32:30.655031,3273824701
2026-03-06 12:32:30.755389,3273824802
2026-03-06 12:32:30.856329,3273824903
2026-03-06 12:32:30.957836,3273825004
2026-03-06 12:32:31.058432,3273825105
2026-03-06 12:32:31.159587,3273825206
2026-03-06 12:32:31.26044,3273825307
2026-03-06 12:32:31.360983,3273825408
2026-03-06 12:32:31.461689,3273825509
2026-03-06 12:32:31.562719,3273825610
2026-03-06 12:32:31.663468,3273825710
2026-03-06 12:32:31.76459,3273825812
2026-03-06 12:32:31.865852,3273825912
2026-03-06 12:32:31.967251,3273826014
2026-03-06 12:32:32.068418,3273826115
2026-03-06 12:32:32.169973,3273826217
2026-03-06 12:32:32.271676,3273826318
2026-03-06 12:32:32.373241,3273826419
2026-03-06 12:32:32.474665,3273826521
2026-03-06 12:32:32.577654,3273826622
2026-03-06 12:32:32.676875,3273826724
2026-03-06 12:32:32.777875,3273826825
2026-03-06 12:32:32.879163,3273826926
2026-03-06 12:32:32.980082,3273827027
2026-03-06 12:32:33.080562,3273827128
2026-03-06 12:32:33.181364,3273827228
2026-03-06 12:32:33.282406,3273827329
2026-03-06 12:32:33.38275,3273827430
2026-03-06 12:32:33.483492,3273827530
2026-03-06 12:32:33.585412,3273827631
2026-03-06 12:32:33.685495,3273827732
2026-03-06 12:32:33.787127,3273827834
2026-03-06 12:32:33.887922,3273827935
2026-03-06 12:32:33.989709,3273828036
2026-03-06 12:32:34.090729,3273828138
2026-03-06 12:32:34.191917,3273828239
2026-03-06 12:32:34.293129,3273828340
2026-03-06 12:32:34.394176,3273828441
2026-03-06 12:32:34.495661,3273828542
2026-03-06 12:32:34.596755,3273828643
2026-03-06 12:32:34.697711,3273828744
2026-03-06 12:32:34.798269,3273828845
2026-03-06 12:32:34.899257,3273828946
2026-03-06 12:32:34.99958,3273829047
2026-03-06 12:32:35.100596,3273829147
2026-03-06 12:32:35.202325,3273829249
2026-03-06 12:32:35.304208,3273829351
2026-03-06 12:32:35.405239,3273829452
2026-03-06 12:32:35.506891,3273829554
2026-03-06 12:32:35.607906,3273829655
2026-03-06 12:32:35.708375,3273829756
2026-03-06 12:32:35.809996,3273829857
2026-03-06 12:32:35.910885,3273829958
2026-03-06 12:32:36.011442,3273830059
2026-03-06 12:32:36.112787,3273830160
2026-03-06 12:32:36.213711,3273830261
2026-03-06 12:32:36.315046,3273830362
2026-03-06 12:32:36.416089,3273830463
2026-03-06 12:32:36.517301,3273830564
2026-03-06 12:32:36.617657,3273830665
2026-03-06 12:32:36.718731,3273830766
2026-03-06 12:32:36.819486,3273830867
2026-03-06 12:32:36.920912,3273830968
2026-03-06 12:32:37.021935,3273831069
2026-03-06 12:32:37.122982,3273831170
2026-03-06 12:32:37.223728,3273831271
2026-03-06 12:32:37.324722,3273831372
2026-03-06 12:32:37.426338,3273831473
2026-03-06 12:32:37.527672,3273831574
2026-03-06 12:32:37.628503,3273831676
2026-03-06 12:32:37.729877,3273831777
2026-03-06 12:32:37.831354,3273831878
2026-03-06 12:32:37.93233,3273831979
2026-03-06 12:32:38.032667,3273832080
2026-03-06 12:32:38.133353,3273832181
2026-03-06 12:32:38.23444,3273832281
2026-03-06 12:32:38.33538,3273832382
2026-03-06 12:32:38.436723,3273832484
2026-03-06 12:32:38.538388,3273832585
2026-03-06 12:32:38.638806,3273832686
2026-03-06 12:32:38.740634,3273832787
2026-03-06 12:32:38.84141,3273832888
2026-03-06 12:32:38.942309,3273832989
2026-03-06 12:32:39.043008,3273833090
2026-03-06 12:32:39.144423,3273833191
2026-03-06 12:32:39.244978,3273833292
2026-03-06 12:32:39.346242,3273833393
2026-03-06 12:32:39.44678,3273833494
2026-03-06 12:32:39.547604,3273833595
2026-03-06 12:32:39.648433,3273833695
2026-03-06 12:32:39.749333,3273833796
2026-03-06 12:32:39.85025,3273833897
2026-03-06 12:32:39.950913,3273833998
2026-03-06 12:32:40.051954,3273834099
2026-03-06 12:32:40.15305,3273834200
2026-03-06 12:32:40.253511,3273834301
2026-03-06 12:32:40.354801,3273834402
2026-03-06 12:32:40.455431,3273834503
2026-03-06 12:32:40.556893,3273834604
2026-03-06 12:32:40.658032,3273834705
2026-03-06 12:32:40.758572,3273834806
2026-03-06 12:32:40.85966,3273834907
2026-03-06 12:32:40.960564,3273835007
2026-03-06 12:32:41.060794,3273835108
2026-03-06 12:32:41.16181,3273835209
2026-03-06 12:32:41.263294,3273835310
2026-03-06 12:32:41.363871,3273835411
2026-03-06 12:32:41.464821,3273835512
2026-03-06 12:32:41.565723,3273835613
2026-03-06 12:32:41.667081,3273835714
2026-03-06 12:32:41.768341,3273835815
2026-03-06 12:32:41.869485,3273835916
2026-03-06 12:32:41.970719,3273836018
2026-03-06 12:32:42.07169,3273836118
2026-03-06 12:32:42.172279,3273836220
2026-03-06 12:32:42.27328,3273836320
2026-03-06 12:32:42.375213,3273836422
2026-03-06 12:32:42.475928,3273836523
2026-03-06 12:32:42.57697,3273836624
2026-03-06 12:32:42.678695,3273836726
2026-03-06 12:32:42.779536,3273836827
2026-03-06 12:32:42.88049,3273836928
2026-03-06 12:32:42.981286,3273837028
2026-03-06 12:32:43.082193,3273837129
2026-03-06 12:32:43.182944,3273837230
2026-03-06 12:32:43.284447,3273837331
2026-03-06 12:32:43.385139,3273837433
2026-03-06 12:32:43.486462,3273837534
2026-03-06 12:32:43.587562,3273837635
2026-03-06 12:32:43.688533,3273837736
2026-03-06 12:32:43.789595,3273837836
2026-03-06 12:32:43.89028,3273837938
2026-03-06 12:32:43.991578,3273838038
2026-03-06 12:32:44.092445,3273838140
2026-03-06 12:32:44.193596,3273838240
2026-03-06 12:32:44.293761,3273838341
2026-03-06 12:32:44.39533,3273838442
2026-03-06 12:32:44.495774,3273838543
2026-03-06 12:32:44.5974,3273838644
2026-03-06 12:32:44.697965,3273838745
2026-03-06 12:32:44.799108,3273838846
2026-03-06 12:32:44.899588,3273838947
2026-03-06 12:32:45.000573,3273839048
2026-03-06 12:32:45.101814,3273839149
2026-03-06 12:32:45.202339,3273839250
2026-03-06 12:32:45.303528,3273839350
2026-03-06 12:32:45.404049,3273839451
2026-03-06 12:32:45.504878,3273839552
2026-03-06 12:32:45.605879,3273839653
2026-03-06 12:32:45.707338,3273839754
2026-03-06 12:32:45.808477,3273839856
2026-03-06 12:32:45.90965,3273839957
2026-03-06 12:32:46.011397,3273840058
2026-03-06 12:32:46.112487,3273840160
2026-03-06 12:32:46.214835,3273840262
2026-03-06 12:32:46.316678,3273840363
2026-03-06 12:32:46.417947,3273840465
2026-03-06 12:32:46.518598,3273840566
2026-03-06 12:32:46.619606,3273840667
2026-03-06 12:32:46.720962,3273840768
2026-03-06 12:32:46.82278,3273840869
2026-03-06 12:32:46.923295,3273840970
2026-03-06 12:32:47.024272,3273841071
2026-03-06 12:32:47.125723,3273841173
2026-03-06 12:32:47.226696,3273841273
2026-03-06 12:32:47.327082,3273841374
2026-03-06 12:32:47.42863,3273841475
2026-03-06 12:32:47.529544,3273841577
2026-03-06 12:32:47.630823,3273841678
2026-03-06 12:32:47.732459,3273841779
2026-03-06 12:32:47.833524,3273841880
2026-03-06 12:32:47.935229,3273841982
2026-03-06 12:32:48.036519,3273842084
2026-03-06 12:32:48.137494,3273842185
2026-03-06 12:32:48.238509,3273842286
2026-03-06 12:32:48.3397,3273842387
2026-03-06 12:32:48.440578,3273842488
2026-03-06 12:32:48.54177,3273842589
2026-03-06 12:32:48.64316,3273842689
2026-03-06 12:32:48.742965,3273842790
2026-03-06 12:32:48.843444,3273842891
2026-03-06 12:32:48.944813,3273842992
2026-03-06 12:32:49.045294,3273843092
2026-03-06 12:32:49.146367,3273843194
2026-03-06 12:32:49.247423,3273843294
2026-03-06 12:32:49.348373,3273843395
