time,PT.Fuel_Fill_Press.raw_adc_counts
2026-03-06 12:31:55.301531,384564981
2026-03-06 12:31:55.403101,385519085
2026-03-06 12:31:55.504663,386445437
2026-03-06 12:31:55.606568,387347687
2026-03-06 12:31:55.70827,388225959
2026-03-06 12:31:55.809312,389074441
2026-03-06 12:31:55.910518,389893358
2026-03-06 12:31:56.011735,390692959
2026-03-06 12:31:56.113235,391449100
2026-03-06 12:31:56.214745,392191136
2026-03-06 12:31:56.316316,392902202
2026-03-06 12:31:56.418197,393576110
2026-03-06 12:31:56.519089,394224669
2026-03-06 12:31:56.620327,394833249
2026-03-06 12:31:56.721835,395415700
2026-03-06 12:31:56.823039,395967220
2026-03-06 12:31:56.924444,396480687
2026-03-06 12:31:57.024971,396961179
2026-03-06 12:31:57.126138,397402974
2026-03-06 12:31:57.22668,397818143
2026-03-06 12:31:57.327744,398190719
2026-03-06 12:31:57.428274,398539472
2026-03-06 12:31:57.529327,398844645
2026-03-06 12:31:57.629771,399109950
2026-03-06 12:31:57.730742,399352010
2026-03-06 12:31:57.831942,399545908
2026-03-06 12:31:57.932323,399707464
2026-03-06 12:31:58.033773,399842086
2026-03-06 12:31:58.135044,399933842
2026-03-06 12:31:58.235699,399983264
2026-03-06 12:31:58.336108,400004860
2026-03-06 12:31:58.437016,399983236
2026-03-06 12:31:58.537837,399921360
2026-03-06 12:31:58.638893,399829870
2026-03-06 12:31:58.740519,399702559
2026-03-06 12:31:58.841347,399537151
2026-03-06 12:31:58.94216,399329060
2026-03-06 12:31:59.043592,399094712
2026-03-06 12:31:59.145402,398813090
2026-03-06 12:31:59.246737,398506979
2026-03-06 12:31:59.347674,398165355
2026-03-06 12:31:59.448409,397776774
2026-03-06 12:31:59.549243,397365812
2026-03-06 12:31:59.650541,396912868
2026-03-06 12:31:59.751486,396430690
2026-03-06 12:31:59.852914,395906415
2026-03-06 12:31:59.954311,395362720
2026-03-06 12:32:00.055193,394777059
2026-03-06 12:32:00.156431,394158966
2026-03-06 12:32:00.257706,393517008
2026-03-06 12:32:00.358328,392837248
2026-03-06 12:32:00.459449,392126663
2026-03-06 12:32:00.560654,391396559
2026-03-06 12:32:00.661934,390625629
2026-03-06 12:32:00.763216,389834321
2026-03-06 12:32:00.864223,389013031
2026-03-06 12:32:00.965543,388166164
2026-03-06 12:32:01.066406,387285128
2026-03-06 12:32:01.167485,386386258
2026-03-06 12:32:01.268652,385457716
2026-03-06 12:32:01.369742,384515717
2026-03-06 12:32:01.471085,383549301
2026-03-06 12:32:01.572122,382551860
2026-03-06 12:32:01.672819,381547914
2026-03-06 12:32:01.773354,380512934
2026-03-06 12:32:01.874784,379463001
2026-03-06 12:32:01.975464,378396885
2026-03-06 12:32:02.076458,377307870
2026-03-06 12:32:02.177387,376216695
2026-03-06 12:32:02.278844,375090767
2026-03-06 12:32:02.379779,373965238
2026-03-06 12:32:02.481088,372827423
2026-03-06 12:32:02.582213,371668779
2026-03-06 12:32:02.683047,370508342
2026-03-06 12:32:02.784594,369322199
2026-03-06 12:32:02.885554,368143898
2026-03-06 12:32:02.98637,366947199
2026-03-06 12:32:03.087672,365754359
2026-03-06 12:32:03.189406,364539501
2026-03-06 12:32:03.290654,363334807
2026-03-06 12:32:03.391582,362123126
2026-03-06 12:32:03.493194,360908221
2026-03-06 12:32:03.593844,359700001
2026-03-06 12:32:03.695048,358488991
2026-03-06 12:32:03.795646,357275990
2026-03-06 12:32:03.897102,356070151
2026-03-06 12:32:03.997721,354866859
2026-03-06 12:32:04.098781,353661091
2026-03-06 12:32:04.199933,352466122
2026-03-06 12:32:04.301004,351287236
2026-03-06 12:32:04.402296,350098937
2026-03-06 12:32:04.503091,348929986
2026-03-06 12:32:04.604084,347770736
2026-03-06 12:32:04.705232,346629235
2026-03-06 12:32:04.806621,345488881
2026-03-06 12:32:04.908155,344357370
2026-03-06 12:32:05.00942,343240227
2026-03-06 12:32:05.110165,342149163
2026-03-06 12:32:05.211671,341078204
2026-03-06 12:32:05.313258,340006810
2026-03-06 12:32:05.415094,338969366
2026-03-06 12:32:05.515256,337944667
2026-03-06 12:32:05.615856,336945218
2026-03-06 12:32:05.717153,335967125
2026-03-06 12:32:05.818179,335011747
2026-03-06 12:32:05.91888,334075869
2026-03-06 12:32:06.019368,333165526
2026-03-06 12:32:06.120927,332278380
2026-03-06 12:32:06.221589,331417326
2026-03-06 12:32:06.323248,330581798
2026-03-06 12:32:06.424804,329772886
2026-03-06 12:32:06.525668,328987760
2026-03-06 12:32:06.626895,328239221
2026-03-06 12:32:06.7282,327515980
2026-03-06 12:32:06.829577,326817482
2026-03-06 12:32:06.930353,326161913
2026-03-06 12:32:07.031462,325529986
2026-03-06 12:32:07.132671,324921381
2026-03-06 12:32:07.233787,324359413
2026-03-06 12:32:07.334975,323823357
2026-03-06 12:32:07.436143,323323435
2026-03-06 12:32:07.536673,322861073
2026-03-06 12:32:07.637578,322429358
2026-03-06 12:32:07.738619,322023178
2026-03-06 12:32:07.839933,321661914
2026-03-06 12:32:07.940626,321336405
2026-03-06 12:32:08.042101,321038208
2026-03-06 12:32:08.14356,320784457
2026-03-06 12:32:08.244734,320565367
2026-03-06 12:32:08.345877,320374959
2026-03-06 12:32:08.446908,320230865
2026-03-06 12:32:08.547936,320119761
2026-03-06 12:32:08.649062,320042853
2026-03-06 12:32:08.749842,320007165
2026-03-06 12:32:08.850927,320003464
2026-03-06 12:32:08.951854,320034643
2026-03-06 12:32:09.05343,320113027
2026-03-06 12:32:09.154406,320215452
2026-03-06 12:32:09.255071,320364048
2026-03-06 12:32:09.356168,320546530
2026-03-06 12:32:09.457193,320767609
2026-03-06 12:32:09.558053,321016014
2026-03-06 12:32:09.659331,321308023
2026-03-06 12:32:09.760688,321637109
2026-03-06 12:32:09.861502,321997936
2026-03-06 12:32:09.963009,322391682
2026-03-06 12:32:10.064321,322821323
2026-03-06 12:32:10.164967,323280086
2026-03-06 12:32:10.265805,323777306
2026-03-06 12:32:10.366729,324312472
2026-03-06 12:32:10.467993,324879075
2026-03-06 12:32:10.569387,325475968
2026-03-06 12:32:10.669751,326096608
2026-03-06 12:32:10.771241,326760307
2026-03-06 12:32:10.871886,327449559
2026-03-06 12:32:10.972865,328169088
2026-03-06 12:32:11.073664,328917787
2026-03-06 12:32:11.175013,329696641
2026-03-06 12:32:11.276751,330501829
2026-03-06 12:32:11.377744,331339035
2026-03-06 12:32:11.478846,332198093
2026-03-06 12:32:11.580086,333082549
2026-03-06 12:32:11.680808,333991271
2026-03-06 12:32:11.781657,334915480
2026-03-06 12:32:11.882568,335878773
2026-03-06 12:32:11.983479,336846125
2026-03-06 12:32:12.084127,337847470
2026-03-06 12:32:12.185,338865991
2026-03-06 12:32:12.286385,339897875
2026-03-06 12:32:12.38688,340958637
2026-03-06 12:32:12.487746,342029042
2026-03-06 12:32:12.588506,343121485
2026-03-06 12:32:12.689351,344227837
2026-03-06 12:32:12.791946,345367237
2026-03-06 12:32:12.892765,346494878
2026-03-06 12:32:12.994033,347646287
2026-03-06 12:32:13.094743,348806387
2026-03-06 12:32:13.19582,349969791
2026-03-06 12:32:13.296967,351152357
2026-03-06 12:32:13.3982,352341153
2026-03-06 12:32:13.499151,353533516
2026-03-06 12:32:13.601449,354741852
2026-03-06 12:32:13.702173,355947917
2026-03-06 12:32:13.803561,357151444
2026-03-06 12:32:13.904171,358364125
2026-03-06 12:32:14.0056,359577846
2026-03-06 12:32:14.106049,360782633
2026-03-06 12:32:14.207369,362001748
2026-03-06 12:32:14.308463,363202675
2026-03-06 12:32:14.408814,364414671
2026-03-06 12:32:14.51033,365618151
2026-03-06 12:32:14.610856,366806347
2026-03-06 12:32:14.711387,368000859
2026-03-06 12:32:14.812563,369178867
2026-03-06 12:32:14.913257,370355508
2026-03-06 12:32:15.014078,371518813
2026-03-06 12:32:15.114994,372668535
2026-03-06 12:32:15.216692,373822370
2026-03-06 12:32:15.317465,374945049
2026-03-06 12:32:15.418454,376062332
2026-03-06 12:32:15.519426,377163066
2026-03-06 12:32:15.620418,378258580
2026-03-06 12:32:15.721134,379325954
2026-03-06 12:32:15.822324,380375767
2026-03-06 12:32:15.922946,381405253
2026-03-06 12:32:16.024341,382419388
2026-03-06 12:32:16.125894,383420732
2026-03-06 12:32:16.226753,384392364
2026-03-06 12:32:16.327797,385335005
2026-03-06 12:32:16.428343,386260975
2026-03-06 12:32:16.529257,387167516
2026-03-06 12:32:16.63062,388042285
2026-03-06 12:32:16.731374,388889869
2026-03-06 12:32:16.832354,389721093
2026-03-06 12:32:16.933302,390514834
2026-03-06 12:32:17.034058,391285720
2026-03-06 12:32:17.135492,392028927
2026-03-06 12:32:17.236449,392736963
2026-03-06 12:32:17.337646,393416525
2026-03-06 12:32:17.438328,394073609
2026-03-06 12:32:17.539738,394686508
2026-03-06 12:32:17.640741,395282512
2026-03-06 12:32:17.741476,395835126
2026-03-06 12:32:17.842644,396353701
2026-03-06 12:32:17.943396,396842110
2026-03-06 12:32:18.044178,397293765
2026-03-06 12:32:18.144929,397721614
2026-03-06 12:32:18.245978,398105377
2026-03-06 12:32:18.346964,398452633
2026-03-06 12:32:18.448045,398774203
2026-03-06 12:32:18.549139,399050542
2026-03-06 12:32:18.650591,399301077
2026-03-06 12:32:18.751858,399504378
2026-03-06 12:32:18.852629,399681521
2026-03-06 12:32:18.953855,399815044
2026-03-06 12:32:19.055005,399909973
2026-03-06 12:32:19.15654,399974675
2026-03-06 12:32:19.257846,400000014
2026-03-06 12:32:19.359034,399985691
2026-03-06 12:32:19.459864,399941758
2026-03-06 12:32:19.560961,399852489
2026-03-06 12:32:19.661659,399729006
2026-03-06 12:32:19.762367,399572391
2026-03-06 12:32:19.863887,399385622
2026-03-06 12:32:19.964296,399151063
2026-03-06 12:32:20.065873,398884467
2026-03-06 12:32:20.166385,398582813
2026-03-06 12:32:20.267239,398245747
2026-03-06 12:32:20.368452,397875060
2026-03-06 12:32:20.468989,397463895
2026-03-06 12:32:20.57024,397029605
2026-03-06 12:32:20.671529,396550392
2026-03-06 12:32:20.772937,396032727
2026-03-06 12:32:20.873998,395492106
2026-03-06 12:32:20.974926,394919209
2026-03-06 12:32:21.076332,394311370
2026-03-06 12:32:21.177782,393671607
2026-03-06 12:32:21.278397,393001350
2026-03-06 12:32:21.3799,392303046
2026-03-06 12:32:21.48176,391568267
2026-03-06 12:32:21.582875,390803499
2026-03-06 12:32:21.683942,390013090
2026-03-06 12:32:21.784967,389198174
2026-03-06 12:32:21.886001,388358691
2026-03-06 12:32:21.98759,387483570
2026-03-06 12:32:22.088467,386597320
2026-03-06 12:32:22.189309,385681954
2026-03-06 12:32:22.290165,384734092
2026-03-06 12:32:22.39152,383774471
2026-03-06 12:32:22.492606,382777889
2026-03-06 12:32:22.593818,381781774
2026-03-06 12:32:22.694786,380754382
2026-03-06 12:32:22.795671,379705466
2026-03-06 12:32:22.897091,378641550
2026-03-06 12:32:22.998242,377556128
2026-03-06 12:32:23.099035,376459134
2026-03-06 12:32:23.200545,375347690
2026-03-06 12:32:23.301355,374220220
2026-03-06 12:32:23.402178,373083021
2026-03-06 12:32:23.503354,371931566
2026-03-06 12:32:23.604333,370762596
2026-03-06 12:32:23.7056,369593616
2026-03-06 12:32:23.80655,368411935
2026-03-06 12:32:23.907571,367228925
2026-03-06 12:32:24.008661,366021651
2026-03-06 12:32:24.110106,364815517
2026-03-06 12:32:24.210867,363619001
2026-03-06 12:32:24.311751,362405334
2026-03-06 12:32:24.412827,361198784
2026-03-06 12:32:24.51365,359993177
2026-03-06 12:32:24.614809,358779349
2026-03-06 12:32:24.715358,357569240
2026-03-06 12:32:24.816183,356361111
2026-03-06 12:32:24.917216,355160965
2026-03-06 12:32:25.018272,353963011
2026-03-06 12:32:25.118899,352765753
2026-03-06 12:32:25.219945,351573037
2026-03-06 12:32:25.321035,350388631
2026-03-06 12:32:25.422163,349218711
2026-03-06 12:32:25.523053,348061742
2026-03-06 12:32:25.624211,346910435
2026-03-06 12:32:25.725091,345771766
2026-03-06 12:32:25.826163,344640868
2026-03-06 12:32:25.927085,343532722
2026-03-06 12:32:26.028435,342433520
2026-03-06 12:32:26.129083,341356056
2026-03-06 12:32:26.23006,340286430
2026-03-06 12:32:26.33155,339242023
2026-03-06 12:32:26.432742,338212069
2026-03-06 12:32:26.533721,337205717
2026-03-06 12:32:26.634936,336218273
2026-03-06 12:32:26.735931,335256129
2026-03-06 12:32:26.83687,334319248
2026-03-06 12:32:26.938175,333398695
2026-03-06 12:32:27.038684,332502620
2026-03-06 12:32:27.139726,331635945
2026-03-06 12:32:27.240677,330798089
2026-03-06 12:32:27.341597,329986928
2026-03-06 12:32:27.442395,329198232
2026-03-06 12:32:27.543591,328436881
2026-03-06 12:32:27.645665,327701317
2026-03-06 12:32:27.746671,326997616
2026-03-06 12:32:27.847514,326327813
2026-03-06 12:32:27.948342,325693073
2026-03-06 12:32:28.049645,325083154
2026-03-06 12:32:28.150346,324508764
2026-03-06 12:32:28.251467,323968676
2026-03-06 12:32:28.352426,323459081
2026-03-06 12:32:28.453702,322976894
2026-03-06 12:32:28.555556,322539611
2026-03-06 12:32:28.655621,322135572
2026-03-06 12:32:28.756579,321762762
2026-03-06 12:32:28.857623,321417591
2026-03-06 12:32:28.958592,321114192
2026-03-06 12:32:29.059806,320847081
2026-03-06 12:32:29.160592,320625616
2026-03-06 12:32:29.261646,320425895
2026-03-06 12:32:29.363097,320263369
2026-03-06 12:32:29.464335,320148846
2026-03-06 12:32:29.56549,320061101
2026-03-06 12:32:29.666454,320007673
2026-03-06 12:32:29.767177,319997932
2026-03-06 12:32:29.868521,320029903
2026-03-06 12:32:29.968997,320090430
2026-03-06 12:32:30.069818,320182590
2026-03-06 12:32:30.170584,320314913
2026-03-06 12:32:30.271901,320494967
2026-03-06 12:32:30.373143,320701611
2026-03-06 12:32:30.47411,320942806
2026-03-06 12:32:30.57526,321219002
2026-03-06 12:32:30.675867,321537434
2026-03-06 12:32:30.776966,321883734
2026-03-06 12:32:30.877268,322274352
2026-03-06 12:32:30.97823,322693249
2026-03-06 12:32:31.079494,323143645
2026-03-06 12:32:31.181146,323630341
2026-03-06 12:32:31.28269,324161587
2026-03-06 12:32:31.383541,324715153
2026-03-06 12:32:31.485018,325308365
2026-03-06 12:32:31.585931,325925737
2026-03-06 12:32:31.687238,326578175
2026-03-06 12:32:31.787942,327248946
2026-03-06 12:32:31.888789,327967877
2026-03-06 12:32:31.989723,328701085
2026-03-06 12:32:32.090558,329472390
2026-03-06 12:32:32.191636,330266005
2026-03-06 12:32:32.292312,331093487
2026-03-06 12:32:32.393479,331939472
2026-03-06 12:32:32.494498,332822223
2026-03-06 12:32:32.595919,333722757
2026-03-06 12:32:32.696664,334652734
2026-03-06 12:32:32.797367,335600719
2026-03-06 12:32:32.898512,336570289
2026-03-06 12:32:32.999257,337560838
2026-03-06 12:32:33.100122,338572041
2026-03-06 12:32:33.201127,339601462
2026-03-06 12:32:33.30181,340654197
2026-03-06 12:32:33.40265,341722506
2026-03-06 12:32:33.503652,342810210
2026-03-06 12:32:33.604582,343905760
2026-03-06 12:32:33.705737,345027157
2026-03-06 12:32:33.80732,346163580
2026-03-06 12:32:33.908619,347306592
2026-03-06 12:32:34.009279,348466658
2026-03-06 12:32:34.110253,349627818
2026-03-06 12:32:34.211366,350805366
2026-03-06 12:32:34.312443,351984407
2026-03-06 12:32:34.413847,353177962
2026-03-06 12:32:34.515097,354382126
2026-03-06 12:32:34.616849,355597813
2026-03-06 12:32:34.718125,356807940
2026-03-06 12:32:34.81928,358018622
2026-03-06 12:32:34.920466,359222801
2026-03-06 12:32:35.021664,360445583
2026-03-06 12:32:35.122335,361648919
2026-03-06 12:32:35.223681,362863668
2026-03-06 12:32:35.324513,364065193
2026-03-06 12:32:35.425398,365266719
2026-03-06 12:32:35.526931,366475533
2026-03-06 12:32:35.627358,367664818
2026-03-06 12:32:35.728344,368849333
2026-03-06 12:32:35.829605,370026163
2026-03-06 12:32:35.930517,371195454
2026-03-06 12:32:36.032,372367496
2026-03-06 12:32:36.133416,373515525
2026-03-06 12:32:36.234561,374651527
2026-03-06 12:32:36.335482,375766063
2026-03-06 12:32:36.436424,376873664
2026-03-06 12:32:36.536934,377960978
2026-03-06 12:32:36.637978,379034265
2026-03-06 12:32:36.738819,380088834
2026-03-06 12:32:36.840139,381133186
2026-03-06 12:32:36.940809,382151200
2026-03-06 12:32:37.041717,383148269
2026-03-06 12:32:37.142652,384123233
2026-03-06 12:32:37.243939,385079013
2026-03-06 12:32:37.345122,386016750
2026-03-06 12:32:37.446244,386923639
2026-03-06 12:32:37.547652,387816356
2026-03-06 12:32:37.648654,388673736
2026-03-06 12:32:37.750244,389512848
2026-03-06 12:32:37.851348,390314627
2026-03-06 12:32:37.95243,391086044
2026-03-06 12:32:38.052839,391837151
2026-03-06 12:32:38.15391,392551280
2026-03-06 12:32:38.254879,393247009
2026-03-06 12:32:38.356394,393898618
2026-03-06 12:32:38.456849,394534746
2026-03-06 12:32:38.5578,395122606
2026-03-06 12:32:38.658771,395686159
2026-03-06 12:32:38.760095,396217752
2026-03-06 12:32:38.86064,396721225
2026-03-06 12:32:38.961952,397184224
2026-03-06 12:32:39.062358,397609955
2026-03-06 12:32:39.163373,397999364
2026-03-06 12:32:39.263831,398362527
2026-03-06 12:32:39.364549,398685295
2026-03-06 12:32:39.465488,398980630
2026-03-06 12:32:39.566358,399234783
2026-03-06 12:32:39.667723,399454495
2026-03-06 12:32:39.768377,399629364
2026-03-06 12:32:39.869421,399777059
2026-03-06 12:32:39.970402,399886364
2026-03-06 12:32:40.071307,399962287
2026-03-06 12:32:40.172463,399996033
2026-03-06 12:32:40.272706,399993072
2026-03-06 12:32:40.37415,399954660
2026-03-06 12:32:40.475234,399884428
2026-03-06 12:32:40.576068,399773708
2026-03-06 12:32:40.677372,399625929
2026-03-06 12:32:40.778218,399438119
2026-03-06 12:32:40.879055,399226315
2026-03-06 12:32:40.979929,398963166
2026-03-06 12:32:41.080914,398677435
2026-03-06 12:32:41.182281,398344356
2026-03-06 12:32:41.282938,397984232
2026-03-06 12:32:41.383698,397593117
2026-03-06 12:32:41.484423,397163507
2026-03-06 12:32:41.584873,396696612
2026-03-06 12:32:41.685756,396201972
2026-03-06 12:32:41.786855,395662166
2026-03-06 12:32:41.887775,395102171
2026-03-06 12:32:41.989365,394498992
2026-03-06 12:32:42.090232,393871872
2026-03-06 12:32:42.191661,393207100
2026-03-06 12:32:42.292581,392519122
2026-03-06 12:32:42.394122,391798378
2026-03-06 12:32:42.494946,391043235
2026-03-06 12:32:42.596286,390263419
2026-03-06 12:32:42.697142,389460244
2026-03-06 12:32:42.798149,388628452
2026-03-06 12:32:42.89881,387768613
2026-03-06 12:32:43.000454,386878990
2026-03-06 12:32:43.101312,385966079
2026-03-06 12:32:43.202949,385032743
2026-03-06 12:32:43.303721,384074527
2026-03-06 12:32:43.405444,383089878
2026-03-06 12:32:43.506497,382087646
2026-03-06 12:32:43.607673,381067085
2026-03-06 12:32:43.708296,380031596
2026-03-06 12:32:43.809261,378980666
2026-03-06 12:32:43.909341,377908909
2026-03-06 12:32:44.010324,376822017
2026-03-06 12:32:44.110851,375714099
2026-03-06 12:32:44.211224,374599636
2026-03-06 12:32:44.312768,373464466
2026-03-06 12:32:44.412944,372313594
2026-03-06 12:32:44.514506,371154935
2026-03-06 12:32:44.615921,369982698
2026-03-06 12:32:44.716975,368800816
2026-03-06 12:32:44.817545,367617277
2026-03-06 12:32:44.919098,366422325
2026-03-06 12:32:45.019713,365223648
2026-03-06 12:32:45.120642,364025531
2026-03-06 12:32:45.221426,362824367
2026-03-06 12:32:45.321999,361614474
2026-03-06 12:32:45.423323,360398380
2026-03-06 12:32:45.525433,359178302
2026-03-06 12:32:45.626381,357967023
2026-03-06 12:32:45.727981,356750076
2026-03-06 12:32:45.829039,355540312
2026-03-06 12:32:45.930183,354339477
2026-03-06 12:32:46.031749,353138043
2026-03-06 12:32:46.132565,351948131
2026-03-06 12:32:46.233694,350761913
2026-03-06 12:32:46.334509,349582590
2026-03-06 12:32:46.435498,348422767
2026-03-06 12:32:46.536696,347269170
2026-03-06 12:32:46.638743,346117090
2026-03-06 12:32:46.739779,344977971
2026-03-06 12:32:46.840993,343862574
2026-03-06 12:32:46.941973,342763288
2026-03-06 12:32:47.043288,341671319
2026-03-06 12:32:47.144543,340598197
2026-03-06 12:32:47.244992,339546837
2026-03-06 12:32:47.346763,338521678
2026-03-06 12:32:47.447748,337508538
2026-03-06 12:32:47.549172,336504476
2026-03-06 12:32:47.650223,335533777
2026-03-06 12:32:47.751454,334591395
2026-03-06 12:32:47.852742,333660851
2026-03-06 12:32:47.953712,332763998
2026-03-06 12:32:48.054695,331882363
2026-03-06 12:32:48.155904,331037439
2026-03-06 12:32:48.256732,330210675
2026-03-06 12:32:48.358233,329416236
2026-03-06 12:32:48.458869,328650537
2026-03-06 12:32:48.560085,327907499
2026-03-06 12:32:48.661319,327205329
2026-03-06 12:32:48.762437,326520040
2026-03-06 12:32:48.863948,325866951
2026-03-06 12:32:48.965014,325256439
2026-03-06 12:32:49.066922,324665524
2026-03-06 12:32:49.168797,324110024
2026-03-06 12:32:49.269777,323588626
2026-03-06 12:32:49.370926,323102698
2026-03-06 12:32:49.471396,322657123
2026-03-06 12:32:49.574506,322236781
2026-03-06 12:32:49.674206,321851507
2026-03-06 12:32:49.775177,321504196
2026-03-06 12:32:49.876899,321191677
2026-03-06 12:32:49.978091,320920390
2026-03-06 12:32:50.078913,320678687
2026-03-06 12:32:50.179743,320469055
2026-03-06 12:32:50.280739,320305026
2026-03-06 12:32:50.381785,320176081
2026-03-06 12:32:50.482504,320078139
2026-03-06 12:32:50.583763,320018394
2026-03-06 12:32:50.683909,319996554
2026-03-06 12:32:50.784995,320012036
2026-03-06 12:32:50.885227,320070063
2026-03-06 12:32:50.986275,320156675
2026-03-06 12:32:51.087551,320280199
2026-03-06 12:32:51.188227,320438904
2026-03-06 12:32:51.289122,320637776
2026-03-06 12:32:51.390322,320868794
2026-03-06 12:32:51.491053,321141065
2026-03-06 12:32:51.592943,321444353
2026-03-06 12:32:51.693124,321784896
2026-03-06 12:32:51.794027,322161687
2026-03-06 12:32:51.895046,322576544
2026-03-06 12:32:51.996197,323018298
2026-03-06 12:32:52.096695,323497474
2026-03-06 12:32:52.197517,324011258
2026-03-06 12:32:52.298313,324553128
2026-03-06 12:32:52.398635,325126713
2026-03-06 12:32:52.499838,325738118
2026-03-06 12:32:52.601102,326373316
