time,PT.GN2_Regulated.raw_adc_counts
2026-03-06 12:31:49.033513,367201843
2026-03-06 12:31:49.134272,368387946
2026-03-06 12:31:49.234559,369563745
2026-03-06 12:31:49.335603,370727420
2026-03-06 12:31:49.436122,371891091
2026-03-06 12:31:49.536885,373041386
2026-03-06 12:31:49.638231,374175730
2026-03-06 12:31:49.739228,375303711
2026-03-06 12:31:49.840408,376424877
2026-03-06 12:31:49.941785,377524105
2026-03-06 12:31:50.042938,378609282
2026-03-06 12:31:50.14471,379682895
2026-03-06 12:31:50.246678,380732990
2026-03-06 12:31:50.348376,381770807
2026-03-06 12:31:50.449318,382773885
2026-03-06 12:31:50.55049,383758387
2026-03-06 12:31:50.651046,384721201
2026-03-06 12:31:50.752594,385667706
2026-03-06 12:31:50.853361,386587783
2026-03-06 12:31:50.955183,387488825
2026-03-06 12:31:51.056185,388351378
2026-03-06 12:31:51.157914,389203985
2026-03-06 12:31:51.258963,390019990
2026-03-06 12:31:51.361115,390802015
2026-03-06 12:31:51.461453,391566424
2026-03-06 12:31:51.563116,392301764
2026-03-06 12:31:51.664405,393004623
2026-03-06 12:31:51.765664,393677294
2026-03-06 12:31:51.86724,394316923
2026-03-06 12:31:51.968661,394927016
2026-03-06 12:31:52.069997,395505567
2026-03-06 12:31:52.172154,396050361
2026-03-06 12:31:52.273021,396560139
2026-03-06 12:31:52.373706,397027980
2026-03-06 12:31:52.474312,397473754
2026-03-06 12:31:52.575599,397879900
2026-03-06 12:31:52.676561,398253702
2026-03-06 12:31:52.777961,398587049
2026-03-06 12:31:52.878833,398890279
2026-03-06 12:31:52.979546,399150858
2026-03-06 12:31:53.080643,399383188
2026-03-06 12:31:53.181686,399578834
2026-03-06 12:31:53.282567,399731262
2026-03-06 12:31:53.38341,399852440
2026-03-06 12:31:53.484393,399940196
2026-03-06 12:31:53.585212,399991844
2026-03-06 12:31:53.686291,399996062
2026-03-06 12:31:53.787051,399976582
2026-03-06 12:31:53.888406,399909725
2026-03-06 12:31:53.989456,399810221
2026-03-06 12:31:54.09009,399673773
2026-03-06 12:31:54.191099,399503833
2026-03-06 12:31:54.291776,399299383
2026-03-06 12:31:54.392844,399056424
2026-03-06 12:31:54.493615,398778191
2026-03-06 12:31:54.59461,398460002
2026-03-06 12:31:54.69542,398108012
2026-03-06 12:31:54.796741,397724101
2026-03-06 12:31:54.897079,397302570
2026-03-06 12:31:54.998366,396843713
2026-03-06 12:31:55.099211,396360224
2026-03-06 12:31:55.200063,395841454
2026-03-06 12:31:55.301559,395287044
2026-03-06 12:31:55.403139,394694881
2026-03-06 12:31:55.504705,394073324
2026-03-06 12:31:55.606622,393413159
2026-03-06 12:31:55.708336,392729756
2026-03-06 12:31:55.809335,392013321
2026-03-06 12:31:55.910557,391267590
2026-03-06 12:31:56.011774,390495038
2026-03-06 12:31:56.113274,389703728
2026-03-06 12:31:56.214775,388873519
2026-03-06 12:31:56.316341,388013736
2026-03-06 12:31:56.418222,387125669
2026-03-06 12:31:56.519135,386223959
2026-03-06 12:31:56.620361,385289390
2026-03-06 12:31:56.721866,384344596
2026-03-06 12:31:56.823107,383368180
2026-03-06 12:31:56.92451,382364629
2026-03-06 12:31:57.025001,381355558
2026-03-06 12:31:57.126199,380323134
2026-03-06 12:31:57.226739,379270565
2026-03-06 12:31:57.327798,378200371
2026-03-06 12:31:57.428316,377120176
2026-03-06 12:31:57.529368,376018724
2026-03-06 12:31:57.629794,374898606
2026-03-06 12:31:57.730778,373772787
2026-03-06 12:31:57.831965,372626862
2026-03-06 12:31:57.932355,371468110
2026-03-06 12:31:58.033791,370302967
2026-03-06 12:31:58.135068,369123782
2026-03-06 12:31:58.235722,367948584
2026-03-06 12:31:58.336127,366755975
2026-03-06 12:31:58.43703,365563777
2026-03-06 12:31:58.537854,364358129
2026-03-06 12:31:58.638907,363147908
2026-03-06 12:31:58.74054,361940866
2026-03-06 12:31:58.841375,360727964
2026-03-06 12:31:58.942182,359513611
2026-03-06 12:31:59.043606,358301811
2026-03-06 12:31:59.145427,357090095
2026-03-06 12:31:59.246767,355875327
2026-03-06 12:31:59.347709,354669641
2026-03-06 12:31:59.448453,353469705
2026-03-06 12:31:59.549287,352281500
2026-03-06 12:31:59.650574,351092489
2026-03-06 12:31:59.751519,349917436
2026-03-06 12:31:59.852953,348741900
2026-03-06 12:31:59.954365,347583300
2026-03-06 12:32:00.055228,346434213
2026-03-06 12:32:00.156465,345297779
2026-03-06 12:32:00.257742,344183355
2026-03-06 12:32:00.358362,343076525
2026-03-06 12:32:00.459494,341976588
2026-03-06 12:32:00.560672,340909101
2026-03-06 12:32:00.661962,339849882
2026-03-06 12:32:00.763241,338813581
2026-03-06 12:32:00.864249,337795399
2026-03-06 12:32:00.965587,336797306
2026-03-06 12:32:01.06644,335816772
2026-03-06 12:32:01.167524,334854809
2026-03-06 12:32:01.268682,333931130
2026-03-06 12:32:01.369779,333023387
2026-03-06 12:32:01.471109,332140301
2026-03-06 12:32:01.572175,331278267
2026-03-06 12:32:01.672855,330451326
2026-03-06 12:32:01.773398,329651644
2026-03-06 12:32:01.874822,328868755
2026-03-06 12:32:01.97551,328120664
2026-03-06 12:32:02.0765,327405918
2026-03-06 12:32:02.177404,326718348
2026-03-06 12:32:02.278875,326061631
2026-03-06 12:32:02.379803,325433284
2026-03-06 12:32:02.481104,324840479
2026-03-06 12:32:02.582232,324275561
2026-03-06 12:32:02.683061,323752056
2026-03-06 12:32:02.784611,323249723
2026-03-06 12:32:02.885573,322789176
2026-03-06 12:32:02.986391,322360099
2026-03-06 12:32:03.0877,321974597
2026-03-06 12:32:03.189421,321610553
2026-03-06 12:32:03.290675,321283953
2026-03-06 12:32:03.391596,321001930
2026-03-06 12:32:03.49321,320744972
2026-03-06 12:32:03.593857,320530992
2026-03-06 12:32:03.695066,320353662
2026-03-06 12:32:03.795661,320206547
2026-03-06 12:32:03.897119,320101602
2026-03-06 12:32:03.997743,320038794
2026-03-06 12:32:04.098822,320001982
2026-03-06 12:32:04.199964,320002201
2026-03-06 12:32:04.301031,320048361
2026-03-06 12:32:04.402311,320122331
2026-03-06 12:32:04.503112,320237786
2026-03-06 12:32:04.60411,320390456
2026-03-06 12:32:04.705248,320578496
2026-03-06 12:32:04.806635,320798577
2026-03-06 12:32:04.908177,321067280
2026-03-06 12:32:05.009433,321360627
2026-03-06 12:32:05.110182,321685743
2026-03-06 12:32:05.211707,322058918
2026-03-06 12:32:05.31328,322464576
2026-03-06 12:32:05.415112,322900496
2026-03-06 12:32:05.515289,323367583
2026-03-06 12:32:05.615875,323871094
2026-03-06 12:32:05.717168,324403837
2026-03-06 12:32:05.818192,324977458
2026-03-06 12:32:05.918904,325569082
2026-03-06 12:32:06.019387,326208166
2026-03-06 12:32:06.120954,326872003
2026-03-06 12:32:06.221614,327559963
2026-03-06 12:32:06.323278,328286651
2026-03-06 12:32:06.424846,329043668
2026-03-06 12:32:06.525693,329825062
2026-03-06 12:32:06.626919,330642568
2026-03-06 12:32:06.728221,331479927
2026-03-06 12:32:06.829602,332347831
2026-03-06 12:32:06.930373,333232189
2026-03-06 12:32:07.031484,334151021
2026-03-06 12:32:07.132693,335084448
2026-03-06 12:32:07.233826,336047467
2026-03-06 12:32:07.334998,337024441
2026-03-06 12:32:07.436167,338028315
2026-03-06 12:32:07.536692,339053438
2026-03-06 12:32:07.637609,340093401
2026-03-06 12:32:07.73864,341156335
2026-03-06 12:32:07.839953,342227788
2026-03-06 12:32:07.940649,343329347
2026-03-06 12:32:08.04212,344433235
2026-03-06 12:32:08.143586,345560893
2026-03-06 12:32:08.244763,346701487
2026-03-06 12:32:08.345895,347859693
2026-03-06 12:32:08.446935,349020801
2026-03-06 12:32:08.547954,350192561
2026-03-06 12:32:08.649089,351369037
2026-03-06 12:32:08.749862,352556508
2026-03-06 12:32:08.850958,353748747
2026-03-06 12:32:08.951877,354948169
2026-03-06 12:32:09.053449,356157320
2026-03-06 12:32:09.154421,357365576
2026-03-06 12:32:09.255084,358573057
2026-03-06 12:32:09.356187,359786855
2026-03-06 12:32:09.457209,360998816
2026-03-06 12:32:09.558068,362209076
2026-03-06 12:32:09.659366,363423770
2026-03-06 12:32:09.760704,364629807
2026-03-06 12:32:09.861528,365833274
2026-03-06 12:32:09.963034,367034016
2026-03-06 12:32:10.064337,368220896
2026-03-06 12:32:10.164981,369405241
2026-03-06 12:32:10.265836,370577708
2026-03-06 12:32:10.366753,371736786
2026-03-06 12:32:10.46802,372888651
2026-03-06 12:32:10.569413,374033799
2026-03-06 12:32:10.669788,375164455
2026-03-06 12:32:10.771265,376276935
2026-03-06 12:32:10.871918,377378626
2026-03-06 12:32:10.972905,378455018
2026-03-06 12:32:11.073709,379521711
2026-03-06 12:32:11.175056,380570699
2026-03-06 12:32:11.276776,381609129
2026-03-06 12:32:11.377768,382616910
2026-03-06 12:32:11.478881,383610317
2026-03-06 12:32:11.580113,384576896
2026-03-06 12:32:11.680838,385521707
2026-03-06 12:32:11.781683,386440570
2026-03-06 12:32:11.882596,387338915
2026-03-06 12:32:11.983513,388209163
2026-03-06 12:32:12.084167,389057439
2026-03-06 12:32:12.185038,389878571
2026-03-06 12:32:12.286407,390663582
2026-03-06 12:32:12.386905,391425051
2026-03-06 12:32:12.487775,392162052
2026-03-06 12:32:12.58854,392864384
2026-03-06 12:32:12.689407,393547004
2026-03-06 12:32:12.792006,394192290
2026-03-06 12:32:12.892785,394805863
2026-03-06 12:32:12.994163,395393984
2026-03-06 12:32:13.094768,395937579
2026-03-06 12:32:13.195844,396457587
2026-03-06 12:32:13.297012,396942820
2026-03-06 12:32:13.398243,397385270
2026-03-06 12:32:13.499185,397797548
2026-03-06 12:32:13.601484,398184659
2026-03-06 12:32:13.702206,398525484
2026-03-06 12:32:13.803608,398835948
2026-03-06 12:32:13.904216,399108468
2026-03-06 12:32:14.005626,399345962
2026-03-06 12:32:14.106064,399541427
2026-03-06 12:32:14.207413,399704415
2026-03-06 12:32:14.308553,399839517
2026-03-06 12:32:14.40885,399923466
2026-03-06 12:32:14.51036,399979173
2026-03-06 12:32:14.61088,399995219
2026-03-06 12:32:14.711409,399978166
2026-03-06 12:32:14.812598,399923721
2026-03-06 12:32:14.913295,399838556
2026-03-06 12:32:15.014107,399701771
2026-03-06 12:32:15.115026,399543633
2026-03-06 12:32:15.216724,399337849
2026-03-06 12:32:15.317493,399101075
2026-03-06 12:32:15.418489,398831923
2026-03-06 12:32:15.519495,398519299
2026-03-06 12:32:15.620457,398172114
2026-03-06 12:32:15.721166,397794662
2026-03-06 12:32:15.822355,397388137
2026-03-06 12:32:15.922972,396934255
2026-03-06 12:32:16.024361,396449486
2026-03-06 12:32:16.125923,395937448
2026-03-06 12:32:16.226779,395388525
2026-03-06 12:32:16.327856,394805713
2026-03-06 12:32:16.428385,394198180
2026-03-06 12:32:16.52928,393549436
2026-03-06 12:32:16.630659,392870975
2026-03-06 12:32:16.731406,392165686
2026-03-06 12:32:16.832379,391437255
2026-03-06 12:32:16.933334,390675924
2026-03-06 12:32:17.034092,389878533
2026-03-06 12:32:17.135524,389056016
2026-03-06 12:32:17.236462,388210797
2026-03-06 12:32:17.337674,387338791
2026-03-06 12:32:17.438355,386441062
2026-03-06 12:32:17.539766,385523198
2026-03-06 12:32:17.640765,384571066
2026-03-06 12:32:17.741495,383613311
2026-03-06 12:32:17.842682,382617458
2026-03-06 12:32:17.943426,381608152
2026-03-06 12:32:18.044218,380581198
2026-03-06 12:32:18.144956,379536956
2026-03-06 12:32:18.246017,378464934
2026-03-06 12:32:18.347007,377382267
2026-03-06 12:32:18.448082,376286968
2026-03-06 12:32:18.549184,375167863
2026-03-06 12:32:18.65063,374039718
2026-03-06 12:32:18.751896,372901826
2026-03-06 12:32:18.852666,371738766
2026-03-06 12:32:18.95387,370581152
2026-03-06 12:32:19.055024,369400767
2026-03-06 12:32:19.156566,368214569
2026-03-06 12:32:19.257864,367023933
2026-03-06 12:32:19.359058,365824209
2026-03-06 12:32:19.459914,364621415
2026-03-06 12:32:19.560987,363417804
2026-03-06 12:32:19.661686,362215146
2026-03-06 12:32:19.762392,361005147
2026-03-06 12:32:19.863924,359786930
2026-03-06 12:32:19.964331,358578901
2026-03-06 12:32:20.065906,357371227
2026-03-06 12:32:20.166421,356164046
2026-03-06 12:32:20.267265,354955171
2026-03-06 12:32:20.368487,353759929
2026-03-06 12:32:20.469018,352563134
2026-03-06 12:32:20.570265,351381011
2026-03-06 12:32:20.671562,350193053
2026-03-06 12:32:20.772952,349020084
2026-03-06 12:32:20.874029,347861791
2026-03-06 12:32:20.974942,346710151
2026-03-06 12:32:21.076367,345571322
2026-03-06 12:32:21.177804,344443703
2026-03-06 12:32:21.278412,343328818
2026-03-06 12:32:21.379923,342238722
2026-03-06 12:32:21.481776,341157580
2026-03-06 12:32:21.582895,340087233
2026-03-06 12:32:21.683959,339046325
2026-03-06 12:32:21.784995,338017250
2026-03-06 12:32:21.886032,337016765
2026-03-06 12:32:21.987617,336037451
2026-03-06 12:32:22.088509,335079654
2026-03-06 12:32:22.18935,334142039
2026-03-06 12:32:22.290197,333225602
2026-03-06 12:32:22.391562,332339937
2026-03-06 12:32:22.492631,331474205
2026-03-06 12:32:22.593838,330634129
2026-03-06 12:32:22.694807,329828175
2026-03-06 12:32:22.795698,329043993
2026-03-06 12:32:22.89712,328292375
2026-03-06 12:32:22.998275,327569713
2026-03-06 12:32:23.099068,326868062
2026-03-06 12:32:23.200581,326205368
2026-03-06 12:32:23.301395,325575176
2026-03-06 12:32:23.402215,324974387
2026-03-06 12:32:23.503393,324398913
2026-03-06 12:32:23.604366,323865439
2026-03-06 12:32:23.705626,323366227
2026-03-06 12:32:23.806575,322893725
2026-03-06 12:32:23.9076,322453450
2026-03-06 12:32:24.008696,322058301
2026-03-06 12:32:24.11013,321688561
2026-03-06 12:32:24.210895,321358571
2026-03-06 12:32:24.311784,321060089
2026-03-06 12:32:24.412882,320802267
2026-03-06 12:32:24.513698,320584860
2026-03-06 12:32:24.614863,320392266
2026-03-06 12:32:24.715388,320236736
2026-03-06 12:32:24.816205,320128003
2026-03-06 12:32:24.917237,320045556
2026-03-06 12:32:25.018314,320009422
2026-03-06 12:32:25.118915,320004414
2026-03-06 12:32:25.219958,320034470
2026-03-06 12:32:25.321063,320105529
2026-03-06 12:32:25.422188,320207141
2026-03-06 12:32:25.523082,320351976
2026-03-06 12:32:25.624254,320522650
2026-03-06 12:32:25.725128,320741064
2026-03-06 12:32:25.826233,320990512
2026-03-06 12:32:25.927114,321276398
2026-03-06 12:32:26.028529,321600417
2026-03-06 12:32:26.129115,321954584
2026-03-06 12:32:26.230077,322352693
2026-03-06 12:32:26.331592,322777143
2026-03-06 12:32:26.43279,323233520
2026-03-06 12:32:26.533756,323733067
2026-03-06 12:32:26.634966,324258595
2026-03-06 12:32:26.735956,324820526
2026-03-06 12:32:26.836894,325420416
2026-03-06 12:32:26.938201,326040117
2026-03-06 12:32:27.038719,326692035
2026-03-06 12:32:27.139766,327379560
2026-03-06 12:32:27.240709,328093935
2026-03-06 12:32:27.341631,328841218
2026-03-06 12:32:27.442441,329619903
2026-03-06 12:32:27.543618,330424743
2026-03-06 12:32:27.645698,331256220
2026-03-06 12:32:27.7467,332113131
2026-03-06 12:32:27.847542,332991149
2026-03-06 12:32:27.948368,333902328
2026-03-06 12:32:28.049675,334827079
2026-03-06 12:32:28.150378,335784501
2026-03-06 12:32:28.251565,336756288
2026-03-06 12:32:28.35245,337753275
2026-03-06 12:32:28.453743,338777155
2026-03-06 12:32:28.555593,339813295
2026-03-06 12:32:28.655665,340867036
2026-03-06 12:32:28.756642,341940071
2026-03-06 12:32:28.857654,343026425
2026-03-06 12:32:28.958621,344138850
2026-03-06 12:32:29.059848,345254574
2026-03-06 12:32:29.160618,346389337
2026-03-06 12:32:29.261683,347531879
2026-03-06 12:32:29.363121,348699328
2026-03-06 12:32:29.464366,349864298
2026-03-06 12:32:29.565504,351040381
2026-03-06 12:32:29.666482,352223650
2026-03-06 12:32:29.767205,353415856
2026-03-06 12:32:29.868551,354616038
2026-03-06 12:32:29.969037,355819434
2026-03-06 12:32:30.069867,357023216
2026-03-06 12:32:30.170608,358233928
2026-03-06 12:32:30.271933,359444743
2026-03-06 12:32:30.373169,360663186
2026-03-06 12:32:30.474137,361871571
2026-03-06 12:32:30.575285,363078181
2026-03-06 12:32:30.675895,364283413
2026-03-06 12:32:30.776999,365490541
2026-03-06 12:32:30.877297,366681511
2026-03-06 12:32:30.978258,367871562
2026-03-06 12:32:31.079521,369056407
2026-03-06 12:32:31.181161,370234992
2026-03-06 12:32:31.282727,371411728
2026-03-06 12:32:31.383602,372573307
2026-03-06 12:32:31.485056,373718858
2026-03-06 12:32:31.585956,374846678
2026-03-06 12:32:31.687264,375965955
2026-03-06 12:32:31.78797,377074005
2026-03-06 12:32:31.888829,378163528
2026-03-06 12:32:31.989779,379232094
2026-03-06 12:32:32.09061,380285884
2026-03-06 12:32:32.191688,381312940
2026-03-06 12:32:32.292337,382325456
2026-03-06 12:32:32.393506,383323241
2026-03-06 12:32:32.494562,384300060
2026-03-06 12:32:32.595963,385249508
2026-03-06 12:32:32.696709,386178235
2026-03-06 12:32:32.797425,387082384
2026-03-06 12:32:32.898542,387963444
2026-03-06 12:32:32.999293,388817491
2026-03-06 12:32:33.100152,389643853
2026-03-06 12:32:33.201159,390443050
2026-03-06 12:32:33.301843,391208188
2026-03-06 12:32:33.402683,391956406
2026-03-06 12:32:33.503677,392664000
2026-03-06 12:32:33.60461,393348490
2026-03-06 12:32:33.705851,394009545
2026-03-06 12:32:33.807359,394633107
2026-03-06 12:32:33.908645,395222131
2026-03-06 12:32:34.009305,395778186
2026-03-06 12:32:34.110281,396310309
2026-03-06 12:32:34.21139,396795339
2026-03-06 12:32:34.312491,397254605
2026-03-06 12:32:34.413879,397687008
2026-03-06 12:32:34.515126,398072319
2026-03-06 12:32:34.616884,398429905
2026-03-06 12:32:34.718157,398745891
2026-03-06 12:32:34.819298,399028825
2026-03-06 12:32:34.920497,399279259
2026-03-06 12:32:35.021696,399494777
2026-03-06 12:32:35.12236,399664381
2026-03-06 12:32:35.223711,399801336
2026-03-06 12:32:35.32454,399903934
2026-03-06 12:32:35.425429,399972768
2026-03-06 12:32:35.526969,399993725
2026-03-06 12:32:35.627383,399993906
2026-03-06 12:32:35.728371,399940258
2026-03-06 12:32:35.829634,399859257
2026-03-06 12:32:35.930549,399739974
2026-03-06 12:32:36.032031,399585087
2026-03-06 12:32:36.133436,399398495
2026-03-06 12:32:36.234596,399165974
2026-03-06 12:32:36.335508,398906568
2026-03-06 12:32:36.436449,398603763
2026-03-06 12:32:36.536962,398276226
2026-03-06 12:32:36.638017,397902365
2026-03-06 12:32:36.738854,397501664
2026-03-06 12:32:36.840167,397055737
2026-03-06 12:32:36.94084,396588438
2026-03-06 12:32:37.041747,396077588
2026-03-06 12:32:37.142679,395543540
2026-03-06 12:32:37.243967,394968744
2026-03-06 12:32:37.345165,394361207
2026-03-06 12:32:37.446269,393724927
2026-03-06 12:32:37.547675,393052632
2026-03-06 12:32:37.648708,392353567
2026-03-06 12:32:37.750268,391627945
2026-03-06 12:32:37.851365,390873119
2026-03-06 12:32:37.952445,390081831
2026-03-06 12:32:38.052853,389277515
2026-03-06 12:32:38.153927,388431921
2026-03-06 12:32:38.254897,387569414
2026-03-06 12:32:38.356426,386682324
2026-03-06 12:32:38.456864,385764175
2026-03-06 12:32:38.557819,384828812
2026-03-06 12:32:38.658785,383868588
2026-03-06 12:32:38.760129,382883656
2026-03-06 12:32:38.860656,381882241
2026-03-06 12:32:38.961967,380859570
2026-03-06 12:32:39.062379,379811591
2026-03-06 12:32:39.163408,378755020
2026-03-06 12:32:39.26385,377673750
2026-03-06 12:32:39.364573,376588303
2026-03-06 12:32:39.465522,375479077
2026-03-06 12:32:39.566375,374353166
2026-03-06 12:32:39.667746,373216043
2026-03-06 12:32:39.7684,372063381
2026-03-06 12:32:39.86945,370909956
2026-03-06 12:32:39.97042,369739484
2026-03-06 12:32:40.071324,368558817
2026-03-06 12:32:40.172485,367372204
2026-03-06 12:32:40.272726,366178528
2026-03-06 12:32:40.374168,364972722
2026-03-06 12:32:40.475249,363772372
2026-03-06 12:32:40.576106,362569519
2026-03-06 12:32:40.677399,361350627
2026-03-06 12:32:40.778239,360142316
2026-03-06 12:32:40.879079,358932124
2026-03-06 12:32:40.979953,357720958
2026-03-06 12:32:41.080928,356512868
2026-03-06 12:32:41.182301,355303175
2026-03-06 12:32:41.28296,354102942
2026-03-06 12:32:41.383718,352914838
2026-03-06 12:32:41.484447,351731891
2026-03-06 12:32:41.584888,350545745
2026-03-06 12:32:41.685775,349376631
2026-03-06 12:32:41.786878,348217779
2026-03-06 12:32:41.887792,347065689
2026-03-06 12:32:41.989382,345918542
2026-03-06 12:32:42.090255,344788196
2026-03-06 12:32:42.191683,343668070
2026-03-06 12:32:42.292598,342571304
2026-03-06 12:32:42.394173,341491077
2026-03-06 12:32:42.494962,340419079
2026-03-06 12:32:42.596304,339368232
2026-03-06 12:32:42.697174,338345877
2026-03-06 12:32:42.798165,337330570
2026-03-06 12:32:42.898842,336352046
2026-03-06 12:32:43.00048,335374556
2026-03-06 12:32:43.101327,334432201
2026-03-06 12:32:43.202965,333509300
2026-03-06 12:32:43.303748,332619110
2026-03-06 12:32:43.40546,331745132
2026-03-06 12:32:43.506511,330896453
2026-03-06 12:32:43.607695,330069397
2026-03-06 12:32:43.708371,329289476
2026-03-06 12:32:43.809281,328527747
2026-03-06 12:32:43.909366,327794051
2026-03-06 12:32:44.010339,327090345
2026-03-06 12:32:44.110871,326427027
2026-03-06 12:32:44.211242,325781439
2026-03-06 12:32:44.312785,325173550
2026-03-06 12:32:44.412959,324593348
2026-03-06 12:32:44.514523,324040051
2026-03-06 12:32:44.61594,323521393
2026-03-06 12:32:44.717015,323042223
2026-03-06 12:32:44.817563,322602780
2026-03-06 12:32:44.919134,322190492
2026-03-06 12:32:45.019729,321808880
2026-03-06 12:32:45.120657,321461714
2026-03-06 12:32:45.221439,321154712
2026-03-06 12:32:45.322012,320885337
2026-03-06 12:32:45.42334,320654265
2026-03-06 12:32:45.525448,320446231
2026-03-06 12:32:45.626403,320288723
2026-03-06 12:32:45.728014,320164442
2026-03-06 12:32:45.829055,320066015
2026-03-06 12:32:45.930195,320012636
2026-03-06 12:32:46.031764,320002264
2026-03-06 12:32:46.132586,320022759
2026-03-06 12:32:46.233711,320080800
2026-03-06 12:32:46.334538,320169853
2026-03-06 12:32:46.435512,320306121
2026-03-06 12:32:46.536718,320466850
2026-03-06 12:32:46.638777,320673431
2026-03-06 12:32:46.739807,320915892
2026-03-06 12:32:46.841023,321193054
2026-03-06 12:32:46.941989,321500086
2026-03-06 12:32:47.043306,321847698
2026-03-06 12:32:47.144561,322232416
2026-03-06 12:32:47.24502,322647777
2026-03-06 12:32:47.346777,323092997
2026-03-06 12:32:47.447762,323587072
2026-03-06 12:32:47.549189,324099010
2026-03-06 12:32:47.65024,324652982
2026-03-06 12:32:47.751475,325238527
2026-03-06 12:32:47.85276,325855220
2026-03-06 12:32:47.953728,326508566
2026-03-06 12:32:48.05471,327183708
2026-03-06 12:32:48.155926,327895346
2026-03-06 12:32:48.256748,328633538
2026-03-06 12:32:48.358254,329394115
2026-03-06 12:32:48.458892,330186504
2026-03-06 12:32:48.560102,331008178
2026-03-06 12:32:48.661336,331865945
2026-03-06 12:32:48.762452,332735510
2026-03-06 12:32:48.863966,333648012
2026-03-06 12:32:48.965032,334571430
2026-03-06 12:32:49.06695,335525316
2026-03-06 12:32:49.168818,336497914
2026-03-06 12:32:49.269817,337494289
2026-03-06 12:32:49.370951,338507900
2026-03-06 12:32:49.471414,339539022
2026-03-06 12:32:49.574521,340591215
2026-03-06 12:32:49.674222,341655050
2026-03-06 12:32:49.775195,342742954
2026-03-06 12:32:49.876913,343854593
2026-03-06 12:32:49.97811,344965599
2026-03-06 12:32:50.078927,346101251
2026-03-06 12:32:50.179766,347238686
2026-03-06 12:32:50.280754,348390837
2026-03-06 12:32:50.381811,349564921
2026-03-06 12:32:50.482518,350731929
2026-03-06 12:32:50.583781,351917161
2026-03-06 12:32:50.683971,353098298
2026-03-06 12:32:50.785015,354295472
2026-03-06 12:32:50.885245,355495990
2026-03-06 12:32:50.986289,356697979
2026-03-06 12:32:51.087568,357902215
2026-03-06 12:32:51.188252,359114655
2026-03-06 12:32:51.289147,360331815
2026-03-06 12:32:51.390336,361538980
2026-03-06 12:32:51.491067,362741988
2026-03-06 12:32:51.592956,363960922
2026-03-06 12:32:51.693149,365157545
2026-03-06 12:32:51.794041,366364035
2026-03-06 12:32:51.89506,367553939
2026-03-06 12:32:51.996213,368732774
2026-03-06 12:32:52.096708,369912244
2026-03-06 12:32:52.197531,371074305
2026-03-06 12:32:52.298327,372231748
2026-03-06 12:32:52.398648,373378300
2026-03-06 12:32:52.499856,374510472
2026-03-06 12:32:52.601124,375632134
