time,PT.Fuel_Downstream.raw_adc_counts
2026-03-06 12:32:14.207348,335790604
2026-03-06 12:32:14.308392,336765847
2026-03-06 12:32:14.408796,337764537
2026-03-06 12:32:14.510312,338778020
2026-03-06 12:32:14.610843,339812077
2026-03-06 12:32:14.711374,340871081
2026-03-06 12:32:14.812546,341935211
2026-03-06 12:32:14.913235,343022385
2026-03-06 12:32:15.014064,344131103
2026-03-06 12:32:15.114978,345248665
2026-03-06 12:32:15.216679,346383569
2026-03-06 12:32:15.317452,347535395
2026-03-06 12:32:15.418441,348692864
2026-03-06 12:32:15.519398,349849619
2026-03-06 12:32:15.620399,351040495
2026-03-06 12:32:15.721118,352221301
2026-03-06 12:32:15.822308,353411362
2026-03-06 12:32:15.922929,354602221
2026-03-06 12:32:16.024332,355806773
2026-03-06 12:32:16.125881,357025984
2026-03-06 12:32:16.226738,358234752
2026-03-06 12:32:16.327766,359440285
2026-03-06 12:32:16.428321,360654072
2026-03-06 12:32:16.529246,361859693
2026-03-06 12:32:16.630601,363068379
2026-03-06 12:32:16.731357,364277469
2026-03-06 12:32:16.832342,365483903
2026-03-06 12:32:16.933286,366680131
2026-03-06 12:32:17.034041,367869804
2026-03-06 12:32:17.135478,369056750
2026-03-06 12:32:17.236441,370234875
2026-03-06 12:32:17.337625,371397965
2026-03-06 12:32:17.438315,372558567
2026-03-06 12:32:17.539723,373702485
2026-03-06 12:32:17.640723,374839077
2026-03-06 12:32:17.741461,375955987
2026-03-06 12:32:17.842625,377056830
2026-03-06 12:32:17.943379,378142610
2026-03-06 12:32:18.044162,379213933
2026-03-06 12:32:18.144915,380269189
2026-03-06 12:32:18.245959,381301601
2026-03-06 12:32:18.346935,382316649
2026-03-06 12:32:18.448024,383309938
2026-03-06 12:32:18.549121,384289140
2026-03-06 12:32:18.650573,385247296
2026-03-06 12:32:18.751839,386169655
2026-03-06 12:32:18.852611,387082619
2026-03-06 12:32:18.953848,387960014
2026-03-06 12:32:19.054995,388813665
2026-03-06 12:32:19.156527,389643492
2026-03-06 12:32:19.257828,390442630
2026-03-06 12:32:19.359021,391222651
2026-03-06 12:32:19.459838,391962137
2026-03-06 12:32:19.560926,392676542
2026-03-06 12:32:19.661646,393360419
2026-03-06 12:32:19.762352,394009217
2026-03-06 12:32:19.86387,394633364
2026-03-06 12:32:19.964271,395227607
2026-03-06 12:32:20.065857,395780922
2026-03-06 12:32:20.166379,396307504
2026-03-06 12:32:20.267227,396799806
2026-03-06 12:32:20.368437,397261512
2026-03-06 12:32:20.468976,397684385
2026-03-06 12:32:20.570225,398068280
2026-03-06 12:32:20.671515,398421522
2026-03-06 12:32:20.772927,398747827
2026-03-06 12:32:20.873984,399027133
2026-03-06 12:32:20.974907,399280680
2026-03-06 12:32:21.076317,399493294
2026-03-06 12:32:21.17777,399667033
2026-03-06 12:32:21.278379,399798094
2026-03-06 12:32:21.379877,399903702
2026-03-06 12:32:21.481743,399974777
2026-03-06 12:32:21.582863,400000429
2026-03-06 12:32:21.683935,399994624
2026-03-06 12:32:21.784944,399949733
2026-03-06 12:32:21.885989,399864317
2026-03-06 12:32:21.987573,399743073
2026-03-06 12:32:22.088449,399584685
2026-03-06 12:32:22.189285,399400916
2026-03-06 12:32:22.290149,399172903
2026-03-06 12:32:22.391492,398910213
2026-03-06 12:32:22.492592,398609154
2026-03-06 12:32:22.593807,398267861
2026-03-06 12:32:22.694774,397902918
2026-03-06 12:32:22.795657,397495055
2026-03-06 12:32:22.897077,397055233
2026-03-06 12:32:22.998207,396580883
2026-03-06 12:32:23.099,396077461
2026-03-06 12:32:23.200528,395538584
2026-03-06 12:32:23.30133,394964273
2026-03-06 12:32:23.402159,394352139
2026-03-06 12:32:23.503334,393721318
2026-03-06 12:32:23.604316,393051016
2026-03-06 12:32:23.705586,392349628
2026-03-06 12:32:23.806537,391623789
2026-03-06 12:32:23.907552,390873642
2026-03-06 12:32:24.008643,390086225
2026-03-06 12:32:24.110093,389268724
2026-03-06 12:32:24.210855,388427347
2026-03-06 12:32:24.311737,387568054
2026-03-06 12:32:24.412801,386676731
2026-03-06 12:32:24.513622,385756684
2026-03-06 12:32:24.614784,384824243
2026-03-06 12:32:24.715345,383859186
2026-03-06 12:32:24.816172,382875723
2026-03-06 12:32:24.917186,381879728
2026-03-06 12:32:25.018255,380856282
2026-03-06 12:32:25.118892,379810388
2026-03-06 12:32:25.219938,378750620
2026-03-06 12:32:25.321018,377662771
2026-03-06 12:32:25.422152,376575061
2026-03-06 12:32:25.52304,375463808
2026-03-06 12:32:25.62419,374334726
2026-03-06 12:32:25.725072,373199291
2026-03-06 12:32:25.826129,372055216
2026-03-06 12:32:25.92707,370888352
2026-03-06 12:32:26.028405,369715901
2026-03-06 12:32:26.129068,368531852
2026-03-06 12:32:26.230053,367352302
2026-03-06 12:32:26.331532,366150292
2026-03-06 12:32:26.432717,364952979
2026-03-06 12:32:26.533705,363741649
2026-03-06 12:32:26.634924,362535617
2026-03-06 12:32:26.735903,361327685
2026-03-06 12:32:26.836861,360110765
2026-03-06 12:32:26.938162,358893917
2026-03-06 12:32:27.038665,357686952
2026-03-06 12:32:27.139707,356477912
2026-03-06 12:32:27.240661,355274895
2026-03-06 12:32:27.341577,354077561
2026-03-06 12:32:27.442363,352883559
2026-03-06 12:32:27.543578,351687185
2026-03-06 12:32:27.645652,350497268
2026-03-06 12:32:27.746659,349320828
2026-03-06 12:32:27.847498,348162421
2026-03-06 12:32:27.948328,347008664
2026-03-06 12:32:28.049632,345868937
2026-03-06 12:32:28.150324,344747913
2026-03-06 12:32:28.25145,343627123
2026-03-06 12:32:28.352414,342533140
2026-03-06 12:32:28.453681,341442920
2026-03-06 12:32:28.555541,340386279
2026-03-06 12:32:28.655603,339339077
2026-03-06 12:32:28.756552,338304680
2026-03-06 12:32:28.857609,337300231
2026-03-06 12:32:28.958579,336311292
2026-03-06 12:32:29.059779,335344045
2026-03-06 12:32:29.16058,334406779
2026-03-06 12:32:29.261628,333485804
2026-03-06 12:32:29.363085,332582323
2026-03-06 12:32:29.464317,331710403
2026-03-06 12:32:29.56548,330871371
2026-03-06 12:32:29.666439,330055581
2026-03-06 12:32:29.767167,329263856
2026-03-06 12:32:29.868506,328503618
2026-03-06 12:32:29.968977,327772020
2026-03-06 12:32:30.069776,327066266
2026-03-06 12:32:30.17057,326400514
2026-03-06 12:32:30.271884,325757493
2026-03-06 12:32:30.373127,325138474
2026-03-06 12:32:30.474094,324563731
2026-03-06 12:32:30.575248,324018202
2026-03-06 12:32:30.675853,323503978
2026-03-06 12:32:30.776949,323027157
2026-03-06 12:32:30.877257,322588683
2026-03-06 12:32:30.978216,322172340
2026-03-06 12:32:31.079478,321794280
2026-03-06 12:32:31.181138,321458003
2026-03-06 12:32:31.282671,321147130
2026-03-06 12:32:31.383527,320877598
2026-03-06 12:32:31.485001,320641178
2026-03-06 12:32:31.585921,320441546
2026-03-06 12:32:31.687226,320281470
2026-03-06 12:32:31.787929,320158700
2026-03-06 12:32:31.888739,320068191
2026-03-06 12:32:31.989688,320011895
2026-03-06 12:32:32.090532,320003817
2026-03-06 12:32:32.191602,320019284
2026-03-06 12:32:32.292275,320076574
2026-03-06 12:32:32.393461,320172022
2026-03-06 12:32:32.494441,320305858
2026-03-06 12:32:32.595894,320470872
2026-03-06 12:32:32.696641,320674112
2026-03-06 12:32:32.797336,320912978
2026-03-06 12:32:32.898496,321197927
2026-03-06 12:32:32.99924,321508435
2026-03-06 12:32:33.100106,321854384
2026-03-06 12:32:33.201113,322230354
2026-03-06 12:32:33.301795,322649610
2026-03-06 12:32:33.402636,323097831
2026-03-06 12:32:33.50364,323581945
2026-03-06 12:32:33.60457,324099162
2026-03-06 12:32:33.705683,324650892
2026-03-06 12:32:33.807307,325233959
2026-03-06 12:32:33.908607,325851364
2026-03-06 12:32:34.009272,326506665
2026-03-06 12:32:34.110237,327175439
2026-03-06 12:32:34.211353,327889859
2026-03-06 12:32:34.312422,328621661
2026-03-06 12:32:34.41383,329395944
2026-03-06 12:32:34.515084,330193549
2026-03-06 12:32:34.616832,331016536
2026-03-06 12:32:34.71811,331869635
2026-03-06 12:32:34.819246,332751230
2026-03-06 12:32:34.920449,333648961
2026-03-06 12:32:35.021643,334573426
2026-03-06 12:32:35.122323,335515983
2026-03-06 12:32:35.223668,336490094
2026-03-06 12:32:35.324496,337478032
2026-03-06 12:32:35.425384,338487389
2026-03-06 12:32:35.526915,339522205
2026-03-06 12:32:35.627346,340570970
2026-03-06 12:32:35.728331,341636419
2026-03-06 12:32:35.829578,342721223
2026-03-06 12:32:35.930503,343828661
2026-03-06 12:32:36.031985,344948422
2026-03-06 12:32:36.133408,346084192
2026-03-06 12:32:36.234531,347218855
2026-03-06 12:32:36.335465,348375762
2026-03-06 12:32:36.436411,349538639
2026-03-06 12:32:36.536921,350711175
2026-03-06 12:32:36.637956,351896643
2026-03-06 12:32:36.738806,353088109
2026-03-06 12:32:36.840123,354281981
2026-03-06 12:32:36.940798,355483135
2026-03-06 12:32:37.041703,356686290
2026-03-06 12:32:37.142639,357892618
2026-03-06 12:32:37.243925,359111823
2026-03-06 12:32:37.345104,360326993
2026-03-06 12:32:37.446233,361537570
2026-03-06 12:32:37.54764,362748207
2026-03-06 12:32:37.648642,363964872
2026-03-06 12:32:37.750228,365172099
2026-03-06 12:32:37.851336,366372628
2026-03-06 12:32:37.952409,367569830
2026-03-06 12:32:38.05283,368747639
2026-03-06 12:32:38.153901,369930175
2026-03-06 12:32:38.25486,371098272
2026-03-06 12:32:38.356379,372256672
2026-03-06 12:32:38.456842,373408172
2026-03-06 12:32:38.55778,374536111
2026-03-06 12:32:38.658762,375654225
2026-03-06 12:32:38.760079,376765532
2026-03-06 12:32:38.860632,377854956
2026-03-06 12:32:38.961943,378939063
2026-03-06 12:32:39.06235,379987534
2026-03-06 12:32:39.163327,381030816
2026-03-06 12:32:39.263816,382049607
2026-03-06 12:32:39.36454,383046055
2026-03-06 12:32:39.465466,384020492
2026-03-06 12:32:39.566349,384980576
2026-03-06 12:32:39.667714,385914811
2026-03-06 12:32:39.76837,386824142
2026-03-06 12:32:39.869407,387714081
2026-03-06 12:32:39.970392,388571379
2026-03-06 12:32:40.071297,389403744
2026-03-06 12:32:40.17245,390212640
2026-03-06 12:32:40.272697,390995992
2026-03-06 12:32:40.374143,391743973
2026-03-06 12:32:40.475227,392466863
2026-03-06 12:32:40.576062,393164858
2026-03-06 12:32:40.677355,393826265
2026-03-06 12:32:40.778207,394451890
2026-03-06 12:32:40.879041,395060454
2026-03-06 12:32:40.979917,395624363
2026-03-06 12:32:41.080903,396161288
2026-03-06 12:32:41.182271,396661277
2026-03-06 12:32:41.282912,397124486
2026-03-06 12:32:41.38369,397563991
2026-03-06 12:32:41.484391,397958034
2026-03-06 12:32:41.584866,398321855
2026-03-06 12:32:41.685744,398651322
2026-03-06 12:32:41.786843,398943915
2026-03-06 12:32:41.887764,399206776
2026-03-06 12:32:41.989356,399425313
2026-03-06 12:32:42.090218,399611910
2026-03-06 12:32:42.191654,399764191
2026-03-06 12:32:42.292572,399880202
2026-03-06 12:32:42.394089,399951871
2026-03-06 12:32:42.494915,399991329
2026-03-06 12:32:42.596277,399998369
2026-03-06 12:32:42.697126,399966201
2026-03-06 12:32:42.798139,399891039
2026-03-06 12:32:42.898802,399789010
2026-03-06 12:32:43.000441,399646325
2026-03-06 12:32:43.101303,399459832
2026-03-06 12:32:43.20294,399241545
2026-03-06 12:32:43.303715,398990482
2026-03-06 12:32:43.405436,398704411
2026-03-06 12:32:43.506489,398380964
2026-03-06 12:32:43.607666,398016654
2026-03-06 12:32:43.708255,397625847
2026-03-06 12:32:43.809251,397201294
2026-03-06 12:32:43.909329,396734359
2026-03-06 12:32:44.010316,396239959
2026-03-06 12:32:44.110842,395713072
2026-03-06 12:32:44.211211,395155838
2026-03-06 12:32:44.312759,394564089
2026-03-06 12:32:44.412937,393934428
2026-03-06 12:32:44.514497,393279438
2026-03-06 12:32:44.615914,392588397
2026-03-06 12:32:44.716964,391870232
2026-03-06 12:32:44.817538,391123292
2026-03-06 12:32:44.91908,390345873
2026-03-06 12:32:45.019691,389547113
2026-03-06 12:32:45.120633,388716957
2026-03-06 12:32:45.221419,387861664
2026-03-06 12:32:45.321967,386985623
2026-03-06 12:32:45.423316,386070230
2026-03-06 12:32:45.525424,385130430
2026-03-06 12:32:45.626371,384177973
2026-03-06 12:32:45.727966,383201691
2026-03-06 12:32:45.829031,382203447
2026-03-06 12:32:45.930176,381174006
2026-03-06 12:32:46.031738,380139169
2026-03-06 12:32:46.132533,379083097
2026-03-06 12:32:46.233686,378006449
2026-03-06 12:32:46.334501,376911529
2026-03-06 12:32:46.435491,375809623
2026-03-06 12:32:46.536687,374687509
2026-03-06 12:32:46.638729,373547342
2026-03-06 12:32:46.739771,372399879
2026-03-06 12:32:46.840987,371234144
2026-03-06 12:32:46.941963,370066088
2026-03-06 12:32:47.043277,368885684
2026-03-06 12:32:47.144535,367698659
2026-03-06 12:32:47.244954,366503697
2026-03-06 12:32:47.346756,365303202
2026-03-06 12:32:47.447741,364099639
2026-03-06 12:32:47.549164,362893041
2026-03-06 12:32:47.650205,361674384
2026-03-06 12:32:47.751442,360468916
2026-03-06 12:32:47.852735,359247356
2026-03-06 12:32:47.953701,358036560
2026-03-06 12:32:48.054688,356819580
2026-03-06 12:32:48.155891,355615087
2026-03-06 12:32:48.256712,354412413
2026-03-06 12:32:48.358224,353216503
2026-03-06 12:32:48.458856,352028646
2026-03-06 12:32:48.560078,350845907
2026-03-06 12:32:48.66131,349663939
2026-03-06 12:32:48.76243,348497188
2026-03-06 12:32:48.863935,347335309
2026-03-06 12:32:48.965,346188916
2026-03-06 12:32:49.066904,345052984
2026-03-06 12:32:49.168788,343928703
2026-03-06 12:32:49.269767,342818114
2026-03-06 12:32:49.37091,341734361
2026-03-06 12:32:49.471385,340666852
2026-03-06 12:32:49.574497,339604622
2026-03-06 12:32:49.674199,338573374
2026-03-06 12:32:49.775168,337561109
2026-03-06 12:32:49.87689,336558359
2026-03-06 12:32:49.978082,335587911
2026-03-06 12:32:50.078906,334644845
2026-03-06 12:32:50.179728,333716959
2026-03-06 12:32:50.280729,332819341
2026-03-06 12:32:50.381772,331942809
2026-03-06 12:32:50.48248,331089038
2026-03-06 12:32:50.583752,330263170
2026-03-06 12:32:50.683903,329473643
2026-03-06 12:32:50.784984,328707873
2026-03-06 12:32:50.885219,327967972
2026-03-06 12:32:50.986255,327258710
2026-03-06 12:32:51.087543,326574713
2026-03-06 12:32:51.188219,325928436
2026-03-06 12:32:51.28911,325310716
2026-03-06 12:32:51.390314,324723721
2026-03-06 12:32:51.491039,324163098
2026-03-06 12:32:51.592925,323641541
2026-03-06 12:32:51.693117,323158840
2026-03-06 12:32:51.79402,322699871
2026-03-06 12:32:51.895038,322283801
2026-03-06 12:32:51.996175,321895478
2026-03-06 12:32:52.096674,321545071
2026-03-06 12:32:52.197511,321225301
2026-03-06 12:32:52.298306,320947817
2026-03-06 12:32:52.39862,320709240
2026-03-06 12:32:52.49983,320493817
2026-03-06 12:32:52.601096,320326844
