time_utc,station,altim_pa,t_station_c,dewp_c,p_pad_pa,t_pad_k,rho_pad
2025-07-04 09:00,KMHV,101456.2,24.0,3.0,94104.5,298.57,1.09799
2025-07-04 10:00,KMHV,101490.1,23.0,5.0,94135.9,297.57,1.10204
2025-07-04 11:00,KMHV,101490.1,22.0,4.0,94135.9,296.57,1.10576
2025-07-04 12:00,KMHV,101490.1,22.0,2.0,94135.9,296.57,1.10576
2025-07-04 13:00,KMHV,101557.8,22.0,1.0,94198.7,296.57,1.10650
2025-07-04 14:00,KMHV,101625.5,24.0,1.0,94261.6,298.57,1.09982
2025-07-04 15:00,KMHV,101693.3,25.0,0.0,94324.4,299.57,1.09688
2025-07-04 16:00,KMHV,101727.1,27.0,0.0,94355.8,301.57,1.08997
2025-07-04 17:00,KMHV,101761.0,28.0,0.0,94387.2,302.57,1.08673
2025-07-04 18:00,KMHV,101761.0,29.0,0.0,94387.2,303.57,1.08315
2025-07-04 19:00,KMHV,101761.0,31.0,0.0,94387.2,305.57,1.07606
2025-07-04 20:00,KMHV,101727.1,32.0,-2.0,94355.8,306.57,1.07219
2025-07-04 21:00,KMHV,101693.3,33.0,0.0,94324.4,307.57,1.06835
2025-07-04 22:00,KMHV,101693.3,33.0,1.0,94324.4,307.57,1.06835
2025-07-04 23:00,KMHV,101693.3,32.0,0.0,94324.4,306.57,1.07183
2025-07-05 00:00,KMHV,101693.3,31.0,0.0,94324.4,305.57,1.07534
2025-07-05 01:00,KMHV,101659.4,30.0,-1.0,94293.0,304.57,1.07851
2025-07-05 02:00,KMHV,101693.3,28.0,1.0,94324.4,302.57,1.08600
2025-07-05 03:00,KMHV,101727.1,26.0,2.0,94355.8,300.57,1.09359
2025-07-05 04:00,KMHV,101761.0,25.0,3.0,94387.2,299.57,1.09761
2025-07-05 05:00,KMHV,101828.7,24.0,2.0,94450.0,298.57,1.10202
2025-07-05 06:00,KMHV,101862.6,23.0,2.0,94481.4,297.57,1.10609
2025-07-05 07:00,KMHV,101828.7,23.0,2.0,94450.0,297.57,1.10572
2025-07-05 08:00,KMHV,101828.7,22.0,2.0,94450.0,296.57,1.10945
2025-07-05 09:00,KMHV,101828.7,22.0,3.0,94450.0,296.57,1.10945
2025-07-05 10:00,KMHV,101794.9,21.0,4.0,94418.6,295.57,1.11283
2025-07-05 11:00,KMHV,101794.9,20.0,5.0,94418.6,294.57,1.11661
2025-07-05 12:00,KMHV,101828.7,20.0,5.0,94450.0,294.57,1.11698
2025-07-05 13:00,KMHV,101896.4,19.0,5.0,94512.8,293.57,1.12153
2025-07-05 14:00,KMHV,101930.3,22.0,4.0,94544.2,296.57,1.11056
2025-07-05 15:00,KMHV,101964.2,25.0,3.0,94575.7,299.57,1.09980
2025-07-05 16:00,KMHV,101964.2,27.0,2.0,94575.7,301.57,1.09251
2025-07-05 17:00,KMHV,101964.2,28.0,0.0,94575.7,302.57,1.08890
2025-07-05 18:00,KMHV,101964.2,30.0,-1.0,94575.7,304.57,1.08175
2025-07-05 19:00,KMHV,101930.3,31.0,-2.0,94544.2,305.57,1.07785
2025-07-05 20:00,KMHV,101896.4,32.0,-6.0,94512.8,306.57,1.07397
2025-07-05 21:00,KMHV,101828.7,33.0,-6.0,94450.0,307.57,1.06977
2025-07-05 22:00,KMHV,101794.9,34.0,-7.0,94418.6,308.57,1.06595
2025-07-05 23:00,KMHV,101727.1,34.0,-5.0,94355.8,308.57,1.06524
2025-07-06 00:00,KMHV,101659.4,34.0,1.0,94293.0,308.57,1.06453
2025-07-06 01:00,KMHV,101659.4,32.0,1.0,94293.0,306.57,1.07148
2025-07-06 02:00,KMHV,101693.3,30.0,1.0,94324.4,304.57,1.07887
2025-07-06 03:00,KMHV,101693.3,27.0,2.0,94324.4,301.57,1.08960
2025-07-06 04:00,KMHV,101693.3,26.0,2.0,94324.4,300.57,1.09323
2025-07-06 05:00,KMHV,101727.1,25.0,3.0,94355.8,299.57,1.09724
2025-07-06 06:00,KMHV,101727.1,25.0,2.0,94355.8,299.57,1.09724
2025-07-06 07:00,KMHV,101727.1,24.0,2.0,94355.8,298.57,1.10092
2025-07-06 08:00,KMHV,101727.1,23.0,2.0,94355.8,297.57,1.10462
2025-07-06 09:00,KMHV,101693.3,23.0,2.0,94324.4,297.57,1.10425
2025-07-06 10:00,KMHV,101659.4,23.0,3.0,94293.0,297.57,1.10388
2025-07-06 11:00,KMHV,101625.5,22.0,2.0,94261.6,296.57,1.10724
2025-07-06 12:00,KMHV,101625.5,20.0,3.0,94261.6,294.57,1.11475
2025-07-06 13:00,KMHV,101659.4,19.0,3.0,94293.0,293.57,1.11892
2025-07-06 14:00,KMHV,101693.3,23.0,2.0,94324.4,297.57,1.10425
2025-07-06 15:00,KMHV,101727.1,24.0,1.0,94355.8,298.57,1.10092
2025-07-06 16:00,KMHV,101727.1,26.0,2.0,94355.8,300.57,1.09359
2025-07-06 17:00,KMHV,101727.1,28.0,1.0,94355.8,302.57,1.08636
2025-07-06 18:00,KMHV,101693.3,30.0,-8.0,94324.4,304.57,1.07887
2025-07-06 19:00,KMHV,101659.4,32.0,-9.0,94293.0,306.57,1.07148
2025-07-06 20:00,KMHV,101591.7,33.0,-16.0,94230.1,307.57,1.06728
2025-07-06 21:00,KMHV,101523.9,34.0,-16.0,94167.3,308.57,1.06311
2025-07-06 22:00,KMHV,101456.2,35.0,-14.0,94104.5,309.57,1.05897
2025-07-06 23:00,KMHV,101422.4,35.0,-12.0,94073.1,309.57,1.05862
2025-07-07 00:00,KMHV,101388.5,35.0,-9.0,94041.7,309.57,1.05827
2025-07-07 01:00,KMHV,101354.6,34.0,-16.0,94010.3,308.57,1.06134
2025-07-07 02:00,KMHV,101388.5,32.0,-12.0,94041.7,306.57,1.06862
2025-07-07 03:00,KMHV,101388.5,29.0,-5.0,94041.7,303.57,1.07918
2025-07-07 04:00,KMHV,101456.2,27.0,-4.0,94104.5,301.57,1.08706
2025-07-07 05:00,KMHV,101456.2,25.0,3.0,94104.5,299.57,1.09432
2025-07-07 06:00,KMHV,101456.2,24.0,2.0,94104.5,298.57,1.09799
2025-07-07 07:00,KMHV,101456.2,23.0,2.0,94104.5,297.57,1.10168
2025-07-07 08:00,KMHV,101422.4,21.0,0.0,94073.1,295.57,1.10876
2025-07-07 09:00,KMHV,101422.4,20.0,-1.0,94073.1,294.57,1.11252
2025-07-07 10:00,KMHV,101422.4,18.0,-2.0,94073.1,292.57,1.12013
2025-07-07 11:00,KMHV,101422.4,17.0,-2.0,94073.1,291.57,1.12397
2025-07-07 12:00,KMHV,101456.2,16.0,-2.0,94104.5,290.57,1.12822
2025-07-07 13:00,KMHV,101490.1,15.0,-5.0,94135.9,289.57,1.13249
2025-07-07 14:00,KMHV,101523.9,20.0,-7.0,94167.3,294.57,1.11364
2025-07-07 15:00,KMHV,101625.5,26.0,-17.0,94261.6,300.57,1.09250
2025-07-07 16:00,KMHV,101625.5,29.0,-20.0,94261.6,303.57,1.08170
2025-07-07 17:00,KMHV,101625.5,30.0,-32.0,94261.6,304.57,1.07815
2025-07-07 18:00,KMHV,101659.4,32.0,-23.0,94293.0,306.57,1.07148
2025-07-07 19:00,KMHV,101659.4,33.0,-16.0,94293.0,307.57,1.06799
2025-07-07 20:00,KMHV,101625.5,34.0,-13.0,94261.6,308.57,1.06418
2025-07-07 21:00,KMHV,101625.5,35.0,-10.0,94261.6,309.57,1.06074
2025-07-07 22:00,KMHV,101625.5,35.0,-11.0,94261.6,309.57,1.06074
2025-07-07 23:00,KMHV,101625.5,35.0,-11.0,94261.6,309.57,1.06074
2025-07-08 00:00,KMHV,101591.7,34.0,-10.0,94230.1,308.57,1.06382
2025-07-08 01:00,KMHV,101557.8,34.0,-5.0,94198.7,308.57,1.06347
2025-07-08 02:00,KMHV,101625.5,32.0,-2.0,94261.6,306.57,1.07112
2025-07-08 03:00,KMHV,101659.4,30.0,-4.0,94293.0,304.57,1.07851
2025-07-08 04:00,KMHV,101659.4,28.0,-6.0,94293.0,302.57,1.08564
2025-07-08 05:00,KMHV,101727.1,26.0,-9.0,94355.8,300.57,1.09359
2025-07-08 06:00,KMHV,101828.7,25.0,-6.0,94450.0,299.57,1.09834
2025-07-08 07:00,KMHV,101828.7,23.0,-3.0,94450.0,297.57,1.10572
2025-07-08 08:00,KMHV,101828.7,23.0,-5.0,94450.0,297.57,1.10572
2025-07-08 09:00,KMHV,101794.9,21.0,-7.0,94418.6,295.57,1.11283
2025-07-08 10:00,KMHV,101794.9,19.0,-7.0,94418.6,293.57,1.12041
2025-07-08 11:00,KMHV,101761.0,20.0,-7.0,94387.2,294.57,1.11624
2025-07-08 12:00,KMHV,101794.9,18.0,-7.0,94418.6,292.57,1.12424
2025-07-08 13:00,KMHV,101862.6,17.0,-6.0,94481.4,291.57,1.12885
2025-07-08 14:00,KMHV,101930.3,23.0,-5.0,94544.2,297.57,1.10682
2025-07-08 15:00,KMHV,101998.0,26.0,-6.0,94607.1,300.57,1.09651
2025-07-08 16:00,KMHV,102065.8,30.0,-8.0,94669.9,304.57,1.08282
2025-07-08 17:00,KMHV,102065.8,32.0,-8.0,94669.9,306.57,1.07576
2025-07-08 18:00,KMHV,102065.8,33.0,-10.0,94669.9,307.57,1.07226
2025-07-08 19:00,KMHV,102099.6,34.0,-10.0,94701.3,308.57,1.06914
2025-07-08 20:00,KMHV,102031.9,35.0,-7.0,94638.5,309.57,1.06498
2025-07-08 21:00,KMHV,101998.0,36.0,-6.0,94607.1,310.57,1.06120
2025-07-08 22:00,KMHV,101930.3,36.0,-5.0,94544.2,310.57,1.06049
2025-07-08 23:00,KMHV,101862.6,36.0,-4.0,94481.4,310.57,1.05979
2025-07-09 00:00,KMHV,101828.7,36.0,-2.0,94450.0,310.57,1.05944
2025-07-09 01:00,KMHV,101828.7,35.0,-2.0,94450.0,309.57,1.06286
2025-07-09 02:00,KMHV,101862.6,34.0,3.0,94481.4,308.57,1.06666
2025-07-09 03:00,KMHV,101896.4,31.0,4.0,94512.8,305.57,1.07749
2025-07-09 04:00,KMHV,101930.3,29.0,3.0,94544.2,303.57,1.08495
2025-07-09 05:00,KMHV,101930.3,28.0,3.0,94544.2,302.57,1.08853
2025-07-09 06:00,KMHV,101930.3,27.0,2.0,94544.2,301.57,1.09214
2025-07-09 07:00,KMHV,101930.3,27.0,1.0,94544.2,301.57,1.09214
2025-07-09 08:00,KMHV,101930.3,26.0,1.0,94544.2,300.57,1.09578
2025-07-09 09:00,KMHV,101896.4,26.0,1.0,94512.8,300.57,1.09541
2025-07-09 10:00,KMHV,101862.6,25.0,1.0,94481.4,299.57,1.09870
2025-07-09 11:00,KMHV,101828.7,24.0,2.0,94450.0,298.57,1.10202
2025-07-09 12:00,KMHV,101862.6,24.0,1.0,94481.4,298.57,1.10238
2025-07-09 13:00,KMHV,101930.3,23.0,1.0,94544.2,297.57,1.10682
2025-07-09 14:00,KMHV,101930.3,26.0,1.0,94544.2,300.57,1.09578
2025-07-09 15:00,KMHV,101964.2,29.0,0.0,94575.7,303.57,1.08531
2025-07-09 16:00,KMHV,101998.0,31.0,0.0,94607.1,305.57,1.07856
2025-07-09 17:00,KMHV,101930.3,32.0,-1.0,94544.2,306.57,1.07433
2025-07-09 18:00,KMHV,101930.3,35.0,-4.0,94544.2,309.57,1.06392
2025-07-09 19:00,KMHV,101896.4,36.0,-5.0,94512.8,310.57,1.06014
2025-07-09 20:00,KMHV,101828.7,37.0,-6.0,94450.0,311.57,1.05604
2025-07-09 21:00,KMHV,101761.0,37.0,-2.0,94387.2,311.57,1.05534
2025-07-09 22:00,KMHV,101761.0,36.0,0.0,94387.2,310.57,1.05873
2025-07-09 23:00,KMHV,101727.1,35.0,1.0,94355.8,309.57,1.06180
2025-07-10 00:00,KMHV,101659.4,35.0,2.0,94293.0,309.57,1.06109
2025-07-10 01:00,KMHV,101659.4,33.0,3.0,94293.0,307.57,1.06799
2025-07-10 02:00,KMHV,101659.4,31.0,4.0,94293.0,305.57,1.07498
2025-07-10 03:00,KMHV,101659.4,28.0,4.0,94293.0,302.57,1.08564
2025-07-10 04:00,KMHV,101693.3,27.0,5.0,94324.4,301.57,1.08960
2025-07-10 05:00,KMHV,101727.1,27.0,3.0,94355.8,301.57,1.08997
2025-07-10 06:00,KMHV,101693.3,27.0,1.0,94324.4,301.57,1.08960
2025-07-10 07:00,KMHV,101693.3,26.0,2.0,94324.4,300.57,1.09323
2025-07-10 08:00,KMHV,101625.5,26.0,3.0,94261.6,300.57,1.09250
2025-07-10 09:00,KMHV,101557.8,25.0,5.0,94198.7,299.57,1.09542
2025-07-10 10:00,KMHV,101591.7,25.0,3.0,94230.1,299.57,1.09578
2025-07-10 11:00,KMHV,101591.7,25.0,2.0,94230.1,299.57,1.09578
2025-07-10 12:00,KMHV,101625.5,24.0,2.0,94261.6,298.57,1.09982
2025-07-10 13:00,KMHV,101693.3,24.0,2.0,94324.4,298.57,1.10055
2025-07-10 14:00,KMHV,101693.3,26.0,2.0,94324.4,300.57,1.09323
2025-07-10 15:00,KMHV,101727.1,29.0,0.0,94355.8,303.57,1.08279
2025-07-10 16:00,KMHV,101761.0,31.0,0.0,94387.2,305.57,1.07606
2025-07-10 17:00,KMHV,101761.0,32.0,-1.0,94387.2,306.57,1.07255
2025-07-10 18:00,KMHV,101761.0,34.0,-3.0,94387.2,308.57,1.06560
2025-07-10 19:00,KMHV,101727.1,35.0,-4.0,94355.8,309.57,1.06180
2025-07-10 20:00,KMHV,101659.4,36.0,-5.0,94293.0,310.57,1.05768
2025-07-10 21:00,KMHV,101557.8,37.0,-5.0,94198.7,311.57,1.05323
2025-07-10 22:00,KMHV,101490.1,38.0,0.0,94135.9,312.57,1.04916
2025-07-10 23:00,KMHV,101422.4,38.0,1.0,94073.1,312.57,1.04846
2025-07-11 00:00,KMHV,101388.5,36.0,2.0,94041.7,310.57,1.05486
2025-07-11 01:00,KMHV,101354.6,34.0,3.0,94010.3,308.57,1.06134
2025-07-11 02:00,KMHV,101354.6,32.0,4.0,94010.3,306.57,1.06826
2025-07-11 03:00,KMHV,101354.6,30.0,4.0,94010.3,304.57,1.07528
2025-07-11 04:00,KMHV,101320.8,29.0,0.0,93978.9,303.57,1.07846
2025-07-11 05:00,KMHV,101354.6,29.0,-3.0,94010.3,303.57,1.07882
2025-07-11 06:00,KMHV,101320.8,28.0,-3.0,93978.9,302.57,1.08202
2025-07-11 07:00,KMHV,101354.6,27.0,-1.0,94010.3,301.57,1.08598
2025-07-11 08:00,KMHV,101320.8,27.0,0.0,93978.9,301.57,1.08561
2025-07-11 09:00,KMHV,101354.6,27.0,-3.0,94010.3,301.57,1.08598
2025-07-11 10:00,KMHV,101320.8,26.0,3.0,93978.9,300.57,1.08922
2025-07-11 11:00,KMHV,101320.8,27.0,1.0,93978.9,301.57,1.08561
2025-07-11 12:00,KMHV,101320.8,26.0,2.0,93978.9,300.57,1.08922
2025-07-11 13:00,KMHV,101388.5,24.0,-2.0,94041.7,298.57,1.09725
2025-07-11 14:00,KMHV,101388.5,28.0,2.0,94041.7,302.57,1.08275
2025-07-11 15:00,KMHV,101456.2,30.0,0.0,94104.5,304.57,1.07636
2025-07-11 16:00,KMHV,101456.2,32.0,-1.0,94104.5,306.57,1.06933
2025-07-11 17:00,KMHV,101456.2,33.0,0.0,94104.5,307.57,1.06586
2025-07-11 18:00,KMHV,101456.2,35.0,3.0,94104.5,309.57,1.05897
2025-07-11 19:00,KMHV,101456.2,38.0,1.0,94104.5,312.57,1.04881
2025-07-11 20:00,KMHV,101422.4,38.0,-1.0,94073.1,312.57,1.04846
2025-07-11 21:00,KMHV,101388.5,38.0,-3.0,94041.7,312.57,1.04811
2025-07-11 22:00,KMHV,101320.8,39.0,0.0,93978.9,313.57,1.04407
2025-07-11 23:00,KMHV,101253.0,40.0,2.0,93916.0,314.57,1.04005
2025-07-12 00:00,KMHV,101253.0,39.0,2.0,93916.0,313.57,1.04337
2025-07-12 01:00,KMHV,101253.0,37.0,2.0,93916.0,311.57,1.05007
2025-07-12 02:00,KMHV,101286.9,35.0,2.0,93947.5,309.57,1.05720
2025-07-12 03:00,KMHV,101286.9,33.0,-1.0,93947.5,307.57,1.06408
2025-07-12 04:00,KMHV,101320.8,31.0,3.0,93978.9,305.57,1.07140
2025-07-12 05:00,KMHV,101354.6,31.0,1.0,94010.3,305.57,1.07176
2025-07-12 06:00,KMHV,101388.5,31.0,-4.0,94041.7,305.57,1.07212
2025-07-12 07:00,KMHV,101388.5,30.0,-1.0,94041.7,304.57,1.07564
2025-07-12 08:00,KMHV,101354.6,30.0,1.0,94010.3,304.57,1.07528
2025-07-12 09:00,KMHV,101354.6,29.0,3.0,94010.3,303.57,1.07882
2025-07-12 10:00,KMHV,101354.6,28.0,1.0,94010.3,302.57,1.08239
2025-07-12 11:00,KMHV,101354.6,27.0,2.0,94010.3,301.57,1.08598
2025-07-12 12:00,KMHV,101388.5,27.0,3.0,94041.7,301.57,1.08634
2025-07-12 13:00,KMHV,101422.4,27.0,4.0,94073.1,301.57,1.08670
2025-07-12 14:00,KMHV,101456.2,29.0,4.0,94104.5,303.57,1.07990
2025-07-12 15:00,KMHV,101523.9,31.0,3.0,94167.3,305.57,1.07355
2025-07-12 16:00,KMHV,101591.7,30.0,3.0,94230.1,304.57,1.07779
2025-07-12 17:00,KMHV,101591.7,33.0,3.0,94230.1,307.57,1.06728
2025-07-12 18:00,KMHV,101591.7,35.0,2.0,94230.1,309.57,1.06039
2025-07-12 19:00,KMHV,101557.8,37.0,2.0,94198.7,311.57,1.05323
2025-07-12 20:00,KMHV,101557.8,37.0,1.0,94198.7,311.57,1.05323
2025-07-12 21:00,KMHV,101490.1,38.0,5.0,94135.9,312.57,1.04916
2025-07-12 22:00,KMHV,101456.2,38.0,5.0,94104.5,312.57,1.04881
2025-07-12 23:00,KMHV,101422.4,38.0,5.0,94073.1,312.57,1.04846
2025-07-13 00:00,KMHV,101388.5,38.0,5.0,94041.7,312.57,1.04811
2025-07-13 01:00,KMHV,101388.5,37.0,5.0,94041.7,311.57,1.05147
2025-07-13 02:00,KMHV,101422.4,35.0,5.0,94073.1,309.57,1.05862
2025-07-13 03:00,KMHV,101456.2,33.0,3.0,94104.5,307.57,1.06586
2025-07-13 04:00,KMHV,101490.1,31.0,4.0,94135.9,305.57,1.07319
2025-07-13 05:00,KMHV,101557.8,31.0,5.0,94198.7,305.57,1.07391
2025-07-13 06:00,KMHV,101523.9,31.0,3.0,94167.3,305.57,1.07355
2025-07-13 07:00,KMHV,101523.9,30.0,3.0,94167.3,304.57,1.07708
2025-07-13 08:00,KMHV,101490.1,29.0,6.0,94135.9,303.57,1.08026
2025-07-13 09:00,KMHV,101490.1,29.0,6.0,94135.9,303.57,1.08026
2025-07-13 10:00,KMHV,101456.2,28.0,5.0,94104.5,302.57,1.08347
2025-07-13 11:00,KMHV,101490.1,27.0,6.0,94135.9,301.57,1.08743
2025-07-13 12:00,KMHV,101523.9,27.0,6.0,94167.3,301.57,1.08779
2025-07-13 13:00,KMHV,101591.7,26.0,6.0,94230.1,300.57,1.09214
2025-07-13 14:00,KMHV,101625.5,27.0,5.0,94261.6,301.57,1.08888
2025-07-13 15:00,KMHV,101659.4,29.0,5.0,94293.0,303.57,1.08206
2025-07-13 16:00,KMHV,101693.3,31.0,6.0,94324.4,305.57,1.07534
2025-07-13 17:00,KMHV,101693.3,33.0,6.0,94324.4,307.57,1.06835
2025-07-13 18:00,KMHV,101693.3,35.0,5.0,94324.4,309.57,1.06145
2025-07-13 19:00,KMHV,101659.4,36.0,3.0,94293.0,310.57,1.05768
2025-07-13 20:00,KMHV,101625.5,37.0,2.0,94261.6,311.57,1.05393
2025-07-13 21:00,KMHV,101591.7,38.0,0.0,94230.1,312.57,1.05021
2025-07-13 22:00,KMHV,101557.8,39.0,-3.0,94198.7,313.57,1.04651
2025-07-13 23:00,KMHV,101490.1,39.0,-1.0,94135.9,313.57,1.04581
2025-07-14 00:00,KMHV,101422.4,39.0,6.0,94073.1,313.57,1.04511
2025-07-14 01:00,KMHV,101422.4,37.0,8.0,94073.1,311.57,1.05182
2025-07-14 02:00,KMHV,101490.1,35.0,8.0,94135.9,309.57,1.05933
2025-07-14 03:00,KMHV,101490.1,33.0,8.0,94135.9,307.57,1.06621
2025-07-14 04:00,KMHV,101490.1,31.0,7.0,94135.9,305.57,1.07319
2025-07-14 05:00,KMHV,101490.1,31.0,6.0,94135.9,305.57,1.07319
2025-07-14 06:00,KMHV,101523.9,31.0,5.0,94167.3,305.57,1.07355
2025-07-14 07:00,KMHV,101523.9,30.0,3.0,94167.3,304.57,1.07708
2025-07-14 08:00,KMHV,101523.9,30.0,2.0,94167.3,304.57,1.07708
