time_utc,station,altim_pa,t_station_c,dewp_c,p_pad_pa,t_pad_k,rho_pad
2025-07-08 01:56,KNID,101388.5,,,94041.7,,
2025-07-08 02:56,KNID,101388.5,36.1,-9.4,94041.7,309.68,1.05790
2025-07-08 03:56,KNID,101456.2,35.0,-6.1,94104.5,308.58,1.06239
2025-07-08 04:56,KNID,101557.8,31.1,-1.1,94198.7,304.68,1.07706
2025-07-08 05:56,KNID,101625.5,,,94261.6,,
2025-07-08 06:56,KNID,101625.5,,,94261.6,,
2025-07-08 07:56,KNID,101659.4,,,94293.0,,
2025-07-08 08:56,KNID,101659.4,,,94293.0,,
2025-07-08 09:56,KNID,101659.4,,,94293.0,,
2025-07-08 10:56,KNID,101659.4,,,94293.0,,
2025-07-08 11:56,KNID,101693.3,22.2,-2.2,94324.4,295.78,1.11095
2025-07-08 12:56,KNID,101761.0,20.4,-3.3,94387.2,293.98,1.11850
2025-07-08 13:56,KNID,101828.7,23.9,-2.8,94450.0,297.48,1.10607
2025-07-08 14:56,KNID,101896.4,27.2,-1.7,94512.8,300.78,1.09466
2025-07-08 15:56,KNID,101964.2,31.1,-0.6,94575.7,304.68,1.08137
2025-07-08 16:56,KNID,101964.2,31.7,-1.1,94575.7,305.28,1.07925
2025-07-08 17:56,KNID,101964.2,37.1,-4.4,94575.7,310.68,1.06049
2025-07-08 18:56,KNID,101930.3,39.3,-4.6,94544.2,312.88,1.05268
2025-07-08 20:56,KNID,101761.0,38.3,-1.7,94387.2,311.88,1.05430
2025-07-08 21:56,KNID,101693.3,38.9,-3.3,94324.4,312.48,1.05158
2025-07-08 22:56,KNID,101591.7,39.4,-3.3,94230.1,312.98,1.04885
2025-07-08 23:56,KNID,101523.9,40.6,-1.7,94167.3,314.18,1.04415
2025-07-09 00:56,KNID,101490.1,41.1,-1.7,94135.9,314.68,1.04214
2025-07-09 01:56,KNID,101523.9,38.9,-1.7,94167.3,312.48,1.04983
2025-07-09 02:56,KNID,101591.7,36.1,1.1,94230.1,309.68,1.06002
2025-07-09 03:56,KNID,101659.4,35.0,2.2,94293.0,308.58,1.06451
2025-07-09 04:56,KNID,101727.1,33.9,3.9,94355.8,307.48,1.06903
2025-07-09 05:56,KNID,101761.0,,,94387.2,,
2025-07-09 06:56,KNID,101761.0,,,94387.2,,
2025-07-09 07:56,KNID,101761.0,,,94387.2,,
2025-07-09 08:56,KNID,101727.1,,,94355.8,,
2025-07-09 09:56,KNID,101693.3,,,94324.4,,
2025-07-09 12:56,KNID,101761.0,23.3,1.7,94387.2,296.88,1.10757
2025-07-09 13:56,KNID,101761.0,27.8,2.2,94387.2,301.38,1.09103
2025-07-09 14:56,KNID,101794.9,27.2,1.1,94418.6,300.78,1.09357
2025-07-09 15:56,KNID,101828.7,29.4,1.7,94450.0,302.98,1.08599
2025-07-09 16:56,KNID,101761.0,35.6,3.9,94387.2,309.18,1.06351
2025-07-09 17:56,KNID,101761.0,36.7,0.0,94387.2,310.28,1.05974
2025-07-09 18:56,KNID,101659.4,37.8,-2.2,94293.0,311.38,1.05494
2025-07-09 19:56,KNID,101557.8,39.4,-5.0,94198.7,312.98,1.04850
2025-07-09 20:56,KNID,101490.1,40.6,-12.8,94135.9,314.18,1.04380
2025-07-09 21:56,KNID,101422.4,41.1,-11.2,94073.1,314.68,1.04144
2025-07-09 22:56,KNID,101320.8,42.8,-10.6,93978.9,316.38,1.03481
2025-07-09 23:56,KNID,101253.0,42.8,-6.7,93916.0,316.38,1.03412
2025-07-10 00:56,KNID,101219.2,41.7,-3.9,93884.6,315.28,1.03738
2025-07-10 01:56,KNID,101219.2,38.3,-1.1,93884.6,311.88,1.04869
2025-07-10 02:56,KNID,101253.0,35.0,1.1,93916.0,308.58,1.06026
2025-07-10 03:56,KNID,101286.9,33.3,0.6,93947.5,306.88,1.06649
2025-07-10 04:56,KNID,101354.6,30.6,1.7,94010.3,304.18,1.07667
2025-07-10 05:56,KNID,101320.8,28.9,2.8,93978.9,302.48,1.08236
2025-07-10 06:56,KNID,101320.8,29.4,2.2,93978.9,302.98,1.08058
2025-07-10 07:56,KNID,101354.6,27.2,1.7,94010.3,300.78,1.08884
2025-07-10 08:56,KNID,101422.4,24.4,2.2,94073.1,297.98,1.09981
2025-07-10 09:56,KNID,101456.2,23.3,2.2,94104.5,296.88,1.10425
2025-07-10 10:56,KNID,101456.2,22.2,2.2,94104.5,295.78,1.10836
2025-07-10 11:56,KNID,101523.9,18.9,1.1,94167.3,292.48,1.12161
2025-07-10 12:56,KNID,101557.8,18.3,1.1,94198.7,291.88,1.12429
2025-07-10 13:56,KNID,101591.7,22.8,1.7,94230.1,296.38,1.10759
2025-07-10 14:56,KNID,101659.4,26.1,3.3,94293.0,299.68,1.09613
2025-07-10 15:56,KNID,101625.5,30.0,1.7,94261.6,303.58,1.08168
2025-07-10 16:56,KNID,101625.5,35.9,2.1,94261.6,309.48,1.06106
2025-07-10 17:56,KNID,101625.5,39.3,0.7,94261.6,312.88,1.04953
2025-07-10 18:56,KNID,101591.7,38.3,-4.4,94230.1,311.88,1.05255
2025-07-10 19:56,KNID,101523.9,38.9,-6.7,94167.3,312.48,1.04983
2025-07-10 20:56,KNID,101422.4,40.6,-7.2,94073.1,314.18,1.04310
2025-07-10 21:56,KNID,101320.8,41.1,-8.3,93978.9,314.68,1.04040
2025-07-10 22:56,KNID,101219.2,42.2,-6.1,93884.6,315.78,1.03574
2025-07-10 23:56,KNID,101151.4,42.2,-5.6,93821.8,315.78,1.03504
2025-07-11 00:56,KNID,101117.6,41.7,-2.8,93790.4,315.28,1.03634
2025-07-11 01:56,KNID,101117.6,40.6,-3.9,93790.4,314.18,1.03997
2025-07-11 02:56,KNID,101083.7,37.2,0.0,93759.0,310.78,1.05099
2025-07-11 03:56,KNID,101151.4,35.0,0.0,93821.8,308.58,1.05919
2025-07-11 04:56,KNID,101219.2,32.2,0.0,93884.6,305.78,1.06961
2025-07-11 05:56,KNID,101219.2,31.1,-0.6,93884.6,304.68,1.07347
2025-07-11 06:56,KNID,101185.3,30.0,0.6,93853.2,303.58,1.07700
2025-07-11 07:56,KNID,101219.2,27.8,0.0,93884.6,301.38,1.08522
2025-07-11 08:56,KNID,101219.2,24.4,-0.6,93884.6,297.98,1.09761
2025-07-11 09:56,KNID,101219.2,24.4,-0.6,93884.6,297.98,1.09761
2025-07-11 10:56,KNID,101253.0,21.7,-1.1,93916.0,295.28,1.10801
2025-07-11 11:56,KNID,101286.9,20.0,-1.7,93947.5,293.58,1.11480
2025-07-11 12:56,KNID,101320.8,20.0,-1.1,93978.9,293.58,1.11518
2025-07-11 13:56,KNID,101388.5,22.2,-1.1,94041.7,295.78,1.10762
2025-07-11 14:56,KNID,101422.4,26.1,0.0,94073.1,299.68,1.09357
2025-07-11 15:56,KNID,101422.4,30.0,0.6,94073.1,303.58,1.07952
2025-07-11 16:56,KNID,101422.4,32.8,0.6,94073.1,306.38,1.06966
2025-07-11 17:56,KNID,101388.5,36.7,-1.7,94041.7,310.28,1.05586
2025-07-11 18:56,KNID,101354.6,39.4,-2.8,94010.3,312.98,1.04640
2025-07-11 19:56,KNID,101320.8,41.1,-4.4,93978.9,314.68,1.04040
2025-07-11 20:56,KNID,101253.0,41.7,-6.7,93916.0,315.28,1.03773
2025-07-11 21:56,KNID,101185.3,42.2,-8.3,93853.2,315.78,1.03539
2025-07-11 22:56,KNID,101117.6,42.8,-10.0,93790.4,316.38,1.03273
2025-07-11 23:56,KNID,101049.8,42.8,-8.3,93727.6,316.38,1.03204
2025-07-12 00:56,KNID,101016.0,43.3,-5.6,93696.2,316.88,1.03007
2025-07-12 01:56,KNID,101016.0,42.2,-3.9,93696.2,315.78,1.03366
2025-07-12 02:56,KNID,101049.8,38.3,3.9,93727.6,311.88,1.04693
2025-07-12 03:56,KNID,101117.6,36.1,2.8,93790.4,309.68,1.05508
2025-07-12 04:56,KNID,101185.3,33.3,2.2,93853.2,306.88,1.06542
2025-07-12 05:56,KNID,101219.2,33.3,-0.6,93884.6,306.88,1.06577
2025-07-12 06:56,KNID,101219.2,31.7,1.1,93884.6,305.28,1.07136
2025-07-12 07:56,KNID,101219.2,31.7,-0.6,93884.6,305.28,1.07136
2025-07-12 08:56,KNID,101219.2,30.0,0.6,93884.6,303.58,1.07736
2025-07-12 09:56,KNID,101219.2,25.6,0.0,93884.6,299.18,1.09320
2025-07-12 10:56,KNID,101219.2,25.0,0.6,93884.6,298.58,1.09540
2025-07-12 11:56,KNID,101253.0,23.9,0.0,93916.0,297.48,1.09982
2025-07-12 12:56,KNID,101354.6,22.8,0.0,94010.3,296.38,1.10501
2025-07-12 13:56,KNID,101422.4,24.4,1.1,94073.1,297.98,1.09981
2025-07-12 14:56,KNID,101490.1,27.2,1.1,94135.9,300.78,1.09030
2025-07-12 15:56,KNID,101523.9,31.1,1.7,94167.3,304.68,1.07670
2025-07-12 16:56,KNID,101523.9,34.4,2.8,94167.3,307.98,1.06517
2025-07-12 17:56,KNID,101523.9,36.1,2.8,94167.3,309.68,1.05932
2025-07-12 18:56,KNID,101490.1,37.8,2.8,94135.9,311.38,1.05318
2025-07-12 19:56,KNID,101456.2,40.6,1.1,94104.5,314.18,1.04345
2025-07-12 20:56,KNID,101388.5,41.7,-0.6,94041.7,315.28,1.03911
2025-07-12 21:56,KNID,101320.8,42.2,-2.8,93978.9,315.78,1.03678
2025-07-12 22:56,KNID,101253.0,42.8,-5.6,93916.0,316.38,1.03412
2025-07-12 23:56,KNID,101253.0,42.8,-3.9,93916.0,316.38,1.03412
2025-07-13 00:56,KNID,101219.2,42.2,-3.3,93884.6,315.78,1.03574
2025-07-13 01:56,KNID,101219.2,41.1,2.8,93884.6,314.68,1.03936
2025-07-13 02:56,KNID,101219.2,38.3,6.1,93884.6,311.88,1.04869
2025-07-13 03:56,KNID,101286.9,36.7,6.1,93947.5,310.28,1.05480
2025-07-13 04:56,KNID,101354.6,35.0,6.1,94010.3,308.58,1.06132
2025-07-13 05:56,KNID,101388.5,33.9,5.6,94041.7,307.48,1.06547
2025-07-13 06:56,KNID,101388.5,32.2,3.9,94041.7,305.78,1.07140
2025-07-13 07:56,KNID,101388.5,31.7,4.4,94041.7,305.28,1.07315
2025-07-13 08:56,KNID,101388.5,27.8,3.9,94041.7,301.38,1.08704
2025-07-13 09:56,KNID,101354.6,27.2,4.4,94010.3,300.78,1.08884
2025-07-13 18:56,KNID,101591.7,38.3,4.4,94230.1,311.88,1.05255
2025-07-13 19:56,KNID,101557.8,40.6,2.8,94198.7,314.18,1.04449
2025-07-13 20:56,KNID,101490.1,41.7,2.2,94135.9,315.28,1.04016
2025-07-13 21:56,KNID,101422.4,42.2,1.7,94073.1,315.78,1.03782
2025-07-13 22:56,KNID,101320.8,43.9,-1.7,93978.9,317.48,1.03122
2025-07-13 23:56,KNID,101286.9,42.8,0.0,93947.5,316.38,1.03446
2025-07-14 00:56,KNID,101219.2,42.2,0.0,93884.6,315.78,1.03574
2025-07-14 01:56,KNID,101253.0,41.7,-1.1,93916.0,315.28,1.03773
2025-07-14 02:56,KNID,101286.9,39.4,-1.7,93947.5,312.98,1.04570
2025-07-14 03:56,KNID,101320.8,36.7,5.6,93978.9,310.28,1.05515
2025-07-14 04:56,KNID,101388.5,35.0,6.1,94041.7,308.58,1.06168
2025-07-14 05:56,KNID,101422.4,33.9,5.6,94073.1,307.48,1.06583
2025-07-14 06:56,KNID,101422.4,32.2,5.6,94073.1,305.78,1.07176
2025-07-14 07:56,KNID,101388.5,31.1,5.6,94041.7,304.68,1.07527
2025-07-14 08:56,KNID,101388.5,28.9,4.4,94041.7,302.48,1.08309
2025-07-14 09:56,KNID,101388.5,27.8,6.1,94041.7,301.38,1.08704
2025-07-14 10:56,KNID,101354.6,27.2,6.1,94010.3,300.78,1.08884
2025-07-14 11:56,KNID,101388.5,24.4,5.0,94041.7,297.98,1.09944
2025-07-14 12:56,KNID,101422.4,23.9,4.4,94073.1,297.48,1.10166
2025-07-14 13:56,KNID,101490.1,26.7,5.6,94135.9,300.28,1.09211
2025-07-14 14:56,KNID,101523.9,28.9,4.4,94167.3,302.48,1.08453
2025-07-14 15:56,KNID,101557.8,31.7,5.6,94198.7,305.28,1.07494
2025-07-14 16:56,KNID,101523.9,36.1,5.6,94167.3,309.68,1.05932
2025-07-14 17:56,KNID,101523.9,38.3,5.0,94167.3,311.88,1.05185
2025-07-14 18:56,KNID,101456.2,41.1,4.4,94104.5,314.68,1.04179
2025-07-14 19:56,KNID,101388.5,42.8,3.9,94041.7,316.38,1.03550
2025-07-14 20:56,KNID,101320.8,42.8,2.8,93978.9,316.38,1.03481
2025-07-14 21:56,KNID,101219.2,43.9,1.1,93884.6,317.48,1.03019
2025-07-14 22:56,KNID,101151.4,44.4,2.2,93821.8,317.98,1.02788
2025-07-14 23:56,KNID,101049.8,43.3,2.2,93727.6,316.88,1.03041
2025-07-15 00:56,KNID,100982.1,43.3,1.1,93664.8,316.88,1.02972
2025-07-15 01:56,KNID,101016.0,41.7,3.9,93696.2,315.28,1.03530
2025-07-15 02:56,KNID,101016.0,39.4,1.1,93696.2,312.98,1.04290
2025-07-15 03:56,KNID,101083.7,35.6,5.0,93759.0,309.18,1.05643
2025-07-15 04:56,KNID,101151.4,35.0,5.6,93821.8,308.58,1.05919
2025-07-15 05:56,KNID,101185.3,33.9,6.7,93853.2,307.48,1.06334
2025-07-15 06:56,KNID,101185.3,32.2,6.7,93853.2,305.78,1.06925
2025-07-15 07:56,KNID,101151.4,32.2,6.7,93821.8,305.78,1.06889
2025-07-15 08:56,KNID,101151.4,31.7,6.7,93821.8,305.28,1.07064
2025-07-15 09:56,KNID,101117.6,30.6,7.2,93790.4,304.18,1.07416
2025-07-15 10:56,KNID,101117.6,26.7,6.1,93790.4,300.28,1.08811
2025-07-15 11:56,KNID,101117.6,26.1,7.2,93790.4,299.68,1.09028
2025-07-15 12:56,KNID,101151.4,27.2,7.8,93821.8,300.78,1.08666
2025-07-15 13:56,KNID,101253.0,24.4,5.6,93916.0,297.98,1.09797
2025-07-15 14:56,KNID,101286.9,28.9,6.7,93947.5,302.48,1.08200
2025-07-15 15:56,KNID,101286.9,32.2,7.2,93947.5,305.78,1.07032
2025-07-15 16:56,KNID,101286.9,35.0,8.3,93947.5,308.58,1.06061
2025-07-15 17:56,KNID,101253.0,37.2,7.8,93916.0,310.78,1.05275
2025-07-15 18:56,KNID,101185.3,38.3,6.1,93853.2,311.88,1.04834
2025-07-15 19:56,KNID,101117.6,41.1,5.0,93790.4,314.68,1.03831
2025-07-15 20:56,KNID,101049.8,42.2,4.4,93727.6,315.78,1.03400
2025-07-15 21:56,KNID,100948.3,41.7,5.0,93633.4,315.28,1.03460
2025-07-15 22:56,KNID,100880.5,41.7,6.1,93570.5,315.28,1.03391
2025-07-15 23:56,KNID,100812.8,41.1,3.9,93507.7,314.68,1.03518
2025-07-16 00:56,KNID,100846.7,41.1,1.7,93539.1,314.68,1.03553
2025-07-16 01:56,KNID,100846.7,40.0,0.0,93539.1,313.58,1.03916
2025-07-16 02:56,KNID,100914.4,36.7,1.1,93601.9,310.28,1.05092
2025-07-16 03:56,KNID,100914.4,33.9,3.9,93601.9,307.48,1.06049
2025-07-16 04:56,KNID,100948.3,32.8,4.4,93633.4,306.38,1.06466
2025-07-16 05:56,KNID,100948.3,32.8,5.0,93633.4,306.38,1.06466
2025-07-16 06:56,KNID,101016.0,31.7,5.6,93696.2,305.28,1.06921
2025-07-16 07:56,KNID,101016.0,31.1,5.0,93696.2,304.68,1.07132
2025-07-16 08:56,KNID,101016.0,30.0,5.6,93696.2,303.58,1.07520
2025-07-16 09:56,KNID,101049.8,28.9,6.1,93727.6,302.48,1.07947
2025-07-16 10:56,KNID,101117.6,27.2,5.6,93790.4,300.78,1.08630
2025-07-16 11:56,KNID,101151.4,26.1,4.4,93821.8,299.68,1.09065
2025-07-16 12:56,KNID,101253.0,25.0,5.6,93916.0,298.58,1.09577
2025-07-16 13:56,KNID,101320.8,25.6,5.0,93978.9,299.18,1.09430
2025-07-16 14:56,KNID,101388.5,27.2,5.0,94041.7,300.78,1.08921
2025-07-16 15:56,KNID,101422.4,29.4,5.0,94073.1,302.98,1.08166
2025-07-16 16:56,KNID,101422.4,31.7,5.6,94073.1,305.28,1.07351
2025-07-16 17:56,KNID,101422.4,32.8,6.1,94073.1,306.38,1.06966
2025-07-16 18:56,KNID,101388.5,36.1,3.3,94041.7,309.68,1.05790
