time,PT_Cal.GSE_Low.channel_id
2026-03-06 21:14:20.401518,2
2026-03-06 21:14:20.401542,2
2026-03-06 21:14:20.510646,2
2026-03-06 21:14:20.510716,2
2026-03-06 21:14:20.510803,2
2026-03-06 21:14:20.510905,2
2026-03-06 21:14:20.51092,2
2026-03-06 21:14:20.511032,2
2026-03-06 21:14:20.619429,2
2026-03-06 21:14:20.619528,2
2026-03-06 21:14:20.61956,2
2026-03-06 21:14:20.619614,2
2026-03-06 21:14:20.619886,2
2026-03-06 21:14:20.619936,2
2026-03-06 21:14:20.619983,2
2026-03-06 21:14:20.728523,2
2026-03-06 21:14:20.728619,2
2026-03-06 21:14:20.728715,2
2026-03-06 21:14:20.728809,2
2026-03-06 21:14:20.729277,2
2026-03-06 21:14:20.837724,2
2026-03-06 21:14:20.837829,2
2026-03-06 21:14:20.837872,2
2026-03-06 21:14:20.837912,2
2026-03-06 21:14:20.837962,2
2026-03-06 21:14:20.838013,2
2026-03-06 21:14:20.838041,2
2026-03-06 21:14:20.838125,2
2026-03-06 21:14:20.838224,2
2026-03-06 21:14:20.83831,2
2026-03-06 21:14:20.946781,2
2026-03-06 21:14:20.94694,2
2026-03-06 21:14:20.947028,2
2026-03-06 21:14:20.947121,2
2026-03-06 21:14:20.947225,2
2026-03-06 21:14:20.947254,2
2026-03-06 21:14:20.947362,2
2026-03-06 21:14:21.055693,2
2026-03-06 21:14:21.055805,2
2026-03-06 21:14:21.055853,2
2026-03-06 21:14:21.055973,2
2026-03-06 21:14:21.056087,2
2026-03-06 21:14:21.056117,2
2026-03-06 21:14:21.05636,2
2026-03-06 21:14:21.165163,2
2026-03-06 21:14:21.165467,2
2026-03-06 21:14:21.165741,2
2026-03-06 21:14:21.165933,2
2026-03-06 21:14:21.166018,2
2026-03-06 21:14:21.166311,2
2026-03-06 21:14:21.166444,2
2026-03-06 21:14:21.275021,2
2026-03-06 21:14:21.275186,2
2026-03-06 21:14:21.275291,2
2026-03-06 21:14:21.275554,2
2026-03-06 21:14:21.275868,2
2026-03-06 21:14:21.27614,2
2026-03-06 21:14:21.383007,2
2026-03-06 21:14:21.383266,2
2026-03-06 21:14:21.383483,2
2026-03-06 21:14:21.383724,2
2026-03-06 21:14:21.383977,2
2026-03-06 21:14:21.384011,2
2026-03-06 21:14:21.492681,2
2026-03-06 21:14:21.492795,2
2026-03-06 21:14:21.492826,2
2026-03-06 21:14:21.493022,2
2026-03-06 21:14:21.493672,2
2026-03-06 21:14:21.494615,2
2026-03-06 21:14:21.494754,2
2026-03-06 21:14:21.494886,2
2026-03-06 21:14:21.495287,2
2026-03-06 21:14:21.601202,2
2026-03-06 21:14:21.601413,2
2026-03-06 21:14:21.601638,2
2026-03-06 21:14:21.60175,2
2026-03-06 21:14:21.601872,2
2026-03-06 21:14:21.602122,2
2026-03-06 21:14:21.602398,2
2026-03-06 21:14:21.710358,2
2026-03-06 21:14:21.710811,2
2026-03-06 21:14:21.711037,2
2026-03-06 21:14:21.711263,2
2026-03-06 21:14:21.711471,2
2026-03-06 21:14:21.711668,2
2026-03-06 21:14:21.711852,2
2026-03-06 21:14:21.712054,2
2026-03-06 21:14:21.818779,2
2026-03-06 21:14:21.819049,2
2026-03-06 21:14:21.819333,2
2026-03-06 21:14:21.819406,2
2026-03-06 21:14:21.819605,2
2026-03-06 21:14:21.819869,2
2026-03-06 21:14:21.927825,2
2026-03-06 21:14:21.928016,2
2026-03-06 21:14:21.928229,2
2026-03-06 21:14:21.928375,2
2026-03-06 21:14:21.928414,2
2026-03-06 21:14:21.928608,2
2026-03-06 21:14:22.036833,2
2026-03-06 21:14:22.037096,2
2026-03-06 21:14:22.037359,2
2026-03-06 21:14:22.03761,2
2026-03-06 21:14:22.037706,2
2026-03-06 21:14:22.037862,2
2026-03-06 21:14:22.038118,2
2026-03-06 21:14:22.145603,2
2026-03-06 21:14:22.145717,2
2026-03-06 21:14:22.145869,2
2026-03-06 21:14:22.146189,2
2026-03-06 21:14:22.146278,2
2026-03-06 21:14:22.146391,2
2026-03-06 21:14:22.254865,2
2026-03-06 21:14:22.255248,2
2026-03-06 21:14:22.255525,2
2026-03-06 21:14:22.255768,2
2026-03-06 21:14:22.255826,2
2026-03-06 21:14:22.256221,2
2026-03-06 21:14:22.256582,2
2026-03-06 21:14:22.256864,2
2026-03-06 21:14:22.364008,2
2026-03-06 21:14:22.36424,2
2026-03-06 21:14:22.364483,2
2026-03-06 21:14:22.364719,2
2026-03-06 21:14:22.364812,2
2026-03-06 21:14:22.364959,2
2026-03-06 21:14:22.473082,2
2026-03-06 21:14:22.473301,2
2026-03-06 21:14:22.473531,2
2026-03-06 21:14:22.473722,2
2026-03-06 21:14:22.473939,2
2026-03-06 21:14:22.473985,2
2026-03-06 21:14:22.474203,2
2026-03-06 21:14:22.582083,2
2026-03-06 21:14:22.5822,2
2026-03-06 21:14:22.58232,2
2026-03-06 21:14:22.582448,2
2026-03-06 21:14:22.582557,2
2026-03-06 21:14:22.582566,2
2026-03-06 21:14:22.582618,2
2026-03-06 21:14:22.582771,2
2026-03-06 21:14:22.690643,2
2026-03-06 21:14:22.690714,2
2026-03-06 21:14:22.690738,2
2026-03-06 21:14:22.690758,2
2026-03-06 21:14:22.690793,2
2026-03-06 21:14:22.690836,2
2026-03-06 21:14:22.691018,2
2026-03-06 21:14:22.799743,2
2026-03-06 21:14:22.799811,2
2026-03-06 21:14:22.799853,2
2026-03-06 21:14:22.799899,2
2026-03-06 21:14:22.799973,2
2026-03-06 21:14:22.800048,2
2026-03-06 21:14:22.800136,2
2026-03-06 21:14:22.80022,2
2026-03-06 21:14:22.80024,2
2026-03-06 21:14:22.8003,2
2026-03-06 21:14:22.909167,2
2026-03-06 21:14:22.909228,2
2026-03-06 21:14:22.909284,2
2026-03-06 21:14:22.909354,2
2026-03-06 21:14:22.909429,2
2026-03-06 21:14:22.90951,2
2026-03-06 21:14:22.909585,2
2026-03-06 21:14:22.909585,2
2026-03-06 21:14:23.017891,2
2026-03-06 21:14:23.017972,2
2026-03-06 21:14:23.018025,2
2026-03-06 21:14:23.018076,2
2026-03-06 21:14:23.018116,2
2026-03-06 21:14:23.018456,2
2026-03-06 21:14:23.126693,2
2026-03-06 21:14:23.126773,2
2026-03-06 21:14:23.126849,2
2026-03-06 21:14:23.126948,2
2026-03-06 21:14:23.127056,2
2026-03-06 21:14:23.127101,2
2026-03-06 21:14:23.235989,2
2026-03-06 21:14:23.236065,2
2026-03-06 21:14:23.23637,2
2026-03-06 21:14:23.236382,2
2026-03-06 21:14:23.236464,2
2026-03-06 21:14:23.236562,2
2026-03-06 21:14:23.236632,2
2026-03-06 21:14:23.23675,2
2026-03-06 21:14:23.237034,2
2026-03-06 21:14:23.237111,2
2026-03-06 21:14:23.344493,2
2026-03-06 21:14:23.344574,2
2026-03-06 21:14:23.344597,2
2026-03-06 21:14:23.344655,2
2026-03-06 21:14:23.34475,2
2026-03-06 21:14:23.344851,2
2026-03-06 21:14:23.344854,2
2026-03-06 21:14:23.344933,2
2026-03-06 21:14:23.453808,2
2026-03-06 21:14:23.453902,2
2026-03-06 21:14:23.45393,2
2026-03-06 21:14:23.454001,2
2026-03-06 21:14:23.454081,2
2026-03-06 21:14:23.454107,2
2026-03-06 21:14:23.454197,2
2026-03-06 21:14:23.563224,2
2026-03-06 21:14:23.563337,2
2026-03-06 21:14:23.563443,2
2026-03-06 21:14:23.563476,2
2026-03-06 21:14:23.56361,2
2026-03-06 21:14:23.563756,2
2026-03-06 21:14:23.563921,2
2026-03-06 21:14:23.671435,2
2026-03-06 21:14:23.671575,2
2026-03-06 21:14:23.671897,2
2026-03-06 21:14:23.671892,2
2026-03-06 21:14:23.672122,2
2026-03-06 21:14:23.781282,2
2026-03-06 21:14:23.781521,2
2026-03-06 21:14:23.781696,2
2026-03-06 21:14:23.781968,2
2026-03-06 21:14:23.782364,2
2026-03-06 21:14:23.782776,2
2026-03-06 21:14:23.890086,2
2026-03-06 21:14:23.890282,2
2026-03-06 21:14:23.890488,2
2026-03-06 21:14:23.890566,2
2026-03-06 21:14:23.890891,2
2026-03-06 21:14:23.891527,2
2026-03-06 21:14:23.892141,2
2026-03-06 21:14:23.999172,2
2026-03-06 21:14:23.999361,2
2026-03-06 21:14:23.999518,2
2026-03-06 21:14:23.999603,2
2026-03-06 21:14:23.999673,2
2026-03-06 21:14:24.107954,2
2026-03-06 21:14:24.108134,2
2026-03-06 21:14:24.108373,2
2026-03-06 21:14:24.108385,2
2026-03-06 21:14:24.108633,2
2026-03-06 21:14:24.108923,2
2026-03-06 21:14:24.216495,2
2026-03-06 21:14:24.216575,2
2026-03-06 21:14:24.216748,2
2026-03-06 21:14:24.216818,2
2026-03-06 21:14:24.21688,2
2026-03-06 21:14:24.216933,2
2026-03-06 21:14:24.325908,2
2026-03-06 21:14:24.326003,2
2026-03-06 21:14:24.326043,2
2026-03-06 21:14:24.326134,2
2026-03-06 21:14:24.326333,2
2026-03-06 21:14:24.326503,2
2026-03-06 21:14:24.32656,2
2026-03-06 21:14:24.435525,2
2026-03-06 21:14:24.435734,2
2026-03-06 21:14:24.436243,2
2026-03-06 21:14:24.436277,2
2026-03-06 21:14:24.436547,2
2026-03-06 21:14:24.436785,2
2026-03-06 21:14:24.437006,2
2026-03-06 21:14:24.437267,2
2026-03-06 21:14:24.543789,2
2026-03-06 21:14:24.543929,2
2026-03-06 21:14:24.544049,2
2026-03-06 21:14:24.544295,2
2026-03-06 21:14:24.544356,2
2026-03-06 21:14:24.544505,2
2026-03-06 21:14:24.652769,2
2026-03-06 21:14:24.652957,2
2026-03-06 21:14:24.653117,2
2026-03-06 21:14:24.653296,2
2026-03-06 21:14:24.653464,2
2026-03-06 21:14:24.653578,2
2026-03-06 21:14:24.653637,2
2026-03-06 21:14:24.762131,2
2026-03-06 21:14:24.762347,2
2026-03-06 21:14:24.762522,2
2026-03-06 21:14:24.762714,2
2026-03-06 21:14:24.762916,2
2026-03-06 21:14:24.762936,2
2026-03-06 21:14:24.763109,2
2026-03-06 21:14:24.871123,2
2026-03-06 21:14:24.871215,2
2026-03-06 21:14:24.87131,2
2026-03-06 21:14:24.87141,2
2026-03-06 21:14:24.871506,2
2026-03-06 21:14:24.871587,2
2026-03-06 21:14:24.871606,2
2026-03-06 21:14:24.871698,2
2026-03-06 21:14:24.871791,2
2026-03-06 21:14:24.979902,2
2026-03-06 21:14:24.980128,2
2026-03-06 21:14:24.980314,2
2026-03-06 21:14:24.980401,2
2026-03-06 21:14:24.980651,2
2026-03-06 21:14:24.980872,2
2026-03-06 21:14:25.088835,2
2026-03-06 21:14:25.088972,2
2026-03-06 21:14:25.089132,2
2026-03-06 21:14:25.089305,2
2026-03-06 21:14:25.08931,2
2026-03-06 21:14:25.089469,2
2026-03-06 21:14:25.089663,2
2026-03-06 21:14:25.197934,2
2026-03-06 21:14:25.198152,2
2026-03-06 21:14:25.198367,2
2026-03-06 21:14:25.198482,2
2026-03-06 21:14:25.198588,2
2026-03-06 21:14:25.19894,2
2026-03-06 21:14:25.307223,2
2026-03-06 21:14:25.307578,2
2026-03-06 21:14:25.307859,2
2026-03-06 21:14:25.307964,2
2026-03-06 21:14:25.308057,2
2026-03-06 21:14:25.416281,2
2026-03-06 21:14:25.416423,2
2026-03-06 21:14:25.416515,2
2026-03-06 21:14:25.41657,2
2026-03-06 21:14:25.416716,2
2026-03-06 21:14:25.416882,2
2026-03-06 21:14:25.417065,2
2026-03-06 21:14:25.525381,2
2026-03-06 21:14:25.525689,2
2026-03-06 21:14:25.525918,2
2026-03-06 21:14:25.526008,2
2026-03-06 21:14:25.526539,2
2026-03-06 21:14:25.526641,2
2026-03-06 21:14:25.526863,2
2026-03-06 21:14:25.527056,2
2026-03-06 21:14:25.634505,2
2026-03-06 21:14:25.634759,2
2026-03-06 21:14:25.635,2
2026-03-06 21:14:25.63525,2
2026-03-06 21:14:25.635452,2
2026-03-06 21:14:25.635507,2
2026-03-06 21:14:25.743518,2
2026-03-06 21:14:25.74375,2
2026-03-06 21:14:25.744004,2
2026-03-06 21:14:25.744243,2
2026-03-06 21:14:25.744456,2
2026-03-06 21:14:25.744479,2
2026-03-06 21:14:25.851655,2
2026-03-06 21:14:25.85179,2
2026-03-06 21:14:25.851857,2
2026-03-06 21:14:25.852042,2
2026-03-06 21:14:25.852262,2
2026-03-06 21:14:25.852468,2
2026-03-06 21:14:25.960823,2
2026-03-06 21:14:25.960919,2
2026-03-06 21:14:25.960948,2
2026-03-06 21:14:25.960997,2
2026-03-06 21:14:25.961073,2
2026-03-06 21:14:25.961187,2
2026-03-06 21:14:25.961262,2
2026-03-06 21:14:26.069601,2
2026-03-06 21:14:26.06976,2
2026-03-06 21:14:26.069798,2
2026-03-06 21:14:26.069905,2
2026-03-06 21:14:26.070047,2
2026-03-06 21:14:26.070195,2
2026-03-06 21:14:26.070368,2
2026-03-06 21:14:26.179178,2
2026-03-06 21:14:26.1793,2
2026-03-06 21:14:26.179376,2
2026-03-06 21:14:26.179525,2
2026-03-06 21:14:26.179819,2
2026-03-06 21:14:26.179869,2
2026-03-06 21:14:26.288119,2
2026-03-06 21:14:26.288322,2
2026-03-06 21:14:26.288569,2
2026-03-06 21:14:26.288805,2
2026-03-06 21:14:26.288909,2
2026-03-06 21:14:26.289073,2
2026-03-06 21:14:26.289354,2
2026-03-06 21:14:26.397128,2
2026-03-06 21:14:26.397242,2
2026-03-06 21:14:26.397338,2
2026-03-06 21:14:26.397551,2
2026-03-06 21:14:26.397831,2
2026-03-06 21:14:26.39784,2
2026-03-06 21:14:26.39822,2
2026-03-06 21:14:26.506136,2
2026-03-06 21:14:26.506277,2
2026-03-06 21:14:26.506427,2
2026-03-06 21:14:26.506428,2
2026-03-06 21:14:26.506587,2
2026-03-06 21:14:26.506755,2
2026-03-06 21:14:26.506918,2
2026-03-06 21:14:26.507087,2
2026-03-06 21:14:26.614915,2
2026-03-06 21:14:26.615068,2
2026-03-06 21:14:26.615212,2
2026-03-06 21:14:26.615245,2
2026-03-06 21:14:26.615395,2
2026-03-06 21:14:26.615563,2
2026-03-06 21:14:26.615758,2
2026-03-06 21:14:26.724218,2
2026-03-06 21:14:26.724392,2
2026-03-06 21:14:26.724586,2
2026-03-06 21:14:26.724745,2
2026-03-06 21:14:26.724763,2
2026-03-06 21:14:26.724969,2
2026-03-06 21:14:26.832846,2
2026-03-06 21:14:26.832994,2
2026-03-06 21:14:26.833156,2
2026-03-06 21:14:26.833319,2
2026-03-06 21:14:26.833342,2
2026-03-06 21:14:26.833546,2
2026-03-06 21:14:26.942207,2
2026-03-06 21:14:26.942383,2
2026-03-06 21:14:26.942566,2
2026-03-06 21:14:26.942756,2
2026-03-06 21:14:26.942773,2
2026-03-06 21:14:26.942943,2
2026-03-06 21:14:26.943196,2
2026-03-06 21:14:27.050556,2
2026-03-06 21:14:27.0507,2
2026-03-06 21:14:27.050857,2
2026-03-06 21:14:27.050998,2
2026-03-06 21:14:27.050999,2
2026-03-06 21:14:27.051163,2
2026-03-06 21:14:27.159917,2
2026-03-06 21:14:27.160074,2
2026-03-06 21:14:27.160245,2
2026-03-06 21:14:27.160356,2
2026-03-06 21:14:27.160414,2
2026-03-06 21:14:27.160782,2
2026-03-06 21:14:27.160969,2
2026-03-06 21:14:27.268877,2
2026-03-06 21:14:27.269005,2
2026-03-06 21:14:27.269031,2
2026-03-06 21:14:27.269069,2
2026-03-06 21:14:27.269147,2
2026-03-06 21:14:27.269347,2
2026-03-06 21:14:27.269374,2
2026-03-06 21:14:27.378002,2
2026-03-06 21:14:27.378153,2
2026-03-06 21:14:27.37831,2
2026-03-06 21:14:27.378461,2
2026-03-06 21:14:27.378499,2
2026-03-06 21:14:27.378609,2
2026-03-06 21:14:27.486752,2
2026-03-06 21:14:27.486913,2
2026-03-06 21:14:27.487081,2
2026-03-06 21:14:27.487298,2
2026-03-06 21:14:27.48735,2
2026-03-06 21:14:27.487506,2
2026-03-06 21:14:27.596195,2
2026-03-06 21:14:27.596382,2
2026-03-06 21:14:27.596588,2
2026-03-06 21:14:27.596756,2
2026-03-06 21:14:27.596805,2
2026-03-06 21:14:27.597043,2
2026-03-06 21:14:27.705289,2
2026-03-06 21:14:27.706062,2
2026-03-06 21:14:27.706246,2
2026-03-06 21:14:27.706403,2
2026-03-06 21:14:27.706575,2
2026-03-06 21:14:27.706734,2
2026-03-06 21:14:27.706894,2
2026-03-06 21:14:27.707054,2
2026-03-06 21:14:27.707384,2
2026-03-06 21:14:27.814167,2
2026-03-06 21:14:27.814287,2
2026-03-06 21:14:27.814376,2
2026-03-06 21:14:27.814424,2
2026-03-06 21:14:27.814562,2
2026-03-06 21:14:27.81473,2
2026-03-06 21:14:27.814875,2
2026-03-06 21:14:27.815177,2
2026-03-06 21:14:27.922937,2
2026-03-06 21:14:27.923093,2
2026-03-06 21:14:27.923321,2
2026-03-06 21:14:27.923393,2
2026-03-06 21:14:27.923525,2
2026-03-06 21:14:27.923756,2
2026-03-06 21:14:28.031627,2
2026-03-06 21:14:28.031716,2
2026-03-06 21:14:28.03184,2
2026-03-06 21:14:28.031955,2
2026-03-06 21:14:28.032064,2
2026-03-06 21:14:28.032124,2
2026-03-06 21:14:28.032239,2
2026-03-06 21:14:28.032326,2
2026-03-06 21:14:28.140962,2
2026-03-06 21:14:28.141425,2
2026-03-06 21:14:28.141819,2
2026-03-06 21:14:28.141879,2
2026-03-06 21:14:28.142427,2
2026-03-06 21:14:28.142639,2
2026-03-06 21:14:28.14283,2
2026-03-06 21:14:28.143016,2
2026-03-06 21:14:28.250047,2
2026-03-06 21:14:28.250229,2
2026-03-06 21:14:28.250404,2
2026-03-06 21:14:28.250478,2
2026-03-06 21:14:28.250578,2
2026-03-06 21:14:28.250776,2
2026-03-06 21:14:28.358903,2
2026-03-06 21:14:28.35908,2
2026-03-06 21:14:28.359278,2
2026-03-06 21:14:28.359284,2
2026-03-06 21:14:28.359462,2
2026-03-06 21:14:28.46763,2
2026-03-06 21:14:28.467686,2
2026-03-06 21:14:28.467716,2
2026-03-06 21:14:28.467775,2
2026-03-06 21:14:28.467835,2
2026-03-06 21:14:28.467924,2
2026-03-06 21:14:28.468022,2
2026-03-06 21:14:28.576499,2
2026-03-06 21:14:28.576798,2
2026-03-06 21:14:28.576991,2
2026-03-06 21:14:28.577183,2
2026-03-06 21:14:28.577481,2
2026-03-06 21:14:28.686194,2
2026-03-06 21:14:28.686291,2
2026-03-06 21:14:28.68639,2
2026-03-06 21:14:28.686494,2
2026-03-06 21:14:28.686512,2
2026-03-06 21:14:28.686593,2
2026-03-06 21:14:28.686699,2
2026-03-06 21:14:28.795554,2
2026-03-06 21:14:28.795857,2
2026-03-06 21:14:28.795965,2
2026-03-06 21:14:28.796434,2
2026-03-06 21:14:28.796817,2
2026-03-06 21:14:28.797281,2
2026-03-06 21:14:28.79773,2
2026-03-06 21:14:28.798438,2
2026-03-06 21:14:28.799003,2
2026-03-06 21:14:28.905385,2
2026-03-06 21:14:28.905544,2
2026-03-06 21:14:28.905688,2
2026-03-06 21:14:28.905924,2
2026-03-06 21:14:29.013057,2
2026-03-06 21:14:29.013481,2
2026-03-06 21:14:29.013846,2
2026-03-06 21:14:29.013904,2
2026-03-06 21:14:29.014025,2
2026-03-06 21:14:29.014202,2
2026-03-06 21:14:29.12283,2
2026-03-06 21:14:29.12306,2
2026-03-06 21:14:29.12336,2
2026-03-06 21:14:29.123604,2
2026-03-06 21:14:29.123635,2
2026-03-06 21:14:29.230661,2
2026-03-06 21:14:29.230842,2
2026-03-06 21:14:29.231027,2
2026-03-06 21:14:29.231226,2
2026-03-06 21:14:29.231267,2
2026-03-06 21:14:29.339674,2
2026-03-06 21:14:29.339844,2
2026-03-06 21:14:29.339969,2
2026-03-06 21:14:29.340014,2
2026-03-06 21:14:29.340203,2
2026-03-06 21:14:29.340398,2
2026-03-06 21:14:29.449216,2
2026-03-06 21:14:29.449484,2
2026-03-06 21:14:29.449858,2
2026-03-06 21:14:29.450389,2
2026-03-06 21:14:29.55771,2
2026-03-06 21:14:29.55785,2
2026-03-06 21:14:29.557977,2
2026-03-06 21:14:29.558114,2
2026-03-06 21:14:29.558176,2
2026-03-06 21:14:29.558289,2
2026-03-06 21:14:29.558445,2
2026-03-06 21:14:29.666796,2
2026-03-06 21:14:29.666904,2
2026-03-06 21:14:29.667021,2
2026-03-06 21:14:29.667345,2
2026-03-06 21:14:29.667364,2
2026-03-06 21:14:29.775858,2
2026-03-06 21:14:29.776014,2
2026-03-06 21:14:29.776203,2
2026-03-06 21:14:29.776272,2
2026-03-06 21:14:29.776378,2
2026-03-06 21:14:29.88488,2
2026-03-06 21:14:29.884944,2
2026-03-06 21:14:29.885018,2
2026-03-06 21:14:29.885092,2
2026-03-06 21:14:29.885179,2
2026-03-06 21:14:29.885308,2
2026-03-06 21:14:29.994016,2
2026-03-06 21:14:29.994486,2
2026-03-06 21:14:29.994874,2
2026-03-06 21:14:29.994891,2
2026-03-06 21:14:29.995124,2
2026-03-06 21:14:29.995545,2
2026-03-06 21:14:30.103145,2
2026-03-06 21:14:30.103327,2
2026-03-06 21:14:30.103477,2
2026-03-06 21:14:30.103626,2
2026-03-06 21:14:30.103674,2
2026-03-06 21:14:30.10408,2
2026-03-06 21:14:30.104333,2
2026-03-06 21:14:30.104412,2
2026-03-06 21:14:30.212095,2
2026-03-06 21:14:30.212214,2
2026-03-06 21:14:30.212293,2
2026-03-06 21:14:30.212422,2
2026-03-06 21:14:30.212606,2
2026-03-06 21:14:30.212952,2
2026-03-06 21:14:30.213066,2
2026-03-06 21:14:30.321116,2
2026-03-06 21:14:30.321469,2
2026-03-06 21:14:30.32173,2
2026-03-06 21:14:30.321821,2
2026-03-06 21:14:30.322009,2
2026-03-06 21:14:30.430174,2
2026-03-06 21:14:30.430284,2
2026-03-06 21:14:30.430434,2
2026-03-06 21:14:30.430472,2
2026-03-06 21:14:30.430909,2
2026-03-06 21:14:30.4311,2
2026-03-06 21:14:30.431461,2
2026-03-06 21:14:30.432028,2
2026-03-06 21:14:30.538933,2
2026-03-06 21:14:30.539101,2
2026-03-06 21:14:30.539267,2
2026-03-06 21:14:30.539428,2
2026-03-06 21:14:30.53972,2
2026-03-06 21:14:30.648459,2
2026-03-06 21:14:30.648676,2
2026-03-06 21:14:30.648918,2
2026-03-06 21:14:30.648982,2
2026-03-06 21:14:30.649147,2
2026-03-06 21:14:30.649413,2
2026-03-06 21:14:30.757422,2
2026-03-06 21:14:30.75762,2
2026-03-06 21:14:30.757834,2
2026-03-06 21:14:30.75805,2
2026-03-06 21:14:30.758298,2
2026-03-06 21:14:30.758312,2
2026-03-06 21:14:30.758572,2
2026-03-06 21:14:30.866356,2
2026-03-06 21:14:30.866642,2
2026-03-06 21:14:30.867863,2
2026-03-06 21:14:30.868643,2
2026-03-06 21:14:30.868939,2
2026-03-06 21:14:30.869228,2
2026-03-06 21:14:30.8697,2
2026-03-06 21:14:30.974815,2
2026-03-06 21:14:30.975129,2
2026-03-06 21:14:30.975239,2
2026-03-06 21:14:30.975255,2
2026-03-06 21:14:30.975373,2
2026-03-06 21:14:31.084253,2
2026-03-06 21:14:31.084466,2
2026-03-06 21:14:31.08469,2
2026-03-06 21:14:31.084789,2
2026-03-06 21:14:31.084924,2
2026-03-06 21:14:31.085148,2
2026-03-06 21:14:31.193234,2
2026-03-06 21:14:31.193361,2
2026-03-06 21:14:31.193437,2
2026-03-06 21:14:31.193524,2
2026-03-06 21:14:31.193795,2
2026-03-06 21:14:31.302014,2
2026-03-06 21:14:31.302202,2
2026-03-06 21:14:31.302388,2
2026-03-06 21:14:31.302571,2
2026-03-06 21:14:31.303215,2
2026-03-06 21:14:31.41156,2
2026-03-06 21:14:31.41182,2
2026-03-06 21:14:31.412111,2
2026-03-06 21:14:31.412111,2
2026-03-06 21:14:31.412385,2
2026-03-06 21:14:31.519868,2
2026-03-06 21:14:31.520002,2
2026-03-06 21:14:31.52006,2
2026-03-06 21:14:31.520096,2
2026-03-06 21:14:31.629248,2
2026-03-06 21:14:31.62945,2
2026-03-06 21:14:31.629648,2
2026-03-06 21:14:31.629852,2
2026-03-06 21:14:31.62993,2
2026-03-06 21:14:31.738154,2
2026-03-06 21:14:31.738311,2
2026-03-06 21:14:31.738456,2
2026-03-06 21:14:31.738614,2
2026-03-06 21:14:31.738696,2
2026-03-06 21:14:31.738758,2
2026-03-06 21:14:31.738913,2
2026-03-06 21:14:31.73911,2
2026-03-06 21:14:31.846965,2
2026-03-06 21:14:31.847137,2
2026-03-06 21:14:31.847352,2
2026-03-06 21:14:31.847494,2
2026-03-06 21:14:31.847558,2
2026-03-06 21:14:31.847754,2
2026-03-06 21:14:31.847963,2
2026-03-06 21:14:31.955679,2
2026-03-06 21:14:31.955774,2
2026-03-06 21:14:31.955969,2
2026-03-06 21:14:31.956097,2
2026-03-06 21:14:31.956214,2
2026-03-06 21:14:31.95631,2
2026-03-06 21:14:31.956507,2
2026-03-06 21:14:32.065033,2
2026-03-06 21:14:32.065193,2
2026-03-06 21:14:32.065225,2
2026-03-06 21:14:32.06536,2
2026-03-06 21:14:32.065534,2
2026-03-06 21:14:32.173529,2
2026-03-06 21:14:32.173684,2
2026-03-06 21:14:32.17374,2
2026-03-06 21:14:32.173816,2
2026-03-06 21:14:32.173947,2
2026-03-06 21:14:32.174087,2
2026-03-06 21:14:32.282992,2
