time,ACT.Fuel_Fill_Vent.channel_id
2026-03-06 21:14:19.231389,1
2026-03-06 21:14:19.278265,1
2026-03-06 21:14:19.278283,1
2026-03-06 21:14:19.333705,1
2026-03-06 21:14:19.333735,1
2026-03-06 21:14:19.380044,1
2026-03-06 21:14:19.380052,1
2026-03-06 21:14:19.435109,1
2026-03-06 21:14:19.435127,1
2026-03-06 21:14:19.482018,1
2026-03-06 21:14:19.482049,1
2026-03-06 21:14:19.537244,1
2026-03-06 21:14:19.537265,1
2026-03-06 21:14:19.584519,1
2026-03-06 21:14:19.584556,1
2026-03-06 21:14:19.639622,1
2026-03-06 21:14:19.639658,1
2026-03-06 21:14:19.686269,1
2026-03-06 21:14:19.686307,1
2026-03-06 21:14:19.741326,1
2026-03-06 21:14:19.741359,1
2026-03-06 21:14:19.788568,1
2026-03-06 21:14:19.788613,1
2026-03-06 21:14:19.843634,1
2026-03-06 21:14:19.843665,1
2026-03-06 21:14:19.889987,1
2026-03-06 21:14:19.890009,1
2026-03-06 21:14:19.94553,1
2026-03-06 21:14:19.945566,1
2026-03-06 21:14:19.992653,1
2026-03-06 21:14:19.99272,1
2026-03-06 21:14:20.04751,1
2026-03-06 21:14:20.047535,1
2026-03-06 21:14:20.093962,1
2026-03-06 21:14:20.093982,1
2026-03-06 21:14:20.149363,1
2026-03-06 21:14:20.14941,1
2026-03-06 21:14:20.196355,1
2026-03-06 21:14:20.196377,1
2026-03-06 21:14:20.25117,1
2026-03-06 21:14:20.251188,1
2026-03-06 21:14:20.298378,1
2026-03-06 21:14:20.298407,1
2026-03-06 21:14:20.353385,1
2026-03-06 21:14:20.353408,1
2026-03-06 21:14:20.400377,1
2026-03-06 21:14:20.400405,1
2026-03-06 21:14:20.455689,1
2026-03-06 21:14:20.455721,1
2026-03-06 21:14:20.502157,1
2026-03-06 21:14:20.502183,1
2026-03-06 21:14:20.557388,1
2026-03-06 21:14:20.557415,1
2026-03-06 21:14:20.604428,1
2026-03-06 21:14:20.604453,1
2026-03-06 21:14:20.65909,1
2026-03-06 21:14:20.659109,1
2026-03-06 21:14:20.706205,1
2026-03-06 21:14:20.706228,1
2026-03-06 21:14:20.761644,1
2026-03-06 21:14:20.761667,1
2026-03-06 21:14:20.808725,1
2026-03-06 21:14:20.80874,1
2026-03-06 21:14:20.863255,1
2026-03-06 21:14:20.863279,1
2026-03-06 21:14:20.910142,1
2026-03-06 21:14:20.910188,1
2026-03-06 21:14:20.965636,1
2026-03-06 21:14:20.965655,1
2026-03-06 21:14:21.012379,1
2026-03-06 21:14:21.012394,1
2026-03-06 21:14:21.067163,1
2026-03-06 21:14:21.067193,1
2026-03-06 21:14:21.114473,1
2026-03-06 21:14:21.114497,1
2026-03-06 21:14:21.169666,1
2026-03-06 21:14:21.169711,1
2026-03-06 21:14:21.216155,1
2026-03-06 21:14:21.216185,1
2026-03-06 21:14:21.271595,1
2026-03-06 21:14:21.271623,1
2026-03-06 21:14:21.318239,1
2026-03-06 21:14:21.318265,1
2026-03-06 21:14:21.373392,1
2026-03-06 21:14:21.373426,1
2026-03-06 21:14:21.420201,1
2026-03-06 21:14:21.420259,1
2026-03-06 21:14:21.47544,1
2026-03-06 21:14:21.475472,1
2026-03-06 21:14:21.522439,1
2026-03-06 21:14:21.522473,1
2026-03-06 21:14:21.577272,1
2026-03-06 21:14:21.577299,1
2026-03-06 21:14:21.624285,1
2026-03-06 21:14:21.624319,1
2026-03-06 21:14:21.679372,1
2026-03-06 21:14:21.679408,1
2026-03-06 21:14:21.726014,1
2026-03-06 21:14:21.726042,1
2026-03-06 21:14:21.781696,1
2026-03-06 21:14:21.781731,1
2026-03-06 21:14:21.828064,1
2026-03-06 21:14:21.828095,1
2026-03-06 21:14:21.883214,1
2026-03-06 21:14:21.883238,1
2026-03-06 21:14:21.930287,1
2026-03-06 21:14:21.930316,1
2026-03-06 21:14:21.98576,1
2026-03-06 21:14:21.985799,1
2026-03-06 21:14:22.032507,1
2026-03-06 21:14:22.032545,1
2026-03-06 21:14:22.087748,1
2026-03-06 21:14:22.087793,1
2026-03-06 21:14:22.134312,1
2026-03-06 21:14:22.134353,1
2026-03-06 21:14:22.18957,1
2026-03-06 21:14:22.189611,1
2026-03-06 21:14:22.236365,1
2026-03-06 21:14:22.236388,1
2026-03-06 21:14:22.291363,1
2026-03-06 21:14:22.291412,1
2026-03-06 21:14:22.338133,1
2026-03-06 21:14:22.338168,1
2026-03-06 21:14:22.39343,1
2026-03-06 21:14:22.393476,1
2026-03-06 21:14:22.440306,1
2026-03-06 21:14:22.440337,1
2026-03-06 21:14:22.495413,1
2026-03-06 21:14:22.495462,1
2026-03-06 21:14:22.542418,1
2026-03-06 21:14:22.542448,1
2026-03-06 21:14:22.597689,1
2026-03-06 21:14:22.597722,1
2026-03-06 21:14:22.644547,1
2026-03-06 21:14:22.644573,1
2026-03-06 21:14:22.699576,1
2026-03-06 21:14:22.699596,1
2026-03-06 21:14:22.746276,1
2026-03-06 21:14:22.746296,1
2026-03-06 21:14:22.801415,1
2026-03-06 21:14:22.801434,1
2026-03-06 21:14:22.848207,1
2026-03-06 21:14:22.848229,1
2026-03-06 21:14:22.903578,1
2026-03-06 21:14:22.90361,1
2026-03-06 21:14:22.950378,1
2026-03-06 21:14:22.950393,1
2026-03-06 21:14:23.005239,1
2026-03-06 21:14:23.00528,1
2026-03-06 21:14:23.052229,1
2026-03-06 21:14:23.052258,1
2026-03-06 21:14:23.107625,1
2026-03-06 21:14:23.107652,1
2026-03-06 21:14:23.154284,1
2026-03-06 21:14:23.154304,1
2026-03-06 21:14:23.209327,1
2026-03-06 21:14:23.209349,1
2026-03-06 21:14:23.256187,1
2026-03-06 21:14:23.256214,1
2026-03-06 21:14:23.311507,1
2026-03-06 21:14:23.31154,1
2026-03-06 21:14:23.358061,1
2026-03-06 21:14:23.358082,1
2026-03-06 21:14:23.413286,1
2026-03-06 21:14:23.413315,1
2026-03-06 21:14:23.460284,1
2026-03-06 21:14:23.460306,1
2026-03-06 21:14:23.515372,1
2026-03-06 21:14:23.515393,1
2026-03-06 21:14:23.562478,1
2026-03-06 21:14:23.562509,1
2026-03-06 21:14:23.617764,1
2026-03-06 21:14:23.617787,1
2026-03-06 21:14:23.664459,1
2026-03-06 21:14:23.664496,1
2026-03-06 21:14:23.719321,1
2026-03-06 21:14:23.719367,1
2026-03-06 21:14:23.766432,1
2026-03-06 21:14:23.766477,1
2026-03-06 21:14:23.821497,1
2026-03-06 21:14:23.821539,1
2026-03-06 21:14:23.868181,1
2026-03-06 21:14:23.868213,1
2026-03-06 21:14:23.923785,1
2026-03-06 21:14:23.923801,1
2026-03-06 21:14:23.970405,1
2026-03-06 21:14:23.970441,1
2026-03-06 21:14:24.026352,1
2026-03-06 21:14:24.026377,1
2026-03-06 21:14:24.072041,1
2026-03-06 21:14:24.072076,1
2026-03-06 21:14:24.127858,1
2026-03-06 21:14:24.127874,1
2026-03-06 21:14:24.174121,1
2026-03-06 21:14:24.174147,1
2026-03-06 21:14:24.229446,1
2026-03-06 21:14:24.229459,1
2026-03-06 21:14:24.276112,1
2026-03-06 21:14:24.276133,1
2026-03-06 21:14:24.331311,1
2026-03-06 21:14:24.331329,1
2026-03-06 21:14:24.378362,1
2026-03-06 21:14:24.378399,1
2026-03-06 21:14:24.433576,1
2026-03-06 21:14:24.4336,1
2026-03-06 21:14:24.480458,1
2026-03-06 21:14:24.480493,1
2026-03-06 21:14:24.535297,1
2026-03-06 21:14:24.53533,1
2026-03-06 21:14:24.582015,1
2026-03-06 21:14:24.582061,1
2026-03-06 21:14:24.637613,1
2026-03-06 21:14:24.637654,1
2026-03-06 21:14:24.684434,1
2026-03-06 21:14:24.684459,1
2026-03-06 21:14:24.73959,1
2026-03-06 21:14:24.739622,1
2026-03-06 21:14:24.786359,1
2026-03-06 21:14:24.786389,1
2026-03-06 21:14:24.841154,1
2026-03-06 21:14:24.841223,1
2026-03-06 21:14:24.888313,1
2026-03-06 21:14:24.888337,1
2026-03-06 21:14:24.943522,1
2026-03-06 21:14:24.943545,1
2026-03-06 21:14:24.990212,1
2026-03-06 21:14:24.990268,1
2026-03-06 21:14:25.045713,1
2026-03-06 21:14:25.045759,1
2026-03-06 21:14:25.092437,1
2026-03-06 21:14:25.092462,1
2026-03-06 21:14:25.147229,1
2026-03-06 21:14:25.147259,1
2026-03-06 21:14:25.194333,1
2026-03-06 21:14:25.19438,1
2026-03-06 21:14:25.249496,1
2026-03-06 21:14:25.249512,1
2026-03-06 21:14:25.296226,1
2026-03-06 21:14:25.296274,1
2026-03-06 21:14:25.351335,1
2026-03-06 21:14:25.351366,1
2026-03-06 21:14:25.398607,1
2026-03-06 21:14:25.398643,1
2026-03-06 21:14:25.453251,1
2026-03-06 21:14:25.453276,1
2026-03-06 21:14:25.500248,1
2026-03-06 21:14:25.500293,1
2026-03-06 21:14:25.555617,1
2026-03-06 21:14:25.555646,1
2026-03-06 21:14:25.602501,1
2026-03-06 21:14:25.602547,1
2026-03-06 21:14:25.657689,1
2026-03-06 21:14:25.657718,1
2026-03-06 21:14:25.704235,1
2026-03-06 21:14:25.70428,1
2026-03-06 21:14:25.759315,1
2026-03-06 21:14:25.759335,1
2026-03-06 21:14:25.806319,1
2026-03-06 21:14:25.80635,1
2026-03-06 21:14:25.861271,1
2026-03-06 21:14:25.861295,1
2026-03-06 21:14:25.908172,1
2026-03-06 21:14:25.908205,1
2026-03-06 21:14:25.963273,1
2026-03-06 21:14:25.963295,1
2026-03-06 21:14:26.010037,1
2026-03-06 21:14:26.010063,1
2026-03-06 21:14:26.06567,1
2026-03-06 21:14:26.065702,1
2026-03-06 21:14:26.112561,1
2026-03-06 21:14:26.112589,1
2026-03-06 21:14:26.167326,1
2026-03-06 21:14:26.16736,1
2026-03-06 21:14:26.214184,1
2026-03-06 21:14:26.214227,1
2026-03-06 21:14:26.269523,1
2026-03-06 21:14:26.269564,1
2026-03-06 21:14:26.316464,1
2026-03-06 21:14:26.316495,1
2026-03-06 21:14:26.371775,1
2026-03-06 21:14:26.371813,1
2026-03-06 21:14:26.418485,1
2026-03-06 21:14:26.418513,1
2026-03-06 21:14:26.473248,1
2026-03-06 21:14:26.473272,1
2026-03-06 21:14:26.520111,1
2026-03-06 21:14:26.520138,1
2026-03-06 21:14:26.575634,1
2026-03-06 21:14:26.575678,1
2026-03-06 21:14:26.622506,1
2026-03-06 21:14:26.622532,1
2026-03-06 21:14:26.677203,1
2026-03-06 21:14:26.677228,1
2026-03-06 21:14:26.724553,1
2026-03-06 21:14:26.72458,1
2026-03-06 21:14:26.779774,1
2026-03-06 21:14:26.779799,1
2026-03-06 21:14:26.826434,1
2026-03-06 21:14:26.826475,1
2026-03-06 21:14:26.881275,1
2026-03-06 21:14:26.8813,1
2026-03-06 21:14:26.928157,1
2026-03-06 21:14:26.928203,1
2026-03-06 21:14:26.983585,1
2026-03-06 21:14:26.983624,1
2026-03-06 21:14:27.030622,1
2026-03-06 21:14:27.030663,1
2026-03-06 21:14:27.08546,1
2026-03-06 21:14:27.085498,1
2026-03-06 21:14:27.132299,1
2026-03-06 21:14:27.132332,1
2026-03-06 21:14:27.187627,1
2026-03-06 21:14:27.187666,1
2026-03-06 21:14:27.234145,1
2026-03-06 21:14:27.23435,1
2026-03-06 21:14:27.289323,1
2026-03-06 21:14:27.289361,1
2026-03-06 21:14:27.336325,1
2026-03-06 21:14:27.336352,1
2026-03-06 21:14:27.39123,1
2026-03-06 21:14:27.391259,1
2026-03-06 21:14:27.438473,1
2026-03-06 21:14:27.438499,1
2026-03-06 21:14:27.493483,1
2026-03-06 21:14:27.493512,1
2026-03-06 21:14:27.540106,1
2026-03-06 21:14:27.540148,1
2026-03-06 21:14:27.596574,1
2026-03-06 21:14:27.596605,1
2026-03-06 21:14:27.642562,1
2026-03-06 21:14:27.642595,1
2026-03-06 21:14:27.697451,1
2026-03-06 21:14:27.697485,1
2026-03-06 21:14:27.744476,1
2026-03-06 21:14:27.744511,1
2026-03-06 21:14:27.799278,1
2026-03-06 21:14:27.799295,1
2026-03-06 21:14:27.846547,1
2026-03-06 21:14:27.846585,1
2026-03-06 21:14:27.901604,1
2026-03-06 21:14:27.901646,1
2026-03-06 21:14:27.948349,1
2026-03-06 21:14:27.948377,1
2026-03-06 21:14:28.003873,1
2026-03-06 21:14:28.003916,1
2026-03-06 21:14:28.050198,1
2026-03-06 21:14:28.050264,1
2026-03-06 21:14:28.105845,1
2026-03-06 21:14:28.105877,1
2026-03-06 21:14:28.152417,1
2026-03-06 21:14:28.15244,1
2026-03-06 21:14:28.20762,1
2026-03-06 21:14:28.207656,1
2026-03-06 21:14:28.254369,1
2026-03-06 21:14:28.254397,1
2026-03-06 21:14:28.309397,1
2026-03-06 21:14:28.309424,1
2026-03-06 21:14:28.356456,1
2026-03-06 21:14:28.356509,1
2026-03-06 21:14:28.411506,1
2026-03-06 21:14:28.411551,1
2026-03-06 21:14:28.458063,1
2026-03-06 21:14:28.458088,1
2026-03-06 21:14:28.513594,1
2026-03-06 21:14:28.513624,1
2026-03-06 21:14:28.56043,1
2026-03-06 21:14:28.560454,1
2026-03-06 21:14:28.615473,1
2026-03-06 21:14:28.615507,1
2026-03-06 21:14:28.662292,1
2026-03-06 21:14:28.662318,1
2026-03-06 21:14:28.717356,1
2026-03-06 21:14:28.717385,1
2026-03-06 21:14:28.764147,1
2026-03-06 21:14:28.764194,1
2026-03-06 21:14:28.8197,1
2026-03-06 21:14:28.819731,1
2026-03-06 21:14:28.866494,1
2026-03-06 21:14:28.866524,1
2026-03-06 21:14:28.921531,1
2026-03-06 21:14:28.921573,1
2026-03-06 21:14:28.968545,1
2026-03-06 21:14:28.968588,1
2026-03-06 21:14:29.02332,1
2026-03-06 21:14:29.023354,1
2026-03-06 21:14:29.070255,1
2026-03-06 21:14:29.070293,1
2026-03-06 21:14:29.125538,1
2026-03-06 21:14:29.125559,1
2026-03-06 21:14:29.172248,1
2026-03-06 21:14:29.172273,1
2026-03-06 21:14:29.227309,1
2026-03-06 21:14:29.22733,1
2026-03-06 21:14:29.274474,1
2026-03-06 21:14:29.274487,1
2026-03-06 21:14:29.329376,1
2026-03-06 21:14:29.329397,1
2026-03-06 21:14:29.376695,1
2026-03-06 21:14:29.376744,1
2026-03-06 21:14:29.431613,1
2026-03-06 21:14:29.431643,1
2026-03-06 21:14:29.478182,1
2026-03-06 21:14:29.478245,1
2026-03-06 21:14:29.533506,1
2026-03-06 21:14:29.533539,1
2026-03-06 21:14:29.580323,1
2026-03-06 21:14:29.580345,1
2026-03-06 21:14:29.635601,1
2026-03-06 21:14:29.635648,1
2026-03-06 21:14:29.682279,1
2026-03-06 21:14:29.682298,1
2026-03-06 21:14:29.737364,1
2026-03-06 21:14:29.737391,1
2026-03-06 21:14:29.784326,1
2026-03-06 21:14:29.784342,1
2026-03-06 21:14:29.839372,1
2026-03-06 21:14:29.839394,1
2026-03-06 21:14:29.886332,1
2026-03-06 21:14:29.886346,1
2026-03-06 21:14:29.941597,1
2026-03-06 21:14:29.941615,1
2026-03-06 21:14:29.988817,1
2026-03-06 21:14:29.988837,1
2026-03-06 21:14:30.043437,1
2026-03-06 21:14:30.043465,1
2026-03-06 21:14:30.090527,1
2026-03-06 21:14:30.090553,1
2026-03-06 21:14:30.145622,1
2026-03-06 21:14:30.145646,1
2026-03-06 21:14:30.192381,1
2026-03-06 21:14:30.192421,1
2026-03-06 21:14:30.247644,1
2026-03-06 21:14:30.247665,1
2026-03-06 21:14:30.294363,1
2026-03-06 21:14:30.294388,1
2026-03-06 21:14:30.349717,1
2026-03-06 21:14:30.349759,1
2026-03-06 21:14:30.396185,1
2026-03-06 21:14:30.396198,1
2026-03-06 21:14:30.451614,1
2026-03-06 21:14:30.451655,1
2026-03-06 21:14:30.498586,1
2026-03-06 21:14:30.498613,1
2026-03-06 21:14:30.553615,1
2026-03-06 21:14:30.553659,1
2026-03-06 21:14:30.600528,1
2026-03-06 21:14:30.600569,1
2026-03-06 21:14:30.655347,1
2026-03-06 21:14:30.655391,1
2026-03-06 21:14:30.702481,1
2026-03-06 21:14:30.702513,1
2026-03-06 21:14:30.759034,1
2026-03-06 21:14:30.759063,1
2026-03-06 21:14:30.804433,1
2026-03-06 21:14:30.804453,1
2026-03-06 21:14:30.859353,1
2026-03-06 21:14:30.859372,1
2026-03-06 21:14:30.906575,1
2026-03-06 21:14:30.906609,1
2026-03-06 21:14:30.961742,1
2026-03-06 21:14:30.961756,1
2026-03-06 21:14:31.008515,1
2026-03-06 21:14:31.00853,1
2026-03-06 21:14:31.063797,1
2026-03-06 21:14:31.063829,1
2026-03-06 21:14:31.11035,1
2026-03-06 21:14:31.110377,1
2026-03-06 21:14:31.165733,1
2026-03-06 21:14:31.165755,1
2026-03-06 21:14:31.212341,1
2026-03-06 21:14:31.212361,1
2026-03-06 21:14:31.267837,1
2026-03-06 21:14:31.267867,1
2026-03-06 21:14:31.314238,1
2026-03-06 21:14:31.31428,1
2026-03-06 21:14:31.369721,1
2026-03-06 21:14:31.36974,1
2026-03-06 21:14:31.416225,1
2026-03-06 21:14:31.416247,1
2026-03-06 21:14:31.471511,1
2026-03-06 21:14:31.471528,1
2026-03-06 21:14:31.518256,1
2026-03-06 21:14:31.518276,1
2026-03-06 21:14:31.573595,1
2026-03-06 21:14:31.573621,1
2026-03-06 21:14:31.620293,1
2026-03-06 21:14:31.620325,1
2026-03-06 21:14:31.675449,1
2026-03-06 21:14:31.675488,1
2026-03-06 21:14:31.722549,1
2026-03-06 21:14:31.722581,1
2026-03-06 21:14:31.777663,1
2026-03-06 21:14:31.777698,1
2026-03-06 21:14:31.824655,1
2026-03-06 21:14:31.824695,1
2026-03-06 21:14:31.879626,1
2026-03-06 21:14:31.879666,1
2026-03-06 21:14:31.926174,1
2026-03-06 21:14:31.926208,1
2026-03-06 21:14:31.981631,1
2026-03-06 21:14:31.981648,1
2026-03-06 21:14:32.028195,1
2026-03-06 21:14:32.028215,1
2026-03-06 21:14:32.083696,1
2026-03-06 21:14:32.083726,1
2026-03-06 21:14:32.130446,1
2026-03-06 21:14:32.130493,1
2026-03-06 21:14:32.185664,1
2026-03-06 21:14:32.185694,1
2026-03-06 21:14:32.232286,1
2026-03-06 21:14:32.232304,1
2026-03-06 21:14:32.287274,1
2026-03-06 21:14:32.287302,1
2026-03-06 21:14:32.334564,1
2026-03-06 21:14:32.334621,1
2026-03-06 21:14:32.389512,1
2026-03-06 21:14:32.389533,1
2026-03-06 21:14:32.436064,1
2026-03-06 21:14:32.436085,1
2026-03-06 21:14:32.491606,1
2026-03-06 21:14:32.491645,1
2026-03-06 21:14:32.538121,1
2026-03-06 21:14:32.538154,1
2026-03-06 21:14:32.593638,1
2026-03-06 21:14:32.593669,1
2026-03-06 21:14:32.640398,1
2026-03-06 21:14:32.640443,1
2026-03-06 21:14:32.695405,1
2026-03-06 21:14:32.695436,1
2026-03-06 21:14:32.742704,1
2026-03-06 21:14:32.742742,1
2026-03-06 21:14:32.797767,1
2026-03-06 21:14:32.79781,1
2026-03-06 21:14:32.844454,1
2026-03-06 21:14:32.844483,1
2026-03-06 21:14:32.899516,1
2026-03-06 21:14:32.899554,1
2026-03-06 21:14:32.946292,1
2026-03-06 21:14:32.946315,1
2026-03-06 21:14:33.001837,1
2026-03-06 21:14:33.001874,1
2026-03-06 21:14:33.048676,1
2026-03-06 21:14:33.048709,1
2026-03-06 21:14:33.103852,1
2026-03-06 21:14:33.103881,1
2026-03-06 21:14:33.150542,1
2026-03-06 21:14:33.150559,1
2026-03-06 21:14:33.205325,1
2026-03-06 21:14:33.205353,1
2026-03-06 21:14:33.252434,1
2026-03-06 21:14:33.25247,1
2026-03-06 21:14:33.307485,1
2026-03-06 21:14:33.307517,1
2026-03-06 21:14:33.354596,1
2026-03-06 21:14:33.354636,1
2026-03-06 21:14:33.410088,1
2026-03-06 21:14:33.410149,1
2026-03-06 21:14:33.456243,1
2026-03-06 21:14:33.456266,1
2026-03-06 21:14:33.511296,1
2026-03-06 21:14:33.51131,1
2026-03-06 21:14:33.558277,1
2026-03-06 21:14:33.558319,1
2026-03-06 21:14:33.613342,1
2026-03-06 21:14:33.61337,1
2026-03-06 21:14:33.660532,1
2026-03-06 21:14:33.660561,1
2026-03-06 21:14:33.71554,1
2026-03-06 21:14:33.715575,1
2026-03-06 21:14:33.762201,1
2026-03-06 21:14:33.762244,1
2026-03-06 21:14:33.817526,1
2026-03-06 21:14:33.81756,1
2026-03-06 21:14:33.864669,1
2026-03-06 21:14:33.864698,1
2026-03-06 21:14:33.919733,1
2026-03-06 21:14:33.919773,1
2026-03-06 21:14:33.966279,1
2026-03-06 21:14:33.966321,1
2026-03-06 21:14:34.021571,1
2026-03-06 21:14:34.021607,1
2026-03-06 21:14:34.068312,1
2026-03-06 21:14:34.06834,1
2026-03-06 21:14:34.123758,1
2026-03-06 21:14:34.123795,1
2026-03-06 21:14:34.170766,1
2026-03-06 21:14:34.170818,1
2026-03-06 21:14:34.225872,1
2026-03-06 21:14:34.22592,1
2026-03-06 21:14:34.272235,1
2026-03-06 21:14:34.272259,1
2026-03-06 21:14:34.327526,1
2026-03-06 21:14:34.327559,1
2026-03-06 21:14:34.374138,1
2026-03-06 21:14:34.374183,1
2026-03-06 21:14:34.429864,1
2026-03-06 21:14:34.429911,1
2026-03-06 21:14:34.476811,1
2026-03-06 21:14:34.476824,1
2026-03-06 21:14:34.53158,1
2026-03-06 21:14:34.531623,1
2026-03-06 21:14:34.578113,1
2026-03-06 21:14:34.578148,1
2026-03-06 21:14:34.633627,1
2026-03-06 21:14:34.63367,1
2026-03-06 21:14:34.680076,1
2026-03-06 21:14:34.6801,1
2026-03-06 21:14:34.73568,1
2026-03-06 21:14:34.735708,1
2026-03-06 21:14:34.782434,1
2026-03-06 21:14:34.782458,1
2026-03-06 21:14:34.837457,1
2026-03-06 21:14:34.837486,1
2026-03-06 21:14:34.884395,1
2026-03-06 21:14:34.884428,1
2026-03-06 21:14:34.939495,1
2026-03-06 21:14:34.93953,1
2026-03-06 21:14:34.986202,1
2026-03-06 21:14:34.986214,1
2026-03-06 21:14:35.041768,1
2026-03-06 21:14:35.041798,1
2026-03-06 21:14:35.0886,1
2026-03-06 21:14:35.088632,1
2026-03-06 21:14:35.143324,1
2026-03-06 21:14:35.143352,1
2026-03-06 21:14:35.190693,1
2026-03-06 21:14:35.190725,1
2026-03-06 21:14:35.245883,1
2026-03-06 21:14:35.24592,1
2026-03-06 21:14:35.292384,1
2026-03-06 21:14:35.292404,1
2026-03-06 21:14:35.34779,1
2026-03-06 21:14:35.347831,1
2026-03-06 21:14:35.394118,1
2026-03-06 21:14:35.394177,1
2026-03-06 21:14:35.449397,1
2026-03-06 21:14:35.449412,1
2026-03-06 21:14:35.496549,1
2026-03-06 21:14:35.496571,1
2026-03-06 21:14:35.551433,1
2026-03-06 21:14:35.551454,1
2026-03-06 21:14:35.598185,1
2026-03-06 21:14:35.598216,1
2026-03-06 21:14:35.653515,1
2026-03-06 21:14:35.653555,1
2026-03-06 21:14:35.700065,1
2026-03-06 21:14:35.700089,1
2026-03-06 21:14:35.756012,1
2026-03-06 21:14:35.75606,1
2026-03-06 21:14:35.802458,1
2026-03-06 21:14:35.80249,1
2026-03-06 21:14:35.857907,1
2026-03-06 21:14:35.857942,1
2026-03-06 21:14:35.904578,1
2026-03-06 21:14:35.904615,1
2026-03-06 21:14:35.959601,1
2026-03-06 21:14:35.959617,1
2026-03-06 21:14:36.006414,1
2026-03-06 21:14:36.006457,1
2026-03-06 21:14:36.061936,1
2026-03-06 21:14:36.061976,1
2026-03-06 21:14:36.108393,1
2026-03-06 21:14:36.108419,1
2026-03-06 21:14:36.163725,1
2026-03-06 21:14:36.163775,1
2026-03-06 21:14:36.21064,1
2026-03-06 21:14:36.210688,1
2026-03-06 21:14:36.265756,1
2026-03-06 21:14:36.265798,1
2026-03-06 21:14:36.312624,1
2026-03-06 21:14:36.312671,1
2026-03-06 21:14:36.367987,1
2026-03-06 21:14:36.368022,1
2026-03-06 21:14:36.414422,1
2026-03-06 21:14:36.414454,1
2026-03-06 21:14:36.469439,1
2026-03-06 21:14:36.469475,1
2026-03-06 21:14:36.516721,1
2026-03-06 21:14:36.516752,1
2026-03-06 21:14:36.571542,1
