time,ACT.GSE_LOX_Fill_Vent.channel_id
2026-03-06 21:14:18.517407,2
2026-03-06 21:14:18.564512,2
2026-03-06 21:14:18.564523,2
2026-03-06 21:14:18.619163,2
2026-03-06 21:14:18.619167,2
2026-03-06 21:14:18.665935,2
2026-03-06 21:14:18.665938,2
2026-03-06 21:14:18.721213,2
2026-03-06 21:14:18.721225,2
2026-03-06 21:14:18.768289,2
2026-03-06 21:14:18.768293,2
2026-03-06 21:14:18.82353,2
2026-03-06 21:14:18.823542,2
2026-03-06 21:14:18.870293,2
2026-03-06 21:14:18.870306,2
2026-03-06 21:14:18.925357,2
2026-03-06 21:14:18.925362,2
2026-03-06 21:14:18.972172,2
2026-03-06 21:14:18.972178,2
2026-03-06 21:14:19.027622,2
2026-03-06 21:14:19.027627,2
2026-03-06 21:14:19.074134,2
2026-03-06 21:14:19.074152,2
2026-03-06 21:14:19.129173,2
2026-03-06 21:14:19.129187,2
2026-03-06 21:14:19.176435,2
2026-03-06 21:14:19.176448,2
2026-03-06 21:14:19.231393,2
2026-03-06 21:14:19.231417,2
2026-03-06 21:14:19.278286,2
2026-03-06 21:14:19.278308,2
2026-03-06 21:14:19.333737,2
2026-03-06 21:14:19.333754,2
2026-03-06 21:14:19.380054,2
2026-03-06 21:14:19.38006,2
2026-03-06 21:14:19.435131,2
2026-03-06 21:14:19.435145,2
2026-03-06 21:14:19.482055,2
2026-03-06 21:14:19.48207,2
2026-03-06 21:14:19.537268,2
2026-03-06 21:14:19.537298,2
2026-03-06 21:14:19.584564,2
2026-03-06 21:14:19.584627,2
2026-03-06 21:14:19.639668,2
2026-03-06 21:14:19.639703,2
2026-03-06 21:14:19.686317,2
2026-03-06 21:14:19.686393,2
2026-03-06 21:14:19.741412,2
2026-03-06 21:14:19.741434,2
2026-03-06 21:14:19.788622,2
2026-03-06 21:14:19.788678,2
2026-03-06 21:14:19.843689,2
2026-03-06 21:14:19.843714,2
2026-03-06 21:14:19.890024,2
2026-03-06 21:14:19.890044,2
2026-03-06 21:14:19.945587,2
2026-03-06 21:14:19.945623,2
2026-03-06 21:14:19.992786,2
2026-03-06 21:14:19.992835,2
2026-03-06 21:14:20.047539,2
2026-03-06 21:14:20.047555,2
2026-03-06 21:14:20.094003,2
2026-03-06 21:14:20.094021,2
2026-03-06 21:14:20.14943,2
2026-03-06 21:14:20.149469,2
2026-03-06 21:14:20.196381,2
2026-03-06 21:14:20.196417,2
2026-03-06 21:14:20.251192,2
2026-03-06 21:14:20.251223,2
2026-03-06 21:14:20.298419,2
2026-03-06 21:14:20.298436,2
2026-03-06 21:14:20.353432,2
2026-03-06 21:14:20.353453,2
2026-03-06 21:14:20.400414,2
2026-03-06 21:14:20.400426,2
2026-03-06 21:14:20.455748,2
2026-03-06 21:14:20.455766,2
2026-03-06 21:14:20.502187,2
2026-03-06 21:14:20.502213,2
2026-03-06 21:14:20.55742,2
2026-03-06 21:14:20.557454,2
2026-03-06 21:14:20.604477,2
2026-03-06 21:14:20.604499,2
2026-03-06 21:14:20.659118,2
2026-03-06 21:14:20.659132,2
2026-03-06 21:14:20.706247,2
2026-03-06 21:14:20.706265,2
2026-03-06 21:14:20.761686,2
2026-03-06 21:14:20.761703,2
2026-03-06 21:14:20.808744,2
2026-03-06 21:14:20.808757,2
2026-03-06 21:14:20.863296,2
2026-03-06 21:14:20.863313,2
2026-03-06 21:14:20.910193,2
2026-03-06 21:14:20.910208,2
2026-03-06 21:14:20.965666,2
2026-03-06 21:14:20.965683,2
2026-03-06 21:14:21.012399,2
2026-03-06 21:14:21.012414,2
2026-03-06 21:14:21.067212,2
2026-03-06 21:14:21.067232,2
2026-03-06 21:14:21.114522,2
2026-03-06 21:14:21.114544,2
2026-03-06 21:14:21.169726,2
2026-03-06 21:14:21.169765,2
2026-03-06 21:14:21.216192,2
2026-03-06 21:14:21.21621,2
2026-03-06 21:14:21.271634,2
2026-03-06 21:14:21.271659,2
2026-03-06 21:14:21.318274,2
2026-03-06 21:14:21.3183,2
2026-03-06 21:14:21.373447,2
2026-03-06 21:14:21.373479,2
2026-03-06 21:14:21.420271,2
2026-03-06 21:14:21.420294,2
2026-03-06 21:14:21.475492,2
2026-03-06 21:14:21.475532,2
2026-03-06 21:14:21.522486,2
2026-03-06 21:14:21.52254,2
2026-03-06 21:14:21.577322,2
2026-03-06 21:14:21.577347,2
2026-03-06 21:14:21.624333,2
2026-03-06 21:14:21.624359,2
2026-03-06 21:14:21.679422,2
2026-03-06 21:14:21.679466,2
2026-03-06 21:14:21.726059,2
2026-03-06 21:14:21.72609,2
2026-03-06 21:14:21.781761,2
2026-03-06 21:14:21.781798,2
2026-03-06 21:14:21.82812,2
2026-03-06 21:14:21.828151,2
2026-03-06 21:14:21.883257,2
2026-03-06 21:14:21.883278,2
2026-03-06 21:14:21.930326,2
2026-03-06 21:14:21.930354,2
2026-03-06 21:14:21.98582,2
2026-03-06 21:14:21.985856,2
2026-03-06 21:14:22.032562,2
2026-03-06 21:14:22.032595,2
2026-03-06 21:14:22.087823,2
2026-03-06 21:14:22.087865,2
2026-03-06 21:14:22.134377,2
2026-03-06 21:14:22.134431,2
2026-03-06 21:14:22.189626,2
2026-03-06 21:14:22.189656,2
2026-03-06 21:14:22.236413,2
2026-03-06 21:14:22.236443,2
2026-03-06 21:14:22.291437,2
2026-03-06 21:14:22.291478,2
2026-03-06 21:14:22.338186,2
2026-03-06 21:14:22.338205,2
2026-03-06 21:14:22.393517,2
2026-03-06 21:14:22.393559,2
2026-03-06 21:14:22.440346,2
2026-03-06 21:14:22.44037,2
2026-03-06 21:14:22.495502,2
2026-03-06 21:14:22.495545,2
2026-03-06 21:14:22.542462,2
2026-03-06 21:14:22.542484,2
2026-03-06 21:14:22.597743,2
2026-03-06 21:14:22.597775,2
2026-03-06 21:14:22.644591,2
2026-03-06 21:14:22.644605,2
2026-03-06 21:14:22.699611,2
2026-03-06 21:14:22.699625,2
2026-03-06 21:14:22.746315,2
2026-03-06 21:14:22.74633,2
2026-03-06 21:14:22.801451,2
2026-03-06 21:14:22.80147,2
2026-03-06 21:14:22.848258,2
2026-03-06 21:14:22.848275,2
2026-03-06 21:14:22.903615,2
2026-03-06 21:14:22.903654,2
2026-03-06 21:14:22.950398,2
2026-03-06 21:14:22.950414,2
2026-03-06 21:14:23.005297,2
2026-03-06 21:14:23.005305,2
2026-03-06 21:14:23.052275,2
2026-03-06 21:14:23.052294,2
2026-03-06 21:14:23.107665,2
2026-03-06 21:14:23.10769,2
2026-03-06 21:14:23.154319,2
2026-03-06 21:14:23.154339,2
2026-03-06 21:14:23.209357,2
2026-03-06 21:14:23.209377,2
2026-03-06 21:14:23.256227,2
2026-03-06 21:14:23.256242,2
2026-03-06 21:14:23.311545,2
2026-03-06 21:14:23.311579,2
2026-03-06 21:14:23.358093,2
2026-03-06 21:14:23.358107,2
2026-03-06 21:14:23.413337,2
2026-03-06 21:14:23.413354,2
2026-03-06 21:14:23.460317,2
2026-03-06 21:14:23.460334,2
2026-03-06 21:14:23.515396,2
2026-03-06 21:14:23.515424,2
2026-03-06 21:14:23.562513,2
2026-03-06 21:14:23.562552,2
2026-03-06 21:14:23.617793,2
2026-03-06 21:14:23.617829,2
2026-03-06 21:14:23.664526,2
2026-03-06 21:14:23.664555,2
2026-03-06 21:14:23.719401,2
2026-03-06 21:14:23.719438,2
2026-03-06 21:14:23.766488,2
2026-03-06 21:14:23.766501,2
2026-03-06 21:14:23.821547,2
2026-03-06 21:14:23.8216,2
2026-03-06 21:14:23.868218,2
2026-03-06 21:14:23.86823,2
2026-03-06 21:14:23.923819,2
2026-03-06 21:14:23.923836,2
2026-03-06 21:14:23.970455,2
2026-03-06 21:14:23.970481,2
2026-03-06 21:14:24.026384,2
2026-03-06 21:14:24.026409,2
2026-03-06 21:14:24.072086,2
2026-03-06 21:14:24.072114,2
2026-03-06 21:14:24.127878,2
2026-03-06 21:14:24.127891,2
2026-03-06 21:14:24.174153,2
2026-03-06 21:14:24.174186,2
2026-03-06 21:14:24.229466,2
2026-03-06 21:14:24.229487,2
2026-03-06 21:14:24.276148,2
2026-03-06 21:14:24.276171,2
2026-03-06 21:14:24.331336,2
2026-03-06 21:14:24.331356,2
2026-03-06 21:14:24.37843,2
2026-03-06 21:14:24.378474,2
2026-03-06 21:14:24.433614,2
2026-03-06 21:14:24.433632,2
2026-03-06 21:14:24.480509,2
2026-03-06 21:14:24.480539,2
2026-03-06 21:14:24.535361,2
2026-03-06 21:14:24.535395,2
2026-03-06 21:14:24.582072,2
2026-03-06 21:14:24.582087,2
2026-03-06 21:14:24.637689,2
2026-03-06 21:14:24.637722,2
2026-03-06 21:14:24.684483,2
2026-03-06 21:14:24.684506,2
2026-03-06 21:14:24.739631,2
2026-03-06 21:14:24.739663,2
2026-03-06 21:14:24.786412,2
2026-03-06 21:14:24.786436,2
2026-03-06 21:14:24.841233,2
2026-03-06 21:14:24.841253,2
2026-03-06 21:14:24.888349,2
2026-03-06 21:14:24.888371,2
2026-03-06 21:14:24.943554,2
2026-03-06 21:14:24.943575,2
2026-03-06 21:14:24.990303,2
2026-03-06 21:14:24.99034,2
2026-03-06 21:14:25.045791,2
2026-03-06 21:14:25.045821,2
2026-03-06 21:14:25.092471,2
2026-03-06 21:14:25.092496,2
2026-03-06 21:14:25.147267,2
2026-03-06 21:14:25.147296,2
2026-03-06 21:14:25.194405,2
2026-03-06 21:14:25.194444,2
2026-03-06 21:14:25.249515,2
2026-03-06 21:14:25.249529,2
2026-03-06 21:14:25.296291,2
2026-03-06 21:14:25.296321,2
2026-03-06 21:14:25.351379,2
2026-03-06 21:14:25.351414,2
2026-03-06 21:14:25.398672,2
2026-03-06 21:14:25.398703,2
2026-03-06 21:14:25.453288,2
2026-03-06 21:14:25.453312,2
2026-03-06 21:14:25.50031,2
2026-03-06 21:14:25.50034,2
2026-03-06 21:14:25.555679,2
2026-03-06 21:14:25.555703,2
2026-03-06 21:14:25.602587,2
2026-03-06 21:14:25.602611,2
2026-03-06 21:14:25.657731,2
2026-03-06 21:14:25.657753,2
2026-03-06 21:14:25.704321,2
2026-03-06 21:14:25.704352,2
2026-03-06 21:14:25.759343,2
2026-03-06 21:14:25.759362,2
2026-03-06 21:14:25.80636,2
2026-03-06 21:14:25.806386,2
2026-03-06 21:14:25.861313,2
2026-03-06 21:14:25.861335,2
2026-03-06 21:14:25.908246,2
2026-03-06 21:14:25.908276,2
2026-03-06 21:14:25.963301,2
2026-03-06 21:14:25.963322,2
2026-03-06 21:14:26.010087,2
2026-03-06 21:14:26.01011,2
2026-03-06 21:14:26.065718,2
2026-03-06 21:14:26.06574,2
2026-03-06 21:14:26.112596,2
2026-03-06 21:14:26.112636,2
2026-03-06 21:14:26.167369,2
2026-03-06 21:14:26.167403,2
2026-03-06 21:14:26.214252,2
2026-03-06 21:14:26.214278,2
2026-03-06 21:14:26.269603,2
2026-03-06 21:14:26.269631,2
2026-03-06 21:14:26.316503,2
2026-03-06 21:14:26.316554,2
2026-03-06 21:14:26.371843,2
2026-03-06 21:14:26.371875,2
2026-03-06 21:14:26.418524,2
2026-03-06 21:14:26.418552,2
2026-03-06 21:14:26.473279,2
2026-03-06 21:14:26.4733,2
2026-03-06 21:14:26.520165,2
2026-03-06 21:14:26.520181,2
2026-03-06 21:14:26.575689,2
2026-03-06 21:14:26.575725,2
2026-03-06 21:14:26.622539,2
2026-03-06 21:14:26.622591,2
2026-03-06 21:14:26.677241,2
2026-03-06 21:14:26.677261,2
2026-03-06 21:14:26.724588,2
2026-03-06 21:14:26.724611,2
2026-03-06 21:14:26.779807,2
2026-03-06 21:14:26.779825,2
2026-03-06 21:14:26.826505,2
2026-03-06 21:14:26.826537,2
2026-03-06 21:14:26.881313,2
2026-03-06 21:14:26.881335,2
2026-03-06 21:14:26.928224,2
2026-03-06 21:14:26.928258,2
2026-03-06 21:14:26.983649,2
2026-03-06 21:14:26.983684,2
2026-03-06 21:14:27.030695,2
2026-03-06 21:14:27.030734,2
2026-03-06 21:14:27.085513,2
2026-03-06 21:14:27.08555,2
2026-03-06 21:14:27.132392,2
2026-03-06 21:14:27.132426,2
2026-03-06 21:14:27.187676,2
2026-03-06 21:14:27.187732,2
2026-03-06 21:14:27.234367,2
2026-03-06 21:14:27.234388,2
2026-03-06 21:14:27.289386,2
2026-03-06 21:14:27.289416,2
2026-03-06 21:14:27.33638,2
2026-03-06 21:14:27.336403,2
2026-03-06 21:14:27.391274,2
2026-03-06 21:14:27.391304,2
2026-03-06 21:14:27.438518,2
2026-03-06 21:14:27.43854,2
2026-03-06 21:14:27.493529,2
2026-03-06 21:14:27.493554,2
2026-03-06 21:14:27.54022,2
2026-03-06 21:14:27.540252,2
2026-03-06 21:14:27.596613,2
2026-03-06 21:14:27.596639,2
2026-03-06 21:14:27.642619,2
2026-03-06 21:14:27.642649,2
2026-03-06 21:14:27.6975,2
2026-03-06 21:14:27.697526,2
2026-03-06 21:14:27.744519,2
2026-03-06 21:14:27.744546,2
2026-03-06 21:14:27.799299,2
2026-03-06 21:14:27.799315,2
2026-03-06 21:14:27.846596,2
2026-03-06 21:14:27.846631,2
2026-03-06 21:14:27.901686,2
2026-03-06 21:14:27.901729,2
2026-03-06 21:14:27.948386,2
2026-03-06 21:14:27.948414,2
2026-03-06 21:14:28.003947,2
2026-03-06 21:14:28.003979,2
2026-03-06 21:14:28.050271,2
2026-03-06 21:14:28.050293,2
2026-03-06 21:14:28.105922,2
2026-03-06 21:14:28.105958,2
2026-03-06 21:14:28.152449,2
2026-03-06 21:14:28.152475,2
2026-03-06 21:14:28.207693,2
2026-03-06 21:14:28.207723,2
2026-03-06 21:14:28.254403,2
2026-03-06 21:14:28.254423,2
2026-03-06 21:14:28.309428,2
2026-03-06 21:14:28.309465,2
2026-03-06 21:14:28.356524,2
2026-03-06 21:14:28.356549,2
2026-03-06 21:14:28.411577,2
2026-03-06 21:14:28.411606,2
2026-03-06 21:14:28.458118,2
2026-03-06 21:14:28.458133,2
2026-03-06 21:14:28.513654,2
2026-03-06 21:14:28.513676,2
2026-03-06 21:14:28.56047,2
2026-03-06 21:14:28.560485,2
2026-03-06 21:14:28.615527,2
2026-03-06 21:14:28.615557,2
2026-03-06 21:14:28.662351,2
2026-03-06 21:14:28.66238,2
2026-03-06 21:14:28.717412,2
2026-03-06 21:14:28.71744,2
2026-03-06 21:14:28.764224,2
2026-03-06 21:14:28.764256,2
2026-03-06 21:14:28.819741,2
2026-03-06 21:14:28.819757,2
2026-03-06 21:14:28.86656,2
2026-03-06 21:14:28.866586,2
2026-03-06 21:14:28.92159,2
2026-03-06 21:14:28.921616,2
2026-03-06 21:14:28.968628,2
2026-03-06 21:14:28.968657,2
2026-03-06 21:14:29.023383,2
2026-03-06 21:14:29.023412,2
2026-03-06 21:14:29.070313,2
2026-03-06 21:14:29.070348,2
2026-03-06 21:14:29.125574,2
2026-03-06 21:14:29.125601,2
2026-03-06 21:14:29.172277,2
2026-03-06 21:14:29.172311,2
2026-03-06 21:14:29.227336,2
2026-03-06 21:14:29.227374,2
2026-03-06 21:14:29.274513,2
2026-03-06 21:14:29.274534,2
2026-03-06 21:14:29.329418,2
2026-03-06 21:14:29.329436,2
2026-03-06 21:14:29.376759,2
2026-03-06 21:14:29.376792,2
2026-03-06 21:14:29.431675,2
2026-03-06 21:14:29.431696,2
2026-03-06 21:14:29.478254,2
2026-03-06 21:14:29.478283,2
2026-03-06 21:14:29.533545,2
2026-03-06 21:14:29.533587,2
2026-03-06 21:14:29.580351,2
2026-03-06 21:14:29.58037,2
2026-03-06 21:14:29.63569,2
2026-03-06 21:14:29.635726,2
2026-03-06 21:14:29.682305,2
2026-03-06 21:14:29.682323,2
2026-03-06 21:14:29.737396,2
2026-03-06 21:14:29.737438,2
2026-03-06 21:14:29.784388,2
2026-03-06 21:14:29.784404,2
2026-03-06 21:14:29.839398,2
2026-03-06 21:14:29.839408,2
2026-03-06 21:14:29.886352,2
2026-03-06 21:14:29.88637,2
2026-03-06 21:14:29.94162,2
2026-03-06 21:14:29.941648,2
2026-03-06 21:14:29.988841,2
2026-03-06 21:14:29.988857,2
2026-03-06 21:14:30.04347,2
2026-03-06 21:14:30.043513,2
2026-03-06 21:14:30.090558,2
2026-03-06 21:14:30.090597,2
2026-03-06 21:14:30.145668,2
2026-03-06 21:14:30.145684,2
2026-03-06 21:14:30.19245,2
2026-03-06 21:14:30.192479,2
2026-03-06 21:14:30.247678,2
2026-03-06 21:14:30.247691,2
2026-03-06 21:14:30.294405,2
2026-03-06 21:14:30.294428,2
2026-03-06 21:14:30.349791,2
2026-03-06 21:14:30.349822,2
2026-03-06 21:14:30.396208,2
2026-03-06 21:14:30.39622,2
2026-03-06 21:14:30.451711,2
2026-03-06 21:14:30.45175,2
2026-03-06 21:14:30.498636,2
2026-03-06 21:14:30.498659,2
2026-03-06 21:14:30.553675,2
2026-03-06 21:14:30.553713,2
2026-03-06 21:14:30.600578,2
2026-03-06 21:14:30.600634,2
2026-03-06 21:14:30.655428,2
2026-03-06 21:14:30.655468,2
2026-03-06 21:14:30.702539,2
2026-03-06 21:14:30.702566,2
2026-03-06 21:14:30.759072,2
2026-03-06 21:14:30.759101,2
2026-03-06 21:14:30.804479,2
2026-03-06 21:14:30.804497,2
2026-03-06 21:14:30.85938,2
2026-03-06 21:14:30.859419,2
2026-03-06 21:14:30.906616,2
2026-03-06 21:14:30.90666,2
2026-03-06 21:14:30.961761,2
2026-03-06 21:14:30.961773,2
2026-03-06 21:14:31.008535,2
2026-03-06 21:14:31.008561,2
2026-03-06 21:14:31.06385,2
2026-03-06 21:14:31.06389,2
2026-03-06 21:14:31.110381,2
2026-03-06 21:14:31.110416,2
2026-03-06 21:14:31.165768,2
2026-03-06 21:14:31.16579,2
2026-03-06 21:14:31.212366,2
2026-03-06 21:14:31.21238,2
2026-03-06 21:14:31.267883,2
2026-03-06 21:14:31.267894,2
2026-03-06 21:14:31.314292,2
2026-03-06 21:14:31.314309,2
2026-03-06 21:14:31.369756,2
2026-03-06 21:14:31.369771,2
2026-03-06 21:14:31.416268,2
2026-03-06 21:14:31.416288,2
2026-03-06 21:14:31.471541,2
2026-03-06 21:14:31.471555,2
2026-03-06 21:14:31.51829,2
2026-03-06 21:14:31.518302,2
2026-03-06 21:14:31.573685,2
2026-03-06 21:14:31.573733,2
2026-03-06 21:14:31.620346,2
2026-03-06 21:14:31.620374,2
2026-03-06 21:14:31.675511,2
2026-03-06 21:14:31.675547,2
2026-03-06 21:14:31.72259,2
2026-03-06 21:14:31.722642,2
2026-03-06 21:14:31.777712,2
2026-03-06 21:14:31.777743,2
2026-03-06 21:14:31.82473,2
2026-03-06 21:14:31.824763,2
2026-03-06 21:14:31.879679,2
2026-03-06 21:14:31.879708,2
2026-03-06 21:14:31.926235,2
2026-03-06 21:14:31.926261,2
2026-03-06 21:14:31.981655,2
2026-03-06 21:14:31.98167,2
2026-03-06 21:14:32.028219,2
2026-03-06 21:14:32.028254,2
2026-03-06 21:14:32.083738,2
2026-03-06 21:14:32.083759,2
2026-03-06 21:14:32.130526,2
2026-03-06 21:14:32.130601,2
2026-03-06 21:14:32.185699,2
2026-03-06 21:14:32.185733,2
2026-03-06 21:14:32.232333,2
2026-03-06 21:14:32.232355,2
2026-03-06 21:14:32.287317,2
2026-03-06 21:14:32.287335,2
2026-03-06 21:14:32.334654,2
2026-03-06 21:14:32.334685,2
2026-03-06 21:14:32.389545,2
2026-03-06 21:14:32.389561,2
2026-03-06 21:14:32.436103,2
2026-03-06 21:14:32.436117,2
2026-03-06 21:14:32.491658,2
2026-03-06 21:14:32.49173,2
2026-03-06 21:14:32.538182,2
2026-03-06 21:14:32.53821,2
2026-03-06 21:14:32.593691,2
2026-03-06 21:14:32.593715,2
2026-03-06 21:14:32.64045,2
2026-03-06 21:14:32.640467,2
2026-03-06 21:14:32.695469,2
2026-03-06 21:14:32.695498,2
2026-03-06 21:14:32.742776,2
2026-03-06 21:14:32.742805,2
2026-03-06 21:14:32.797829,2
2026-03-06 21:14:32.797865,2
2026-03-06 21:14:32.844516,2
2026-03-06 21:14:32.844537,2
2026-03-06 21:14:32.899593,2
2026-03-06 21:14:32.899627,2
2026-03-06 21:14:32.946335,2
2026-03-06 21:14:32.946356,2
2026-03-06 21:14:33.001916,2
2026-03-06 21:14:33.001944,2
2026-03-06 21:14:33.048734,2
2026-03-06 21:14:33.04877,2
2026-03-06 21:14:33.103912,2
2026-03-06 21:14:33.103939,2
2026-03-06 21:14:33.150575,2
2026-03-06 21:14:33.150597,2
2026-03-06 21:14:33.205364,2
2026-03-06 21:14:33.205391,2
2026-03-06 21:14:33.252498,2
2026-03-06 21:14:33.25253,2
2026-03-06 21:14:33.307543,2
2026-03-06 21:14:33.307572,2
2026-03-06 21:14:33.354663,2
2026-03-06 21:14:33.354694,2
2026-03-06 21:14:33.410173,2
2026-03-06 21:14:33.410259,2
2026-03-06 21:14:33.456271,2
2026-03-06 21:14:33.456306,2
2026-03-06 21:14:33.511315,2
2026-03-06 21:14:33.51133,2
2026-03-06 21:14:33.558334,2
2026-03-06 21:14:33.558363,2
2026-03-06 21:14:33.613391,2
2026-03-06 21:14:33.613409,2
2026-03-06 21:14:33.66058,2
2026-03-06 21:14:33.660611,2
2026-03-06 21:14:33.715603,2
2026-03-06 21:14:33.715629,2
2026-03-06 21:14:33.762273,2
2026-03-06 21:14:33.762304,2
2026-03-06 21:14:33.817576,2
2026-03-06 21:14:33.817604,2
2026-03-06 21:14:33.864718,2
2026-03-06 21:14:33.864741,2
2026-03-06 21:14:33.919784,2
2026-03-06 21:14:33.919814,2
2026-03-06 21:14:33.966329,2
2026-03-06 21:14:33.966387,2
2026-03-06 21:14:34.021613,2
2026-03-06 21:14:34.02166,2
2026-03-06 21:14:34.068345,2
2026-03-06 21:14:34.068385,2
2026-03-06 21:14:34.123821,2
2026-03-06 21:14:34.123846,2
2026-03-06 21:14:34.170828,2
2026-03-06 21:14:34.170865,2
2026-03-06 21:14:34.225939,2
2026-03-06 21:14:34.225982,2
2026-03-06 21:14:34.272268,2
2026-03-06 21:14:34.272285,2
2026-03-06 21:14:34.327572,2
2026-03-06 21:14:34.327598,2
2026-03-06 21:14:34.374196,2
2026-03-06 21:14:34.374234,2
2026-03-06 21:14:34.429946,2
2026-03-06 21:14:34.429986,2
2026-03-06 21:14:34.476829,2
2026-03-06 21:14:34.476843,2
2026-03-06 21:14:34.531661,2
2026-03-06 21:14:34.531697,2
2026-03-06 21:14:34.578177,2
2026-03-06 21:14:34.578213,2
2026-03-06 21:14:34.633695,2
2026-03-06 21:14:34.633729,2
2026-03-06 21:14:34.68013,2
2026-03-06 21:14:34.680146,2
2026-03-06 21:14:34.735726,2
2026-03-06 21:14:34.735744,2
2026-03-06 21:14:34.782463,2
2026-03-06 21:14:34.782495,2
2026-03-06 21:14:34.837488,2
2026-03-06 21:14:34.837497,2
2026-03-06 21:14:34.884436,2
2026-03-06 21:14:34.884484,2
2026-03-06 21:14:34.939567,2
2026-03-06 21:14:34.939585,2
2026-03-06 21:14:34.986226,2
2026-03-06 21:14:34.98624,2
2026-03-06 21:14:35.041805,2
2026-03-06 21:14:35.041821,2
2026-03-06 21:14:35.088657,2
2026-03-06 21:14:35.08868,2
2026-03-06 21:14:35.143361,2
2026-03-06 21:14:35.143407,2
2026-03-06 21:14:35.190743,2
2026-03-06 21:14:35.190775,2
2026-03-06 21:14:35.24595,2
2026-03-06 21:14:35.245979,2
2026-03-06 21:14:35.292413,2
2026-03-06 21:14:35.292425,2
2026-03-06 21:14:35.347858,2
2026-03-06 21:14:35.347892,2
2026-03-06 21:14:35.394195,2
2026-03-06 21:14:35.394223,2
2026-03-06 21:14:35.449415,2
2026-03-06 21:14:35.44943,2
2026-03-06 21:14:35.496586,2
2026-03-06 21:14:35.496601,2
2026-03-06 21:14:35.551467,2
2026-03-06 21:14:35.551486,2
2026-03-06 21:14:35.598256,2
2026-03-06 21:14:35.598278,2
2026-03-06 21:14:35.653562,2
2026-03-06 21:14:35.653608,2
2026-03-06 21:14:35.700109,2
2026-03-06 21:14:35.700128,2
2026-03-06 21:14:35.756097,2
2026-03-06 21:14:35.756139,2
2026-03-06 21:14:35.802523,2
2026-03-06 21:14:35.802555,2
2026-03-06 21:14:35.857966,2
2026-03-06 21:14:35.857993,2
2026-03-06 21:14:35.904621,2
2026-03-06 21:14:35.904665,2
2026-03-06 21:14:35.959621,2
2026-03-06 21:14:35.95965,2
2026-03-06 21:14:36.006484,2
2026-03-06 21:14:36.006512,2
2026-03-06 21:14:36.062018,2
2026-03-06 21:14:36.062054,2
2026-03-06 21:14:36.108431,2
2026-03-06 21:14:36.108456,2
2026-03-06 21:14:36.163817,2
2026-03-06 21:14:36.163859,2
2026-03-06 21:14:36.210703,2
2026-03-06 21:14:36.210748,2
2026-03-06 21:14:36.265822,2
2026-03-06 21:14:36.265857,2
2026-03-06 21:14:36.312696,2
2026-03-06 21:14:36.312735,2
2026-03-06 21:14:36.368063,2
2026-03-06 21:14:36.368098,2
2026-03-06 21:14:36.414476,2
2026-03-06 21:14:36.414551,2
2026-03-06 21:14:36.469503,2
2026-03-06 21:14:36.469533,2
2026-03-06 21:14:36.516777,2
2026-03-06 21:14:36.516806,2
