time,PT_Cal.Fuel_Fill_Press.channel_id
2026-03-06 21:14:21.165825,4
2026-03-06 21:14:21.166174,4
2026-03-06 21:14:21.166338,4
2026-03-06 21:14:21.167072,4
2026-03-06 21:14:21.275092,4
2026-03-06 21:14:21.275367,4
2026-03-06 21:14:21.275633,4
2026-03-06 21:14:21.275669,4
2026-03-06 21:14:21.275948,4
2026-03-06 21:14:21.276207,4
2026-03-06 21:14:21.383073,4
2026-03-06 21:14:21.383325,4
2026-03-06 21:14:21.383547,4
2026-03-06 21:14:21.383792,4
2026-03-06 21:14:21.384232,4
2026-03-06 21:14:21.492738,4
2026-03-06 21:14:21.492862,4
2026-03-06 21:14:21.492896,4
2026-03-06 21:14:21.493104,4
2026-03-06 21:14:21.49377,4
2026-03-06 21:14:21.494648,4
2026-03-06 21:14:21.494796,4
2026-03-06 21:14:21.495055,4
2026-03-06 21:14:21.495382,4
2026-03-06 21:14:21.601261,4
2026-03-06 21:14:21.601485,4
2026-03-06 21:14:21.601699,4
2026-03-06 21:14:21.601882,4
2026-03-06 21:14:21.601941,4
2026-03-06 21:14:21.60221,4
2026-03-06 21:14:21.60248,4
2026-03-06 21:14:21.710442,4
2026-03-06 21:14:21.710882,4
2026-03-06 21:14:21.711328,4
2026-03-06 21:14:21.711525,4
2026-03-06 21:14:21.711637,4
2026-03-06 21:14:21.711716,4
2026-03-06 21:14:21.711918,4
2026-03-06 21:14:21.712124,4
2026-03-06 21:14:21.818863,4
2026-03-06 21:14:21.819121,4
2026-03-06 21:14:21.819406,4
2026-03-06 21:14:21.819575,4
2026-03-06 21:14:21.819681,4
2026-03-06 21:14:21.81994,4
2026-03-06 21:14:21.927884,4
2026-03-06 21:14:21.928068,4
2026-03-06 21:14:21.928287,4
2026-03-06 21:14:21.928478,4
2026-03-06 21:14:21.928539,4
2026-03-06 21:14:21.928659,4
2026-03-06 21:14:22.036915,4
2026-03-06 21:14:22.037166,4
2026-03-06 21:14:22.037436,4
2026-03-06 21:14:22.037679,4
2026-03-06 21:14:22.037934,4
2026-03-06 21:14:22.038089,4
2026-03-06 21:14:22.038234,4
2026-03-06 21:14:22.14564,4
2026-03-06 21:14:22.145756,4
2026-03-06 21:14:22.145967,4
2026-03-06 21:14:22.146263,4
2026-03-06 21:14:22.146467,4
2026-03-06 21:14:22.146469,4
2026-03-06 21:14:22.254934,4
2026-03-06 21:14:22.255359,4
2026-03-06 21:14:22.255669,4
2026-03-06 21:14:22.255924,4
2026-03-06 21:14:22.256242,4
2026-03-06 21:14:22.256316,4
2026-03-06 21:14:22.25667,4
2026-03-06 21:14:22.256979,4
2026-03-06 21:14:22.364074,4
2026-03-06 21:14:22.364318,4
2026-03-06 21:14:22.364544,4
2026-03-06 21:14:22.364788,4
2026-03-06 21:14:22.365018,4
2026-03-06 21:14:22.365026,4
2026-03-06 21:14:22.473122,4
2026-03-06 21:14:22.473362,4
2026-03-06 21:14:22.473581,4
2026-03-06 21:14:22.473777,4
2026-03-06 21:14:22.473998,4
2026-03-06 21:14:22.474264,4
2026-03-06 21:14:22.474398,4
2026-03-06 21:14:22.582114,4
2026-03-06 21:14:22.582237,4
2026-03-06 21:14:22.582354,4
2026-03-06 21:14:22.582516,4
2026-03-06 21:14:22.582579,4
2026-03-06 21:14:22.582632,4
2026-03-06 21:14:22.582639,4
2026-03-06 21:14:22.582793,4
2026-03-06 21:14:22.690667,4
2026-03-06 21:14:22.690719,4
2026-03-06 21:14:22.690741,4
2026-03-06 21:14:22.690773,4
2026-03-06 21:14:22.690801,4
2026-03-06 21:14:22.690851,4
2026-03-06 21:14:22.691083,4
2026-03-06 21:14:22.799763,4
2026-03-06 21:14:22.799823,4
2026-03-06 21:14:22.799867,4
2026-03-06 21:14:22.799913,4
2026-03-06 21:14:22.799995,4
2026-03-06 21:14:22.800069,4
2026-03-06 21:14:22.800161,4
2026-03-06 21:14:22.800246,4
2026-03-06 21:14:22.800375,4
2026-03-06 21:14:22.909185,4
2026-03-06 21:14:22.909241,4
2026-03-06 21:14:22.909303,4
2026-03-06 21:14:22.909375,4
2026-03-06 21:14:22.909451,4
2026-03-06 21:14:22.909532,4
2026-03-06 21:14:22.909607,4
2026-03-06 21:14:22.909728,4
2026-03-06 21:14:23.017911,4
2026-03-06 21:14:23.017986,4
2026-03-06 21:14:23.01804,4
2026-03-06 21:14:23.018085,4
2026-03-06 21:14:23.018728,4
2026-03-06 21:14:23.126717,4
2026-03-06 21:14:23.126791,4
2026-03-06 21:14:23.126878,4
2026-03-06 21:14:23.126974,4
2026-03-06 21:14:23.127089,4
2026-03-06 21:14:23.127266,4
2026-03-06 21:14:23.236009,4
2026-03-06 21:14:23.23633,4
2026-03-06 21:14:23.236404,4
2026-03-06 21:14:23.23644,4
2026-03-06 21:14:23.236487,4
2026-03-06 21:14:23.236574,4
2026-03-06 21:14:23.236658,4
2026-03-06 21:14:23.236969,4
2026-03-06 21:14:23.237055,4
2026-03-06 21:14:23.237136,4
2026-03-06 21:14:23.34452,4
2026-03-06 21:14:23.344579,4
2026-03-06 21:14:23.344621,4
2026-03-06 21:14:23.344669,4
2026-03-06 21:14:23.344789,4
2026-03-06 21:14:23.344873,4
2026-03-06 21:14:23.344921,4
2026-03-06 21:14:23.344957,4
2026-03-06 21:14:23.453836,4
2026-03-06 21:14:23.453909,4
2026-03-06 21:14:23.453957,4
2026-03-06 21:14:23.454026,4
2026-03-06 21:14:23.454107,4
2026-03-06 21:14:23.454178,4
2026-03-06 21:14:23.454216,4
2026-03-06 21:14:23.563254,4
2026-03-06 21:14:23.563375,4
2026-03-06 21:14:23.563515,4
2026-03-06 21:14:23.563647,4
2026-03-06 21:14:23.563697,4
2026-03-06 21:14:23.563795,4
2026-03-06 21:14:23.563962,4
2026-03-06 21:14:23.671473,4
2026-03-06 21:14:23.671678,4
2026-03-06 21:14:23.671979,4
2026-03-06 21:14:23.672026,4
2026-03-06 21:14:23.781379,4
2026-03-06 21:14:23.781633,4
2026-03-06 21:14:23.781756,4
2026-03-06 21:14:23.782202,4
2026-03-06 21:14:23.782436,4
2026-03-06 21:14:23.782832,4
2026-03-06 21:14:23.890135,4
2026-03-06 21:14:23.890352,4
2026-03-06 21:14:23.890555,4
2026-03-06 21:14:23.890712,4
2026-03-06 21:14:23.890958,4
2026-03-06 21:14:23.891753,4
2026-03-06 21:14:23.999224,4
2026-03-06 21:14:23.999408,4
2026-03-06 21:14:23.999564,4
2026-03-06 21:14:23.99971,4
2026-03-06 21:14:23.999712,4
2026-03-06 21:14:24.108002,4
2026-03-06 21:14:24.108214,4
2026-03-06 21:14:24.108452,4
2026-03-06 21:14:24.108702,4
2026-03-06 21:14:24.108985,4
2026-03-06 21:14:24.109187,4
2026-03-06 21:14:24.216515,4
2026-03-06 21:14:24.216585,4
2026-03-06 21:14:24.216766,4
2026-03-06 21:14:24.216833,4
2026-03-06 21:14:24.216886,4
2026-03-06 21:14:24.217017,4
2026-03-06 21:14:24.325942,4
2026-03-06 21:14:24.326011,4
2026-03-06 21:14:24.326065,4
2026-03-06 21:14:24.326186,4
2026-03-06 21:14:24.326416,4
2026-03-06 21:14:24.32659,4
2026-03-06 21:14:24.326673,4
2026-03-06 21:14:24.4356,4
2026-03-06 21:14:24.435951,4
2026-03-06 21:14:24.436298,4
2026-03-06 21:14:24.436311,4
2026-03-06 21:14:24.436614,4
2026-03-06 21:14:24.436847,4
2026-03-06 21:14:24.437069,4
2026-03-06 21:14:24.437294,4
2026-03-06 21:14:24.543822,4
2026-03-06 21:14:24.543968,4
2026-03-06 21:14:24.544131,4
2026-03-06 21:14:24.544362,4
2026-03-06 21:14:24.544456,4
2026-03-06 21:14:24.544546,4
2026-03-06 21:14:24.652839,4
2026-03-06 21:14:24.653011,4
2026-03-06 21:14:24.653182,4
2026-03-06 21:14:24.653339,4
2026-03-06 21:14:24.65351,4
2026-03-06 21:14:24.653734,4
2026-03-06 21:14:24.762204,4
2026-03-06 21:14:24.762399,4
2026-03-06 21:14:24.762586,4
2026-03-06 21:14:24.762764,4
2026-03-06 21:14:24.76297,4
2026-03-06 21:14:24.763112,4
2026-03-06 21:14:24.763175,4
2026-03-06 21:14:24.871145,4
2026-03-06 21:14:24.871242,4
2026-03-06 21:14:24.871336,4
2026-03-06 21:14:24.871437,4
2026-03-06 21:14:24.871533,4
2026-03-06 21:14:24.871632,4
2026-03-06 21:14:24.871653,4
2026-03-06 21:14:24.871723,4
2026-03-06 21:14:24.871822,4
2026-03-06 21:14:24.979964,4
2026-03-06 21:14:24.980212,4
2026-03-06 21:14:24.980462,4
2026-03-06 21:14:24.980476,4
2026-03-06 21:14:24.980707,4
2026-03-06 21:14:24.980936,4
2026-03-06 21:14:25.088869,4
2026-03-06 21:14:25.089017,4
2026-03-06 21:14:25.089187,4
2026-03-06 21:14:25.089342,4
2026-03-06 21:14:25.089409,4
2026-03-06 21:14:25.08953,4
2026-03-06 21:14:25.197985,4
2026-03-06 21:14:25.198228,4
2026-03-06 21:14:25.198427,4
2026-03-06 21:14:25.198655,4
2026-03-06 21:14:25.19866,4
2026-03-06 21:14:25.199111,4
2026-03-06 21:14:25.30725,4
2026-03-06 21:14:25.307718,4
2026-03-06 21:14:25.307896,4
2026-03-06 21:14:25.30799,4
2026-03-06 21:14:25.308078,4
2026-03-06 21:14:25.416315,4
2026-03-06 21:14:25.416464,4
2026-03-06 21:14:25.416609,4
2026-03-06 21:14:25.416673,4
2026-03-06 21:14:25.416766,4
2026-03-06 21:14:25.416925,4
2026-03-06 21:14:25.417119,4
2026-03-06 21:14:25.52543,4
2026-03-06 21:14:25.525734,4
2026-03-06 21:14:25.526318,4
2026-03-06 21:14:25.526574,4
2026-03-06 21:14:25.526723,4
2026-03-06 21:14:25.526795,4
2026-03-06 21:14:25.526931,4
2026-03-06 21:14:25.527091,4
2026-03-06 21:14:25.634583,4
2026-03-06 21:14:25.634834,4
2026-03-06 21:14:25.635063,4
2026-03-06 21:14:25.635329,4
2026-03-06 21:14:25.635557,4
2026-03-06 21:14:25.743588,4
2026-03-06 21:14:25.743833,4
2026-03-06 21:14:25.744068,4
2026-03-06 21:14:25.744313,4
2026-03-06 21:14:25.744546,4
2026-03-06 21:14:25.744604,4
2026-03-06 21:14:25.851714,4
2026-03-06 21:14:25.851895,4
2026-03-06 21:14:25.851907,4
2026-03-06 21:14:25.85211,4
2026-03-06 21:14:25.852306,4
2026-03-06 21:14:25.852539,4
2026-03-06 21:14:25.96085,4
2026-03-06 21:14:25.960931,4
2026-03-06 21:14:25.960969,4
2026-03-06 21:14:25.961017,4
2026-03-06 21:14:25.961094,4
2026-03-06 21:14:25.961281,4
2026-03-06 21:14:25.961339,4
2026-03-06 21:14:26.06964,4
2026-03-06 21:14:26.069805,4
2026-03-06 21:14:26.069876,4
2026-03-06 21:14:26.069947,4
2026-03-06 21:14:26.070084,4
2026-03-06 21:14:26.070267,4
2026-03-06 21:14:26.070413,4
2026-03-06 21:14:26.17921,4
2026-03-06 21:14:26.179319,4
2026-03-06 21:14:26.179411,4
2026-03-06 21:14:26.179739,4
2026-03-06 21:14:26.180026,4
2026-03-06 21:14:26.288177,4
2026-03-06 21:14:26.288402,4
2026-03-06 21:14:26.288626,4
2026-03-06 21:14:26.288882,4
2026-03-06 21:14:26.289129,4
2026-03-06 21:14:26.28917,4
2026-03-06 21:14:26.397166,4
2026-03-06 21:14:26.397261,4
2026-03-06 21:14:26.397387,4
2026-03-06 21:14:26.397649,4
2026-03-06 21:14:26.397955,4
2026-03-06 21:14:26.397956,4
2026-03-06 21:14:26.506175,4
2026-03-06 21:14:26.506319,4
2026-03-06 21:14:26.50647,4
2026-03-06 21:14:26.506546,4
2026-03-06 21:14:26.506629,4
2026-03-06 21:14:26.506801,4
2026-03-06 21:14:26.506963,4
2026-03-06 21:14:26.507139,4
2026-03-06 21:14:26.614958,4
2026-03-06 21:14:26.615116,4
2026-03-06 21:14:26.615284,4
2026-03-06 21:14:26.615449,4
2026-03-06 21:14:26.615608,4
2026-03-06 21:14:26.615716,4
2026-03-06 21:14:26.615831,4
2026-03-06 21:14:26.724258,4
2026-03-06 21:14:26.724449,4
2026-03-06 21:14:26.724636,4
2026-03-06 21:14:26.724816,4
2026-03-06 21:14:26.724882,4
2026-03-06 21:14:26.725031,4
2026-03-06 21:14:26.83289,4
2026-03-06 21:14:26.833044,4
2026-03-06 21:14:26.833224,4
2026-03-06 21:14:26.833412,4
2026-03-06 21:14:26.833431,4
2026-03-06 21:14:26.833594,4
2026-03-06 21:14:26.94225,4
2026-03-06 21:14:26.942436,4
2026-03-06 21:14:26.942615,4
2026-03-06 21:14:26.942803,4
2026-03-06 21:14:26.942967,4
2026-03-06 21:14:26.943004,4
2026-03-06 21:14:26.943456,4
2026-03-06 21:14:27.050598,4
2026-03-06 21:14:27.050735,4
2026-03-06 21:14:27.050896,4
2026-03-06 21:14:27.051042,4
2026-03-06 21:14:27.05111,4
2026-03-06 21:14:27.051208,4
2026-03-06 21:14:27.159961,4
2026-03-06 21:14:27.160095,4
2026-03-06 21:14:27.160289,4
2026-03-06 21:14:27.16046,4
2026-03-06 21:14:27.160478,4
2026-03-06 21:14:27.160828,4
2026-03-06 21:14:27.161017,4
2026-03-06 21:14:27.26891,4
2026-03-06 21:14:27.269012,4
2026-03-06 21:14:27.269056,4
2026-03-06 21:14:27.269087,4
2026-03-06 21:14:27.269211,4
2026-03-06 21:14:27.269442,4
2026-03-06 21:14:27.269473,4
2026-03-06 21:14:27.378042,4
2026-03-06 21:14:27.378204,4
2026-03-06 21:14:27.37835,4
2026-03-06 21:14:27.378515,4
2026-03-06 21:14:27.37859,4
2026-03-06 21:14:27.378662,4
2026-03-06 21:14:27.4868,4
2026-03-06 21:14:27.486955,4
2026-03-06 21:14:27.487132,4
2026-03-06 21:14:27.48735,4
2026-03-06 21:14:27.487469,4
2026-03-06 21:14:27.487615,4
2026-03-06 21:14:27.596247,4
2026-03-06 21:14:27.596449,4
2026-03-06 21:14:27.596645,4
2026-03-06 21:14:27.596871,4
2026-03-06 21:14:27.596873,4
2026-03-06 21:14:27.597211,4
2026-03-06 21:14:27.705396,4
2026-03-06 21:14:27.706156,4
2026-03-06 21:14:27.706291,4
2026-03-06 21:14:27.70645,4
2026-03-06 21:14:27.706621,4
2026-03-06 21:14:27.70678,4
2026-03-06 21:14:27.706942,4
2026-03-06 21:14:27.707099,4
2026-03-06 21:14:27.707406,4
2026-03-06 21:14:27.814197,4
2026-03-06 21:14:27.814322,4
2026-03-06 21:14:27.814461,4
2026-03-06 21:14:27.814475,4
2026-03-06 21:14:27.814605,4
2026-03-06 21:14:27.814766,4
2026-03-06 21:14:27.814923,4
2026-03-06 21:14:27.815367,4
2026-03-06 21:14:27.922987,4
2026-03-06 21:14:27.923151,4
2026-03-06 21:14:27.923372,4
2026-03-06 21:14:27.923521,4
2026-03-06 21:14:27.923575,4
2026-03-06 21:14:27.923793,4
2026-03-06 21:14:28.031651,4
2026-03-06 21:14:28.031736,4
2026-03-06 21:14:28.031872,4
2026-03-06 21:14:28.031987,4
2026-03-06 21:14:28.032102,4
2026-03-06 21:14:28.032221,4
2026-03-06 21:14:28.032258,4
2026-03-06 21:14:28.141076,4
2026-03-06 21:14:28.141545,4
2026-03-06 21:14:28.141986,4
2026-03-06 21:14:28.142481,4
2026-03-06 21:14:28.14251,4
2026-03-06 21:14:28.14269,4
2026-03-06 21:14:28.142876,4
2026-03-06 21:14:28.143087,4
2026-03-06 21:14:28.250093,4
2026-03-06 21:14:28.250282,4
2026-03-06 21:14:28.250461,4
2026-03-06 21:14:28.250584,4
2026-03-06 21:14:28.250626,4
2026-03-06 21:14:28.250844,4
2026-03-06 21:14:28.358956,4
2026-03-06 21:14:28.359123,4
2026-03-06 21:14:28.35933,4
2026-03-06 21:14:28.359408,4
2026-03-06 21:14:28.359516,4
2026-03-06 21:14:28.467647,4
2026-03-06 21:14:28.46769,4
2026-03-06 21:14:28.467734,4
2026-03-06 21:14:28.467796,4
2026-03-06 21:14:28.467851,4
2026-03-06 21:14:28.467978,4
2026-03-06 21:14:28.46809,4
2026-03-06 21:14:28.576559,4
2026-03-06 21:14:28.576928,4
2026-03-06 21:14:28.57702,4
2026-03-06 21:14:28.577258,4
2026-03-06 21:14:28.577542,4
2026-03-06 21:14:28.686224,4
2026-03-06 21:14:28.686321,4
2026-03-06 21:14:28.686416,4
2026-03-06 21:14:28.686521,4
2026-03-06 21:14:28.686581,4
2026-03-06 21:14:28.686624,4
2026-03-06 21:14:28.68673,4
2026-03-06 21:14:28.795629,4
2026-03-06 21:14:28.795983,4
2026-03-06 21:14:28.796086,4
2026-03-06 21:14:28.796545,4
2026-03-06 21:14:28.796932,4
2026-03-06 21:14:28.797393,4
2026-03-06 21:14:28.798029,4
2026-03-06 21:14:28.798602,4
2026-03-06 21:14:28.905431,4
2026-03-06 21:14:28.90559,4
2026-03-06 21:14:28.905733,4
2026-03-06 21:14:28.905995,4
2026-03-06 21:14:29.013211,4
2026-03-06 21:14:29.013584,4
2026-03-06 21:14:29.013881,4
2026-03-06 21:14:29.01407,4
2026-03-06 21:14:29.014261,4
2026-03-06 21:14:29.014288,4
2026-03-06 21:14:29.122887,4
2026-03-06 21:14:29.123141,4
2026-03-06 21:14:29.123446,4
2026-03-06 21:14:29.123716,4
2026-03-06 21:14:29.123823,4
2026-03-06 21:14:29.23072,4
2026-03-06 21:14:29.230893,4
2026-03-06 21:14:29.231074,4
2026-03-06 21:14:29.231277,4
2026-03-06 21:14:29.231393,4
2026-03-06 21:14:29.339719,4
2026-03-06 21:14:29.339886,4
2026-03-06 21:14:29.340068,4
2026-03-06 21:14:29.340073,4
2026-03-06 21:14:29.340252,4
2026-03-06 21:14:29.449309,4
2026-03-06 21:14:29.44956,4
2026-03-06 21:14:29.449963,4
2026-03-06 21:14:29.450782,4
2026-03-06 21:14:29.557752,4
2026-03-06 21:14:29.557882,4
2026-03-06 21:14:29.55802,4
2026-03-06 21:14:29.558171,4
2026-03-06 21:14:29.558263,4
2026-03-06 21:14:29.558344,4
2026-03-06 21:14:29.666835,4
2026-03-06 21:14:29.666924,4
2026-03-06 21:14:29.667071,4
2026-03-06 21:14:29.66742,4
2026-03-06 21:14:29.667451,4
2026-03-06 21:14:29.775896,4
2026-03-06 21:14:29.77606,4
2026-03-06 21:14:29.776252,4
2026-03-06 21:14:29.776371,4
2026-03-06 21:14:29.776438,4
2026-03-06 21:14:29.884899,4
2026-03-06 21:14:29.884965,4
2026-03-06 21:14:29.885039,4
2026-03-06 21:14:29.885118,4
2026-03-06 21:14:29.885202,4
2026-03-06 21:14:29.885367,4
2026-03-06 21:14:29.994111,4
2026-03-06 21:14:29.99455,4
2026-03-06 21:14:29.994939,4
2026-03-06 21:14:29.995232,4
2026-03-06 21:14:29.995242,4
2026-03-06 21:14:30.103205,4
2026-03-06 21:14:30.103357,4
2026-03-06 21:14:30.103535,4
2026-03-06 21:14:30.103734,4
2026-03-06 21:14:30.10377,4
2026-03-06 21:14:30.104142,4
2026-03-06 21:14:30.104356,4
2026-03-06 21:14:30.104436,4
2026-03-06 21:14:30.212125,4
2026-03-06 21:14:30.212224,4
2026-03-06 21:14:30.212333,4
2026-03-06 21:14:30.212462,4
2026-03-06 21:14:30.212674,4
2026-03-06 21:14:30.212996,4
2026-03-06 21:14:30.213265,4
2026-03-06 21:14:30.321149,4
2026-03-06 21:14:30.321568,4
2026-03-06 21:14:30.321806,4
2026-03-06 21:14:30.321964,4
2026-03-06 21:14:30.322093,4
2026-03-06 21:14:30.430211,4
2026-03-06 21:14:30.430322,4
2026-03-06 21:14:30.430557,4
2026-03-06 21:14:30.430611,4
2026-03-06 21:14:30.430958,4
2026-03-06 21:14:30.431188,4
2026-03-06 21:14:30.431611,4
2026-03-06 21:14:30.432098,4
2026-03-06 21:14:30.538977,4
2026-03-06 21:14:30.539144,4
2026-03-06 21:14:30.539313,4
2026-03-06 21:14:30.539471,4
2026-03-06 21:14:30.539997,4
2026-03-06 21:14:30.648527,4
2026-03-06 21:14:30.648748,4
2026-03-06 21:14:30.648976,4
2026-03-06 21:14:30.649156,4
2026-03-06 21:14:30.649236,4
2026-03-06 21:14:30.649479,4
2026-03-06 21:14:30.757481,4
2026-03-06 21:14:30.757688,4
2026-03-06 21:14:30.757899,4
2026-03-06 21:14:30.758108,4
2026-03-06 21:14:30.758405,4
2026-03-06 21:14:30.758418,4
2026-03-06 21:14:30.758639,4
2026-03-06 21:14:30.866435,4
2026-03-06 21:14:30.866726,4
2026-03-06 21:14:30.867972,4
2026-03-06 21:14:30.868902,4
2026-03-06 21:14:30.869082,4
2026-03-06 21:14:30.869352,4
2026-03-06 21:14:30.869831,4
2026-03-06 21:14:30.975038,4
2026-03-06 21:14:30.975165,4
2026-03-06 21:14:30.975288,4
2026-03-06 21:14:30.975313,4
2026-03-06 21:14:30.975405,4
2026-03-06 21:14:31.08432,4
2026-03-06 21:14:31.084522,4
2026-03-06 21:14:31.084759,4
2026-03-06 21:14:31.084918,4
2026-03-06 21:14:31.08498,4
2026-03-06 21:14:31.085224,4
2026-03-06 21:14:31.19327,4
2026-03-06 21:14:31.193389,4
2026-03-06 21:14:31.19346,4
2026-03-06 21:14:31.193565,4
2026-03-06 21:14:31.193903,4
2026-03-06 21:14:31.302064,4
2026-03-06 21:14:31.302242,4
2026-03-06 21:14:31.302441,4
2026-03-06 21:14:31.302635,4
2026-03-06 21:14:31.303344,4
2026-03-06 21:14:31.411652,4
2026-03-06 21:14:31.411899,4
2026-03-06 21:14:31.412185,4
2026-03-06 21:14:31.41232,4
2026-03-06 21:14:31.412456,4
2026-03-06 21:14:31.519912,4
2026-03-06 21:14:31.520015,4
2026-03-06 21:14:31.520129,4
2026-03-06 21:14:31.520149,4
2026-03-06 21:14:31.629303,4
2026-03-06 21:14:31.629506,4
2026-03-06 21:14:31.629702,4
2026-03-06 21:14:31.629917,4
2026-03-06 21:14:31.630031,4
2026-03-06 21:14:31.738197,4
2026-03-06 21:14:31.738352,4
2026-03-06 21:14:31.738498,4
2026-03-06 21:14:31.738654,4
2026-03-06 21:14:31.738803,4
2026-03-06 21:14:31.738813,4
2026-03-06 21:14:31.738982,4
2026-03-06 21:14:31.847018,4
2026-03-06 21:14:31.847213,4
2026-03-06 21:14:31.8474,4
2026-03-06 21:14:31.847612,4
2026-03-06 21:14:31.847613,4
2026-03-06 21:14:31.847821,4
2026-03-06 21:14:31.955706,4
2026-03-06 21:14:31.955912,4
2026-03-06 21:14:31.955998,4
2026-03-06 21:14:31.95613,4
2026-03-06 21:14:31.956241,4
2026-03-06 21:14:31.95644,4
2026-03-06 21:14:31.956535,4
2026-03-06 21:14:32.065079,4
2026-03-06 21:14:32.065245,4
2026-03-06 21:14:32.065403,4
2026-03-06 21:14:32.065545,4
2026-03-06 21:14:32.065584,4
2026-03-06 21:14:32.173575,4
2026-03-06 21:14:32.173721,4
2026-03-06 21:14:32.173855,4
2026-03-06 21:14:32.173984,4
2026-03-06 21:14:32.174165,4
2026-03-06 21:14:32.283025,4
2026-03-06 21:14:32.283259,4
2026-03-06 21:14:32.283415,4
2026-03-06 21:14:32.283459,4
2026-03-06 21:14:32.283627,4
2026-03-06 21:14:32.391465,4
2026-03-06 21:14:32.391598,4
2026-03-06 21:14:32.391721,4
2026-03-06 21:14:32.391971,4
2026-03-06 21:14:32.39211,4
2026-03-06 21:14:32.500984,4
2026-03-06 21:14:32.501232,4
2026-03-06 21:14:32.501452,4
2026-03-06 21:14:32.501465,4
2026-03-06 21:14:32.501698,4
2026-03-06 21:14:32.501959,4
2026-03-06 21:14:32.502224,4
2026-03-06 21:14:32.609748,4
2026-03-06 21:14:32.609827,4
2026-03-06 21:14:32.609939,4
2026-03-06 21:14:32.610095,4
2026-03-06 21:14:32.610338,4
