time,ACT.Fuel_Fill_Press.channel_id
2026-03-06 21:14:19.074264,10
2026-03-06 21:14:19.129365,10
2026-03-06 21:14:19.129386,10
2026-03-06 21:14:19.176598,10
2026-03-06 21:14:19.176612,10
2026-03-06 21:14:19.231588,10
2026-03-06 21:14:19.231601,10
2026-03-06 21:14:19.27841,10
2026-03-06 21:14:19.278418,10
2026-03-06 21:14:19.333856,10
2026-03-06 21:14:19.333865,10
2026-03-06 21:14:19.38014,10
2026-03-06 21:14:19.380147,10
2026-03-06 21:14:19.435392,10
2026-03-06 21:14:19.435408,10
2026-03-06 21:14:19.482335,10
2026-03-06 21:14:19.482357,10
2026-03-06 21:14:19.537428,10
2026-03-06 21:14:19.537439,10
2026-03-06 21:14:19.584909,10
2026-03-06 21:14:19.584933,10
2026-03-06 21:14:19.640076,10
2026-03-06 21:14:19.640097,10
2026-03-06 21:14:19.686759,10
2026-03-06 21:14:19.686787,10
2026-03-06 21:14:19.74169,10
2026-03-06 21:14:19.741716,10
2026-03-06 21:14:19.788994,10
2026-03-06 21:14:19.789018,10
2026-03-06 21:14:19.843926,10
2026-03-06 21:14:19.843943,10
2026-03-06 21:14:19.890211,10
2026-03-06 21:14:19.890225,10
2026-03-06 21:14:19.945997,10
2026-03-06 21:14:19.946029,10
2026-03-06 21:14:19.993407,10
2026-03-06 21:14:19.993461,10
2026-03-06 21:14:20.047779,10
2026-03-06 21:14:20.047796,10
2026-03-06 21:14:20.094192,10
2026-03-06 21:14:20.094208,10
2026-03-06 21:14:20.149662,10
2026-03-06 21:14:20.149679,10
2026-03-06 21:14:20.196609,10
2026-03-06 21:14:20.196623,10
2026-03-06 21:14:20.251393,10
2026-03-06 21:14:20.251409,10
2026-03-06 21:14:20.298634,10
2026-03-06 21:14:20.298652,10
2026-03-06 21:14:20.353657,10
2026-03-06 21:14:20.353674,10
2026-03-06 21:14:20.400567,10
2026-03-06 21:14:20.400579,10
2026-03-06 21:14:20.455968,10
2026-03-06 21:14:20.455985,10
2026-03-06 21:14:20.50239,10
2026-03-06 21:14:20.502404,10
2026-03-06 21:14:20.557641,10
2026-03-06 21:14:20.557657,10
2026-03-06 21:14:20.604717,10
2026-03-06 21:14:20.604736,10
2026-03-06 21:14:20.659301,10
2026-03-06 21:14:20.659316,10
2026-03-06 21:14:20.706445,10
2026-03-06 21:14:20.706465,10
2026-03-06 21:14:20.761873,10
2026-03-06 21:14:20.761886,10
2026-03-06 21:14:20.808887,10
2026-03-06 21:14:20.808901,10
2026-03-06 21:14:20.863487,10
2026-03-06 21:14:20.863502,10
2026-03-06 21:14:20.910373,10
2026-03-06 21:14:20.910392,10
2026-03-06 21:14:20.96586,10
2026-03-06 21:14:20.965874,10
2026-03-06 21:14:21.012543,10
2026-03-06 21:14:21.012558,10
2026-03-06 21:14:21.0675,10
2026-03-06 21:14:21.067521,10
2026-03-06 21:14:21.114785,10
2026-03-06 21:14:21.114809,10
2026-03-06 21:14:21.170198,10
2026-03-06 21:14:21.170234,10
2026-03-06 21:14:21.21641,10
2026-03-06 21:14:21.216431,10
2026-03-06 21:14:21.27187,10
2026-03-06 21:14:21.271887,10
2026-03-06 21:14:21.318587,10
2026-03-06 21:14:21.318615,10
2026-03-06 21:14:21.373776,10
2026-03-06 21:14:21.3738,10
2026-03-06 21:14:21.420591,10
2026-03-06 21:14:21.420629,10
2026-03-06 21:14:21.475889,10
2026-03-06 21:14:21.47592,10
2026-03-06 21:14:21.522865,10
2026-03-06 21:14:21.522895,10
2026-03-06 21:14:21.5776,10
2026-03-06 21:14:21.577621,10
2026-03-06 21:14:21.624672,10
2026-03-06 21:14:21.624698,10
2026-03-06 21:14:21.679868,10
2026-03-06 21:14:21.67991,10
2026-03-06 21:14:21.726391,10
2026-03-06 21:14:21.726418,10
2026-03-06 21:14:21.782153,10
2026-03-06 21:14:21.782194,10
2026-03-06 21:14:21.828483,10
2026-03-06 21:14:21.828508,10
2026-03-06 21:14:21.883471,10
2026-03-06 21:14:21.883488,10
2026-03-06 21:14:21.930639,10
2026-03-06 21:14:21.930664,10
2026-03-06 21:14:21.986199,10
2026-03-06 21:14:21.986227,10
2026-03-06 21:14:22.032959,10
2026-03-06 21:14:22.032987,10
2026-03-06 21:14:22.088371,10
2026-03-06 21:14:22.088406,10
2026-03-06 21:14:22.134813,10
2026-03-06 21:14:22.134849,10
2026-03-06 21:14:22.190028,10
2026-03-06 21:14:22.190058,10
2026-03-06 21:14:22.236675,10
2026-03-06 21:14:22.236693,10
2026-03-06 21:14:22.291867,10
2026-03-06 21:14:22.291898,10
2026-03-06 21:14:22.338442,10
2026-03-06 21:14:22.338462,10
2026-03-06 21:14:22.394,10
2026-03-06 21:14:22.394034,10
2026-03-06 21:14:22.440678,10
2026-03-06 21:14:22.440705,10
2026-03-06 21:14:22.495985,10
2026-03-06 21:14:22.496018,10
2026-03-06 21:14:22.542759,10
2026-03-06 21:14:22.542782,10
2026-03-06 21:14:22.598079,10
2026-03-06 21:14:22.598111,10
2026-03-06 21:14:22.644798,10
2026-03-06 21:14:22.644812,10
2026-03-06 21:14:22.699801,10
2026-03-06 21:14:22.69982,10
2026-03-06 21:14:22.746504,10
2026-03-06 21:14:22.746519,10
2026-03-06 21:14:22.801658,10
2026-03-06 21:14:22.801673,10
2026-03-06 21:14:22.848438,10
2026-03-06 21:14:22.848446,10
2026-03-06 21:14:22.903894,10
2026-03-06 21:14:22.90391,10
2026-03-06 21:14:22.950555,10
2026-03-06 21:14:22.950569,10
2026-03-06 21:14:23.00542,10
2026-03-06 21:14:23.005428,10
2026-03-06 21:14:23.052484,10
2026-03-06 21:14:23.0525,10
2026-03-06 21:14:23.10794,10
2026-03-06 21:14:23.107962,10
2026-03-06 21:14:23.154551,10
2026-03-06 21:14:23.15457,10
2026-03-06 21:14:23.209606,10
2026-03-06 21:14:23.209624,10
2026-03-06 21:14:23.256427,10
2026-03-06 21:14:23.256444,10
2026-03-06 21:14:23.311894,10
2026-03-06 21:14:23.311924,10
2026-03-06 21:14:23.35836,10
2026-03-06 21:14:23.358369,10
2026-03-06 21:14:23.413591,10
2026-03-06 21:14:23.41361,10
2026-03-06 21:14:23.460497,10
2026-03-06 21:14:23.46051,10
2026-03-06 21:14:23.515566,10
2026-03-06 21:14:23.515577,10
2026-03-06 21:14:23.562752,10
2026-03-06 21:14:23.562767,10
2026-03-06 21:14:23.61808,10
2026-03-06 21:14:23.618104,10
2026-03-06 21:14:23.664848,10
2026-03-06 21:14:23.664872,10
2026-03-06 21:14:23.71977,10
2026-03-06 21:14:23.719799,10
2026-03-06 21:14:23.766664,10
2026-03-06 21:14:23.766679,10
2026-03-06 21:14:23.821831,10
2026-03-06 21:14:23.821849,10
2026-03-06 21:14:23.868395,10
2026-03-06 21:14:23.868407,10
2026-03-06 21:14:23.924021,10
2026-03-06 21:14:23.924034,10
2026-03-06 21:14:23.970819,10
2026-03-06 21:14:23.970849,10
2026-03-06 21:14:24.026697,10
2026-03-06 21:14:24.026725,10
2026-03-06 21:14:24.072411,10
2026-03-06 21:14:24.072438,10
2026-03-06 21:14:24.128024,10
2026-03-06 21:14:24.128039,10
2026-03-06 21:14:24.174353,10
2026-03-06 21:14:24.174366,10
2026-03-06 21:14:24.229621,10
2026-03-06 21:14:24.229634,10
2026-03-06 21:14:24.276346,10
2026-03-06 21:14:24.276362,10
2026-03-06 21:14:24.331553,10
2026-03-06 21:14:24.331572,10
2026-03-06 21:14:24.378883,10
2026-03-06 21:14:24.37892,10
2026-03-06 21:14:24.433879,10
2026-03-06 21:14:24.433898,10
2026-03-06 21:14:24.480825,10
2026-03-06 21:14:24.48085,10
2026-03-06 21:14:24.53574,10
2026-03-06 21:14:24.53577,10
2026-03-06 21:14:24.582235,10
2026-03-06 21:14:24.582248,10
2026-03-06 21:14:24.638021,10
2026-03-06 21:14:24.638047,10
2026-03-06 21:14:24.68474,10
2026-03-06 21:14:24.68476,10
2026-03-06 21:14:24.740011,10
2026-03-06 21:14:24.740039,10
2026-03-06 21:14:24.786672,10
2026-03-06 21:14:24.786692,10
2026-03-06 21:14:24.841464,10
2026-03-06 21:14:24.841479,10
2026-03-06 21:14:24.888617,10
2026-03-06 21:14:24.888638,10
2026-03-06 21:14:24.943824,10
2026-03-06 21:14:24.943848,10
2026-03-06 21:14:24.99083,10
2026-03-06 21:14:24.990867,10
2026-03-06 21:14:25.046098,10
2026-03-06 21:14:25.04612,10
2026-03-06 21:14:25.092764,10
2026-03-06 21:14:25.092787,10
2026-03-06 21:14:25.14759,10
2026-03-06 21:14:25.147615,10
2026-03-06 21:14:25.194776,10
2026-03-06 21:14:25.194808,10
2026-03-06 21:14:25.249664,10
2026-03-06 21:14:25.249675,10
2026-03-06 21:14:25.296733,10
2026-03-06 21:14:25.296771,10
2026-03-06 21:14:25.351668,10
2026-03-06 21:14:25.351691,10
2026-03-06 21:14:25.399044,10
2026-03-06 21:14:25.399071,10
2026-03-06 21:14:25.453526,10
2026-03-06 21:14:25.453546,10
2026-03-06 21:14:25.500725,10
2026-03-06 21:14:25.500754,10
2026-03-06 21:14:25.555977,10
2026-03-06 21:14:25.555999,10
2026-03-06 21:14:25.602891,10
2026-03-06 21:14:25.602915,10
2026-03-06 21:14:25.658004,10
2026-03-06 21:14:25.658025,10
2026-03-06 21:14:25.704742,10
2026-03-06 21:14:25.704773,10
2026-03-06 21:14:25.759555,10
2026-03-06 21:14:25.759572,10
2026-03-06 21:14:25.806642,10
2026-03-06 21:14:25.806665,10
2026-03-06 21:14:25.861563,10
2026-03-06 21:14:25.861582,10
2026-03-06 21:14:25.908594,10
2026-03-06 21:14:25.908621,10
2026-03-06 21:14:25.963539,10
2026-03-06 21:14:25.963558,10
2026-03-06 21:14:26.01033,10
2026-03-06 21:14:26.010348,10
2026-03-06 21:14:26.065961,10
2026-03-06 21:14:26.06598,10
2026-03-06 21:14:26.112911,10
2026-03-06 21:14:26.112932,10
2026-03-06 21:14:26.167729,10
2026-03-06 21:14:26.167756,10
2026-03-06 21:14:26.214529,10
2026-03-06 21:14:26.21455,10
2026-03-06 21:14:26.26997,10
2026-03-06 21:14:26.269996,10
2026-03-06 21:14:26.316848,10
2026-03-06 21:14:26.316871,10
2026-03-06 21:14:26.372194,10
2026-03-06 21:14:26.372221,10
2026-03-06 21:14:26.41888,10
2026-03-06 21:14:26.41891,10
2026-03-06 21:14:26.473553,10
2026-03-06 21:14:26.473576,10
2026-03-06 21:14:26.520389,10
2026-03-06 21:14:26.520407,10
2026-03-06 21:14:26.576074,10
2026-03-06 21:14:26.576103,10
2026-03-06 21:14:26.622875,10
2026-03-06 21:14:26.622898,10
2026-03-06 21:14:26.677441,10
2026-03-06 21:14:26.677459,10
2026-03-06 21:14:26.72493,10
2026-03-06 21:14:26.724963,10
2026-03-06 21:14:26.78004,10
2026-03-06 21:14:26.78006,10
2026-03-06 21:14:26.826856,10
2026-03-06 21:14:26.826882,10
2026-03-06 21:14:26.881617,10
2026-03-06 21:14:26.881641,10
2026-03-06 21:14:26.928599,10
2026-03-06 21:14:26.928626,10
2026-03-06 21:14:26.984053,10
2026-03-06 21:14:26.984082,10
2026-03-06 21:14:27.031133,10
2026-03-06 21:14:27.031174,10
2026-03-06 21:14:27.085916,10
2026-03-06 21:14:27.085947,10
2026-03-06 21:14:27.132829,10
2026-03-06 21:14:27.132862,10
2026-03-06 21:14:27.188109,10
2026-03-06 21:14:27.18814,10
2026-03-06 21:14:27.234535,10
2026-03-06 21:14:27.234544,10
2026-03-06 21:14:27.289729,10
2026-03-06 21:14:27.289756,10
2026-03-06 21:14:27.336649,10
2026-03-06 21:14:27.336668,10
2026-03-06 21:14:27.391594,10
2026-03-06 21:14:27.39162,10
2026-03-06 21:14:27.438806,10
2026-03-06 21:14:27.438827,10
2026-03-06 21:14:27.493877,10
2026-03-06 21:14:27.493902,10
2026-03-06 21:14:27.540522,10
2026-03-06 21:14:27.540541,10
2026-03-06 21:14:27.596964,10
2026-03-06 21:14:27.596989,10
2026-03-06 21:14:27.643014,10
2026-03-06 21:14:27.643043,10
2026-03-06 21:14:27.697786,10
2026-03-06 21:14:27.697807,10
2026-03-06 21:14:27.744831,10
2026-03-06 21:14:27.744862,10
2026-03-06 21:14:27.799488,10
2026-03-06 21:14:27.799504,10
2026-03-06 21:14:27.846937,10
2026-03-06 21:14:27.846966,10
2026-03-06 21:14:27.90218,10
2026-03-06 21:14:27.902218,10
2026-03-06 21:14:27.948697,10
2026-03-06 21:14:27.948728,10
2026-03-06 21:14:28.004366,10
2026-03-06 21:14:28.004398,10
2026-03-06 21:14:28.050612,10
2026-03-06 21:14:28.050639,10
2026-03-06 21:14:28.106297,10
2026-03-06 21:14:28.106322,10
2026-03-06 21:14:28.152736,10
2026-03-06 21:14:28.152759,10
2026-03-06 21:14:28.208088,10
2026-03-06 21:14:28.20812,10
2026-03-06 21:14:28.254661,10
2026-03-06 21:14:28.25468,10
2026-03-06 21:14:28.30962,10
2026-03-06 21:14:28.309634,10
2026-03-06 21:14:28.356716,10
2026-03-06 21:14:28.356732,10
2026-03-06 21:14:28.41203,10
2026-03-06 21:14:28.412062,10
2026-03-06 21:14:28.458334,10
2026-03-06 21:14:28.45835,10
2026-03-06 21:14:28.513972,10
2026-03-06 21:14:28.513995,10
2026-03-06 21:14:28.560657,10
2026-03-06 21:14:28.56067,10
2026-03-06 21:14:28.615964,10
2026-03-06 21:14:28.615996,10
2026-03-06 21:14:28.66269,10
2026-03-06 21:14:28.662716,10
2026-03-06 21:14:28.717698,10
2026-03-06 21:14:28.71772,10
2026-03-06 21:14:28.76461,10
2026-03-06 21:14:28.76464,10
2026-03-06 21:14:28.819929,10
2026-03-06 21:14:28.819944,10
2026-03-06 21:14:28.866906,10
2026-03-06 21:14:28.866932,10
2026-03-06 21:14:28.921869,10
2026-03-06 21:14:28.921883,10
2026-03-06 21:14:28.96895,10
2026-03-06 21:14:28.968976,10
2026-03-06 21:14:29.023697,10
2026-03-06 21:14:29.023723,10
2026-03-06 21:14:29.070723,10
2026-03-06 21:14:29.070753,10
2026-03-06 21:14:29.125856,10
2026-03-06 21:14:29.125884,10
2026-03-06 21:14:29.172509,10
2026-03-06 21:14:29.17252,10
2026-03-06 21:14:29.227563,10
2026-03-06 21:14:29.22758,10
2026-03-06 21:14:29.274649,10
2026-03-06 21:14:29.274661,10
2026-03-06 21:14:29.329625,10
2026-03-06 21:14:29.329645,10
2026-03-06 21:14:29.37721,10
2026-03-06 21:14:29.377241,10
2026-03-06 21:14:29.431952,10
2026-03-06 21:14:29.43197,10
2026-03-06 21:14:29.478589,10
2026-03-06 21:14:29.478616,10
2026-03-06 21:14:29.53387,10
2026-03-06 21:14:29.533898,10
2026-03-06 21:14:29.580579,10
2026-03-06 21:14:29.580599,10
2026-03-06 21:14:29.636114,10
2026-03-06 21:14:29.636147,10
2026-03-06 21:14:29.682493,10
2026-03-06 21:14:29.682505,10
2026-03-06 21:14:29.737652,10
2026-03-06 21:14:29.737668,10
2026-03-06 21:14:29.784694,10
2026-03-06 21:14:29.784709,10
2026-03-06 21:14:29.839574,10
2026-03-06 21:14:29.839587,10
2026-03-06 21:14:29.886494,10
2026-03-06 21:14:29.886503,10
2026-03-06 21:14:29.941851,10
2026-03-06 21:14:29.941868,10
2026-03-06 21:14:29.989027,10
2026-03-06 21:14:29.98904,10
2026-03-06 21:14:30.043729,10
2026-03-06 21:14:30.043746,10
2026-03-06 21:14:30.090791,10
2026-03-06 21:14:30.090808,10
2026-03-06 21:14:30.145885,10
2026-03-06 21:14:30.145903,10
2026-03-06 21:14:30.192861,10
2026-03-06 21:14:30.192892,10
2026-03-06 21:14:30.247841,10
2026-03-06 21:14:30.247853,10
2026-03-06 21:14:30.294645,10
2026-03-06 21:14:30.294663,10
2026-03-06 21:14:30.350277,10
2026-03-06 21:14:30.350311,10
2026-03-06 21:14:30.396331,10
2026-03-06 21:14:30.39634,10
2026-03-06 21:14:30.452226,10
2026-03-06 21:14:30.452264,10
2026-03-06 21:14:30.49888,10
2026-03-06 21:14:30.498901,10
2026-03-06 21:14:30.554093,10
2026-03-06 21:14:30.554125,10
2026-03-06 21:14:30.600991,10
2026-03-06 21:14:30.601022,10
2026-03-06 21:14:30.655853,10
2026-03-06 21:14:30.655885,10
2026-03-06 21:14:30.70283,10
2026-03-06 21:14:30.702853,10
2026-03-06 21:14:30.759423,10
2026-03-06 21:14:30.759453,10
2026-03-06 21:14:30.804679,10
2026-03-06 21:14:30.804694,10
2026-03-06 21:14:30.859645,10
2026-03-06 21:14:30.859672,10
2026-03-06 21:14:30.906922,10
2026-03-06 21:14:30.906944,10
2026-03-06 21:14:30.961903,10
2026-03-06 21:14:30.961917,10
2026-03-06 21:14:31.008732,10
2026-03-06 21:14:31.008751,10
2026-03-06 21:14:31.064186,10
2026-03-06 21:14:31.06421,10
2026-03-06 21:14:31.110586,10
2026-03-06 21:14:31.110599,10
2026-03-06 21:14:31.165981,10
2026-03-06 21:14:31.166,10
2026-03-06 21:14:31.212582,10
2026-03-06 21:14:31.212598,10
2026-03-06 21:14:31.268047,10
2026-03-06 21:14:31.268064,10
2026-03-06 21:14:31.31447,10
2026-03-06 21:14:31.314485,10
2026-03-06 21:14:31.369942,10
2026-03-06 21:14:31.369957,10
2026-03-06 21:14:31.416519,10
2026-03-06 21:14:31.416539,10
2026-03-06 21:14:31.471701,10
2026-03-06 21:14:31.471716,10
2026-03-06 21:14:31.518443,10
2026-03-06 21:14:31.518454,10
2026-03-06 21:14:31.574172,10
2026-03-06 21:14:31.574205,10
2026-03-06 21:14:31.620666,10
2026-03-06 21:14:31.620689,10
2026-03-06 21:14:31.675866,10
2026-03-06 21:14:31.675892,10
2026-03-06 21:14:31.72297,10
2026-03-06 21:14:31.722996,10
2026-03-06 21:14:31.778037,10
2026-03-06 21:14:31.778063,10
2026-03-06 21:14:31.825104,10
2026-03-06 21:14:31.825131,10
2026-03-06 21:14:31.880039,10
2026-03-06 21:14:31.880068,10
2026-03-06 21:14:31.926538,10
2026-03-06 21:14:31.926553,10
2026-03-06 21:14:31.981799,10
2026-03-06 21:14:31.981812,10
2026-03-06 21:14:32.02842,10
2026-03-06 21:14:32.028432,10
2026-03-06 21:14:32.083923,10
2026-03-06 21:14:32.08394,10
2026-03-06 21:14:32.130822,10
2026-03-06 21:14:32.13084,10
2026-03-06 21:14:32.18591,10
2026-03-06 21:14:32.185926,10
2026-03-06 21:14:32.23258,10
2026-03-06 21:14:32.232598,10
2026-03-06 21:14:32.287547,10
2026-03-06 21:14:32.287562,10
2026-03-06 21:14:32.33515,10
2026-03-06 21:14:32.335203,10
2026-03-06 21:14:32.389716,10
2026-03-06 21:14:32.389732,10
2026-03-06 21:14:32.436291,10
2026-03-06 21:14:32.436304,10
2026-03-06 21:14:32.492099,10
2026-03-06 21:14:32.492133,10
2026-03-06 21:14:32.53848,10
2026-03-06 21:14:32.538502,10
2026-03-06 21:14:32.593969,10
2026-03-06 21:14:32.593991,10
2026-03-06 21:14:32.640641,10
2026-03-06 21:14:32.640654,10
2026-03-06 21:14:32.695714,10
2026-03-06 21:14:32.695727,10
2026-03-06 21:14:32.743111,10
2026-03-06 21:14:32.743138,10
2026-03-06 21:14:32.798317,10
2026-03-06 21:14:32.798353,10
2026-03-06 21:14:32.844768,10
2026-03-06 21:14:32.844788,10
2026-03-06 21:14:32.899964,10
2026-03-06 21:14:32.899993,10
2026-03-06 21:14:32.946565,10
2026-03-06 21:14:32.946582,10
2026-03-06 21:14:33.002272,10
2026-03-06 21:14:33.002291,10
2026-03-06 21:14:33.049121,10
2026-03-06 21:14:33.04917,10
2026-03-06 21:14:33.104171,10
2026-03-06 21:14:33.10419,10
2026-03-06 21:14:33.150792,10
2026-03-06 21:14:33.150808,10
2026-03-06 21:14:33.205687,10
2026-03-06 21:14:33.205709,10
2026-03-06 21:14:33.25287,10
2026-03-06 21:14:33.252897,10
2026-03-06 21:14:33.307859,10
2026-03-06 21:14:33.307883,10
2026-03-06 21:14:33.35508,10
2026-03-06 21:14:33.35511,10
2026-03-06 21:14:33.410819,10
2026-03-06 21:14:33.41086,10
2026-03-06 21:14:33.456501,10
2026-03-06 21:14:33.45653,10
2026-03-06 21:14:33.511485,10
2026-03-06 21:14:33.5115,10
2026-03-06 21:14:33.558699,10
2026-03-06 21:14:33.558733,10
2026-03-06 21:14:33.61365,10
2026-03-06 21:14:33.613668,10
2026-03-06 21:14:33.660856,10
2026-03-06 21:14:33.66088,10
2026-03-06 21:14:33.715947,10
2026-03-06 21:14:33.715975,10
2026-03-06 21:14:33.762568,10
2026-03-06 21:14:33.762587,10
2026-03-06 21:14:33.817961,10
2026-03-06 21:14:33.81799,10
2026-03-06 21:14:33.864973,10
2026-03-06 21:14:33.864992,10
2026-03-06 21:14:33.920189,10
2026-03-06 21:14:33.920227,10
2026-03-06 21:14:33.966708,10
2026-03-06 21:14:33.966729,10
2026-03-06 21:14:34.021891,10
2026-03-06 21:14:34.021909,10
2026-03-06 21:14:34.068652,10
2026-03-06 21:14:34.068668,10
2026-03-06 21:14:34.124178,10
2026-03-06 21:14:34.124205,10
2026-03-06 21:14:34.171302,10
2026-03-06 21:14:34.171336,10
2026-03-06 21:14:34.226405,10
2026-03-06 21:14:34.226438,10
2026-03-06 21:14:34.272483,10
2026-03-06 21:14:34.272499,10
2026-03-06 21:14:34.327883,10
2026-03-06 21:14:34.327909,10
2026-03-06 21:14:34.374571,10
2026-03-06 21:14:34.374599,10
2026-03-06 21:14:34.430371,10
2026-03-06 21:14:34.430401,10
2026-03-06 21:14:34.476981,10
2026-03-06 21:14:34.476996,10
2026-03-06 21:14:34.532085,10
2026-03-06 21:14:34.532115,10
2026-03-06 21:14:34.578565,10
2026-03-06 21:14:34.578601,10
2026-03-06 21:14:34.634093,10
2026-03-06 21:14:34.634124,10
2026-03-06 21:14:34.680317,10
2026-03-06 21:14:34.680329,10
2026-03-06 21:14:34.735959,10
2026-03-06 21:14:34.73598,10
2026-03-06 21:14:34.782691,10
2026-03-06 21:14:34.782707,10
2026-03-06 21:14:34.837622,10
2026-03-06 21:14:34.837631,10
2026-03-06 21:14:34.884745,10
2026-03-06 21:14:34.884771,10
2026-03-06 21:14:34.939774,10
2026-03-06 21:14:34.939789,10
2026-03-06 21:14:34.986354,10
2026-03-06 21:14:34.986382,10
2026-03-06 21:14:35.04207,10
2026-03-06 21:14:35.042094,10
2026-03-06 21:14:35.088959,10
2026-03-06 21:14:35.088983,10
2026-03-06 21:14:35.143704,10
2026-03-06 21:14:35.14373,10
2026-03-06 21:14:35.191084,10
2026-03-06 21:14:35.191113,10
2026-03-06 21:14:35.246275,10
2026-03-06 21:14:35.246301,10
2026-03-06 21:14:35.292531,10
2026-03-06 21:14:35.29254,10
2026-03-06 21:14:35.348295,10
2026-03-06 21:14:35.348326,10
2026-03-06 21:14:35.394485,10
2026-03-06 21:14:35.3945,10
2026-03-06 21:14:35.449546,10
2026-03-06 21:14:35.449556,10
2026-03-06 21:14:35.496766,10
2026-03-06 21:14:35.496783,10
2026-03-06 21:14:35.551663,10
2026-03-06 21:14:35.55168,10
2026-03-06 21:14:35.598597,10
2026-03-06 21:14:35.598622,10
2026-03-06 21:14:35.653902,10
2026-03-06 21:14:35.653925,10
2026-03-06 21:14:35.700311,10
2026-03-06 21:14:35.700326,10
2026-03-06 21:14:35.756652,10
2026-03-06 21:14:35.756687,10
2026-03-06 21:14:35.802859,10
2026-03-06 21:14:35.802886,10
2026-03-06 21:14:35.858269,10
2026-03-06 21:14:35.858292,10
2026-03-06 21:14:35.90491,10
2026-03-06 21:14:35.904938,10
2026-03-06 21:14:35.959851,10
2026-03-06 21:14:35.959868,10
2026-03-06 21:14:36.006872,10
2026-03-06 21:14:36.006902,10
2026-03-06 21:14:36.062445,10
2026-03-06 21:14:36.062477,10
2026-03-06 21:14:36.108699,10
2026-03-06 21:14:36.108722,10
2026-03-06 21:14:36.164304,10
2026-03-06 21:14:36.164341,10
2026-03-06 21:14:36.211212,10
2026-03-06 21:14:36.211248,10
2026-03-06 21:14:36.26621,10
2026-03-06 21:14:36.266236,10
2026-03-06 21:14:36.313097,10
2026-03-06 21:14:36.313129,10
2026-03-06 21:14:36.368456,10
2026-03-06 21:14:36.368483,10
2026-03-06 21:14:36.414846,10
2026-03-06 21:14:36.414873,10
2026-03-06 21:14:36.469832,10
2026-03-06 21:14:36.469856,10
2026-03-06 21:14:36.517155,10
2026-03-06 21:14:36.517196,10
2026-03-06 21:14:36.571982,10
