time,ACT.LOX_Fill.channel_id
2026-03-06 21:14:18.665963,7
2026-03-06 21:14:18.721251,7
2026-03-06 21:14:18.721254,7
2026-03-06 21:14:18.768315,7
2026-03-06 21:14:18.768318,7
2026-03-06 21:14:18.823579,7
2026-03-06 21:14:18.823582,7
2026-03-06 21:14:18.870346,7
2026-03-06 21:14:18.870352,7
2026-03-06 21:14:18.925395,7
2026-03-06 21:14:18.925399,7
2026-03-06 21:14:18.972204,7
2026-03-06 21:14:18.972207,7
2026-03-06 21:14:19.027655,7
2026-03-06 21:14:19.02766,7
2026-03-06 21:14:19.074192,7
2026-03-06 21:14:19.074199,7
2026-03-06 21:14:19.129269,7
2026-03-06 21:14:19.129282,7
2026-03-06 21:14:19.17652,7
2026-03-06 21:14:19.176529,7
2026-03-06 21:14:19.231492,7
2026-03-06 21:14:19.231505,7
2026-03-06 21:14:19.278354,7
2026-03-06 21:14:19.27836,7
2026-03-06 21:14:19.333796,7
2026-03-06 21:14:19.333802,7
2026-03-06 21:14:19.380095,7
2026-03-06 21:14:19.380104,7
2026-03-06 21:14:19.435271,7
2026-03-06 21:14:19.435285,7
2026-03-06 21:14:19.482205,7
2026-03-06 21:14:19.482222,7
2026-03-06 21:14:19.537355,7
2026-03-06 21:14:19.537364,7
2026-03-06 21:14:19.584751,7
2026-03-06 21:14:19.584773,7
2026-03-06 21:14:19.639909,7
2026-03-06 21:14:19.639935,7
2026-03-06 21:14:19.686562,7
2026-03-06 21:14:19.686593,7
2026-03-06 21:14:19.741537,7
2026-03-06 21:14:19.741554,7
2026-03-06 21:14:19.788808,7
2026-03-06 21:14:19.788833,7
2026-03-06 21:14:19.843809,7
2026-03-06 21:14:19.843826,7
2026-03-06 21:14:19.89012,7
2026-03-06 21:14:19.890133,7
2026-03-06 21:14:19.945788,7
2026-03-06 21:14:19.94582,7
2026-03-06 21:14:19.993078,7
2026-03-06 21:14:19.993127,7
2026-03-06 21:14:20.047668,7
2026-03-06 21:14:20.047684,7
2026-03-06 21:14:20.094094,7
2026-03-06 21:14:20.094107,7
2026-03-06 21:14:20.149564,7
2026-03-06 21:14:20.149581,7
2026-03-06 21:14:20.196507,7
2026-03-06 21:14:20.196526,7
2026-03-06 21:14:20.251301,7
2026-03-06 21:14:20.251318,7
2026-03-06 21:14:20.298527,7
2026-03-06 21:14:20.298544,7
2026-03-06 21:14:20.353539,7
2026-03-06 21:14:20.353556,7
2026-03-06 21:14:20.40049,7
2026-03-06 21:14:20.4005,7
2026-03-06 21:14:20.455849,7
2026-03-06 21:14:20.455865,7
2026-03-06 21:14:20.502292,7
2026-03-06 21:14:20.502305,7
2026-03-06 21:14:20.557543,7
2026-03-06 21:14:20.557559,7
2026-03-06 21:14:20.604594,7
2026-03-06 21:14:20.604609,7
2026-03-06 21:14:20.659219,7
2026-03-06 21:14:20.659232,7
2026-03-06 21:14:20.70634,7
2026-03-06 21:14:20.706353,7
2026-03-06 21:14:20.761782,7
2026-03-06 21:14:20.761794,7
2026-03-06 21:14:20.808835,7
2026-03-06 21:14:20.808849,7
2026-03-06 21:14:20.863389,7
2026-03-06 21:14:20.863405,7
2026-03-06 21:14:20.910281,7
2026-03-06 21:14:20.910293,7
2026-03-06 21:14:20.965768,7
2026-03-06 21:14:20.965781,7
2026-03-06 21:14:21.012489,7
2026-03-06 21:14:21.012505,7
2026-03-06 21:14:21.067356,7
2026-03-06 21:14:21.067382,7
2026-03-06 21:14:21.114669,7
2026-03-06 21:14:21.114695,7
2026-03-06 21:14:21.169972,7
2026-03-06 21:14:21.170001,7
2026-03-06 21:14:21.216318,7
2026-03-06 21:14:21.216337,7
2026-03-06 21:14:21.271749,7
2026-03-06 21:14:21.271763,7
2026-03-06 21:14:21.31844,7
2026-03-06 21:14:21.318469,7
2026-03-06 21:14:21.373608,7
2026-03-06 21:14:21.373634,7
2026-03-06 21:14:21.420433,7
2026-03-06 21:14:21.420456,7
2026-03-06 21:14:21.475691,7
2026-03-06 21:14:21.475717,7
2026-03-06 21:14:21.522705,7
2026-03-06 21:14:21.522732,7
2026-03-06 21:14:21.577463,7
2026-03-06 21:14:21.577483,7
2026-03-06 21:14:21.624511,7
2026-03-06 21:14:21.624536,7
2026-03-06 21:14:21.679663,7
2026-03-06 21:14:21.679698,7
2026-03-06 21:14:21.726238,7
2026-03-06 21:14:21.726263,7
2026-03-06 21:14:21.781957,7
2026-03-06 21:14:21.781985,7
2026-03-06 21:14:21.828303,7
2026-03-06 21:14:21.828327,7
2026-03-06 21:14:21.883363,7
2026-03-06 21:14:21.883378,7
2026-03-06 21:14:21.930482,7
2026-03-06 21:14:21.930507,7
2026-03-06 21:14:21.986003,7
2026-03-06 21:14:21.986031,7
2026-03-06 21:14:22.032759,7
2026-03-06 21:14:22.032787,7
2026-03-06 21:14:22.088082,7
2026-03-06 21:14:22.088119,7
2026-03-06 21:14:22.134603,7
2026-03-06 21:14:22.134634,7
2026-03-06 21:14:22.189828,7
2026-03-06 21:14:22.189854,7
2026-03-06 21:14:22.23656,7
2026-03-06 21:14:22.236582,7
2026-03-06 21:14:22.291646,7
2026-03-06 21:14:22.291673,7
2026-03-06 21:14:22.338313,7
2026-03-06 21:14:22.338333,7
2026-03-06 21:14:22.393747,7
2026-03-06 21:14:22.393776,7
2026-03-06 21:14:22.440524,7
2026-03-06 21:14:22.440547,7
2026-03-06 21:14:22.49574,7
2026-03-06 21:14:22.495769,7
2026-03-06 21:14:22.542603,7
2026-03-06 21:14:22.542623,7
2026-03-06 21:14:22.597909,7
2026-03-06 21:14:22.597934,7
2026-03-06 21:14:22.644697,7
2026-03-06 21:14:22.644716,7
2026-03-06 21:14:22.699706,7
2026-03-06 21:14:22.69972,7
2026-03-06 21:14:22.746412,7
2026-03-06 21:14:22.746427,7
2026-03-06 21:14:22.801573,7
2026-03-06 21:14:22.801588,7
2026-03-06 21:14:22.848364,7
2026-03-06 21:14:22.848373,7
2026-03-06 21:14:22.903761,7
2026-03-06 21:14:22.903779,7
2026-03-06 21:14:22.950483,7
2026-03-06 21:14:22.950498,7
2026-03-06 21:14:23.005361,7
2026-03-06 21:14:23.005369,7
2026-03-06 21:14:23.052375,7
2026-03-06 21:14:23.05239,7
2026-03-06 21:14:23.107797,7
2026-03-06 21:14:23.107818,7
2026-03-06 21:14:23.154429,7
2026-03-06 21:14:23.154454,7
2026-03-06 21:14:23.209475,7
2026-03-06 21:14:23.209494,7
2026-03-06 21:14:23.256325,7
2026-03-06 21:14:23.256343,7
2026-03-06 21:14:23.311716,7
2026-03-06 21:14:23.311737,7
2026-03-06 21:14:23.358192,7
2026-03-06 21:14:23.35826,7
2026-03-06 21:14:23.413447,7
2026-03-06 21:14:23.413463,7
2026-03-06 21:14:23.460412,7
2026-03-06 21:14:23.460426,7
2026-03-06 21:14:23.515483,7
2026-03-06 21:14:23.515492,7
2026-03-06 21:14:23.562635,7
2026-03-06 21:14:23.562649,7
2026-03-06 21:14:23.617942,7
2026-03-06 21:14:23.617962,7
2026-03-06 21:14:23.664685,7
2026-03-06 21:14:23.664708,7
2026-03-06 21:14:23.719604,7
2026-03-06 21:14:23.719636,7
2026-03-06 21:14:23.766576,7
2026-03-06 21:14:23.76659,7
2026-03-06 21:14:23.821706,7
2026-03-06 21:14:23.821722,7
2026-03-06 21:14:23.868317,7
2026-03-06 21:14:23.868327,7
2026-03-06 21:14:23.923925,7
2026-03-06 21:14:23.923938,7
2026-03-06 21:14:23.970632,7
2026-03-06 21:14:23.97066,7
2026-03-06 21:14:24.026554,7
2026-03-06 21:14:24.026581,7
2026-03-06 21:14:24.072258,7
2026-03-06 21:14:24.072284,7
2026-03-06 21:14:24.127969,7
2026-03-06 21:14:24.127982,7
2026-03-06 21:14:24.174281,7
2026-03-06 21:14:24.174293,7
2026-03-06 21:14:24.229568,7
2026-03-06 21:14:24.229582,7
2026-03-06 21:14:24.276251,7
2026-03-06 21:14:24.276265,7
2026-03-06 21:14:24.331459,7
2026-03-06 21:14:24.331479,7
2026-03-06 21:14:24.378648,7
2026-03-06 21:14:24.378678,7
2026-03-06 21:14:24.433747,7
2026-03-06 21:14:24.433767,7
2026-03-06 21:14:24.480667,7
2026-03-06 21:14:24.480692,7
2026-03-06 21:14:24.535565,7
2026-03-06 21:14:24.535594,7
2026-03-06 21:14:24.582151,7
2026-03-06 21:14:24.582167,7
2026-03-06 21:14:24.637875,7
2026-03-06 21:14:24.637899,7
2026-03-06 21:14:24.684616,7
2026-03-06 21:14:24.684636,7
2026-03-06 21:14:24.739819,7
2026-03-06 21:14:24.739851,7
2026-03-06 21:14:24.786546,7
2026-03-06 21:14:24.786565,7
2026-03-06 21:14:24.84134,7
2026-03-06 21:14:24.841357,7
2026-03-06 21:14:24.888474,7
2026-03-06 21:14:24.888492,7
2026-03-06 21:14:24.943691,7
2026-03-06 21:14:24.943712,7
2026-03-06 21:14:24.990562,7
2026-03-06 21:14:24.990602,7
2026-03-06 21:14:25.045963,7
2026-03-06 21:14:25.045985,7
2026-03-06 21:14:25.092629,7
2026-03-06 21:14:25.092651,7
2026-03-06 21:14:25.147438,7
2026-03-06 21:14:25.147461,7
2026-03-06 21:14:25.194583,7
2026-03-06 21:14:25.19461,7
2026-03-06 21:14:25.249591,7
2026-03-06 21:14:25.249607,7
2026-03-06 21:14:25.296492,7
2026-03-06 21:14:25.29652,7
2026-03-06 21:14:25.351533,7
2026-03-06 21:14:25.351555,7
2026-03-06 21:14:25.398858,7
2026-03-06 21:14:25.398882,7
2026-03-06 21:14:25.453418,7
2026-03-06 21:14:25.453436,7
2026-03-06 21:14:25.500509,7
2026-03-06 21:14:25.500538,7
2026-03-06 21:14:25.555838,7
2026-03-06 21:14:25.555861,7
2026-03-06 21:14:25.602744,7
2026-03-06 21:14:25.602773,7
2026-03-06 21:14:25.657865,7
2026-03-06 21:14:25.657887,7
2026-03-06 21:14:25.704528,7
2026-03-06 21:14:25.704556,7
2026-03-06 21:14:25.759449,7
2026-03-06 21:14:25.759467,7
2026-03-06 21:14:25.8065,7
2026-03-06 21:14:25.806521,7
2026-03-06 21:14:25.861445,7
2026-03-06 21:14:25.861465,7
2026-03-06 21:14:25.908427,7
2026-03-06 21:14:25.908454,7
2026-03-06 21:14:25.963427,7
2026-03-06 21:14:25.963447,7
2026-03-06 21:14:26.010219,7
2026-03-06 21:14:26.010238,7
2026-03-06 21:14:26.06584,7
2026-03-06 21:14:26.065863,7
2026-03-06 21:14:26.112763,7
2026-03-06 21:14:26.112787,7
2026-03-06 21:14:26.167549,7
2026-03-06 21:14:26.167574,7
2026-03-06 21:14:26.214389,7
2026-03-06 21:14:26.214407,7
2026-03-06 21:14:26.269789,7
2026-03-06 21:14:26.269819,7
2026-03-06 21:14:26.316696,7
2026-03-06 21:14:26.316718,7
2026-03-06 21:14:26.372007,7
2026-03-06 21:14:26.372032,7
2026-03-06 21:14:26.418704,7
2026-03-06 21:14:26.418735,7
2026-03-06 21:14:26.473416,7
2026-03-06 21:14:26.473436,7
2026-03-06 21:14:26.520274,7
2026-03-06 21:14:26.520288,7
2026-03-06 21:14:26.575877,7
2026-03-06 21:14:26.575906,7
2026-03-06 21:14:26.622727,7
2026-03-06 21:14:26.622747,7
2026-03-06 21:14:26.677349,7
2026-03-06 21:14:26.677364,7
2026-03-06 21:14:26.724753,7
2026-03-06 21:14:26.724786,7
2026-03-06 21:14:26.779927,7
2026-03-06 21:14:26.779943,7
2026-03-06 21:14:26.826674,7
2026-03-06 21:14:26.826698,7
2026-03-06 21:14:26.881466,7
2026-03-06 21:14:26.881488,7
2026-03-06 21:14:26.928413,7
2026-03-06 21:14:26.928438,7
2026-03-06 21:14:26.983842,7
2026-03-06 21:14:26.983869,7
2026-03-06 21:14:27.030912,7
2026-03-06 21:14:27.030945,7
2026-03-06 21:14:27.085715,7
2026-03-06 21:14:27.085746,7
2026-03-06 21:14:27.132608,7
2026-03-06 21:14:27.132634,7
2026-03-06 21:14:27.187915,7
2026-03-06 21:14:27.187941,7
2026-03-06 21:14:27.234449,7
2026-03-06 21:14:27.23446,7
2026-03-06 21:14:27.289557,7
2026-03-06 21:14:27.289582,7
2026-03-06 21:14:27.336509,7
2026-03-06 21:14:27.33653,7
2026-03-06 21:14:27.391445,7
2026-03-06 21:14:27.39147,7
2026-03-06 21:14:27.43865,7
2026-03-06 21:14:27.438671,7
2026-03-06 21:14:27.493704,7
2026-03-06 21:14:27.49373,7
2026-03-06 21:14:27.540378,7
2026-03-06 21:14:27.540397,7
2026-03-06 21:14:27.596785,7
2026-03-06 21:14:27.596811,7
2026-03-06 21:14:27.642806,7
2026-03-06 21:14:27.642848,7
2026-03-06 21:14:27.697647,7
2026-03-06 21:14:27.697668,7
2026-03-06 21:14:27.744705,7
2026-03-06 21:14:27.744732,7
2026-03-06 21:14:27.7994,7
2026-03-06 21:14:27.799416,7
2026-03-06 21:14:27.846788,7
2026-03-06 21:14:27.846815,7
2026-03-06 21:14:27.901909,7
2026-03-06 21:14:27.901945,7
2026-03-06 21:14:27.948572,7
2026-03-06 21:14:27.948604,7
2026-03-06 21:14:28.004149,7
2026-03-06 21:14:28.004189,7
2026-03-06 21:14:28.050421,7
2026-03-06 21:14:28.050439,7
2026-03-06 21:14:28.106114,7
2026-03-06 21:14:28.106141,7
2026-03-06 21:14:28.152607,7
2026-03-06 21:14:28.152629,7
2026-03-06 21:14:28.207906,7
2026-03-06 21:14:28.207935,7
2026-03-06 21:14:28.254538,7
2026-03-06 21:14:28.254559,7
2026-03-06 21:14:28.309541,7
2026-03-06 21:14:28.309555,7
2026-03-06 21:14:28.356624,7
2026-03-06 21:14:28.356636,7
2026-03-06 21:14:28.411779,7
2026-03-06 21:14:28.411808,7
2026-03-06 21:14:28.458226,7
2026-03-06 21:14:28.458242,7
2026-03-06 21:14:28.513808,7
2026-03-06 21:14:28.513831,7
2026-03-06 21:14:28.560565,7
2026-03-06 21:14:28.560578,7
2026-03-06 21:14:28.615736,7
2026-03-06 21:14:28.615767,7
2026-03-06 21:14:28.662534,7
2026-03-06 21:14:28.662561,7
2026-03-06 21:14:28.717552,7
2026-03-06 21:14:28.717575,7
2026-03-06 21:14:28.764408,7
2026-03-06 21:14:28.764436,7
2026-03-06 21:14:28.819831,7
2026-03-06 21:14:28.819845,7
2026-03-06 21:14:28.866746,7
2026-03-06 21:14:28.866772,7
2026-03-06 21:14:28.921725,7
2026-03-06 21:14:28.921745,7
2026-03-06 21:14:28.968782,7
2026-03-06 21:14:28.968803,7
2026-03-06 21:14:29.023548,7
2026-03-06 21:14:29.023572,7
2026-03-06 21:14:29.070506,7
2026-03-06 21:14:29.070533,7
2026-03-06 21:14:29.125725,7
2026-03-06 21:14:29.125748,7
2026-03-06 21:14:29.172392,7
2026-03-06 21:14:29.172409,7
2026-03-06 21:14:29.227451,7
2026-03-06 21:14:29.227471,7
2026-03-06 21:14:29.274594,7
2026-03-06 21:14:29.274604,7
2026-03-06 21:14:29.329528,7
2026-03-06 21:14:29.329543,7
2026-03-06 21:14:29.377007,7
2026-03-06 21:14:29.377037,7
2026-03-06 21:14:29.431808,7
2026-03-06 21:14:29.431826,7
2026-03-06 21:14:29.478421,7
2026-03-06 21:14:29.478449,7
2026-03-06 21:14:29.533708,7
2026-03-06 21:14:29.533734,7
2026-03-06 21:14:29.580479,7
2026-03-06 21:14:29.580499,7
2026-03-06 21:14:29.635893,7
2026-03-06 21:14:29.635924,7
2026-03-06 21:14:29.682403,7
2026-03-06 21:14:29.682415,7
2026-03-06 21:14:29.737524,7
2026-03-06 21:14:29.737539,7
2026-03-06 21:14:29.784568,7
2026-03-06 21:14:29.784583,7
2026-03-06 21:14:29.839482,7
2026-03-06 21:14:29.839492,7
2026-03-06 21:14:29.886432,7
2026-03-06 21:14:29.886442,7
2026-03-06 21:14:29.941739,7
2026-03-06 21:14:29.941755,7
2026-03-06 21:14:29.988937,7
2026-03-06 21:14:29.98895,7
2026-03-06 21:14:30.043611,7
2026-03-06 21:14:30.043634,7
2026-03-06 21:14:30.090683,7
2026-03-06 21:14:30.090696,7
2026-03-06 21:14:30.145774,7
2026-03-06 21:14:30.145791,7
2026-03-06 21:14:30.192661,7
2026-03-06 21:14:30.192691,7
2026-03-06 21:14:30.247761,7
2026-03-06 21:14:30.247772,7
2026-03-06 21:14:30.294519,7
2026-03-06 21:14:30.294538,7
2026-03-06 21:14:30.350019,7
2026-03-06 21:14:30.350052,7
2026-03-06 21:14:30.396276,7
2026-03-06 21:14:30.396285,7
2026-03-06 21:14:30.45194,7
2026-03-06 21:14:30.451971,7
2026-03-06 21:14:30.498759,7
2026-03-06 21:14:30.49878,7
2026-03-06 21:14:30.553877,7
2026-03-06 21:14:30.553907,7
2026-03-06 21:14:30.600792,7
2026-03-06 21:14:30.600821,7
2026-03-06 21:14:30.655636,7
2026-03-06 21:14:30.655665,7
2026-03-06 21:14:30.702683,7
2026-03-06 21:14:30.702703,7
2026-03-06 21:14:30.759286,7
2026-03-06 21:14:30.759319,7
2026-03-06 21:14:30.804584,7
2026-03-06 21:14:30.804601,7
2026-03-06 21:14:30.859546,7
2026-03-06 21:14:30.859569,7
2026-03-06 21:14:30.906791,7
2026-03-06 21:14:30.906812,7
2026-03-06 21:14:30.961855,7
2026-03-06 21:14:30.96187,7
2026-03-06 21:14:31.00865,7
2026-03-06 21:14:31.008663,7
2026-03-06 21:14:31.064035,7
2026-03-06 21:14:31.064053,7
2026-03-06 21:14:31.110492,7
2026-03-06 21:14:31.110503,7
2026-03-06 21:14:31.165895,7
2026-03-06 21:14:31.165916,7
2026-03-06 21:14:31.212478,7
2026-03-06 21:14:31.212493,7
2026-03-06 21:14:31.267968,7
2026-03-06 21:14:31.267983,7
2026-03-06 21:14:31.314383,7
2026-03-06 21:14:31.314397,7
2026-03-06 21:14:31.369854,7
2026-03-06 21:14:31.369868,7
2026-03-06 21:14:31.416395,7
2026-03-06 21:14:31.416414,7
2026-03-06 21:14:31.471624,7
2026-03-06 21:14:31.471637,7
2026-03-06 21:14:31.518362,7
2026-03-06 21:14:31.518374,7
2026-03-06 21:14:31.573926,7
2026-03-06 21:14:31.573956,7
2026-03-06 21:14:31.6205,7
2026-03-06 21:14:31.620531,7
2026-03-06 21:14:31.675704,7
2026-03-06 21:14:31.675728,7
2026-03-06 21:14:31.722792,7
2026-03-06 21:14:31.722815,7
2026-03-06 21:14:31.777885,7
2026-03-06 21:14:31.777911,7
2026-03-06 21:14:31.824907,7
2026-03-06 21:14:31.824933,7
2026-03-06 21:14:31.879884,7
2026-03-06 21:14:31.879914,7
2026-03-06 21:14:31.926416,7
2026-03-06 21:14:31.926432,7
2026-03-06 21:14:31.981738,7
2026-03-06 21:14:31.981751,7
2026-03-06 21:14:32.028318,7
2026-03-06 21:14:32.028331,7
2026-03-06 21:14:32.08384,7
2026-03-06 21:14:32.083853,7
2026-03-06 21:14:32.130697,7
2026-03-06 21:14:32.130713,7
2026-03-06 21:14:32.185809,7
2026-03-06 21:14:32.185823,7
2026-03-06 21:14:32.232451,7
2026-03-06 21:14:32.232467,7
2026-03-06 21:14:32.287435,7
2026-03-06 21:14:32.287451,7
2026-03-06 21:14:32.334889,7
2026-03-06 21:14:32.334922,7
2026-03-06 21:14:32.389641,7
2026-03-06 21:14:32.389655,7
2026-03-06 21:14:32.436188,7
2026-03-06 21:14:32.436201,7
2026-03-06 21:14:32.491893,7
2026-03-06 21:14:32.491924,7
2026-03-06 21:14:32.538336,7
2026-03-06 21:14:32.538357,7
2026-03-06 21:14:32.593834,7
2026-03-06 21:14:32.593857,7
2026-03-06 21:14:32.64054,7
2026-03-06 21:14:32.640554,7
2026-03-06 21:14:32.695629,7
2026-03-06 21:14:32.69564,7
2026-03-06 21:14:32.742936,7
2026-03-06 21:14:32.742963,7
2026-03-06 21:14:32.798054,7
2026-03-06 21:14:32.798088,7
2026-03-06 21:14:32.844644,7
2026-03-06 21:14:32.844662,7
2026-03-06 21:14:32.89979,7
2026-03-06 21:14:32.899819,7
2026-03-06 21:14:32.946455,7
2026-03-06 21:14:32.946476,7
2026-03-06 21:14:33.002086,7
2026-03-06 21:14:33.002111,7
2026-03-06 21:14:33.048924,7
2026-03-06 21:14:33.048955,7
2026-03-06 21:14:33.104046,7
2026-03-06 21:14:33.104066,7
2026-03-06 21:14:33.150683,7
2026-03-06 21:14:33.1507,7
2026-03-06 21:14:33.205526,7
2026-03-06 21:14:33.205549,7
2026-03-06 21:14:33.252672,7
2026-03-06 21:14:33.2527,7
2026-03-06 21:14:33.307701,7
2026-03-06 21:14:33.307726,7
2026-03-06 21:14:33.354877,7
2026-03-06 21:14:33.354907,7
2026-03-06 21:14:33.410502,7
2026-03-06 21:14:33.410539,7
2026-03-06 21:14:33.456391,7
2026-03-06 21:14:33.456406,7
2026-03-06 21:14:33.511411,7
2026-03-06 21:14:33.511425,7
2026-03-06 21:14:33.558515,7
2026-03-06 21:14:33.558539,7
2026-03-06 21:14:33.613514,7
2026-03-06 21:14:33.61353,7
2026-03-06 21:14:33.660727,7
2026-03-06 21:14:33.660745,7
2026-03-06 21:14:33.715783,7
2026-03-06 21:14:33.71581,7
2026-03-06 21:14:33.762432,7
2026-03-06 21:14:33.76245,7
2026-03-06 21:14:33.817759,7
2026-03-06 21:14:33.817785,7
2026-03-06 21:14:33.864838,7
2026-03-06 21:14:33.864855,7
2026-03-06 21:14:33.919974,7
2026-03-06 21:14:33.920002,7
2026-03-06 21:14:33.96654,7
2026-03-06 21:14:33.966562,7
2026-03-06 21:14:34.021761,7
2026-03-06 21:14:34.021778,7
2026-03-06 21:14:34.068496,7
2026-03-06 21:14:34.06852,7
2026-03-06 21:14:34.12399,7
2026-03-06 21:14:34.124016,7
2026-03-06 21:14:34.171047,7
2026-03-06 21:14:34.171078,7
2026-03-06 21:14:34.226156,7
2026-03-06 21:14:34.226196,7
2026-03-06 21:14:34.272379,7
2026-03-06 21:14:34.272397,7
2026-03-06 21:14:34.327734,7
2026-03-06 21:14:34.32776,7
2026-03-06 21:14:34.374393,7
2026-03-06 21:14:34.37442,7
2026-03-06 21:14:34.43015,7
2026-03-06 21:14:34.430186,7
2026-03-06 21:14:34.476924,7
2026-03-06 21:14:34.47694,7
2026-03-06 21:14:34.531865,7
2026-03-06 21:14:34.531892,7
2026-03-06 21:14:34.578374,7
2026-03-06 21:14:34.578406,7
2026-03-06 21:14:34.633884,7
2026-03-06 21:14:34.633916,7
2026-03-06 21:14:34.680236,7
2026-03-06 21:14:34.680248,7
2026-03-06 21:14:34.735838,7
2026-03-06 21:14:34.735855,7
2026-03-06 21:14:34.782584,7
2026-03-06 21:14:34.782599,7
2026-03-06 21:14:34.837542,7
2026-03-06 21:14:34.837549,7
2026-03-06 21:14:34.884628,7
2026-03-06 21:14:34.884653,7
2026-03-06 21:14:34.939658,7
2026-03-06 21:14:34.939671,7
2026-03-06 21:14:34.986306,7
2026-03-06 21:14:34.986318,7
2026-03-06 21:14:35.041938,7
2026-03-06 21:14:35.041961,7
2026-03-06 21:14:35.088819,7
2026-03-06 21:14:35.088844,7
2026-03-06 21:14:35.143547,7
2026-03-06 21:14:35.143575,7
2026-03-06 21:14:35.190942,7
2026-03-06 21:14:35.190971,7
2026-03-06 21:14:35.246102,7
2026-03-06 21:14:35.246126,7
2026-03-06 21:14:35.292475,7
2026-03-06 21:14:35.292483,7
2026-03-06 21:14:35.348056,7
2026-03-06 21:14:35.348086,7
2026-03-06 21:14:35.394388,7
2026-03-06 21:14:35.394404,7
2026-03-06 21:14:35.449489,7
2026-03-06 21:14:35.449498,7
2026-03-06 21:14:35.496688,7
2026-03-06 21:14:35.496705,7
2026-03-06 21:14:35.551571,7
2026-03-06 21:14:35.551586,7
2026-03-06 21:14:35.598441,7
2026-03-06 21:14:35.598467,7
2026-03-06 21:14:35.653744,7
2026-03-06 21:14:35.653769,7
2026-03-06 21:14:35.700216,7
2026-03-06 21:14:35.70023,7
2026-03-06 21:14:35.756402,7
2026-03-06 21:14:35.756437,7
2026-03-06 21:14:35.802709,7
2026-03-06 21:14:35.802737,7
2026-03-06 21:14:35.858113,7
2026-03-06 21:14:35.858134,7
2026-03-06 21:14:35.904778,7
2026-03-06 21:14:35.904796,7
2026-03-06 21:14:35.959739,7
2026-03-06 21:14:35.959762,7
2026-03-06 21:14:36.006673,7
2026-03-06 21:14:36.006699,7
2026-03-06 21:14:36.062233,7
2026-03-06 21:14:36.062265,7
2026-03-06 21:14:36.108571,7
2026-03-06 21:14:36.108593,7
2026-03-06 21:14:36.164048,7
2026-03-06 21:14:36.164082,7
2026-03-06 21:14:36.210942,7
2026-03-06 21:14:36.210978,7
2026-03-06 21:14:36.266013,7
2026-03-06 21:14:36.266039,7
2026-03-06 21:14:36.312919,7
2026-03-06 21:14:36.312948,7
2026-03-06 21:14:36.368265,7
2026-03-06 21:14:36.368292,7
2026-03-06 21:14:36.414702,7
2026-03-06 21:14:36.414729,7
2026-03-06 21:14:36.469669,7
2026-03-06 21:14:36.469696,7
2026-03-06 21:14:36.516965,7
2026-03-06 21:14:36.516993,7
2026-03-06 21:14:36.571789,7
