time,PT_Cal.Ox_Downstream.channel_id
2026-03-06 21:14:23.126756,7
2026-03-06 21:14:23.126825,7
2026-03-06 21:14:23.126918,7
2026-03-06 21:14:23.127019,7
2026-03-06 21:14:23.127127,7
2026-03-06 21:14:23.127489,7
2026-03-06 21:14:23.236039,7
2026-03-06 21:14:23.23636,7
2026-03-06 21:14:23.236445,7
2026-03-06 21:14:23.236526,7
2026-03-06 21:14:23.236527,7
2026-03-06 21:14:23.236604,7
2026-03-06 21:14:23.236711,7
2026-03-06 21:14:23.237013,7
2026-03-06 21:14:23.23709,7
2026-03-06 21:14:23.237179,7
2026-03-06 21:14:23.344556,7
2026-03-06 21:14:23.344589,7
2026-03-06 21:14:23.344635,7
2026-03-06 21:14:23.344701,7
2026-03-06 21:14:23.344822,7
2026-03-06 21:14:23.34491,7
2026-03-06 21:14:23.345126,7
2026-03-06 21:14:23.45388,7
2026-03-06 21:14:23.453918,7
2026-03-06 21:14:23.453993,7
2026-03-06 21:14:23.454055,7
2026-03-06 21:14:23.454137,7
2026-03-06 21:14:23.454413,7
2026-03-06 21:14:23.563306,7
2026-03-06 21:14:23.56344,7
2026-03-06 21:14:23.563572,7
2026-03-06 21:14:23.563714,7
2026-03-06 21:14:23.563772,7
2026-03-06 21:14:23.563856,7
2026-03-06 21:14:23.56402,7
2026-03-06 21:14:23.671543,7
2026-03-06 21:14:23.671792,7
2026-03-06 21:14:23.672076,7
2026-03-06 21:14:23.672176,7
2026-03-06 21:14:23.781632,7
2026-03-06 21:14:23.78188,7
2026-03-06 21:14:23.782023,7
2026-03-06 21:14:23.782304,7
2026-03-06 21:14:23.782709,7
2026-03-06 21:14:23.782927,7
2026-03-06 21:14:23.890236,7
2026-03-06 21:14:23.89044,7
2026-03-06 21:14:23.891067,7
2026-03-06 21:14:23.891286,7
2026-03-06 21:14:23.89188,7
2026-03-06 21:14:23.999301,7
2026-03-06 21:14:23.999477,7
2026-03-06 21:14:23.999625,7
2026-03-06 21:14:23.999874,7
2026-03-06 21:14:24.108079,7
2026-03-06 21:14:24.108326,7
2026-03-06 21:14:24.108548,7
2026-03-06 21:14:24.108837,7
2026-03-06 21:14:24.109074,7
2026-03-06 21:14:24.109388,7
2026-03-06 21:14:24.216557,7
2026-03-06 21:14:24.216597,7
2026-03-06 21:14:24.216796,7
2026-03-06 21:14:24.216865,7
2026-03-06 21:14:24.217131,7
2026-03-06 21:14:24.325988,7
2026-03-06 21:14:24.326023,7
2026-03-06 21:14:24.326098,7
2026-03-06 21:14:24.326305,7
2026-03-06 21:14:24.326518,7
2026-03-06 21:14:24.326769,7
2026-03-06 21:14:24.435695,7
2026-03-06 21:14:24.436119,7
2026-03-06 21:14:24.436428,7
2026-03-06 21:14:24.436448,7
2026-03-06 21:14:24.436722,7
2026-03-06 21:14:24.436944,7
2026-03-06 21:14:24.43717,7
2026-03-06 21:14:24.437366,7
2026-03-06 21:14:24.543888,7
2026-03-06 21:14:24.544023,7
2026-03-06 21:14:24.544223,7
2026-03-06 21:14:24.544473,7
2026-03-06 21:14:24.54458,7
2026-03-06 21:14:24.544632,7
2026-03-06 21:14:24.652913,7
2026-03-06 21:14:24.653074,7
2026-03-06 21:14:24.653251,7
2026-03-06 21:14:24.653419,7
2026-03-06 21:14:24.653587,7
2026-03-06 21:14:24.653913,7
2026-03-06 21:14:24.762296,7
2026-03-06 21:14:24.762472,7
2026-03-06 21:14:24.762658,7
2026-03-06 21:14:24.762849,7
2026-03-06 21:14:24.763053,7
2026-03-06 21:14:24.763275,7
2026-03-06 21:14:24.763342,7
2026-03-06 21:14:24.871178,7
2026-03-06 21:14:24.871283,7
2026-03-06 21:14:24.871377,7
2026-03-06 21:14:24.871477,7
2026-03-06 21:14:24.87158,7
2026-03-06 21:14:24.871672,7
2026-03-06 21:14:24.871735,7
2026-03-06 21:14:24.871764,7
2026-03-06 21:14:24.871866,7
2026-03-06 21:14:24.980069,7
2026-03-06 21:14:24.980331,7
2026-03-06 21:14:24.980592,7
2026-03-06 21:14:24.980807,7
2026-03-06 21:14:24.981071,7
2026-03-06 21:14:25.088927,7
2026-03-06 21:14:25.089088,7
2026-03-06 21:14:25.089262,7
2026-03-06 21:14:25.089419,7
2026-03-06 21:14:25.089535,7
2026-03-06 21:14:25.089601,7
2026-03-06 21:14:25.198084,7
2026-03-06 21:14:25.198318,7
2026-03-06 21:14:25.198515,7
2026-03-06 21:14:25.198768,7
2026-03-06 21:14:25.198909,7
2026-03-06 21:14:25.199392,7
2026-03-06 21:14:25.307819,7
2026-03-06 21:14:25.307864,7
2026-03-06 21:14:25.307942,7
2026-03-06 21:14:25.308034,7
2026-03-06 21:14:25.308114,7
2026-03-06 21:14:25.416383,7
2026-03-06 21:14:25.416528,7
2026-03-06 21:14:25.416672,7
2026-03-06 21:14:25.416831,7
2026-03-06 21:14:25.416901,7
2026-03-06 21:14:25.417004,7
2026-03-06 21:14:25.417232,7
2026-03-06 21:14:25.525547,7
2026-03-06 21:14:25.52591,7
2026-03-06 21:14:25.526372,7
2026-03-06 21:14:25.526618,7
2026-03-06 21:14:25.526808,7
2026-03-06 21:14:25.527018,7
2026-03-06 21:14:25.527168,7
2026-03-06 21:14:25.527182,7
2026-03-06 21:14:25.634686,7
2026-03-06 21:14:25.634923,7
2026-03-06 21:14:25.635178,7
2026-03-06 21:14:25.635427,7
2026-03-06 21:14:25.635669,7
2026-03-06 21:14:25.743681,7
2026-03-06 21:14:25.743933,7
2026-03-06 21:14:25.744168,7
2026-03-06 21:14:25.744413,7
2026-03-06 21:14:25.744673,7
2026-03-06 21:14:25.744759,7
2026-03-06 21:14:25.851805,7
2026-03-06 21:14:25.851991,7
2026-03-06 21:14:25.852196,7
2026-03-06 21:14:25.85227,7
2026-03-06 21:14:25.852392,7
2026-03-06 21:14:25.852766,7
2026-03-06 21:14:25.960896,7
2026-03-06 21:14:25.960942,7
2026-03-06 21:14:25.960979,7
2026-03-06 21:14:25.961049,7
2026-03-06 21:14:25.961151,7
2026-03-06 21:14:25.961353,7
2026-03-06 21:14:25.961447,7
2026-03-06 21:14:26.069709,7
2026-03-06 21:14:26.06987,7
2026-03-06 21:14:26.07001,7
2026-03-06 21:14:26.07002,7
2026-03-06 21:14:26.070141,7
2026-03-06 21:14:26.070325,7
2026-03-06 21:14:26.070484,7
2026-03-06 21:14:26.179267,7
2026-03-06 21:14:26.179343,7
2026-03-06 21:14:26.179467,7
2026-03-06 21:14:26.179791,7
2026-03-06 21:14:26.1802,7
2026-03-06 21:14:26.288254,7
2026-03-06 21:14:26.288499,7
2026-03-06 21:14:26.288726,7
2026-03-06 21:14:26.289001,7
2026-03-06 21:14:26.289283,7
2026-03-06 21:14:26.289446,7
2026-03-06 21:14:26.397223,7
2026-03-06 21:14:26.397299,7
2026-03-06 21:14:26.397455,7
2026-03-06 21:14:26.397798,7
2026-03-06 21:14:26.398128,7
2026-03-06 21:14:26.398154,7
2026-03-06 21:14:26.506232,7
2026-03-06 21:14:26.506381,7
2026-03-06 21:14:26.506534,7
2026-03-06 21:14:26.50667,7
2026-03-06 21:14:26.506696,7
2026-03-06 21:14:26.506875,7
2026-03-06 21:14:26.507033,7
2026-03-06 21:14:26.507218,7
2026-03-06 21:14:26.615026,7
2026-03-06 21:14:26.61519,7
2026-03-06 21:14:26.615353,7
2026-03-06 21:14:26.615513,7
2026-03-06 21:14:26.615696,7
2026-03-06 21:14:26.615876,7
2026-03-06 21:14:26.615923,7
2026-03-06 21:14:26.724339,7
2026-03-06 21:14:26.724522,7
2026-03-06 21:14:26.724709,7
2026-03-06 21:14:26.724899,7
2026-03-06 21:14:26.72504,7
2026-03-06 21:14:26.725109,7
2026-03-06 21:14:26.832951,7
2026-03-06 21:14:26.833113,7
2026-03-06 21:14:26.833296,7
2026-03-06 21:14:26.833489,7
2026-03-06 21:14:26.833549,7
2026-03-06 21:14:26.833665,7
2026-03-06 21:14:26.942331,7
2026-03-06 21:14:26.942508,7
2026-03-06 21:14:26.942692,7
2026-03-06 21:14:26.942892,7
2026-03-06 21:14:26.943106,7
2026-03-06 21:14:26.943232,7
2026-03-06 21:14:26.943557,7
2026-03-06 21:14:27.050661,7
2026-03-06 21:14:27.0508,7
2026-03-06 21:14:27.050962,7
2026-03-06 21:14:27.051112,7
2026-03-06 21:14:27.051189,7
2026-03-06 21:14:27.051274,7
2026-03-06 21:14:27.160037,7
2026-03-06 21:14:27.160172,7
2026-03-06 21:14:27.160365,7
2026-03-06 21:14:27.160543,7
2026-03-06 21:14:27.160614,7
2026-03-06 21:14:27.16092,7
2026-03-06 21:14:27.268976,7
2026-03-06 21:14:27.269024,7
2026-03-06 21:14:27.269063,7
2026-03-06 21:14:27.269101,7
2026-03-06 21:14:27.269283,7
2026-03-06 21:14:27.269603,7
2026-03-06 21:14:27.378104,7
2026-03-06 21:14:27.378262,7
2026-03-06 21:14:27.378418,7
2026-03-06 21:14:27.378566,7
2026-03-06 21:14:27.378733,7
2026-03-06 21:14:27.378734,7
2026-03-06 21:14:27.486869,7
2026-03-06 21:14:27.487037,7
2026-03-06 21:14:27.487242,7
2026-03-06 21:14:27.487448,7
2026-03-06 21:14:27.487614,7
2026-03-06 21:14:27.487665,7
2026-03-06 21:14:27.596322,7
2026-03-06 21:14:27.596533,7
2026-03-06 21:14:27.596745,7
2026-03-06 21:14:27.596963,7
2026-03-06 21:14:27.597042,7
2026-03-06 21:14:27.597356,7
2026-03-06 21:14:27.705531,7
2026-03-06 21:14:27.706204,7
2026-03-06 21:14:27.706359,7
2026-03-06 21:14:27.706519,7
2026-03-06 21:14:27.70669,7
2026-03-06 21:14:27.706849,7
2026-03-06 21:14:27.707009,7
2026-03-06 21:14:27.707328,7
2026-03-06 21:14:27.707438,7
2026-03-06 21:14:27.814252,7
2026-03-06 21:14:27.814378,7
2026-03-06 21:14:27.814525,7
2026-03-06 21:14:27.814708,7
2026-03-06 21:14:27.814829,7
2026-03-06 21:14:27.815038,7
2026-03-06 21:14:27.81518,7
2026-03-06 21:14:27.923049,7
2026-03-06 21:14:27.923254,7
2026-03-06 21:14:27.92347,7
2026-03-06 21:14:27.923738,7
2026-03-06 21:14:27.92381,7
2026-03-06 21:14:27.923878,7
2026-03-06 21:14:28.031693,7
2026-03-06 21:14:28.031809,7
2026-03-06 21:14:28.031919,7
2026-03-06 21:14:28.032033,7
2026-03-06 21:14:28.032151,7
2026-03-06 21:14:28.032289,7
2026-03-06 21:14:28.032323,7
2026-03-06 21:14:28.14131,7
2026-03-06 21:14:28.141706,7
2026-03-06 21:14:28.142141,7
2026-03-06 21:14:28.142593,7
2026-03-06 21:14:28.142775,7
2026-03-06 21:14:28.142947,7
2026-03-06 21:14:28.142972,7
2026-03-06 21:14:28.143152,7
2026-03-06 21:14:28.250179,7
2026-03-06 21:14:28.250356,7
2026-03-06 21:14:28.250533,7
2026-03-06 21:14:28.250715,7
2026-03-06 21:14:28.250721,7
2026-03-06 21:14:28.25093,7
2026-03-06 21:14:28.359035,7
2026-03-06 21:14:28.359228,7
2026-03-06 21:14:28.359405,7
2026-03-06 21:14:28.359561,7
2026-03-06 21:14:28.359603,7
2026-03-06 21:14:28.467676,7
2026-03-06 21:14:28.467701,7
2026-03-06 21:14:28.467758,7
2026-03-06 21:14:28.46782,7
2026-03-06 21:14:28.467883,7
2026-03-06 21:14:28.468022,7
2026-03-06 21:14:28.468192,7
2026-03-06 21:14:28.576911,7
2026-03-06 21:14:28.577104,7
2026-03-06 21:14:28.577365,7
2026-03-06 21:14:28.577425,7
2026-03-06 21:14:28.577621,7
2026-03-06 21:14:28.686262,7
2026-03-06 21:14:28.686361,7
2026-03-06 21:14:28.686466,7
2026-03-06 21:14:28.686566,7
2026-03-06 21:14:28.686669,7
2026-03-06 21:14:28.686691,7
2026-03-06 21:14:28.686779,7
2026-03-06 21:14:28.795828,7
2026-03-06 21:14:28.796281,7
2026-03-06 21:14:28.796422,7
2026-03-06 21:14:28.796712,7
2026-03-06 21:14:28.79715,7
2026-03-06 21:14:28.797572,7
2026-03-06 21:14:28.798269,7
2026-03-06 21:14:28.798836,7
2026-03-06 21:14:28.905502,7
2026-03-06 21:14:28.905649,7
2026-03-06 21:14:28.906111,7
2026-03-06 21:14:29.013376,7
2026-03-06 21:14:29.013803,7
2026-03-06 21:14:29.01395,7
2026-03-06 21:14:29.014153,7
2026-03-06 21:14:29.014394,7
2026-03-06 21:14:29.015621,7
2026-03-06 21:14:29.122986,7
2026-03-06 21:14:29.12329,7
2026-03-06 21:14:29.12355,7
2026-03-06 21:14:29.123883,7
2026-03-06 21:14:29.125328,7
2026-03-06 21:14:29.230799,7
2026-03-06 21:14:29.230971,7
2026-03-06 21:14:29.231154,7
2026-03-06 21:14:29.231528,7
2026-03-06 21:14:29.339792,7
2026-03-06 21:14:29.339964,7
2026-03-06 21:14:29.340142,7
2026-03-06 21:14:29.340315,7
2026-03-06 21:14:29.340335,7
2026-03-06 21:14:29.449416,7
2026-03-06 21:14:29.449694,7
2026-03-06 21:14:29.450488,7
2026-03-06 21:14:29.451357,7
2026-03-06 21:14:29.557818,7
2026-03-06 21:14:29.557928,7
2026-03-06 21:14:29.558077,7
2026-03-06 21:14:29.558242,7
2026-03-06 21:14:29.558383,7
2026-03-06 21:14:29.558403,7
2026-03-06 21:14:29.666877,7
2026-03-06 21:14:29.666974,7
2026-03-06 21:14:29.667188,7
2026-03-06 21:14:29.667503,7
2026-03-06 21:14:29.667649,7
2026-03-06 21:14:29.775963,7
2026-03-06 21:14:29.776128,7
2026-03-06 21:14:29.776324,7
2026-03-06 21:14:29.776508,7
2026-03-06 21:14:29.884926,7
2026-03-06 21:14:29.884997,7
2026-03-06 21:14:29.88507,7
2026-03-06 21:14:29.88515,7
2026-03-06 21:14:29.885436,7
2026-03-06 21:14:29.994425,7
2026-03-06 21:14:29.994659,7
2026-03-06 21:14:29.995032,7
2026-03-06 21:14:29.995427,7
2026-03-06 21:14:29.995974,7
2026-03-06 21:14:30.103285,7
2026-03-06 21:14:30.103429,7
2026-03-06 21:14:30.103612,7
2026-03-06 21:14:30.10387,7
2026-03-06 21:14:30.104012,7
2026-03-06 21:14:30.104235,7
2026-03-06 21:14:30.104396,7
2026-03-06 21:14:30.212186,7
2026-03-06 21:14:30.21226,7
2026-03-06 21:14:30.212376,7
2026-03-06 21:14:30.212525,7
2026-03-06 21:14:30.212821,7
2026-03-06 21:14:30.213182,7
2026-03-06 21:14:30.213444,7
2026-03-06 21:14:30.321392,7
2026-03-06 21:14:30.32166,7
2026-03-06 21:14:30.321931,7
2026-03-06 21:14:30.322177,7
2026-03-06 21:14:30.32223,7
2026-03-06 21:14:30.430255,7
2026-03-06 21:14:30.430386,7
2026-03-06 21:14:30.430672,7
2026-03-06 21:14:30.430681,7
2026-03-06 21:14:30.431029,7
2026-03-06 21:14:30.431346,7
2026-03-06 21:14:30.431917,7
2026-03-06 21:14:30.539044,7
2026-03-06 21:14:30.539226,7
2026-03-06 21:14:30.539384,7
2026-03-06 21:14:30.539536,7
2026-03-06 21:14:30.540412,7
2026-03-06 21:14:30.648621,7
2026-03-06 21:14:30.648852,7
2026-03-06 21:14:30.649077,7
2026-03-06 21:14:30.649335,7
2026-03-06 21:14:30.649566,7
2026-03-06 21:14:30.650064,7
2026-03-06 21:14:30.757567,7
2026-03-06 21:14:30.75777,7
2026-03-06 21:14:30.757989,7
2026-03-06 21:14:30.758232,7
2026-03-06 21:14:30.758507,7
2026-03-06 21:14:30.758579,7
2026-03-06 21:14:30.758737,7
2026-03-06 21:14:30.866552,7
2026-03-06 21:14:30.867585,7
2026-03-06 21:14:30.868451,7
2026-03-06 21:14:30.869028,7
2026-03-06 21:14:30.869279,7
2026-03-06 21:14:30.869572,7
2026-03-06 21:14:30.870021,7
2026-03-06 21:14:30.975094,7
2026-03-06 21:14:30.975221,7
2026-03-06 21:14:30.975337,7
2026-03-06 21:14:30.975411,7
2026-03-06 21:14:30.975466,7
2026-03-06 21:14:31.084414,7
2026-03-06 21:14:31.084611,7
2026-03-06 21:14:31.084854,7
2026-03-06 21:14:31.085083,7
2026-03-06 21:14:31.085121,7
2026-03-06 21:14:31.193333,7
2026-03-06 21:14:31.193421,7
2026-03-06 21:14:31.193491,7
2026-03-06 21:14:31.193619,7
2026-03-06 21:14:31.194032,7
2026-03-06 21:14:31.302151,7
2026-03-06 21:14:31.302337,7
2026-03-06 21:14:31.302519,7
2026-03-06 21:14:31.302714,7
2026-03-06 21:14:31.303492,7
2026-03-06 21:14:31.411755,7
2026-03-06 21:14:31.412012,7
2026-03-06 21:14:31.412302,7
2026-03-06 21:14:31.412573,7
2026-03-06 21:14:31.412583,7
2026-03-06 21:14:31.519975,7
2026-03-06 21:14:31.520059,7
2026-03-06 21:14:31.520491,7
2026-03-06 21:14:31.629401,7
2026-03-06 21:14:31.629592,7
2026-03-06 21:14:31.629794,7
2026-03-06 21:14:31.629998,7
2026-03-06 21:14:31.630597,7
2026-03-06 21:14:31.738267,7
2026-03-06 21:14:31.738409,7
2026-03-06 21:14:31.73857,7
2026-03-06 21:14:31.738716,7
2026-03-06 21:14:31.738868,7
2026-03-06 21:14:31.738936,7
2026-03-06 21:14:31.739054,7
2026-03-06 21:14:31.84709,7
2026-03-06 21:14:31.847302,7
2026-03-06 21:14:31.847474,7
2026-03-06 21:14:31.847715,7
2026-03-06 21:14:31.847752,7
2026-03-06 21:14:31.847903,7
2026-03-06 21:14:31.955751,7
2026-03-06 21:14:31.955945,7
2026-03-06 21:14:31.956069,7
2026-03-06 21:14:31.956195,7
2026-03-06 21:14:31.956284,7
2026-03-06 21:14:31.95648,7
2026-03-06 21:14:31.956688,7
2026-03-06 21:14:32.065143,7
2026-03-06 21:14:32.065309,7
2026-03-06 21:14:32.06548,7
2026-03-06 21:14:32.065656,7
2026-03-06 21:14:32.065695,7
2026-03-06 21:14:32.17364,7
2026-03-06 21:14:32.173776,7
2026-03-06 21:14:32.173911,7
2026-03-06 21:14:32.174048,7
2026-03-06 21:14:32.174309,7
2026-03-06 21:14:32.283078,7
2026-03-06 21:14:32.283328,7
2026-03-06 21:14:32.28349,7
2026-03-06 21:14:32.283939,7
2026-03-06 21:14:32.391509,7
2026-03-06 21:14:32.391659,7
2026-03-06 21:14:32.391759,7
2026-03-06 21:14:32.392009,7
2026-03-06 21:14:32.392195,7
2026-03-06 21:14:32.501082,7
2026-03-06 21:14:32.501326,7
2026-03-06 21:14:32.501562,7
2026-03-06 21:14:32.50167,7
2026-03-06 21:14:32.501821,7
2026-03-06 21:14:32.502065,7
2026-03-06 21:14:32.609781,7
2026-03-06 21:14:32.609867,7
2026-03-06 21:14:32.609993,7
2026-03-06 21:14:32.610155,7
2026-03-06 21:14:32.610373,7
2026-03-06 21:14:32.610466,7
2026-03-06 21:14:32.610626,7
2026-03-06 21:14:32.610767,7
2026-03-06 21:14:32.719733,7
2026-03-06 21:14:32.719924,7
2026-03-06 21:14:32.720126,7
2026-03-06 21:14:32.720351,7
2026-03-06 21:14:32.720581,7
2026-03-06 21:14:32.72171,7
2026-03-06 21:14:32.828172,7
2026-03-06 21:14:32.828353,7
2026-03-06 21:14:32.828483,7
2026-03-06 21:14:32.828572,7
2026-03-06 21:14:32.828612,7
2026-03-06 21:14:32.828783,7
2026-03-06 21:14:32.828969,7
2026-03-06 21:14:32.936954,7
2026-03-06 21:14:32.937058,7
2026-03-06 21:14:32.937207,7
2026-03-06 21:14:32.937335,7
2026-03-06 21:14:32.93743,7
2026-03-06 21:14:32.937461,7
2026-03-06 21:14:33.04657,7
2026-03-06 21:14:33.047204,7
2026-03-06 21:14:33.047495,7
2026-03-06 21:14:33.047564,7
2026-03-06 21:14:33.047711,7
2026-03-06 21:14:33.047948,7
2026-03-06 21:14:33.048222,7
2026-03-06 21:14:33.155024,7
2026-03-06 21:14:33.155119,7
